osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,bridge,width
41697185,R. Palma Street,residential,False,False,62.597,,,,"LINESTRING (121.2383244 14.5122335, 121.2388731 14.5120471)",,
56063363,T. Claudio Street,primary,False,False,42.923,2,601,40,"LINESTRING (121.2383244 14.5122335, 121.238462 14.5125958)",,
56063363,T. Claudio Street,primary,False,True,48.967,2,601,40,"LINESTRING (121.2383244 14.5122335, 121.2381785 14.5118164)",,
41697185,R. Palma Street,residential,False,True,117.15599999999999,,,,"LINESTRING (121.2383244 14.5122335, 121.2377195 14.5124206, 121.2372835 14.5125407)",,
56063363,T. Claudio Street,primary,False,True,33.663,2,601,40,"LINESTRING (121.2385548 14.5128849, 121.238462 14.5125958)",,
267670783,Tupas Street,tertiary,False,True,62.061,,,,"LINESTRING (121.2385548 14.5128849, 121.239097 14.5126952)",,
"[56063363, 866169717, 126323022]",T. Claudio Street,primary,False,False,98.883,"['2', '4']",601,40,"LINESTRING (121.2385548 14.5128849, 121.2386635 14.5131691, 121.238768 14.5134726, 121.2388416 14.5137292)",yes,"['6.5', '14.6']"
"[267670845, 962511917]",Tupas Street,residential,False,False,164.246,,,,"LINESTRING (121.2385548 14.5128849, 121.2379415 14.5131059, 121.2374755 14.5132621, 121.2374204 14.5132524, 121.2373878 14.5132148, 121.2373624 14.5129531)",,
41697176,Sumulong,tertiary,False,False,247.313,,,,"LINESTRING (121.2390018 14.5166511, 121.2378807 14.5165962, 121.2367061 14.5166241)",,
126322907,T. Claudio Street,primary,False,False,171.333,4,601,60,"LINESTRING (121.2390018 14.5166511, 121.2389954 14.5167744, 121.2389894 14.5168913, 121.2389526 14.5178003, 121.2389571 14.5181909)",,12.2
"[126322907, 866169716, 866169717]",T. Claudio Street,primary,False,True,259.13399999999996,"['2', '4']",601,"['60', '40']","LINESTRING (121.2390018 14.5166511, 121.2390071 14.5164928, 121.2390161 14.5162661, 121.2390177 14.51615, 121.2390305 14.5158826, 121.2390361 14.515767, 121.2390622 14.5152237, 121.2390872 14.5148713, 121.2390785 14.5145609, 121.2390715 14.5144382, 121.239052 14.5143246)",yes,"['12.2', '6.5']"
58491892,Capinpin,tertiary,False,False,253.495,,,,"LINESTRING (121.2389571 14.5181909, 121.236641 14.5186032)",,
126322907,T. Claudio Street,primary,False,False,47.635999999999996,4,601,60,"LINESTRING (121.2389571 14.5181909, 121.2389606 14.5184632, 121.2389795 14.5186182)",,12.2
126322907,T. Claudio Street,primary,False,True,171.33300000000003,4,601,60,"LINESTRING (121.2389571 14.5181909, 121.2389526 14.5178003, 121.2389894 14.5168913, 121.2389954 14.5167744, 121.2390018 14.5166511)",,12.2
51767609,E. Rodriguez Street,unclassified,False,True,171.147,,,,"LINESTRING (121.2389795 14.5186182, 121.239237 14.5185964, 121.2398696 14.518272, 121.240092 14.5181596, 121.240349 14.5180219, 121.240373 14.5180047, 121.2403894 14.5179908, 121.2404023 14.5179769)",,
126322907,T. Claudio Street,primary,False,False,87.75,4,601,60,"LINESTRING (121.2389795 14.5186182, 121.2390232 14.5188674, 121.2391392 14.5193919)",,12.2
126322907,T. Claudio Street,primary,False,True,47.635999999999996,4,601,60,"LINESTRING (121.2389795 14.5186182, 121.2389606 14.5184632, 121.2389571 14.5181909)",,12.2
41697187,Natividad Street,residential,False,True,60.857,,,,"LINESTRING (121.238462 14.5125958, 121.2389909 14.5124025)",,
56063363,T. Claudio Street,primary,False,False,33.663,2,601,40,"LINESTRING (121.238462 14.5125958, 121.2385548 14.5128849)",,
56063363,T. Claudio Street,primary,False,True,42.923,2,601,40,"LINESTRING (121.238462 14.5125958, 121.2383244 14.5122335)",,
41697187,Natividad Street,residential,False,False,124.896,,,,"LINESTRING (121.238462 14.5125958, 121.2378347 14.5128139, 121.2373624 14.5129531)",,
41697175,J. Pascual Street,residential,False,True,59.426,,,,"LINESTRING (121.2381785 14.5118164, 121.2387045 14.5116542)",,
56063363,T. Claudio Street,primary,False,False,48.967,2,601,40,"LINESTRING (121.2381785 14.5118164, 121.2383244 14.5122335)",,
41697175,J. Pascual Street,residential,False,False,158.72,,,,"LINESTRING (121.2381785 14.5118164, 121.2375856 14.5120065, 121.2371921 14.5120767, 121.2368508 14.5121089, 121.2367445 14.5121192)",,
41697172,,residential,False,False,31.369,,,,"LINESTRING (121.2423551 14.5125849, 121.2423725 14.5128665)",,
41697172,,residential,False,True,29.574,,,,"LINESTRING (121.2423551 14.5125849, 121.2424693 14.512343)",,
41697182,,residential,False,True,65.231,,,,"LINESTRING (121.2423551 14.5125849, 121.2422501 14.51255, 121.2421061 14.5125154, 121.2417596 14.5125223)",,
41697172,,residential,False,True,31.369,,,,"LINESTRING (121.2423725 14.5128665, 121.2423551 14.5125849)",,
238146361,Turentigue,tertiary,False,False,57.52,,,,"LINESTRING (121.2423725 14.5128665, 121.2418403 14.5129127)",,
267670844,,residential,False,False,39.631,,,,"LINESTRING (121.2423725 14.5128665, 121.2423745 14.5132229)",,
267670844,,residential,False,False,22.582,,,,"LINESTRING (121.2423745 14.5132229, 121.2423874 14.5134256)",,
267670844,,residential,False,True,39.631,,,,"LINESTRING (121.2423745 14.5132229, 121.2423725 14.5128665)",,
41697173,Raymundo,residential,False,False,380.16999999999996,,,,"LINESTRING (121.2423745 14.5132229, 121.24192 14.5132848, 121.2411145 14.5134454, 121.2400246 14.5138157, 121.2389779 14.5141277)",,
267670844,,residential,False,True,22.582,,,,"LINESTRING (121.2423874 14.5134256, 121.2423745 14.5132229)",,
41697174,Martinez,residential,False,False,372.973,,,,"LINESTRING (121.2423874 14.5134256, 121.2419215 14.5135067, 121.2414454 14.5136346, 121.2408704 14.5137928, 121.2400792 14.5140253, 121.239052 14.5143246)",,
866169717,T. Claudio Street,primary,False,False,23.302,2,601,40,"LINESTRING (121.2389779 14.5141277, 121.239052 14.5143246)",,6.5
