osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,access,geometry,bridge
31344615,606,P. Gomez Street,primary,40,False,False,51.221,,,"LINESTRING (121.613402 13.9379707, 121.6138739 13.9379215)",
42705736,606;603,Quezon Avenue,primary,40,True,False,50.214,,,"LINESTRING (121.613402 13.9379707, 121.6133533 13.9375216)",
671028124,603,Quezon Avenue,primary,40,False,False,52.684,,,"LINESTRING (121.613402 13.9379707, 121.6134577 13.9384414)",
978656663,,P. Gomez Street,primary,30,False,True,60.473,2,,"LINESTRING (121.613402 13.9379707, 121.6128433 13.9380123)",
242793921,606,P. Gomez Street,primary,40,False,True,48.801,2,,"LINESTRING (121.6173621 13.9374587, 121.6169192 13.9375472)",
30533237,,Profugo Street,tertiary,30,False,False,50.156,,,"LINESTRING (121.6107318 13.9355374, 121.6111928 13.9354803)",
30535582,,Abellanosa Street,tertiary,30,True,False,55.0,2,,"LINESTRING (121.6107318 13.9355374, 121.6106719 13.9350462)",
30535591,,Malvar Street,tertiary,30,False,True,22.656,2,,"LINESTRING (121.6107318 13.9355374, 121.6105456 13.9356315)",
30533237,,Profugo Street,tertiary,30,False,False,57.487,,,"LINESTRING (121.6111928 13.9354803, 121.6117214 13.9354165)",
30533237,,Profugo Street,tertiary,30,False,True,50.156,,,"LINESTRING (121.6111928 13.9354803, 121.6107318 13.9355374)",
293657153,,M.H. del Pilar Street,residential,30,True,False,53.985,,,"LINESTRING (121.6111928 13.9354803, 121.6111421 13.9349973)",
30530385,,Allarey Street,tertiary,,True,False,145.176,,permissive,"LINESTRING (121.6117214 13.9354165, 121.6117621 13.9367215)",
30533237,,Profugo Street,tertiary,30,False,True,57.487,,,"LINESTRING (121.6117214 13.9354165, 121.6111928 13.9354803)",
1109713851,,Profugo Street,tertiary,30,True,False,50.194,,,"LINESTRING (121.6117214 13.9354165, 121.612181 13.9353473)",
30532565,,M.H. del Pilar Street,residential,,False,True,59.683,2,,"LINESTRING (121.6113196 13.9367537, 121.6113615 13.9372889)",
149726913,606,M.L. Tagarao Street,primary,40,False,False,44.029,4,,"LINESTRING (121.6113196 13.9367537, 121.6109155 13.9368081)",
157032378,,M.H. del Pilar Street,residential,30,True,False,48.367,,,"LINESTRING (121.6113196 13.9367537, 121.6112738 13.936321)",
99660415,,Allarey Street,primary,30,True,False,58.357,,,"LINESTRING (121.6117621 13.9367215, 121.6117733 13.9372462)",
80215634,606,M.L. Tagarao Street,primary,40,True,False,47.891999999999996,2,,"LINESTRING (121.6117621 13.9367215, 121.6115346 13.9367356, 121.6113196 13.9367537)",
99660414,603,Quezon Avenue,secondary,40,True,False,52.462,2,,"LINESTRING (121.6130744 13.9352171, 121.6130153 13.9347488)",
