osmid,oneway,name,highway,maxspeed,reversed,length,width,lanes,geometry,bridge
4725402,True,Gat Tayaw Street,secondary,30,False,48.907,,,"LINESTRING (121.434026 14.1337972, 121.4342466 14.1334129)",
35574188,False,A Bonifacio Street,secondary,40,False,19.422,6.3,,"LINESTRING (121.434026 14.1337972, 121.4338619 14.1337252)",
35574188,False,A Bonifacio Street,secondary,40,True,30.811,6.3,,"LINESTRING (121.434026 14.1337972, 121.43427 14.1339414)",
345343752,False,Gat Tayaw Street,residential,,True,71.405,,,"LINESTRING (121.4360498 14.1302777, 121.4363797 14.1297209)",
860586254,True,9th Street,secondary,30,False,44.853,,2,"LINESTRING (121.4360498 14.1302777, 121.4364133 14.1304738)",
23434447,False,A. Mabini Street,residential,,False,9.923,,,"LINESTRING (121.4342089 14.131714, 121.4342573 14.1316381)",
23434447,False,A. Mabini Street,residential,,True,52.133,,,"LINESTRING (121.4342089 14.131714, 121.4339627 14.1321175)",
25031530,False,4th Street,residential,,True,50.423,,,"LINESTRING (121.4342089 14.131714, 121.4346272 14.1319167)",
4725402,True,Gat Tayaw Street,secondary,30,False,51.685,,,"LINESTRING (121.4349666 14.132101, 121.4352049 14.1316977)",
25031530,False,4th Street,residential,,False,41.945,,,"LINESTRING (121.4349666 14.132101, 121.4346272 14.1319167)",
25031530,False,4th Street,residential,,True,49.475,,,"LINESTRING (121.4349666 14.132101, 121.4353781 14.1322978)",
23435375,True,P Burgos Street,tertiary,30,False,46.599,,2,"LINESTRING (121.435792 14.1325106, 121.4359955 14.1321409)",
25031530,False,4th Street,residential,,False,50.515,,,"LINESTRING (121.435792 14.1325106, 121.4353781 14.1322978)",
25031530,False,4th Street,residential,,True,44.538,,,"LINESTRING (121.435792 14.1325106, 121.4361616 14.1326894)",
39022808,False,10th Street,unclassified,,False,50.546,,,"LINESTRING (121.4363797 14.1297209, 121.4367701 14.1299725)",
345343751,False,A. Mabini Street,unclassified,,True,47.098,,,"LINESTRING (121.4363797 14.1297209, 121.4360083 14.129498)",
345343752,False,Gat Tayaw Street,residential,,False,71.405,,,"LINESTRING (121.4363797 14.1297209, 121.4360498 14.1302777)",
345343752,False,Gat Tayaw Street,residential,,True,104.631,,,"LINESTRING (121.4363797 14.1297209, 121.4364978 14.1294556, 121.4367481 14.1291117, 121.4368957 14.1289303)",
682346689,False,,tertiary,,True,32.33,,,"LINESTRING (121.4389119 14.1278202, 121.4391737 14.1279619)",
345343760,True,General Luna Street,tertiary,,False,128.255,,,"LINESTRING (121.4389119 14.1278202, 121.4386438 14.1282702, 121.4383823 14.1287502, 121.4383409 14.1288317)",
23435212,True,J.P. Rizal Street,secondary,40,False,51.025,6.3,,"LINESTRING (121.4353781 14.1322978, 121.4351488 14.1326992)",
25031530,False,4th Street,residential,,False,49.475,,,"LINESTRING (121.4353781 14.1322978, 121.4349666 14.132101)",
25031530,False,4th Street,residential,,True,50.515,,,"LINESTRING (121.4353781 14.1322978, 121.435792 14.1325106)",
39022808,False,10th Street,unclassified,,False,40.035,,,"LINESTRING (121.4367701 14.1299725, 121.4371055 14.1301269)",
39022808,False,10th Street,unclassified,,True,50.546,,,"LINESTRING (121.4367701 14.1299725, 121.4363797 14.1297209)",
345343756,False,Gregorio Borlaza,residential,,True,64.046,,,"LINESTRING (121.4367701 14.1299725, 121.4364873 14.130479)",
345343756,False,Gregorio Borlaza,residential,,False,51.916,,,"LINESTRING (121.4367701 14.1299725, 121.4369551 14.129667, 121.4370081 14.1295668)",
892509253,False,A Bonifacio Street,secondary,40,True,6.684,5.9,2,"LINESTRING (121.4330762 14.1334251, 121.4331355 14.1334426)",
97332214,False,,unclassified,,False,242.181,,,"LINESTRING (121.4330762 14.1334251, 121.432469 14.1336334, 121.4321653 14.1337287, 121.4319823 14.1338406, 121.4317847 14.134071, 121.4315365 14.1343919, 121.4314064 14.1346268, 121.4313739 14.1346855)",
860586253,True,General Luna Street,tertiary,,False,51.087,,,"LINESTRING (121.4372045 14.1308163, 121.4369936 14.1312277)",
892509251,False,9th Street,secondary,40,True,43.865,5.8,2,"LINESTRING (121.4372045 14.1308163, 121.4368422 14.1306369)",
"[892509250, 892509251]",False,"['Liliw-Majayjay Road', '9th Street']",secondary,40,False,36.547,"['5.3', '5.8']",2,"LINESTRING (121.4372045 14.1308163, 121.4373565 14.1308895, 121.4375095 14.1309596)",
23435375,True,P Burgos Street,tertiary,30,False,54.301,,2,"LINESTRING (121.4348325 14.1342699, 121.4350681 14.1338383)",
25031511,False,A Bonifacio Street,secondary,40,False,48.04,,,"LINESTRING (121.4348325 14.1342699, 121.4351907 14.1345268)",
35574188,False,A Bonifacio Street,secondary,40,False,53.527,6.3,,"LINESTRING (121.4348325 14.1342699, 121.4344098 14.1340175)",
892509251,False,9th Street,secondary,40,False,8.0,5.8,2,"LINESTRING (121.4364133 14.1304738, 121.4364873 14.130479)",
892509252,True,J.P. Rizal Street,secondary,40,False,41.26,5.8,2,"LINESTRING (121.4364133 14.1304738, 121.436234 14.1308016)",
860632262,True,P Burgos Street,tertiary,,False,63.42,,2,"LINESTRING (121.4368422 14.1306369, 121.4371055 14.1301269)",
892509251,False,9th Street,secondary,40,False,43.865,5.8,2,"LINESTRING (121.4368422 14.1306369, 121.4372045 14.1308163)",
892509251,False,9th Street,secondary,40,True,42.105,5.8,2,"LINESTRING (121.4368422 14.1306369, 121.4364873 14.130479)",
35574188,False,A Bonifacio Street,secondary,40,False,17.287,6.3,,"LINESTRING (121.4344098 14.1340175, 121.43427 14.1339414)",
35574188,False,A Bonifacio Street,secondary,40,True,53.527,6.3,,"LINESTRING (121.4344098 14.1340175, 121.4348325 14.1342699)",
132736410,False,MH del Pilar Street,residential,30,False,51.754,,,"LINESTRING (121.4336323 14.1336164, 121.4338668 14.1332103)",
892509253,False,A Bonifacio Street,secondary,40,True,27.555,5.9,2,"LINESTRING (121.4336323 14.1336164, 121.4338619 14.1337252)",
132736444,False,,residential,30,True,88.801,,,"LINESTRING (121.4336323 14.1336164, 121.433426 14.1340373, 121.4332837 14.1343399)",
892509253,False,A Bonifacio Street,secondary,40,False,56.961,5.9,2,"LINESTRING (121.4336323 14.1336164, 121.4333765 14.1335246, 121.4332094 14.1334646, 121.4331355 14.1334426)",
25031530,False,4th Street,residential,,False,50.423,,,"LINESTRING (121.4346272 14.1319167, 121.4342089 14.131714)",
25031530,False,4th Street,residential,,True,41.945,,,"LINESTRING (121.4346272 14.1319167, 121.4349666 14.132101)",
132736410,False,MH del Pilar Street,residential,30,False,51.322,,,"LINESTRING (121.4346272 14.1319167, 121.4348549 14.1315114)",
132736410,False,MH del Pilar Street,residential,30,True,53.277,,,"LINESTRING (121.4346272 14.1319167, 121.4343792 14.1323311)",
23434447,False,A. Mabini Street,residential,,True,48.575,,,"LINESTRING (121.4349334 14.1305893, 121.4346889 14.1309562)",
132736415,False,7th Street,residential,,False,43.431,,,"LINESTRING (121.4349334 14.1305893, 121.4352845 14.1307807)",
132736442,False,A. Mabini Street,residential,,False,125.056,,,"LINESTRING (121.4349334 14.1305893, 121.4349706 14.1305296, 121.4351281 14.1302937, 121.435394 14.1298766, 121.4355362 14.1296289)",
25031530,False,4th Street,residential,,False,44.538,,,"LINESTRING (121.4361616 14.1326894, 121.435792 14.1325106)",
35574250,True,General Luna Street,tertiary,,False,49.782,,,"LINESTRING (121.4361616 14.1326894, 121.4359526 14.1330886)",
25031530,False,4th Street,residential,,True,57.815999999999995,,,"LINESTRING (121.4361616 14.1326894, 121.4363998 14.1328038, 121.4365441 14.1328189, 121.4366689 14.132829)",
25031438,False,12th Street,residential,,False,43.408,,,"LINESTRING (121.4372469 14.1291211, 121.4368957 14.1289303)",
25031438,False,12th Street,residential,,True,43.235,,,"LINESTRING (121.4372469 14.1291211, 121.4376075 14.1292911)",
345343756,False,Gregorio Borlaza,residential,,False,33.797,,,"LINESTRING (121.4372469 14.1291211, 121.4373834 14.1288475)",
345343756,False,Gregorio Borlaza,residential,,True,55.85,,,"LINESTRING (121.4372469 14.1291211, 121.4370081 14.1295668)",
25031438,False,12th Street,residential,,True,43.408,,,"LINESTRING (121.4368957 14.1289303, 121.4372469 14.1291211)",
345343752,False,Gat Tayaw Street,residential,,False,104.631,,,"LINESTRING (121.4368957 14.1289303, 121.4367481 14.1291117, 121.4364978 14.1294556, 121.4363797 14.1297209)",
"[119881817, 682346691]",False,A. Mabini Street,residential,,True,151.214,,,"LINESTRING (121.4368957 14.1289303, 121.4364664 14.1287219, 121.4362407 14.1291172, 121.4360083 14.129498)",
