osmid,lanes,highway,oneway,reversed,length,geometry
194244544,2,tertiary,False,False,106.905,"LINESTRING (124.3259736 7.876264, 124.3258435 7.8763145, 124.3257559 7.8763441, 124.3253539 7.8764803, 124.3250576 7.8765815)"
194244544,2,tertiary,False,True,484.404,"LINESTRING (124.3259736 7.876264, 124.326463 7.8760209, 124.3269592 7.8757047, 124.3277264 7.8752398, 124.3293786 7.8742169, 124.3297336 7.8740086)"
555892717,,residential,False,True,98.63,"LINESTRING (124.3259736 7.876264, 124.3261935 7.8767555, 124.3263316 7.877077)"
194244544,2,tertiary,False,True,10.57,"LINESTRING (124.3237822 7.8769841, 124.3238747 7.8769588)"
166434413,,residential,False,True,68.541,"LINESTRING (124.3237822 7.8769841, 124.3237607 7.8770617, 124.323746 7.8770887, 124.3237265 7.8771116, 124.3237161 7.8771318, 124.3237131 7.8771524, 124.3237131 7.877175, 124.3237218 7.8772424, 124.3237994 7.8775749)"
194244544,2,tertiary,False,False,95.506,"LINESTRING (124.3237822 7.8769841, 124.3236507 7.8770146, 124.3232645 7.8770584, 124.3229252 7.8771102)"
166434419,,tertiary,False,False,63.614,"LINESTRING (124.3250576 7.8765815, 124.324847 7.8760488)"
166434419,,tertiary,False,True,102.321,"LINESTRING (124.3250576 7.8765815, 124.3253928 7.8774397)"
194244544,2,tertiary,False,False,69.061,"LINESTRING (124.3250576 7.8765815, 124.3244675 7.8767914)"
194244544,2,tertiary,False,True,106.90499999999999,"LINESTRING (124.3250576 7.8765815, 124.3253539 7.8764803, 124.3257559 7.8763441, 124.3258435 7.8763145, 124.3259736 7.876264)"
194244544,2,tertiary,False,False,67.896,"LINESTRING (124.3244675 7.8767914, 124.3238747 7.8769588)"
194244544,2,tertiary,False,True,69.061,"LINESTRING (124.3244675 7.8767914, 124.3250576 7.8765815)"
555892700,,residential,False,False,61.995,"LINESTRING (124.3244675 7.8767914, 124.3246378 7.8773228)"
