osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,junction,geometry
770116245,trunk,False,False,3.369,2,940;76,Tacurong Roundball,40,circular,"LINESTRING (124.6786385 6.6883282, 124.6786655 6.6883141)"
770116246,trunk,False,True,12.564,2,940;76,Tacurong Roundball,40,circular,"LINESTRING (124.6786385 6.6883282, 124.6786209 6.6883504, 124.6786088 6.6883759, 124.6786028 6.6884035, 124.6786032 6.6884318)"
770116250,trunk,False,True,3.593,2,940;76,Tacurong Roundball,40,circular,"LINESTRING (124.6788473 6.6883882, 124.6788316 6.6883599)"
101928212,trunk,False,False,18.271,2,940;76,Tacurong Roundball,40,circular,"LINESTRING (124.6788473 6.6883882, 124.6788504 6.6884154, 124.6788475 6.6884427, 124.6788386 6.6884686, 124.6788243 6.688492, 124.6788051 6.6885117, 124.6787821 6.6885267)"
770116255,trunk,True,False,41.126,4,76,Tacurong-President Quirino National Highway,40,,"LINESTRING (124.6788473 6.6883882, 124.6789627 6.6884799, 124.6791492 6.6886042)"
770116249,primary,True,False,48.692,3,940,Alunan Highway,40,,"LINESTRING (124.6787499 6.6885401, 124.6785251 6.6889168)"
1166086484,trunk,False,True,3.856,2,940;76,Tacurong Roundball,40,circular,"LINESTRING (124.6787499 6.6885401, 124.6787821 6.6885267)"
770116247,trunk,False,False,17.622,2,940;76,Tacurong Roundball,40,circular,"LINESTRING (124.6787499 6.6885401, 124.6787181 6.6885423, 124.6786867 6.6885364, 124.6786578 6.6885229, 124.6786333 6.6885026, 124.6786148 6.6884768)"
770116210,primary,False,False,117.469,6,940,Alunan Highway,40,,"LINESTRING (124.6785251 6.6889168, 124.6781289 6.6898972)"
770116248,primary,True,False,49.919,3,940,Alunan Highway,40,,"LINESTRING (124.6785251 6.6889168, 124.6786148 6.6884768)"
770116270,primary,False,False,62.004,6,940,Koronadal City-Tacurong City National Highway,40,,"LINESTRING (124.6788315 6.688155, 124.6790373 6.6876362)"
770116252,primary,True,False,23.022,4,940,Koronadal City-Tacurong City National Highway,40,,"LINESTRING (124.6788315 6.688155, 124.6788166 6.6882607, 124.6788316 6.6883599)"
"[1167465032, 770116222]",trunk,False,True,54.859,"['6', '8']",76,Tacurong-President Quirino National Highway,"['60', '40']",,"LINESTRING (124.6791492 6.6886042, 124.6793748 6.6886894, 124.6796106 6.6887868)"
770116254,trunk,True,False,41.452,4,76,Tacurong-President Quirino National Highway,40,,"LINESTRING (124.6791492 6.6886042, 124.6788999 6.6885491, 124.6787821 6.6885267)"
373849050,trunk,True,False,15.565,3,76,Tacurong - Isulan National Highway,40,,"LINESTRING (124.6754947 6.6871458, 124.6753855 6.6870573)"
373849046,residential,True,False,177.684,2,,Ledesma Street,,,"LINESTRING (124.6754947 6.6871458, 124.6751563 6.6879677, 124.6749075 6.6886333)"
373849042,trunk,True,False,15.214,3,76,Tacurong - Isulan National Highway,40,,"LINESTRING (124.6755326 6.687045, 124.6756599 6.6870973)"
373849046,residential,True,False,11.964,2,,Ledesma Street,,,"LINESTRING (124.6755326 6.687045, 124.6754947 6.6871458)"
106264799,residential,False,False,7.46,,,,,,"LINESTRING (124.6822153 6.6865189, 124.6821883 6.6865804)"
106264799,residential,False,True,46.662,,,,,,"LINESTRING (124.6822153 6.6865189, 124.6823841 6.6861342)"
870746034,residential,False,True,90.567,,,,,,"LINESTRING (124.6826363 6.6876593, 124.6818759 6.6873543)"
106264799,residential,False,False,30.18,,,,,,"LINESTRING (124.6818759 6.6873543, 124.6817739 6.6876061)"
106264799,residential,False,True,32.837,,,,,,"LINESTRING (124.6818759 6.6873543, 124.6819858 6.6870799)"
870746034,residential,False,False,90.567,,,,,,"LINESTRING (124.6818759 6.6873543, 124.6826363 6.6876593)"
106264799,residential,False,False,40.784,,,,,,"LINESTRING (124.6825236 6.6857946, 124.6823841 6.6861342)"
106264799,residential,False,True,28.015,,,,,,"LINESTRING (124.6825236 6.6857946, 124.6826094 6.6855575)"
106264799,residential,False,False,35.073,,,,,,"LINESTRING (124.6830761 6.6844386, 124.6829621 6.684733)"
106264799,residential,False,True,5.821,,,,,,"LINESTRING (124.6830761 6.6844386, 124.6830896 6.684388)"
106264799,residential,False,False,5.914,,,,,,"LINESTRING (124.6829621 6.684733, 124.682942 6.6847823)"
106264799,residential,False,True,35.073,,,,,,"LINESTRING (124.6829621 6.684733, 124.6830761 6.6844386)"
770116270,primary,False,False,181.722,6,940,Koronadal City-Tacurong City National Highway,40,,"LINESTRING (124.6790373 6.6876362, 124.6796228 6.6861089)"
770116270,primary,False,True,62.004,6,940,Koronadal City-Tacurong City National Highway,40,,"LINESTRING (124.6790373 6.6876362, 124.6788315 6.688155)"
1037911224,residential,False,True,203.678,,,,,,"LINESTRING (124.6790373 6.6876362, 124.677326 6.6869533)"
131706839,unclassified,False,False,85.928,,,,,,"LINESTRING (124.677326 6.6869533, 124.6770429 6.6876731)"
1037911224,residential,False,False,203.678,,,,,,"LINESTRING (124.677326 6.6869533, 124.6790373 6.6876362)"
131706839,unclassified,False,True,69.618,,,,,,"LINESTRING (124.677326 6.6869533, 124.6774162 6.6867453, 124.6774433 6.6865926, 124.6774222 6.6865058, 124.6773016 6.686407)"
