osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,width,access
4392205,2,V. Gomez Street,unclassified,False,True,60.599,"LINESTRING (121.0973068 14.6302156, 121.0967759 14.6300336)",,,,
290636690,4,V. Gomez Street,unclassified,False,False,29.784,"LINESTRING (121.0973068 14.6302156, 121.0975683 14.6303035)",,,,
4794415,2,E. Dela Paz Street,tertiary,True,False,108.642,"LINESTRING (121.0973068 14.6302156, 121.0972831 14.6302927, 121.0970186 14.631152)",,,,
290636690,4,V. Gomez Street,unclassified,False,True,57.375,"LINESTRING (121.0980648 14.6304918, 121.0975683 14.6303035)",,,,
158979045,4,Shoe Avenue,tertiary,False,True,208.32199999999997,"LINESTRING (121.0980648 14.6304918, 121.0980161 14.630913, 121.0979126 14.6315604, 121.0978939 14.6317011, 121.0978115 14.6323489)",,,,
1123244144,4,Shoe Avenue,tertiary,False,False,73.251,"LINESTRING (121.0980648 14.6304918, 121.0980963 14.6302628, 121.0981472 14.6298379)",,,,
4357058,4,Shoe Avenue,tertiary,False,True,103.13499999999999,"LINESTRING (121.0973838 14.6356843, 121.0973819 14.6357367, 121.0973777 14.6358107, 121.0973769 14.6358332, 121.0973645 14.6361953, 121.0973522 14.6364261, 121.0973493 14.6364803, 121.0973423 14.6366109)",40,,,
158979025,6,Don Juan Sumulong Avenue,secondary,False,False,206.49500000000003,"LINESTRING (121.0973838 14.6356843, 121.0975458 14.6356694, 121.0978607 14.6356473, 121.097907 14.6356442, 121.0986132 14.6355853, 121.0987258 14.6355795, 121.0992087 14.6355153, 121.0992933 14.6355037)",50,,,
677851511,5,Don Juan Sumulong Avenue,secondary,False,True,55.940000000000005,"LINESTRING (121.0973838 14.6356843, 121.0972569 14.6356901, 121.0969335 14.6357192, 121.0968657 14.6357255)",50,,,
901167366,4,Shoe Avenue,tertiary,False,False,133.769,"LINESTRING (121.0973838 14.6356843, 121.0973884 14.6355256, 121.097389 14.6354971, 121.0973949 14.6353569, 121.0975171 14.6344895)",,,,
4357047,2,E. Dela Paz Street,tertiary,True,False,65.86,"LINESTRING (121.0974641 14.6296432, 121.0973068 14.6302156)",,,,
4917754,,Isabelo Mendoza Street,residential,False,False,55.042,"LINESTRING (121.0974641 14.6296432, 121.0969778 14.6294895)",,,,
4917754,,Isabelo Mendoza Street,residential,False,True,31.109,"LINESTRING (121.0974641 14.6296432, 121.0977416 14.6297218)",,,,
4943114,2,Mayor Juan Chanyungco Street,tertiary,False,False,92.501,"LINESTRING (121.0978115 14.6323489, 121.0986644 14.6324538)",,,,
158979045,4,Shoe Avenue,tertiary,False,False,208.322,"LINESTRING (121.0978115 14.6323489, 121.0978939 14.6317011, 121.0979126 14.6315604, 121.0980161 14.630913, 121.0980648 14.6304918)",,,,
158979045,4,Shoe Avenue,tertiary,False,True,56.242999999999995,"LINESTRING (121.0978115 14.6323489, 121.0977693 14.6326091, 121.0977613 14.6326784, 121.0977404 14.6328499)",,,,
158979045,4,Shoe Avenue,tertiary,False,False,56.243,"LINESTRING (121.0977404 14.6328499, 121.0977613 14.6326784, 121.0977693 14.6326091, 121.0978115 14.6323489)",,,,
158979048,2,W. C. Paz Street,tertiary,False,True,53.05800000000001,"LINESTRING (121.0977404 14.6328499, 121.0975832 14.6328318, 121.0972507 14.6327935)",,,,
901181572,4,Shoe Avenue,tertiary,False,True,80.509,"LINESTRING (121.0977404 14.6328499, 121.097717 14.6330285, 121.0977073 14.6331025, 121.0976409 14.6335675)",,,,
4392205,2,V. Gomez Street,unclassified,False,False,63.426,"LINESTRING (121.0962213 14.629841, 121.0963138 14.6298799, 121.0966559 14.6299915, 121.0967759 14.6300336)",,,,
4794401,2,Jose P. Rizal Street,secondary,True,False,60.851,"LINESTRING (121.0962213 14.629841, 121.0963102 14.6297437, 121.0964067 14.6296207, 121.0964671 14.6295381, 121.0965521 14.6293988)",40,,,
"[1089458280, 4603203]",4,Mayor Gil Fernando Avenue,secondary,False,False,340.74800000000005,"LINESTRING (121.1014863 14.6328112, 121.1014922 14.6327556, 121.1015157 14.6324451, 121.1015788 14.6319351, 121.101643 14.6314757, 121.1016794 14.631215, 121.1017293 14.6308122, 121.1017399 14.6307304, 121.1017666 14.6304842, 121.1018026 14.6302174, 121.1018172 14.6300941, 121.1018406 14.6298973, 121.1018559 14.6297682)",50,,,
4603203,4,Mayor Gil Fernando Avenue,secondary,False,True,114.80000000000001,"LINESTRING (121.1014863 14.6328112, 121.1014889 14.6329577, 121.101501 14.6330459, 121.1015238 14.6331186, 121.101763 14.6338014)",50,,,
290636686,2,Mayor Juan Chanyungco Street,tertiary,False,True,70.866,"LINESTRING (121.1014863 14.6328112, 121.1013886 14.6327973, 121.1008331 14.6327293)",,,,
"[705703225, 705703226, 705703227, 1215001271]",,Mount Vernon Street,tertiary,False,True,86.864,"LINESTRING (121.1014863 14.6328112, 121.1018423 14.6327904, 121.1019332 14.6327845, 121.1020156 14.6327822, 121.1022919 14.6327608)",,yes,,
4268333,2,W. C. Paz Street,tertiary,False,False,32.948,"LINESTRING (121.0952062 14.6324728, 121.0952838 14.6324873, 121.0955071 14.6325279)",,,,
290636681,2,Jose P. Rizal Street,secondary,True,False,21.134999999999998,"LINESTRING (121.0952062 14.6324728, 121.095217 14.6324014, 121.0952351 14.6322848)",40,,,
