osmid,oneway,highway,reversed,length,geometry,name,lanes,maxspeed,bridge,junction,tunnel
135387884,False,tertiary,False,137.027,"LINESTRING (121.1122349 14.3184114, 121.1113072 14.318108, 121.1110328 14.3180093)",,,,,,
23435845,False,residential,False,64.377,"LINESTRING (121.1121978 14.3173339, 121.1127685 14.3175054)",Zavalla Village 1 Road,,,,,
301610060,True,tertiary,False,14.586,"LINESTRING (121.1121978 14.3173339, 121.1122024 14.317465)",Tatlong Hari,2,,,,
23435224,False,residential,True,85.229,"LINESTRING (121.1113321 14.3136642, 121.1113602 14.3128982)",Doctor Zavalla Street,,,,,
"[1174929952, 1174929951]",True,secondary,False,118.754,"LINESTRING (121.1113321 14.3136642, 121.110972 14.313627, 121.1102876 14.3135468, 121.1102372 14.3135418)",F. Gomez,2,,,,
92871095,True,tertiary,False,146.144,"LINESTRING (121.1105357 14.3178079, 121.1110221 14.316581)",Jasmine Street,,,,,
574539616,False,residential,False,54.067,"LINESTRING (121.1105357 14.3178079, 121.1103563 14.318262)",,,,,,
23434303,False,residential,True,87.435,"LINESTRING (121.1102372 14.3135418, 121.1103431 14.3127622)",P. Añonuevo,,,,,
301610060,True,tertiary,False,60.07899999999999,"LINESTRING (121.112174 14.3167941, 121.1121875 14.3170643, 121.1121978 14.3173339)",Tatlong Hari,2,,,,
23434303,False,residential,True,59.466,"LINESTRING (121.1105007 14.3116549, 121.1105817 14.3111259)",P. Añonuevo,,,,,
23435365,False,residential,False,100.634,"LINESTRING (121.1105007 14.3116549, 121.1114193 14.3118186)",P. Vallejo Street,,,,,
23434303,False,residential,False,124.30000000000001,"LINESTRING (121.1105007 14.3116549, 121.1104232 14.3121506, 121.1103431 14.3127622)",P. Añonuevo,,,,,
319394528,False,residential,True,41.347,"LINESTRING (121.1153364 14.3182547, 121.1152779 14.3186222)",,,,,,
23435845,False,residential,True,288.945,"LINESTRING (121.1153364 14.3182547, 121.1137332 14.3177929, 121.1127685 14.3175054)",Zavalla Village 1 Road,,,,,
90356687,False,residential,True,64.44,"LINESTRING (121.114496 14.3133201, 121.1144909 14.3127406)",Primo Gomez Street,,,,,
23434593,False,secondary,False,230.02399999999997,"LINESTRING (121.114496 14.3133201, 121.114271 14.3133435, 121.1138477 14.3133993, 121.1134878 14.3134592, 121.1126695 14.3136391, 121.1124024 14.3137108)",Governor F. Gomez Street,2,,,,
23434593,False,secondary,True,214.97400000000002,"LINESTRING (121.114496 14.3133201, 121.1146526 14.3133317, 121.1151875 14.3134514, 121.1156194 14.3135475, 121.1159843 14.3136068, 121.1164549 14.3136765)",Governor F. Gomez Street,2,,,,
574539618,False,tertiary,False,79.007,"LINESTRING (121.1110221 14.316581, 121.1103428 14.3163134)",,2,,,,
574539618,False,tertiary,True,52.987,"LINESTRING (121.1110221 14.316581, 121.1114778 14.3167602)",,2,,,,
90356605,False,residential,True,65.003,"LINESTRING (121.1164549 14.3136765, 121.1165597 14.3131008)",,,,,,
23434593,False,secondary,False,214.974,"LINESTRING (121.1164549 14.3136765, 121.1159843 14.3136068, 121.1156194 14.3135475, 121.1151875 14.3134514, 121.1146526 14.3133317, 121.114496 14.3133201)",Governor F. Gomez Street,2,,,,
23434690,True,tertiary,False,93.956,"LINESTRING (121.1120892 14.3149188, 121.1121238 14.3157631)",Tatlong Hari,2,,,,
"[33299083, 33299084, 301610061]",False,secondary,False,145.749,"LINESTRING (121.1120892 14.3149188, 121.11223 14.3148086, 121.1122929 14.3147459, 121.11232 14.3147135, 121.1123327 14.3146427, 121.1123398 14.3145598, 121.1123452 14.3145003, 121.11237 14.3141622, 121.1124024 14.3137108)",Rizal Boulevard,4,40,yes,,
1081554465,False,secondary,True,55.816,"LINESTRING (121.1120892 14.3149188, 121.1116752 14.3151251, 121.111627 14.3151453)",Rizal Boulevard,4,40,,,
23434303,False,residential,False,59.466,"LINESTRING (121.1105817 14.3111259, 121.1105007 14.3116549)",P. Añonuevo,,,,,
90356760,True,residential,False,94.432,"LINESTRING (121.1105817 14.3111259, 121.111443 14.3112831)",Lucero Street,,,,,
23435224,False,residential,False,120.215,"LINESTRING (121.1114193 14.3118186, 121.1113602 14.3128982)",Doctor Zavalla Street,,,,,
23435224,False,residential,True,59.6,"LINESTRING (121.1114193 14.3118186, 121.111443 14.3112831)",Doctor Zavalla Street,,,,,
23435365,False,residential,False,52.857,"LINESTRING (121.1114193 14.3118186, 121.1119075 14.3118654)",P. Vallejo Street,,,,,
23435365,False,residential,True,100.634,"LINESTRING (121.1114193 14.3118186, 121.1105007 14.3116549)",P. Vallejo Street,,,,,
92875200,False,secondary,False,54.464,"LINESTRING (121.1095798 14.3159913, 121.1100448 14.3157992)",Rizal Boulevard,4,40,,,
574539618,False,tertiary,True,89.671,"LINESTRING (121.1095798 14.3159913, 121.1103428 14.3163134)",,2,,,,
