osmid,highway,maxspeed,oneway,reversed,length,geometry,bridge
125471867,secondary,40,False,True,33.798,"LINESTRING (120.959839 15.3594906, 120.959858 15.359794)",
147031183,residential,,False,True,22.962,"LINESTRING (120.959839 15.3594906, 120.9600462 15.3595428)",
125471866,secondary,40,False,False,122.92999999999999,"LINESTRING (120.959839 15.3594906, 120.9596131 15.3594664, 120.9591858 15.3593622, 120.9587218 15.3592497)",
147027840,secondary,40,False,True,127.813,"LINESTRING (120.959839 15.3594906, 120.9597961 15.3593396, 120.9594919 15.3589391, 120.9591776 15.3585459)",
128181614,residential,,False,False,103.452,"LINESTRING (120.9590546 15.361393, 120.9589573 15.3611354, 120.9588513 15.3604872)",
128181614,residential,,False,True,80.94200000000001,"LINESTRING (120.9590546 15.361393, 120.9592345 15.3617677, 120.9594105 15.3620331)",
877491847,residential,,False,False,127.124,"LINESTRING (120.9590546 15.361393, 120.9585218 15.3616396, 120.9582791 15.3617107, 120.9579398 15.3617431)",
125471866,secondary,40,False,False,200.056,"LINESTRING (120.9587218 15.3592497, 120.9582824 15.3591554, 120.9580313 15.3591683, 120.9574755 15.3593427, 120.9569197 15.3595015)",
125471866,secondary,40,False,True,122.92999999999999,"LINESTRING (120.9587218 15.3592497, 120.9591858 15.3593622, 120.9596131 15.3594664, 120.959839 15.3594906)",
128181614,residential,,False,True,96.676,"LINESTRING (120.9587218 15.3592497, 120.9587633 15.3596967, 120.9588006 15.3601158)",
128181614,residential,,False,False,41.669,"LINESTRING (120.9588513 15.3604872, 120.9588089 15.3602095, 120.9588006 15.3601158)",
128181614,residential,,False,True,103.452,"LINESTRING (120.9588513 15.3604872, 120.9589573 15.3611354, 120.9590546 15.361393)",
876471596,residential,,False,False,139.67700000000002,"LINESTRING (120.9588513 15.3604872, 120.9581624 15.3605572, 120.9580437 15.3605863, 120.9575857 15.3607473)",
125471867,secondary,40,False,False,247.914,"LINESTRING (120.962285 15.3637281, 120.9606669 15.3621355)",
135646867,residential,,False,True,118.349,"LINESTRING (120.962285 15.3637281, 120.9615009 15.3644772)",
135646867,residential,,False,False,118.349,"LINESTRING (120.9615009 15.3644772, 120.962285 15.3637281)",
128181614,residential,,False,False,175.887,"LINESTRING (120.9615009 15.3644772, 120.9611976 15.364167, 120.9606998 15.3636255, 120.9604029 15.3633022)",
128181614,residential,,False,True,105.682,"LINESTRING (120.9615009 15.3644772, 120.961696 15.3647276, 120.9618827 15.3649199, 120.9621356 15.3652032)",
