osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge
105447912,2,Alvendia Street,primary,False,False,9.429,"LINESTRING (120.525015 14.9748283, 120.525098 14.9748007)",
105447912,2,Alvendia Street,primary,False,True,7.432,"LINESTRING (120.525015 14.9748283, 120.52495 14.9748512)",
53261741,,,residential,False,False,257.889,"LINESTRING (120.525015 14.9748283, 120.5250699 14.9746339, 120.525086 14.9745924, 120.5251906 14.9744059, 120.5252738 14.9742478, 120.5252952 14.9742167, 120.5254441 14.9740192, 120.5257868 14.9736567, 120.5259244 14.9735367, 120.5261467 14.9733841, 120.5265562 14.9731325)",
101894470,2,Macabulos Street,primary,True,False,55.395,"LINESTRING (120.5282457 14.9743064, 120.5278461 14.9746213)",
101903048,2,Macabulos Street,primary,False,False,171.498,"LINESTRING (120.5282457 14.9743064, 120.5297706 14.9738496)",
921215032,2,P. R. Songco Street,primary,False,True,55.077,"LINESTRING (120.5282457 14.9743064, 120.5279279 14.9739177)",
101894470,2,Macabulos Street,primary,True,False,124.592,"LINESTRING (120.5278461 14.9746213, 120.5269748 14.9753609)",
137426213,,San Jose Street,residential,True,False,118.551,"LINESTRING (120.5278461 14.9746213, 120.5285728 14.9754237)",
53261572,,Jesus Street,residential,False,False,67.864,"LINESTRING (120.525098 14.9748007, 120.525487 14.9752816)",
105447912,2,Alvendia Street,primary,False,False,119.082,"LINESTRING (120.525098 14.9748007, 120.5261355 14.9744234)",
105447912,2,Alvendia Street,primary,False,True,9.429,"LINESTRING (120.525098 14.9748007, 120.525015 14.9748283)",
137427794,,Jesus Street,residential,False,True,49.545,"LINESTRING (120.5297396 14.9801192, 120.5294526 14.9797704)",
107940393,,Sundiam Street,tertiary,False,False,125.838,"LINESTRING (120.5297396 14.9801192, 120.5298963 14.9798673, 120.5304035 14.9791877)",
53261571,,Santa Maria Street,tertiary,False,False,119.129,"LINESTRING (120.5304035 14.9791877, 120.5296889 14.9783684)",
882302498,,Santa Maria Street,residential,False,True,103.372,"LINESTRING (120.5304035 14.9791877, 120.5310363 14.9798881)",
107940393,,Sundiam Street,tertiary,False,True,125.838,"LINESTRING (120.5304035 14.9791877, 120.5298963 14.9798673, 120.5297396 14.9801192)",
159934283,,Sundiam Street,tertiary,False,False,125.542,"LINESTRING (120.5304035 14.9791877, 120.5308342 14.9786478, 120.5311312 14.9783045)",
882302498,,Santa Maria Street,residential,False,False,48.149,"LINESTRING (120.5313368 14.9802094, 120.5310363 14.9798881)",
53261465,,San Jose Street,residential,False,True,97.214,"LINESTRING (120.5305749 14.9776149, 120.5311312 14.9783045)",
53261681,,Pecson Street,residential,False,False,126.798,"LINESTRING (120.5305749 14.9776149, 120.5296889 14.9783684)",
137826268,,San Jose Street,residential,False,False,98.57,"LINESTRING (120.5305749 14.9776149, 120.5299686 14.9769495)",
53261688,,Panlaqui Street,residential,False,True,125.269,"LINESTRING (120.5295907 14.976541, 120.528693 14.9772601)",
137826268,,San Jose Street,residential,False,False,165.501,"LINESTRING (120.5295907 14.976541, 120.5285728 14.9754237)",
137826268,,San Jose Street,residential,False,True,60.919,"LINESTRING (120.5295907 14.976541, 120.5297117 14.9766738, 120.5299686 14.9769495)",
53261708,,J. P. Rizal Street,residential,False,False,50.841,"LINESTRING (120.5285728 14.9754237, 120.5289288 14.9751224)",
53261708,,J. P. Rizal Street,residential,False,True,124.76,"LINESTRING (120.5285728 14.9754237, 120.5277099 14.9761747)",
137826268,,San Jose Street,residential,False,True,165.501,"LINESTRING (120.5285728 14.9754237, 120.5295907 14.976541)",
53261572,,Jesus Street,residential,False,False,17.363,"LINESTRING (120.5268509 14.9768955, 120.5269591 14.9770115)",
53261572,,Jesus Street,residential,False,True,38.148,"LINESTRING (120.5268509 14.9768955, 120.5266279 14.9766285)",
53261708,,J. P. Rizal Street,residential,False,False,122.221,"LINESTRING (120.5268509 14.9768955, 120.5277099 14.9761747)",
