osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,name,geometry,width,access
12451564,False,2,,residential,30,False,130.269,Extremadura Street,"LINESTRING (120.996121 14.6050367, 120.9952981 14.605896)",,
9867092,False,2,,residential,30,False,86.51400000000001,Alcantara Street,"LINESTRING (120.996121 14.6050367, 120.9963731 14.6052666, 120.9964091 14.6052987, 120.9967097 14.6055666)",,
9867092,False,2,,residential,30,True,77.77499999999999,Alcantara Street,"LINESTRING (120.996121 14.6050367, 120.9958558 14.6047855, 120.995642 14.604588, 120.9956014 14.6045505)",,
12255029,False,2,,unclassified,40,False,31.166,G. Tuazon Street,"LINESTRING (120.996713 14.6033498, 120.9964499 14.6032326)",7.3,
160192339,False,2,,tertiary,40,False,82.209,G. Tuazon Street,"LINESTRING (120.996713 14.6033498, 120.9973911 14.6036904)",7.3,
256019250,False,2,,tertiary,40,True,58.642,Florentino Cayco Street,"LINESTRING (120.996713 14.6033498, 120.9963505 14.6037436)",,
9160212,False,2,,residential,30,False,165.406,A. Tolentino Street,"LINESTRING (120.9889581 14.6061494, 120.9900087 14.6050635)",,
"[941966515, 161271134]",True,4,170,primary,60,False,81.07900000000001,España Boulevard,"LINESTRING (120.9889581 14.6061494, 120.9892065 14.6063836, 120.989507 14.6066488)",11.1,
9160212,False,2,,residential,30,True,165.406,A. Tolentino Street,"LINESTRING (120.9900087 14.6050635, 120.9889581 14.6061494)",,
9160651,False,2,,tertiary,40,False,54.127,Loyola Street,"LINESTRING (120.9900087 14.6050635, 120.9897754 14.6048518, 120.9896418 14.6047305)",7,
9160651,False,2,,tertiary,40,True,79.56,Loyola Street,"LINESTRING (120.9900087 14.6050635, 120.9902474 14.6052783, 120.9905425 14.6055585)",7,
9160230,False,2,,tertiary,30,False,164.66,Padre Noval Street,"LINESTRING (120.989507 14.6066488, 120.9905425 14.6055585)",9,
123906716,True,4,170,primary,60,False,78.5,España Boulevard,"LINESTRING (120.989507 14.6066488, 120.9900322 14.6071388)",11.1,
"[97047523, 604094399]",False,2,,tertiary,30,True,10.631,Padre Noval Street,"LINESTRING (120.989507 14.6066488, 120.9894767 14.6066803, 120.9894405 14.6067195)",,
9160230,False,2,,tertiary,30,True,164.66,Padre Noval Street,"LINESTRING (120.9905425 14.6055585, 120.989507 14.6066488)",9,
9160651,False,2,,tertiary,40,True,79.972,Loyola Street,"LINESTRING (120.9905425 14.6055585, 120.9910969 14.6060375)",7,
9160739,False,2,,residential,30,False,31.775,P. Noval Street,"LINESTRING (120.9905425 14.6055585, 120.9907389 14.6053451)",8,
9160651,False,2,,tertiary,40,False,79.56,Loyola Street,"LINESTRING (120.9905425 14.6055585, 120.9902474 14.6052783, 120.9900087 14.6050635)",7,
9160262,False,2,,residential,30,True,167.693,Galicia Street,"LINESTRING (120.9900322 14.6071388, 120.9910969 14.6060375)",,
9160651,False,2,,tertiary,40,True,38.493,Loyola Street,"LINESTRING (120.9921819 14.6070018, 120.9924401 14.6072414)",7,
9160651,False,2,,tertiary,40,False,79.148,Loyola Street,"LINESTRING (120.9921819 14.6070018, 120.9919087 14.6067663, 120.9918719 14.6067335, 120.9916371 14.6065236)",7,
9160651,False,2,,tertiary,40,True,27.266,Loyola Street,"LINESTRING (120.9894613 14.6045584, 120.9896418 14.6047305)",7,
9160651,False,2,,tertiary,40,False,48.272000000000006,Loyola Street,"LINESTRING (120.9894613 14.6045584, 120.9894155 14.6044513, 120.9894209 14.6042735, 120.9893868 14.6041371)",7,
9160262,False,2,,residential,30,False,167.693,Galicia Street,"LINESTRING (120.9910969 14.6060375, 120.9900322 14.6071388)",,
9160262,False,2,,residential,30,True,26.919,Galicia Street,"LINESTRING (120.9910969 14.6060375, 120.9912668 14.6058598)",,
9160651,False,2,,tertiary,40,False,79.972,Loyola Street,"LINESTRING (120.9910969 14.6060375, 120.9905425 14.6055585)",7,
9160651,False,2,,tertiary,40,True,79.374,Loyola Street,"LINESTRING (120.9910969 14.6060375, 120.9914036 14.6063142, 120.9916371 14.6065236)",7,
9160850,False,2,,residential,30,True,28.579,Moret Street,"LINESTRING (120.9916371 14.6065236, 120.9918125 14.6063306)",,
9160651,False,2,,tertiary,40,False,79.374,Loyola Street,"LINESTRING (120.9916371 14.6065236, 120.9914036 14.6063142, 120.9910969 14.6060375)",7,
9160651,False,2,,tertiary,40,True,79.148,Loyola Street,"LINESTRING (120.9916371 14.6065236, 120.9918719 14.6067335, 120.9919087 14.6067663, 120.9921819 14.6070018)",7,
9160651,False,2,,tertiary,40,False,42.887,Loyola Street,"LINESTRING (120.9927232 14.6075129, 120.9924401 14.6072414)",7,
825090439,False,2,,tertiary,40,False,79.61500000000001,Florentino Cayco Street,"LINESTRING (120.9927232 14.6075129, 120.9929279 14.6072992, 120.9932262 14.6069878)",,
894197955,False,,,residential,,False,85.624,Concepcion Street,"LINESTRING (120.9912069 14.6047996, 120.9917827 14.6053311)",,
9160739,False,2,,residential,30,True,25.076,P. Noval Street,"LINESTRING (120.9912069 14.6047996, 120.9911812 14.6048572, 120.9911434 14.604914, 120.9910829 14.6049891)",8,
960721731,False,2,,residential,30,False,43.561,Reten Street,"LINESTRING (120.9912069 14.6047996, 120.9912109 14.6047218, 120.9912522 14.6044105)",8,
12254923,False,2,,residential,30,False,56.7,San Anton Street,"LINESTRING (120.9913317 14.6030651, 120.9908257 14.6029228)",,
12254923,False,2,,residential,30,True,32.28,San Anton Street,"LINESTRING (120.9913317 14.6030651, 120.9916232 14.6031337)",,
960721731,False,2,,residential,30,True,149.849,Reten Street,"LINESTRING (120.9913317 14.6030651, 120.9912917 14.603811, 120.9912522 14.6044105)",8,
126350688,True,2,180,secondary,60,False,10.233,Legarda Street,"LINESTRING (120.9909617 14.6003147, 120.9910384 14.6003691)",,
136822601,False,1,,residential,,False,7.117,Main Street,"LINESTRING (120.9922669 14.6012676, 120.9922329 14.6013225)",4,
1250769557,True,2,180,secondary,60,False,47.219,Legarda Street,"LINESTRING (120.9922669 14.6012676, 120.9924273 14.6013631, 120.9925326 14.601422, 120.9925644 14.601439, 120.992648 14.6014774)",,
187486758,False,4,,tertiary,30,True,9.048,San Rafael Street,"LINESTRING (120.9903078 14.5990725, 120.9902344 14.5991122)",,
1072039865,True,3,180,secondary,60,False,155.67600000000002,Legarda Street,"LINESTRING (120.9903078 14.5990725, 120.9903633 14.5991873, 120.990829 14.6001516, 120.9908585 14.6001998, 120.9908873 14.6002417, 120.9909617 14.6003147)",,
97047524,True,4,170,primary,60,False,37.756,España Boulevard,"LINESTRING (120.9891444 14.6064525, 120.9888878 14.6062209)",11.1,
9867092,False,2,,residential,30,False,77.775,Alcantara Street,"LINESTRING (120.9956014 14.6045505, 120.995642 14.604588, 120.9958558 14.6047855, 120.996121 14.6050367)",,
256019250,False,2,,tertiary,40,False,120.613,Florentino Cayco Street,"LINESTRING (120.9956014 14.6045505, 120.9961228 14.6039888, 120.9962406 14.603862, 120.9963505 14.6037436)",,
256019250,False,2,,tertiary,40,True,130.968,Florentino Cayco Street,"LINESTRING (120.9956014 14.6045505, 120.9955592 14.6045954, 120.9949834 14.605184, 120.9947656 14.6054067)",,
1192224776,True,4,140,primary,60,False,130.565,Lacson Avenue,"LINESTRING (120.995887 14.6064297, 120.9967097 14.6055666)",11.8,
7980974,False,2,,unclassified,30,True,86.81700000000001,F. Jhocson Street,"LINESTRING (120.995887 14.6064297, 120.9955499 14.606127, 120.9952981 14.605896)",,
1192224776,True,4,140,primary,60,False,159.914,Lacson Avenue,"LINESTRING (120.9948687 14.6074772, 120.995887 14.6064297)",11.8,
256019256,True,2,,tertiary,40,False,85.06400000000001,J. Fajardo Street,"LINESTRING (120.9948687 14.6074772, 120.9945693 14.6071938, 120.9944448 14.607081, 120.9942979 14.606948)",8,
9867092,False,2,,residential,30,True,86.51400000000001,Alcantara Street,"LINESTRING (120.9967097 14.6055666, 120.9964091 14.6052987, 120.9963731 14.6052666, 120.996121 14.6050367)",,
1192224776,True,4,140,primary,60,False,123.23599999999999,Lacson Avenue,"LINESTRING (120.9967097 14.6055666, 120.9969613 14.6052937, 120.9972853 14.6049057, 120.9973728 14.6047874, 120.9974276 14.6047047)",11.8,
256019242,False,4,,tertiary,50,True,4.093,M. Earnshaw Street,"LINESTRING (120.9931821 14.6059913, 120.9931813 14.6059545)",12.2,
832779577,False,4,,tertiary,50,False,110.907,M. Earnshaw Street,"LINESTRING (120.9931821 14.6059913, 120.9932262 14.6069878)",12.2,
12254923,False,2,,residential,30,False,76.03800000000001,San Anton Street,"LINESTRING (120.9931158 14.6033314, 120.9928578 14.6032843, 120.9927577 14.6032653, 120.9924189 14.6032194)",,
12449345,False,2,,residential,30,False,88.861,San Anton Street,"LINESTRING (120.9931158 14.6033314, 120.9932257 14.6034418, 120.9933852 14.6035789, 120.9935885 14.6037113, 120.9937808 14.6037906)",,
846779439,False,4,,tertiary,50,False,73.272,M. Earnshaw Street,"LINESTRING (120.9931158 14.6033314, 120.9931317 14.6037035, 120.9931408 14.6039899)",12.2,
"[1250769558, 1171111975]",False,4,,tertiary,50,True,46.179,J. Figueras Street,"LINESTRING (120.9931158 14.6033314, 120.9931055 14.6030229, 120.9931025 14.6029738, 120.9930982 14.6029165)","['12.2', '12']",
12254923,False,2,,residential,30,True,51.237,San Anton Street,"LINESTRING (120.9903678 14.6027964, 120.9908257 14.6029228)",,
12254952,True,2,,residential,30,False,256.869,Dalupan Street,"LINESTRING (120.9903678 14.6027964, 120.9905637 14.602313, 120.9909626 14.6013281, 120.9912264 14.600641)",,
354449750,False,2,,residential,30,False,179.056,Dalupan Street,"LINESTRING (120.9903678 14.6027964, 120.9899125 14.6040061, 120.9897976 14.6043092)",,
9160651,False,2,,tertiary,40,False,27.266,Loyola Street,"LINESTRING (120.9896418 14.6047305, 120.9894613 14.6045584)",7,
9160651,False,2,,tertiary,40,True,54.127,Loyola Street,"LINESTRING (120.9896418 14.6047305, 120.9897754 14.6048518, 120.9900087 14.6050635)",7,
370372821,False,1,,residential,30,True,49.797,Dalupan Street,"LINESTRING (120.9896418 14.6047305, 120.9897119 14.6045629, 120.9897282 14.6045241, 120.9897976 14.6043092)",,
5019469,False,4,,tertiary,50,False,9.137,J. Figueras Street,"LINESTRING (120.9927674 14.601869, 120.9927941 14.601947)",12,
1250769554,False,4,,tertiary,50,True,36.754000000000005,J. Figueras Street,"LINESTRING (120.9927674 14.601869, 120.9926865 14.6016567, 120.9926515 14.6015581)",12,
1250769555,False,2,,unclassified,30,False,93.693,Lardizabal Street,"LINESTRING (120.9927674 14.601869, 120.9932008 14.6018532, 120.9936375 14.6018369)",5,
12255025,False,2,,unclassified,30,True,258.801,Lardizabal Street,"LINESTRING (120.9960305 14.6016035, 120.9947871 14.601728, 120.9936375 14.6018369)",5,
825090424,False,2,,residential,30,False,101.19999999999999,Jhocson Street,"LINESTRING (120.9960305 14.6016035, 120.9960151 14.6018704, 120.9959831 14.6020994, 120.9959112 14.6025052)",,
825090424,False,2,,residential,30,True,75.94,Jhocson Street,"LINESTRING (120.9960305 14.6016035, 120.9959914 14.6012585, 120.9959091 14.6009322)",,
1068109073,False,2,,unclassified,30,False,87.92399999999999,Lardizabal Street,"LINESTRING (120.9960305 14.6016035, 120.9962816 14.601632, 120.9965462 14.6016986, 120.9968277 14.6017695)",,
12450267,False,2,,tertiary,30,True,187.79899999999998,Santa Teresita Street,"LINESTRING (120.9978081 14.6020504, 120.9976391 14.6027149, 120.9973911 14.6036904)",,
1068109073,False,2,,unclassified,30,True,110.021,Lardizabal Street,"LINESTRING (120.9978081 14.6020504, 120.9970663 14.6018379, 120.9968277 14.6017695)",,
1083920535,False,2,,tertiary,30,False,110.11099999999999,Santa Teresita Street,"LINESTRING (120.9978081 14.6020504, 120.9978924 14.6016744, 120.9980392 14.6010858)",,
91845515,False,2,,unclassified,40,False,65.161,G. Tuazon Street,"LINESTRING (120.9946854 14.6028404, 120.9944798 14.6022892)",7.3,
825090425,False,2,,unclassified,40,True,122.002,G. Tuazon Street,"LINESTRING (120.9946854 14.6028404, 120.9958052 14.6030124)",7.3,
98114956,False,2,,residential,30,True,36.856,M. Arenas Street,"LINESTRING (120.9946854 14.6028404, 120.9946571 14.6028712, 120.9945065 14.6031222)",,
91845515,False,2,,unclassified,40,True,65.161,G. Tuazon Street,"LINESTRING (120.9944798 14.6022892, 120.9946854 14.6028404)",7.3,
832779573,False,2,,residential,30,False,155.885,Castaños Street,"LINESTRING (120.9944798 14.6022892, 120.9959112 14.6025052)",,
12255052,False,2,,unclassified,40,True,103.364,Castaños Street,"LINESTRING (120.9944798 14.6022892, 120.9939129 14.602138, 120.9935579 14.6020286)",7.3,
126342423,False,2,,unclassified,30,True,22.973,Manrique Street,"LINESTRING (120.9935579 14.6020286, 120.9936375 14.6018369)",,
12255052,False,2,,unclassified,40,False,103.364,Castaños Street,"LINESTRING (120.9935579 14.6020286, 120.9939129 14.602138, 120.9944798 14.6022892)",7.3,
126342423,False,2,,unclassified,30,False,22.973,Manrique Street,"LINESTRING (120.9936375 14.6018369, 120.9935579 14.6020286)",,
126342423,False,2,,unclassified,30,True,25.492,Manrique Street,"LINESTRING (120.9936375 14.6018369, 120.9936183 14.6016084)",,
12255025,False,2,,unclassified,30,False,258.801,Lardizabal Street,"LINESTRING (120.9936375 14.6018369, 120.9947871 14.601728, 120.9960305 14.6016035)",5,
1250769555,False,2,,unclassified,30,True,93.693,Lardizabal Street,"LINESTRING (120.9936375 14.6018369, 120.9932008 14.6018532, 120.9927674 14.601869)",5,
12254923,False,2,,residential,30,False,51.237,San Anton Street,"LINESTRING (120.9908257 14.6029228, 120.9903678 14.6027964)",,
12254923,False,2,,residential,30,True,56.7,San Anton Street,"LINESTRING (120.9908257 14.6029228, 120.9913317 14.6030651)",,
740677853,False,2,,residential,30,True,168.559,M. V. delos Santos Street,"LINESTRING (120.9908257 14.6029228, 120.9905379 14.6039212, 120.9904374 14.6043906)",,
12448619,False,2,,residential,30,False,87.702,Tortoasa Street,"LINESTRING (120.9912522 14.6044105, 120.9904374 14.6043906)",,
960721731,False,2,,residential,30,False,149.849,Reten Street,"LINESTRING (120.9912522 14.6044105, 120.9912917 14.603811, 120.9913317 14.6030651)",8,
960721731,False,2,,residential,30,True,43.561,Reten Street,"LINESTRING (120.9912522 14.6044105, 120.9912109 14.6047218, 120.9912069 14.6047996)",8,
12448619,False,2,,residential,30,True,87.702,Tortoasa Street,"LINESTRING (120.9904374 14.6043906, 120.9912522 14.6044105)",,
740677853,False,2,,residential,30,False,168.559,M. V. delos Santos Street,"LINESTRING (120.9904374 14.6043906, 120.9905379 14.6039212, 120.9908257 14.6029228)",,
"[740677853, 182994406]",False,2,,residential,30,True,113.045,"['M. V. delos Santos Street', 'San Antonio Street']","LINESTRING (120.9904374 14.6043906, 120.9904297 14.6044391, 120.9903797 14.6047268, 120.9909015 14.605176)",,
901059728,False,2,,residential,30,False,69.68900000000001,Tortoasa Street,"LINESTRING (120.9904374 14.6043906, 120.990298 14.6043854, 120.989906 14.6043421, 120.9897976 14.6043092)",,
9160651,False,2,,tertiary,40,False,38.493,Loyola Street,"LINESTRING (120.9924401 14.6072414, 120.9921819 14.6070018)",7,
9160651,False,2,,tertiary,40,True,42.887,Loyola Street,"LINESTRING (120.9924401 14.6072414, 120.9927232 14.6075129)",7,
12449031,False,2,,residential,30,False,145.75,Sulucan Street,"LINESTRING (120.9924401 14.6072414, 120.9927415 14.6059635)",,
256019242,False,4,,tertiary,50,False,19.928,M. Earnshaw Street,"LINESTRING (120.9931339 14.6047423, 120.9931405 14.6049214)",12.2,
12449031,False,2,,residential,30,True,142.728,Sulucan Street,"LINESTRING (120.9931339 14.6047423, 120.9930955 14.604803, 120.9930289 14.6049434, 120.9929025 14.6053267, 120.9927415 14.6059635)",,
256019242,False,4,,tertiary,50,True,83.924,M. Earnshaw Street,"LINESTRING (120.9931339 14.6047423, 120.9931276 14.6045948, 120.9931128 14.604175, 120.9931408 14.6039899)",12.2,
12450193,False,2,,residential,30,False,63.414,P. Guevarra Street,"LINESTRING (120.9963505 14.6037436, 120.9967803 14.6041338)",,
256019250,False,2,,tertiary,40,False,58.642,Florentino Cayco Street,"LINESTRING (120.9963505 14.6037436, 120.996713 14.6033498)",,
256019250,False,2,,tertiary,40,True,120.613,Florentino Cayco Street,"LINESTRING (120.9963505 14.6037436, 120.9962406 14.603862, 120.9961228 14.6039888, 120.9956014 14.6045505)",,
12450193,False,2,,residential,30,False,8.135,P. Guevarra Street,"LINESTRING (120.9968986 14.6042484, 120.9969528 14.6042994)",,
12450193,False,2,,residential,30,True,18.012,P. Guevarra Street,"LINESTRING (120.9968986 14.6042484, 120.9967803 14.6041338)",,
901864260,False,,,residential,30,False,81.859,Santa Teresita Street,"LINESTRING (120.9968986 14.6042484, 120.9973132 14.6038146, 120.9973911 14.6036904)",,
1192224776,True,4,140,primary,60,False,97.882,Lacson Avenue,"LINESTRING (120.9974276 14.6047047, 120.9978605 14.6039305)",11.8,
12450193,False,2,,residential,30,True,68.132,P. Guevarra Street,"LINESTRING (120.9974276 14.6047047, 120.9971335 14.6044588, 120.9969528 14.6042994)",,
160192339,False,2,,tertiary,40,False,57.131,G. Tuazon Street,"LINESTRING (120.9973911 14.6036904, 120.9978605 14.6039305)",7.3,
160192339,False,2,,tertiary,40,True,82.209,G. Tuazon Street,"LINESTRING (120.9973911 14.6036904, 120.996713 14.6033498)",7.3,
12450267,False,2,,tertiary,30,False,187.79899999999998,Santa Teresita Street,"LINESTRING (120.9973911 14.6036904, 120.9976391 14.6027149, 120.9978081 14.6020504)",,
901864260,False,,,residential,30,True,81.859,Santa Teresita Street,"LINESTRING (120.9973911 14.6036904, 120.9973132 14.6038146, 120.9968986 14.6042484)",,
9867087,False,4,,residential,30,False,253.26799999999997,General Geronimo Street,"LINESTRING (120.9968001 14.6074801, 120.9971471 14.6065094, 120.9974402 14.605632, 120.9975401 14.6053181)",,
1068362148,False,2,,residential,,False,39.575,General Geronimo Street,"LINESTRING (120.9975401 14.6053181, 120.9972072 14.6051668)",,
9867087,False,4,,residential,30,True,253.268,General Geronimo Street,"LINESTRING (120.9975401 14.6053181, 120.9974402 14.605632, 120.9971471 14.6065094, 120.9968001 14.6074801)",,
187486758,False,4,,tertiary,30,False,70.078,San Rafael Street,"LINESTRING (120.9888002 14.5994897, 120.989095 14.5993655, 120.9892561 14.5992989, 120.9893317 14.5992894, 120.98941 14.5992897)",,
16354911,False,2,,residential,30,True,48.168,J. dela Rosa Street,"LINESTRING (120.9897976 14.6043092, 120.9893868 14.6041371)",,
354449750,False,2,,residential,30,True,179.056,Dalupan Street,"LINESTRING (120.9897976 14.6043092, 120.9899125 14.6040061, 120.9903678 14.6027964)",,
370372821,False,1,,residential,30,False,49.797,Dalupan Street,"LINESTRING (120.9897976 14.6043092, 120.9897282 14.6045241, 120.9897119 14.6045629, 120.9896418 14.6047305)",,
901059728,False,2,,residential,30,True,69.689,Tortoasa Street,"LINESTRING (120.9897976 14.6043092, 120.989906 14.6043421, 120.990298 14.6043854, 120.9904374 14.6043906)",,
187489436,False,2,,tertiary,40,False,82.076,Loyola Street,"LINESTRING (120.9891929 14.6037313, 120.9888487 14.6030726)",,
370372822,False,2,,tertiary,40,True,49.713,Loyola Street,"LINESTRING (120.9891929 14.6037313, 120.9893868 14.6041371)",,
187486758,False,4,,tertiary,30,False,94.027,San Rafael Street,"LINESTRING (120.98941 14.5992897, 120.9895772 14.59932, 120.9896165 14.5993227, 120.9897089 14.5993246, 120.989782 14.5993105, 120.9898715 14.5992822, 120.990159 14.5991475, 120.9902344 14.5991122)",,
187486758,False,4,,tertiary,30,True,70.078,San Rafael Street,"LINESTRING (120.98941 14.5992897, 120.9893317 14.5992894, 120.9892561 14.5992989, 120.989095 14.5993655, 120.9888002 14.5994897)",,
832779571,False,2,,tertiary,40,False,159.521,Florentino Cayco Street,"LINESTRING (120.9937532 14.6064547, 120.9947656 14.6054067)",,
256019246,False,2,,tertiary,40,True,82.03399999999999,Florentino Cayco Street,"LINESTRING (120.9937532 14.6064547, 120.9935239 14.6066866, 120.9932262 14.6069878)",,
"[12449096, 256019253]",True,2,,tertiary,40,False,80.31700000000001,J. Fajardo Street,"LINESTRING (120.9937532 14.6064547, 120.9934781 14.6062056, 120.9931821 14.6059913)",8,
832779577,False,4,,tertiary,50,True,110.907,M. Earnshaw Street,"LINESTRING (120.9932262 14.6069878, 120.9931821 14.6059913)",12.2,
256019246,False,2,,tertiary,40,False,82.03399999999999,Florentino Cayco Street,"LINESTRING (120.9932262 14.6069878, 120.9935239 14.6066866, 120.9937532 14.6064547)",,
825090439,False,2,,tertiary,40,True,79.61500000000001,Florentino Cayco Street,"LINESTRING (120.9932262 14.6069878, 120.9929279 14.6072992, 120.9927232 14.6075129)",,
12451564,False,2,,residential,30,True,158.954,Extremadura Street,"LINESTRING (120.9942979 14.606948, 120.9952981 14.605896)",,
256019256,True,2,,tertiary,40,False,80.275,J. Fajardo Street,"LINESTRING (120.9942979 14.606948, 120.9940268 14.6067005, 120.9937532 14.6064547)",8,
310627473,False,4,,tertiary,50,False,8.982,J. Figueras Street,"LINESTRING (120.992648 14.6014774, 120.9926505 14.601526, 120.9926515 14.6015581)",13,
"[20816626, 1171640558, 310627474]",True,2,180,secondary,60,False,355.4529999999999,Legarda Street,"LINESTRING (120.992648 14.6014774, 120.9926905 14.6014937, 120.9927508 14.6015011, 120.9927719 14.601504, 120.9928709 14.6014995, 120.9930408 14.6014673, 120.9938746 14.6012274, 120.9952343 14.6007618, 120.9954375 14.6006912, 120.9956201 14.6006278, 120.995636 14.6006228, 120.9957178 14.6005972, 120.9957923 14.6005732)",,
12451564,False,2,,residential,30,False,158.954,Extremadura Street,"LINESTRING (120.9952981 14.605896, 120.9942979 14.606948)",,
12451564,False,2,,residential,30,True,130.269,Extremadura Street,"LINESTRING (120.9952981 14.605896, 120.996121 14.6050367)",,
7980974,False,2,,unclassified,30,False,86.81700000000001,F. Jhocson Street,"LINESTRING (120.9952981 14.605896, 120.9955499 14.606127, 120.995887 14.6064297)",,
7980974,False,2,,unclassified,30,True,79.015,F. Jhocson Street,"LINESTRING (120.9952981 14.605896, 120.9950311 14.6056496, 120.9947656 14.6054067)",,
832779571,False,2,,tertiary,40,True,159.521,Florentino Cayco Street,"LINESTRING (120.9947656 14.6054067, 120.9937532 14.6064547)",,
7980974,False,2,,unclassified,30,False,79.015,F. Jhocson Street,"LINESTRING (120.9947656 14.6054067, 120.9950311 14.6056496, 120.9952981 14.605896)",,
256019250,False,2,,tertiary,40,False,130.968,Florentino Cayco Street,"LINESTRING (120.9947656 14.6054067, 120.9949834 14.605184, 120.9955592 14.6045954, 120.9956014 14.6045505)",,
832779572,False,2,,unclassified,30,True,82.27199999999999,F. Jhocson Street,"LINESTRING (120.9947656 14.6054067, 120.9944877 14.6051458, 120.9942098 14.6048987)",,
832779580,True,2,140,primary,60,False,26.507,Lacson Avenue,"LINESTRING (120.9980173 14.6039674, 120.9978608 14.6041515)",,
4483518,True,4,140,primary,60,False,133.181,Lacson Avenue,"LINESTRING (120.9978608 14.6041515, 120.9978263 14.6042157, 120.997649 14.60452, 120.9975256 14.60472, 120.9974395 14.6048495, 120.9973683 14.6049581, 120.9972072 14.6051668)",8,
1068362148,False,2,,residential,,True,39.575,General Geronimo Street,"LINESTRING (120.9972072 14.6051668, 120.9975401 14.6053181)",,
4483518,True,4,140,primary,60,False,359.61400000000003,Lacson Avenue,"LINESTRING (120.9972072 14.6051668, 120.9969896 14.6054068, 120.9959603 14.6064964, 120.9949489 14.6075507)",8,
16354911,False,2,,residential,30,False,48.168,J. dela Rosa Street,"LINESTRING (120.9893868 14.6041371, 120.9897976 14.6043092)",,
