osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge
58495890,405,Ternate-Nasugbu Road,primary,50,False,False,20.038,"LINESTRING (120.7198977 14.2836876, 120.7197328 14.2836043)",,
58495890,405,Ternate-Nasugbu Road,primary,50,False,True,12.112,"LINESTRING (120.7198977 14.2836876, 120.7199879 14.2837526)",,
104106831,,,residential,,False,False,238.98700000000002,"LINESTRING (120.7198977 14.2836876, 120.7195088 14.2839683, 120.7194621 14.2839971, 120.7185513 14.284453, 120.7184748 14.2844868, 120.7179746 14.2846972, 120.7179612 14.2847154)",,
58495890,405,Ternate-Nasugbu Road,primary,50,False,False,40.144,"LINESTRING (120.7191535 14.283388, 120.718786 14.2833288)",,
58495890,405,Ternate-Nasugbu Road,primary,50,False,True,67.175,"LINESTRING (120.7191535 14.283388, 120.7195141 14.2834939, 120.7197328 14.2836043)",,
"[104106859, 763065717]",,,residential,,False,"[False, True]",197.935,"LINESTRING (120.7191535 14.283388, 120.7193049 14.2827563, 120.7193212 14.2826881, 120.7193266 14.2826296, 120.7193266 14.2825709, 120.7193187 14.282531, 120.7192342 14.2823529, 120.7192327 14.2823124, 120.7192448 14.2822812, 120.7193454 14.2822409, 120.7196022 14.2821427, 120.719847 14.2820349)",,
28358908,,H. Ventura Street,secondary,,False,False,80.721,"LINESTRING (120.7178779 14.285755, 120.717215 14.2860931)",,
79044475,,J. P. Ramos Street,residential,,False,False,143.433,"LINESTRING (120.7178779 14.285755, 120.7184312 14.2869282)",,
79044475,,J. P. Ramos Street,residential,,False,True,74.697,"LINESTRING (120.7178779 14.285755, 120.7176016 14.2851389)",,
57745773,,H. Ventura Street,residential,,False,False,25.172,"LINESTRING (120.7150482 14.2869977, 120.7148221 14.2870546)",,
57745773,,H. Ventura Street,residential,,False,True,47.845,"LINESTRING (120.7150482 14.2869977, 120.7154802 14.2868983)",,
79044471,,,residential,,False,False,111.182,"LINESTRING (120.7150482 14.2869977, 120.7152841 14.2879711)",,
79044482,,Aquada Street,residential,,False,False,40.524,"LINESTRING (120.7156513 14.2878924, 120.7152841 14.2879711)",,
79044482,,Aquada Street,residential,,False,True,66.734,"LINESTRING (120.7156513 14.2878924, 120.7162421 14.2877124)",,
153508517,,Doctor C. Nuñez Street,secondary,,False,True,112.066,"LINESTRING (120.7156513 14.2878924, 120.7154802 14.2868983)",2,
153508517,,Doctor C. Nuñez Street,secondary,,False,False,128.551,"LINESTRING (120.7156513 14.2878924, 120.7157043 14.2881941, 120.7158077 14.2887384, 120.7158631 14.2890301)",2,
28358908,,H. Ventura Street,secondary,,False,True,57.74,"LINESTRING (120.7154802 14.2868983, 120.715968 14.2866834)",,
57745773,,H. Ventura Street,residential,,False,False,47.845,"LINESTRING (120.7154802 14.2868983, 120.7150482 14.2869977)",,
153508517,,Doctor C. Nuñez Street,secondary,,False,False,112.066,"LINESTRING (120.7154802 14.2868983, 120.7156513 14.2878924)",2,
28358909,405,Ternate-Nasugbu Road,primary,80,False,False,68.499,"LINESTRING (120.7127569 14.2826653, 120.7121382 14.2828067)",,
28358909,405,Ternate-Nasugbu Road,primary,80,False,True,6.928,"LINESTRING (120.7127569 14.2826653, 120.7128202 14.2826544)",,
104106839,,,residential,,False,False,109.757,"LINESTRING (120.7127569 14.2826653, 120.7126652 14.282514, 120.7126277 14.2824585, 120.7121678 14.2818612)",,
79044472,,Capitan Dirain Street,residential,,False,False,44.901,"LINESTRING (120.7152188 14.2853779, 120.7156317 14.2853236)",,
1007895569,,Doctor C. Nuñez Street,residential,,False,True,50.704,"LINESTRING (120.7152188 14.2853779, 120.7152961 14.2858277)",2,
884721934,,,residential,,False,True,31.613999999999997,"LINESTRING (120.7152188 14.2853779, 120.7151636 14.2853173, 120.7151207 14.285277, 120.7149906 14.2852042)",,
79044471,,,residential,,False,False,129.228,"LINESTRING (120.7152841 14.2879711, 120.7155626 14.2891015)",,
79044471,,,residential,,False,True,111.182,"LINESTRING (120.7152841 14.2879711, 120.7150482 14.2869977)",,
79044482,,Aquada Street,residential,,False,True,40.524,"LINESTRING (120.7152841 14.2879711, 120.7156513 14.2878924)",,
79044472,,Capitan Dirain Street,residential,,False,True,70.12,"LINESTRING (120.7176016 14.2851389, 120.7169536 14.2851965)",,
79044475,,J. P. Ramos Street,residential,,False,False,74.697,"LINESTRING (120.7176016 14.2851389, 120.7178779 14.285755)",,
79044473,,M Caraig Street,residential,,False,True,107.249,"LINESTRING (120.7176016 14.2851389, 120.7175565 14.2850468, 120.7172067 14.2843315, 120.7171887 14.2843088, 120.7171517 14.2842862)",,
79044475,,J. P. Ramos Street,residential,,False,True,143.433,"LINESTRING (120.7184312 14.2869282, 120.7178779 14.285755)",,
79044482,,Aquada Street,residential,,False,False,100.87,"LINESTRING (120.7184312 14.2869282, 120.7175451 14.2872207)",,
763065715,,,residential,,False,False,248.858,"LINESTRING (120.7184312 14.2869282, 120.7191465 14.2867219, 120.7195584 14.2865701, 120.7196832 14.2865351, 120.7198374 14.2864987, 120.7201579 14.286461, 120.720229 14.2864415, 120.7203343 14.2863895, 120.7203658 14.286372, 120.7204141 14.2863622, 120.7206461 14.2863388)",,
77162118,,,residential,,False,True,84.447,"LINESTRING (120.7168065 14.289846, 120.7160647 14.290091)",,
79044487,,Santo Niño Street,residential,,False,False,119.083,"LINESTRING (120.7168065 14.289846, 120.7166299 14.28913, 120.7165414 14.2888064)",,
884718360,,,residential,,False,False,41.289,"LINESTRING (120.7168065 14.289846, 120.7168896 14.289828, 120.7171784 14.2897567)",,
28358908,,H. Ventura Street,secondary,,False,False,57.74,"LINESTRING (120.715968 14.2866834, 120.7154802 14.2868983)",,
28358908,,H. Ventura Street,secondary,,False,True,75.855,"LINESTRING (120.715968 14.2866834, 120.7165909 14.2863656)",,
79044487,,Santo Niño Street,residential,,False,True,118.17,"LINESTRING (120.715968 14.2866834, 120.7162421 14.2877124)",,
1007895571,,Santo Niño Street,residential,,True,False,111.028,"LINESTRING (120.715968 14.2866834, 120.715724 14.2857133)",,
79044482,,Aquada Street,residential,,False,False,66.734,"LINESTRING (120.7162421 14.2877124, 120.7156513 14.2878924)",,
79044482,,Aquada Street,residential,,False,True,69.996,"LINESTRING (120.7162421 14.2877124, 120.7168438 14.2874752)",,
79044487,,Santo Niño Street,residential,,False,False,118.17,"LINESTRING (120.7162421 14.2877124, 120.715968 14.2866834)",,
79044487,,Santo Niño Street,residential,,False,True,125.85,"LINESTRING (120.7162421 14.2877124, 120.7165414 14.2888064)",,
79044472,,Capitan Dirain Street,residential,,False,False,76.172,"LINESTRING (120.7156317 14.2853236, 120.7163353 14.2852576)",,
79044472,,Capitan Dirain Street,residential,,False,True,44.901,"LINESTRING (120.7156317 14.2853236, 120.7152188 14.2853779)",,
1007895570,,Santo Niño Street,residential,,False,True,44.459,"LINESTRING (120.7156317 14.2853236, 120.715724 14.2857133)",,
79044468,,Santo Niño Street,residential,,False,False,99.81,"LINESTRING (120.7156317 14.2853236, 120.7155616 14.2847964, 120.7155247 14.2844321)",,
77162118,,,residential,,False,False,84.447,"LINESTRING (120.7160647 14.290091, 120.7168065 14.289846)",,
79044471,,,residential,,False,True,155.385,"LINESTRING (120.7160647 14.290091, 120.7157742 14.2901746, 120.7155418 14.2893136, 120.7155405 14.2892384, 120.7155626 14.2891015)",,
153508517,,Doctor C. Nuñez Street,secondary,,False,True,119.95,"LINESTRING (120.7160647 14.290091, 120.7159725 14.2896059, 120.7158631 14.2890301)",2,
1022826634,,,residential,,False,True,8.346,"LINESTRING (120.7156261 14.2829654, 120.7156363 14.282891)",,
79044468,,Santo Niño Street,residential,,False,True,44.672999999999995,"LINESTRING (120.7156261 14.2829654, 120.7155549 14.2833108, 120.7155456 14.2833595)",,
"[51250961, 887467830, 887467833]",405,Ternate-Nasugbu Road,unclassified,50,False,False,305.485,"LINESTRING (120.7156261 14.2829654, 120.7149392 14.2828369, 120.7136926 14.282659, 120.7134528 14.2826344, 120.7131751 14.2826316, 120.7130188 14.2826529, 120.7128202 14.2826544)",,viaduct
104106830,,,residential,,False,False,95.92,"LINESTRING (120.7167258 14.2843626, 120.7169536 14.2851965)",,
79044473,,M Caraig Street,residential,,False,False,46.7,"LINESTRING (120.7167258 14.2843626, 120.7169405 14.2843169, 120.7171517 14.2842862)",,
79044473,,M Caraig Street,residential,,False,True,65.327,"LINESTRING (120.7167258 14.2843626, 120.7162891 14.2844348, 120.7161282 14.2844614)",,
57745773,,H. Ventura Street,residential,,False,True,25.172,"LINESTRING (120.7148221 14.2870546, 120.7150482 14.2869977)",,
58495890,405,Ternate-Nasugbu Road,primary,50,False,False,87.423,"LINESTRING (120.718786 14.2833288, 120.7179813 14.2832288)",,
58495890,405,Ternate-Nasugbu Road,primary,50,False,True,40.144,"LINESTRING (120.718786 14.2833288, 120.7191535 14.283388)",,
104106846,,,residential,,False,False,104.427,"LINESTRING (120.718786 14.2833288, 120.7186934 14.2837343, 120.7186782 14.2837589, 120.718341 14.2839339, 120.7182278 14.2839927)",,
79044468,,Santo Niño Street,residential,,False,False,75.34100000000001,"LINESTRING (120.7155247 14.2844321, 120.7154758 14.2838225, 120.7154775 14.2837564)",,
79044468,,Santo Niño Street,residential,,False,True,99.81,"LINESTRING (120.7155247 14.2844321, 120.7155616 14.2847964, 120.7156317 14.2853236)",,
79044473,,M Caraig Street,residential,,False,False,65.326,"LINESTRING (120.7155247 14.2844321, 120.7159185 14.2844733, 120.7160059 14.2844712, 120.7161282 14.2844614)",,
79044471,,,residential,,False,True,129.228,"LINESTRING (120.7155626 14.2891015, 120.7152841 14.2879711)",,
153508540,,,residential,,False,True,33.34,"LINESTRING (120.7155626 14.2891015, 120.7158631 14.2890301)",,
79044471,,,residential,,False,False,155.385,"LINESTRING (120.7155626 14.2891015, 120.7155405 14.2892384, 120.7155418 14.2893136, 120.7157742 14.2901746, 120.7160647 14.290091)",,
79044472,,Capitan Dirain Street,residential,,False,False,66.972,"LINESTRING (120.7163353 14.2852576, 120.7169536 14.2851965)",,
79044472,,Capitan Dirain Street,residential,,False,True,76.172,"LINESTRING (120.7163353 14.2852576, 120.7156317 14.2853236)",,
104106845,,,residential,,False,False,126.245,"LINESTRING (120.7163353 14.2852576, 120.7165909 14.2863656)",,
104106845,,,residential,,False,True,91.303,"LINESTRING (120.7163353 14.2852576, 120.7161282 14.2844614)",,
