osmid,highway,oneway,reversed,length,geometry,name,bridge,lanes
"[342784593, 245719821]",tertiary,False,True,124.007,"LINESTRING (121.9254199 14.19118, 121.9255084 14.1914696, 121.9255717 14.1916834, 121.9256618 14.1919878, 121.9256781 14.1920478, 121.9256996 14.1920829, 121.9257331 14.192118, 121.9258266 14.1922017)",,,
237012741,residential,False,False,51.053,"LINESTRING (121.9266075 14.1914119, 121.9269535 14.1917254)",Kapitan Kiko Street,,
237012749,residential,False,False,66.25,"LINESTRING (121.9266075 14.1914119, 121.9261819 14.1918417)",,,
"[968012341, 968012340, 237012749]",residential,False,True,69.539,"LINESTRING (121.9266075 14.1914119, 121.9269528 14.1910737, 121.9270004 14.1910074, 121.9270299 14.1909449)",,yes,
237012739,residential,False,True,86.922,"LINESTRING (121.9278145 14.191477, 121.9277112 14.1915798, 121.9274182 14.191912, 121.927279 14.1920611)",,,
237012741,residential,False,False,51.231,"LINESTRING (121.9269535 14.1917254, 121.927279 14.1920611)",Kapitan Kiko Street,,
237012741,residential,False,True,51.053,"LINESTRING (121.9269535 14.1917254, 121.9266075 14.1914119)",Kapitan Kiko Street,,
968012347,secondary,False,False,64.314,"LINESTRING (121.9269535 14.1917254, 121.9265404 14.1921427)",Quezon Street,,2
968012347,secondary,False,True,165.43599999999998,"LINESTRING (121.9269535 14.1917254, 121.9271895 14.1914913, 121.9273478 14.1913197, 121.9274792 14.1911533, 121.927608 14.1909817, 121.9276334 14.1909446, 121.9278976 14.1905578)",Quezon Street,,2
237012749,residential,False,False,55.403,"LINESTRING (121.9261819 14.1918417, 121.9258266 14.1922017)",,,
237012749,residential,False,True,66.25,"LINESTRING (121.9261819 14.1918417, 121.9266075 14.1914119)",,,
786084738,residential,False,True,51.125,"LINESTRING (121.9261819 14.1918417, 121.9265404 14.1921427)",Padre Burgos Street,,
237012748,residential,False,False,66.052,"LINESTRING (121.9280323 14.1919489, 121.927644 14.1924084)",,,
237012739,residential,False,True,58.653,"LINESTRING (121.927279 14.1920611, 121.9269248 14.1924615)",,,
237012741,residential,False,False,55.132,"LINESTRING (121.927279 14.1920611, 121.927644 14.1924084)",Kapitan Kiko Street,,
237012741,residential,False,True,51.231,"LINESTRING (121.927279 14.1920611, 121.9269535 14.1917254)",Kapitan Kiko Street,,
237012739,residential,False,False,86.922,"LINESTRING (121.927279 14.1920611, 121.9274182 14.191912, 121.9277112 14.1915798, 121.9278145 14.191477)",,,
786084738,residential,False,False,51.125,"LINESTRING (121.9265404 14.1921427, 121.9261819 14.1918417)",Padre Burgos Street,,
786084738,residential,False,True,54.533,"LINESTRING (121.9265404 14.1921427, 121.9269248 14.1924615)",Padre Burgos Street,,
968012347,secondary,False,False,55.992,"LINESTRING (121.9265404 14.1921427, 121.9261917 14.1925159)",Quezon Street,,2
968012347,secondary,False,True,64.314,"LINESTRING (121.9265404 14.1921427, 121.9269535 14.1917254)",Quezon Street,,2
237012749,residential,False,False,57.472,"LINESTRING (121.9258266 14.1922017, 121.9254608 14.1925777)",,,
237012749,residential,False,True,55.403,"LINESTRING (121.9258266 14.1922017, 121.9261819 14.1918417)",,,
342784593,tertiary,False,True,52.628,"LINESTRING (121.9258266 14.1922017, 121.9261917 14.1925159)",,,
"[342784593, 245719821]",tertiary,False,False,124.007,"LINESTRING (121.9258266 14.1922017, 121.9257331 14.192118, 121.9256996 14.1920829, 121.9256781 14.1920478, 121.9256618 14.1919878, 121.9255717 14.1916834, 121.9255084 14.1914696, 121.9254199 14.19118)",,,
237012745,residential,False,True,48.602,"LINESTRING (121.9251204 14.1922911, 121.9254608 14.1925777)",Leon Guinto Street,,
237012739,residential,False,False,58.653,"LINESTRING (121.9269248 14.1924615, 121.927279 14.1920611)",,,
237012739,residential,False,True,54.454,"LINESTRING (121.9269248 14.1924615, 121.9266077 14.1928427)",,,
786084738,residential,False,False,54.533,"LINESTRING (121.9269248 14.1924615, 121.9265404 14.1921427)",Padre Burgos Street,,
786084738,residential,False,True,55.285,"LINESTRING (121.9269248 14.1924615, 121.9273186 14.19278)",Padre Burgos Street,,
342784593,tertiary,False,False,52.628,"LINESTRING (121.9261917 14.1925159, 121.9258266 14.1922017)",,,
968012347,secondary,False,True,55.992,"LINESTRING (121.9261917 14.1925159, 121.9265404 14.1921427)",Quezon Street,,2
968012354,residential,False,True,57.72,"LINESTRING (121.9261917 14.1925159, 121.9266077 14.1928427)",Sangirin Street,,
968012347,secondary,False,False,57.084,"LINESTRING (121.9261917 14.1925159, 121.9259973 14.1927174, 121.9258323 14.1928929)",Quezon Street,,2
237012745,residential,False,False,48.602,"LINESTRING (121.9254608 14.1925777, 121.9251204 14.1922911)",Leon Guinto Street,,
237012745,residential,False,True,53.219,"LINESTRING (121.9254608 14.1925777, 121.9258323 14.1928929)",Leon Guinto Street,,
237012749,residential,False,False,51.957,"LINESTRING (121.9254608 14.1925777, 121.9251386 14.1929252)",,,
237012749,residential,False,True,57.472,"LINESTRING (121.9254608 14.1925777, 121.9258266 14.1922017)",,,
237012748,residential,False,True,54.202,"LINESTRING (121.9273186 14.19278, 121.927644 14.1924084)",,,
786084738,residential,False,False,55.285,"LINESTRING (121.9273186 14.19278, 121.9269248 14.1924615)",Padre Burgos Street,,
786084739,residential,False,False,53.056,"LINESTRING (121.9273186 14.19278, 121.9270135 14.1931544)",,,
237012743,residential,False,False,120.515,"LINESTRING (121.9242049 14.1928565, 121.923433 14.1936405)",,,
237012743,residential,False,True,63.928,"LINESTRING (121.9242049 14.1928565, 121.924626 14.1924517)",,,
"[768049664, 768049666, 237012747]",residential,False,"[False, True]",221.39,"LINESTRING (121.9242049 14.1928565, 121.923905 14.1925646, 121.923736 14.1923891, 121.9236064 14.1922568, 121.9235984 14.1922464, 121.923593 14.192237, 121.923592 14.1922276, 121.923597 14.1922194, 121.9236044 14.1922123, 121.9236172 14.1922051, 121.9238783 14.1921102, 121.9239494 14.1921141, 121.9240312 14.1921271, 121.9241345 14.1921544, 121.9243275 14.1922344, 121.9245668 14.1924, 121.924626 14.1924517)",,,
237012744,residential,False,True,78.798,"LINESTRING (121.9242049 14.1928565, 121.9247433 14.1933358)",,,
237012739,residential,False,False,54.454,"LINESTRING (121.9266077 14.1928427, 121.9269248 14.1924615)",,,
237012739,residential,False,True,59.931,"LINESTRING (121.9266077 14.1928427, 121.9262382 14.1932454)",,,
968012354,residential,False,False,57.72,"LINESTRING (121.9266077 14.1928427, 121.9261917 14.1925159)",Sangirin Street,,
968012354,residential,False,True,55.812,"LINESTRING (121.9266077 14.1928427, 121.9270135 14.1931544)",Sangirin Street,,
237012745,residential,False,False,53.219,"LINESTRING (121.9258323 14.1928929, 121.9254608 14.1925777)",Leon Guinto Street,,
237012745,residential,False,True,58.745,"LINESTRING (121.9258323 14.1928929, 121.9262382 14.1932454)",Leon Guinto Street,,
968012347,secondary,False,False,54.363,"LINESTRING (121.9258323 14.1928929, 121.925662 14.1930828, 121.925493 14.1932544)",Quezon Street,,2
968012347,secondary,False,True,57.084,"LINESTRING (121.9258323 14.1928929, 121.9259973 14.1927174, 121.9261917 14.1925159)",Quezon Street,,2
237012747,residential,False,False,52.911,"LINESTRING (121.9251386 14.1929252, 121.925493 14.1932544)",,,
