osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,bridge,geometry
281480709,residential,False,True,80.245,,,,,,"LINESTRING (124.0851313 8.1893527, 124.0851084 8.190074)"
"[117335228, 117335214, 117335231]",trunk,False,"[False, True]",301.101,"['2', '4']",9,Linamon-Zamboanga Road,60,yes,"LINESTRING (124.0851313 8.1893527, 124.0850729 8.1893408, 124.0850052 8.1893189, 124.0849301 8.1892904, 124.0848088 8.1892452, 124.0847249 8.1892266, 124.0846311 8.1892147, 124.0843622 8.1892081, 124.0842126 8.1892041, 124.0841087 8.1891862, 124.0840329 8.1891616, 124.0839444 8.1891185, 124.083652 8.1889631, 124.0835622 8.1889273, 124.0834119 8.1888855, 124.0832527 8.1888579, 124.0831317 8.1888496, 124.0830432 8.188836, 124.0829694 8.1888198, 124.0828527 8.1887866, 124.0826328 8.1887401, 124.0825443 8.1887149, 124.0825041 8.1887096)"
117335214,trunk,False,True,51.739999999999995,2,9,Linamon-Zamboanga Road,60,,"LINESTRING (124.0851313 8.1893527, 124.0852017 8.1893534, 124.0852795 8.1893448, 124.0853546 8.1893229, 124.0854538 8.1892797, 124.0855759 8.1892233)"
117335214,trunk,False,False,68.675,2,9,Linamon-Zamboanga Road,60,,"LINESTRING (124.0861344 8.1889479, 124.0855759 8.1892233)"
117335214,trunk,False,True,139.097,2,9,Linamon-Zamboanga Road,60,,"LINESTRING (124.0861344 8.1889479, 124.086695 8.1886751, 124.0869258 8.1885636, 124.0872694 8.1883977)"
281480705,residential,False,False,121.319,,,,,,"LINESTRING (124.0861344 8.1889479, 124.086137 8.1889952, 124.0861721 8.1900383)"
117335214,trunk,False,True,68.675,2,9,Linamon-Zamboanga Road,60,,"LINESTRING (124.0855759 8.1892233, 124.0861344 8.1889479)"
281480708,residential,False,False,92.385,,,,,,"LINESTRING (124.0855759 8.1892233, 124.0856179 8.1900531)"
117335214,trunk,False,False,51.74,2,9,Linamon-Zamboanga Road,60,,"LINESTRING (124.0855759 8.1892233, 124.0854538 8.1892797, 124.0853546 8.1893229, 124.0852795 8.1893448, 124.0852017 8.1893534, 124.0851313 8.1893527)"
117335214,trunk,False,False,152.998,2,9,Linamon-Zamboanga Road,60,,"LINESTRING (124.0907839 8.1866811, 124.0895461 8.1873073)"
692493482,secondary,False,False,90.14000000000001,2,,,,,"LINESTRING (124.0907839 8.1866811, 124.0908141 8.1860654, 124.0908236 8.1858714)"
117335214,trunk,False,False,169.48,2,9,Linamon-Zamboanga Road,60,,"LINESTRING (124.0895461 8.1873073, 124.0881627 8.1879767)"
117335214,trunk,False,True,152.998,2,9,Linamon-Zamboanga Road,60,,"LINESTRING (124.0895461 8.1873073, 124.0907839 8.1866811)"
281480706,residential,False,False,45.203,,,,,,"LINESTRING (124.0895461 8.1873073, 124.0896548 8.1875441, 124.0896743 8.1876078, 124.0896897 8.1876862)"
610220130,residential,False,True,36.054,,,,,,"LINESTRING (124.0896897 8.1876862, 124.0893963 8.1878304)"
281480706,residential,False,False,134.828,,,,,,"LINESTRING (124.0896897 8.1876862, 124.0896931 8.1877532, 124.0896931 8.1878182, 124.0896984 8.1878893, 124.089842 8.1888884)"
281480706,residential,False,True,45.203,,,,,,"LINESTRING (124.0896897 8.1876862, 124.0896743 8.1876078, 124.0896548 8.1875441, 124.0895461 8.1873073)"
117335214,trunk,False,False,76.921,2,9,Linamon-Zamboanga Road,60,,"LINESTRING (124.0881627 8.1879767, 124.0875305 8.1882716)"
117335214,trunk,False,True,169.48,2,9,Linamon-Zamboanga Road,60,,"LINESTRING (124.0881627 8.1879767, 124.0895461 8.1873073)"
281480710,residential,False,False,220.449,,,,,,"LINESTRING (124.0881627 8.1879767, 124.0882137 8.1899586)"
