osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,bridge,geometry
246092923,Arellano Street,residential,False,False,144.687,,,,,"LINESTRING (123.7287784 13.3613657, 123.7300386 13.3618014)"
426533763,National Road,primary,False,True,52.644,4,630,40,,"LINESTRING (123.7287784 13.3613657, 123.7285128 13.3617624)"
"[785278570, 246087909, 329730358]",Ziga Avenue,primary,False,False,80.643,2,630,,yes,"LINESTRING (123.7287784 13.3613657, 123.7289165 13.3611214, 123.7289752 13.3610201, 123.7291343 13.3607285)"
478971221,Karangahan Boulevard,primary,False,True,225.937,,636,40,,"LINESTRING (123.7287784 13.3613657, 123.728262 13.3611674, 123.7276161 13.3609189, 123.7271679 13.3607466, 123.7268364 13.3606183)"
426533763,National Road,primary,False,False,52.644,4,630,40,,"LINESTRING (123.7285128 13.3617624, 123.7287784 13.3613657)"
92430866,M.H. Del Pilar Street,residential,False,True,164.318,,,,,"LINESTRING (123.7285128 13.3617624, 123.7287731 13.3618695, 123.729041 13.3619798, 123.7299193 13.36232)"
"[426533763, 426533764, 437217397]",National Road,primary,False,True,219.77800000000002,4,630,40,,"LINESTRING (123.7285128 13.3617624, 123.7282822 13.3621108, 123.7280595 13.3624657, 123.7279831 13.3625805, 123.7277229 13.3629745, 123.7274265 13.3634325)"
329730357,Ziga Avenue,primary,False,False,8.474,2,630,,,"LINESTRING (123.7295736 13.359461, 123.729591 13.3593867)"
88813855,Rizal Street,unclassified,False,False,95.572,,,,,"LINESTRING (123.7295736 13.359461, 123.7296928 13.3594814, 123.7300187 13.3595373, 123.7302249 13.3595726, 123.7304436 13.3596101)"
329730357,Ziga Avenue,primary,False,True,89.007,2,630,,,"LINESTRING (123.7295736 13.359461, 123.7295331 13.3596037, 123.7293253 13.360224)"
163432116,Herrera,residential,True,False,89.361,,,,,"LINESTRING (123.7298381 13.3583428, 123.7299485 13.3583795, 123.7306197 13.3586027)"
163432117,Tomas Cabiles Street,primary,False,True,34.153999999999996,,636,,,"LINESTRING (123.7298381 13.3583428, 123.7297246 13.358297, 123.7295465 13.3582251)"
329730357,Ziga Avenue,primary,False,True,67.666,2,630,,,"LINESTRING (123.7298381 13.3583428, 123.729815 13.3584387, 123.7296955 13.3589353)"
92430694,Llorente Street,unclassified,False,True,92.16,,,,,"LINESTRING (123.7296955 13.3589353, 123.729785 13.3589577, 123.7301289 13.3590393, 123.7303207 13.3590853, 123.7305234 13.3591304)"
329730357,Ziga Avenue,primary,False,False,67.666,2,630,,,"LINESTRING (123.7296955 13.3589353, 123.729815 13.3584387, 123.7298381 13.3583428)"
329730357,Ziga Avenue,primary,False,True,51.45099999999999,2,630,,,"LINESTRING (123.7296955 13.3589353, 123.7296372 13.3591872, 123.729605 13.3593261, 123.729591 13.3593867)"
92430808,Gen. Luna Street,unclassified,False,False,52.03,,,,,"LINESTRING (123.7306197 13.3586027, 123.7307021 13.3581417)"
92430808,Gen. Luna Street,unclassified,False,True,59.595,,,,,"LINESTRING (123.7306197 13.3586027, 123.7305234 13.3591304)"
92430687,,residential,False,True,31.666,,,,,"LINESTRING (123.7283651 13.3590876, 123.7282926 13.3593635)"
92430811,St. Jude Street,residential,False,False,34.713,,,,,"LINESTRING (123.7283651 13.3590876, 123.728675 13.3591685)"
92430811,St. Jude Street,residential,False,True,24.945,,,,,"LINESTRING (123.7283651 13.3590876, 123.7281412 13.359034)"
222919820,Karangahan Boulevard,primary,False,False,108.823,,636,40,,"LINESTRING (123.7231819 13.3592073, 123.7241111 13.3595821)"
92430771,Camia Street,residential,False,False,72.516,,,,,"LINESTRING (123.7229877 13.3606905, 123.7236132 13.3609249)"
163428739,J.B. Berces Street,residential,False,False,89.843,,,,,"LINESTRING (123.7316157 13.3593409, 123.731698 13.3585369)"
163428740,J.B. Berces Street,residential,False,True,49.89,,,,,"LINESTRING (123.7316157 13.3593409, 123.7315839 13.3597885)"
908007513,Llorente Street,residential,False,False,120.47099999999999,,,,,"LINESTRING (123.7316157 13.3593409, 123.7305935 13.3591461, 123.7305234 13.3591304)"
92430760,Ilang-ilang Street,residential,False,True,62.512,,,,,"LINESTRING (123.7256465 13.3601695, 123.7254364 13.3606932)"
