osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,tunnel
256928248,Aguadores Street,residential,30,False,False,164.22899999999998,"LINESTRING (120.6592433 17.9784096, 120.6590189 17.9785041, 120.6587341 17.9786493, 120.658445 17.9788161, 120.6578867 17.9791254)",,
962417151,,residential,,False,True,280.376,"LINESTRING (120.6592433 17.9784096, 120.6592087 17.9778874, 120.6591618 17.9774562, 120.6590934 17.9769472, 120.6590505 17.9767112, 120.6589968 17.9764765, 120.6589472 17.9763132, 120.658901 17.9761854, 120.6589657 17.9759258)",,
962417163,Magno Street,residential,30,False,False,88.869,"LINESTRING (120.6592433 17.9784096, 120.6593227 17.9786668, 120.6593804 17.9789104, 120.6594334 17.9791873)",,
256928249,Alegre Street,residential,30,False,True,130.447,"LINESTRING (120.6594334 17.9791873, 120.6591987 17.9793114, 120.6589288 17.9794332, 120.6583809 17.9797935)",,
962417163,Magno Street,residential,30,False,True,88.869,"LINESTRING (120.6594334 17.9791873, 120.6593804 17.9789104, 120.6593227 17.9786668, 120.6592433 17.9784096)",,
256928262,Nozaleda Street,residential,30,False,True,117.146,"LINESTRING (120.6564247 17.9769723, 120.657029 17.9778552)",,
962417156,San Andres Street,residential,30,False,False,78.279,"LINESTRING (120.6564247 17.9769723, 120.6558046 17.9773566)",,
962417156,San Andres Street,residential,30,False,True,58.34,"LINESTRING (120.6564247 17.9769723, 120.6568781 17.9766735)",,
256928258,Rizal Street,residential,30,False,False,110.212,"LINESTRING (120.6558046 17.9773566, 120.6563109 17.9782229)",,
962417156,San Andres Street,residential,30,False,False,173.255,"LINESTRING (120.6558046 17.9773566, 120.6544692 17.978259)",,
962417156,San Andres Street,residential,30,False,True,78.279,"LINESTRING (120.6558046 17.9773566, 120.6564247 17.9769723)",,
256928251,San Esteban Street,residential,30,False,False,86.257,"LINESTRING (120.657029 17.9778552, 120.6563109 17.9782229)",,
256928262,Nozaleda Street,residential,30,False,False,117.146,"LINESTRING (120.657029 17.9778552, 120.6564247 17.9769723)",,
256928262,Nozaleda Street,residential,30,False,True,124.391,"LINESTRING (120.657029 17.9778552, 120.6576273 17.9788183)",,
256928251,San Esteban Street,residential,30,False,True,186.841,"LINESTRING (120.657029 17.9778552, 120.6574512 17.9776431, 120.6574827 17.9776233, 120.6575089 17.9776003, 120.6575304 17.9775685, 120.6575418 17.9775238, 120.657535 17.97746, 120.6575203 17.9774109, 120.6574968 17.9773599, 120.6574666 17.9773082, 120.657014 17.976584)",,
256928251,San Esteban Street,residential,30,False,False,162.812,"LINESTRING (120.6563109 17.9782229, 120.6550061 17.9789998)",,
256928251,San Esteban Street,residential,30,False,True,86.257,"LINESTRING (120.6563109 17.9782229, 120.657029 17.9778552)",,
256928258,Rizal Street,residential,30,False,False,72.997,"LINESTRING (120.6563109 17.9782229, 120.6566308 17.9788046)",,
256928258,Rizal Street,residential,30,False,True,110.212,"LINESTRING (120.6563109 17.9782229, 120.6558046 17.9773566)",,
256928253,Soriano Street,residential,30,False,False,100.05,"LINESTRING (120.6544692 17.978259, 120.6550061 17.9789998)",,
962417156,San Andres Street,residential,30,False,False,97.263,"LINESTRING (120.6544692 17.978259, 120.6537268 17.9787752)",,
962417156,San Andres Street,residential,30,False,True,173.255,"LINESTRING (120.6544692 17.978259, 120.6558046 17.9773566)",,
256928256,Braceros Street,residential,30,False,False,95.835,"LINESTRING (120.6537268 17.9787752, 120.6542658 17.979468)",,
962417156,San Andres Street,residential,30,False,False,75.722,"LINESTRING (120.6537268 17.9787752, 120.6531354 17.979159)",,
962417156,San Andres Street,residential,30,False,True,97.263,"LINESTRING (120.6537268 17.9787752, 120.6544692 17.978259)",,
256928260,Ilocos Norte-Abra Road,primary,40,False,False,89.082,"LINESTRING (120.6576273 17.9788183, 120.6570202 17.9793736)",2,
256928262,Nozaleda Street,residential,30,False,False,124.391,"LINESTRING (120.6576273 17.9788183, 120.657029 17.9778552)",,
256928262,Nozaleda Street,residential,30,False,True,43.804,"LINESTRING (120.6576273 17.9788183, 120.6578867 17.9791254)",,
256928251,San Esteban Street,residential,30,False,False,94.027,"LINESTRING (120.6550061 17.9789998, 120.6542658 17.979468)",,
256928251,San Esteban Street,residential,30,False,True,162.812,"LINESTRING (120.6550061 17.9789998, 120.6563109 17.9782229)",,
256928253,Soriano Street,residential,30,False,True,100.05,"LINESTRING (120.6550061 17.9789998, 120.6544692 17.978259)",,
256928253,Soriano Street,residential,30,False,False,77.756,"LINESTRING (120.6550061 17.9789998, 120.655069 17.9790769, 120.6554479 17.9795587)",,
