osmid,oneway,name,highway,reversed,length,lanes,geometry,maxspeed,bridge
"[106213441, 442372233]",False,"['Lazaro Street', 'A.S. Rivera Street']",residential,False,203.878,2,"LINESTRING (120.5759888 14.620988, 120.5761027 14.6203819, 120.5773364 14.6206211)",,
442372234,False,M. Mariano Street,unclassified,False,116.449,2,"LINESTRING (120.5759888 14.620988, 120.5766311 14.621052, 120.5770654 14.6210953)",,
"[442372234, 834258423]",False,M. Mariano Street,unclassified,"[False, True]",218.179,2,"LINESTRING (120.5759888 14.620988, 120.5754436 14.6209308, 120.5748678 14.6208886, 120.5747008 14.6208763, 120.57464 14.6208857, 120.5746105 14.6209882, 120.5746226 14.6211712, 120.5746532 14.6213236, 120.5745883 14.6213607, 120.5744713 14.6214308)",,
342773465,False,,residential,True,82.81299999999999,,"LINESTRING (120.575629 14.6180522, 120.5755801 14.6184113, 120.5755354 14.6187914)",,
"[442374160, 875042405]",False,,residential,"[False, True]",150.824,,"LINESTRING (120.5775031 14.6187802, 120.576923 14.6186944, 120.5767245 14.6194592)",,
342773470,False,Sangalang Street,residential,False,106.82,,"LINESTRING (120.5755354 14.6187914, 120.5765145 14.6189504)",,
342773465,False,,residential,False,82.81299999999999,,"LINESTRING (120.5755354 14.6187914, 120.5755801 14.6184113, 120.575629 14.6180522)",,
342773470,False,Sangalang Street,residential,True,72.59100000000001,,"LINESTRING (120.5755354 14.6187914, 120.5752241 14.6187483, 120.5751422 14.6190877)",,
342773470,False,Sangalang Street,residential,True,106.82,,"LINESTRING (120.5765145 14.6189504, 120.5755354 14.6187914)",,
342776832,False,,residential,False,86.654,,"LINESTRING (120.5744713 14.6214308, 120.5745743 14.6218562, 120.5746587 14.6221887)",,
"[442372234, 834258423]",False,M. Mariano Street,unclassified,"[False, True]",218.179,2,"LINESTRING (120.5744713 14.6214308, 120.5745883 14.6213607, 120.5746532 14.6213236, 120.5746226 14.6211712, 120.5746105 14.6209882, 120.57464 14.6208857, 120.5747008 14.6208763, 120.5748678 14.6208886, 120.5754436 14.6209308, 120.5759888 14.620988)",,
342776832,False,,residential,True,20.473,,"LINESTRING (120.5747041 14.6223675, 120.5746587 14.6221887)",,
342776836,False,,residential,True,55.616,,"LINESTRING (120.5772369 14.6251857, 120.5771384 14.6256767)",,
342776836,False,,residential,False,132.698,,"LINESTRING (120.5772369 14.6251857, 120.57732 14.6248209, 120.5773413 14.6247923, 120.5773615 14.6247763, 120.57739 14.6247724, 120.5774306 14.6247763, 120.57814 14.6248638)",,
342776836,False,,residential,True,132.69799999999998,,"LINESTRING (120.57814 14.6248638, 120.5774306 14.6247763, 120.57739 14.6247724, 120.5773615 14.6247763, 120.5773413 14.6247923, 120.57732 14.6248209, 120.5772369 14.6251857)",,
442373215,False,Soriano Street,secondary,True,51.055,2,"LINESTRING (120.5778565 14.6197521, 120.5773991 14.6196299)",,
442375304,False,M. Mariano Street,tertiary,False,46.181,2,"LINESTRING (120.5778565 14.6197521, 120.5782662 14.6198759)",,
340383547,False,Layac – Balanga – Mariveles Port Road,secondary,False,160.953,2,"LINESTRING (120.5778565 14.6197521, 120.5778809 14.6196772, 120.577896 14.6196309, 120.5779278 14.6194978, 120.5780183 14.6191079, 120.5781075 14.6187244, 120.5781855 14.6184171, 120.5782039 14.6183446)",60,
"[340380154, 340383547, 442364492]",False,Layac – Balanga – Mariveles Port Road,secondary,True,112.04599999999999,2,"LINESTRING (120.5778565 14.6197521, 120.5778276 14.6198319, 120.5778195 14.6198541, 120.577774 14.6199501, 120.5777054 14.620074, 120.5775998 14.6202246, 120.5774061 14.620512, 120.5773364 14.6206211)",60,cantilever
"[442158976, 442158981]",False,,residential,False,48.132000000000005,,"LINESTRING (120.5782958 14.617125, 120.5783066 14.6171036, 120.5783234 14.6170809, 120.5783395 14.6170692, 120.5783589 14.617064, 120.5783817 14.6170653, 120.5784126 14.6170711, 120.5786989 14.6171555)",,
442158976,False,,residential,True,44.7,,"LINESTRING (120.5782958 14.617125, 120.5782919 14.6171328, 120.5781584 14.6174695, 120.5781447 14.6174994)",,
