osmid,oneway,ref,name,highway,maxspeed,access,reversed,length,geometry
248609879,False,691,Liloan-San Ricardo Road,primary,60,yes,True,582.1900000000002,"LINESTRING (125.2518899 9.940107, 125.2527559 9.9414977, 125.2529091 9.9418425, 125.2529968 9.9421965, 125.2530314 9.9424355, 125.2530188 9.9426649, 125.252668 9.9438544, 125.2525317 9.9440368, 125.2523979 9.9445278, 125.2522372 9.9449156)"
910367649,False,,,residential,,,True,176.239,"LINESTRING (125.2518899 9.940107, 125.2514912 9.9402449, 125.2507952 9.9404047, 125.2505471 9.9405936, 125.2503955 9.9406385)"
248609879,False,691,Liloan-San Ricardo Road,primary,60,yes,False,582.19,"LINESTRING (125.2522372 9.9449156, 125.2523979 9.9445278, 125.2525317 9.9440368, 125.252668 9.9438544, 125.2530188 9.9426649, 125.2530314 9.9424355, 125.2529968 9.9421965, 125.2529091 9.9418425, 125.2527559 9.9414977, 125.2518899 9.940107)"
365220900,False,,,residential,,,True,234.93399999999997,"LINESTRING (125.2522372 9.9449156, 125.2521118 9.9449376, 125.2515426 9.9449505, 125.2508757 9.9449369, 125.2501058 9.9450677)"
365220901,False,,,residential,,,False,125.897,"LINESTRING (125.2499789 9.9439424, 125.2501058 9.9450677)"
492998958,False,,,residential,,,False,57.925,"LINESTRING (125.2499789 9.9439424, 125.250496 9.9438331)"
492998958,False,,,residential,,,True,105.251,"LINESTRING (125.2499789 9.9439424, 125.2490339 9.9441143)"
492998958,False,,,residential,,,False,105.251,"LINESTRING (125.2490339 9.9441143, 125.2499789 9.9439424)"
492998958,False,,,residential,,,True,36.105,"LINESTRING (125.2490339 9.9441143, 125.2487138 9.9441919)"
492998961,False,,,residential,,,True,40.551,"LINESTRING (125.2490339 9.9441143, 125.2489773 9.9437539)"
492998959,False,,,residential,,,True,153.917,"LINESTRING (125.2490339 9.9441143, 125.2491832 9.9449819, 125.2490796 9.9454757)"
365220901,False,,,residential,,,False,32.959,"LINESTRING (125.2501058 9.9450677, 125.2500866 9.9453635)"
365220901,False,,,residential,,,True,125.897,"LINESTRING (125.2501058 9.9450677, 125.2499789 9.9439424)"
365220900,False,,,residential,,,False,234.934,"LINESTRING (125.2501058 9.9450677, 125.2508757 9.9449369, 125.2515426 9.9449505, 125.2521118 9.9449376, 125.2522372 9.9449156)"
365220901,False,,,residential,,,True,32.959,"LINESTRING (125.2500866 9.9453635, 125.2501058 9.9450677)"
492998960,False,,,residential,,,False,110.994,"LINESTRING (125.2500866 9.9453635, 125.2490796 9.9454757)"
"[492998962, 365220901]",False,,,residential,,,"[False, True]",218.485,"LINESTRING (125.2500866 9.9453635, 125.2502631 9.9460737, 125.2490163 9.9461917)"
492998960,False,,,residential,,,False,40.47,"LINESTRING (125.2490796 9.9454757, 125.2487115 9.9455074)"
492998960,False,,,residential,,,True,110.994,"LINESTRING (125.2490796 9.9454757, 125.2500866 9.9453635)"
492998959,False,,,residential,,,False,153.917,"LINESTRING (125.2490796 9.9454757, 125.2491832 9.9449819, 125.2490339 9.9441143)"
492998964,False,,,residential,,,True,80.60900000000001,"LINESTRING (125.2490796 9.9454757, 125.2490169 9.9456846, 125.2490163 9.9461917)"
492998960,False,,,residential,,,False,76.43,"LINESTRING (125.2487115 9.9455074, 125.2480137 9.9455142)"
