osmid,highway,oneway,reversed,length,lanes,ref,name,geometry
97660857,unclassified,False,False,39.663,,,,"LINESTRING (125.3452181 6.5958564, 125.3455553 6.595979)"
815452933,trunk,False,False,69.925,6,1,Davao-GenSan Highway,"LINESTRING (125.3452181 6.5958564, 125.345576 6.5953377)"
815452933,trunk,False,True,32.559,6,1,Davao-GenSan Highway,"LINESTRING (125.3452181 6.5958564, 125.3450622 6.5961049)"
815452925,unclassified,True,False,43.612,,,,"LINESTRING (125.3448607 6.5965461, 125.3452043 6.5967393)"
815452933,trunk,False,True,14.866,6,1,Davao-GenSan Highway,"LINESTRING (125.3448607 6.5965461, 125.3448199 6.5966735)"
815452933,trunk,False,False,53.974000000000004,6,1,Davao-GenSan Highway,"LINESTRING (125.3448607 6.5965461, 125.3449421 6.5963317, 125.3450622 6.5961049)"
97660853,residential,False,True,22.518,,,,"LINESTRING (125.3459553 6.5968089, 125.3459461 6.5970112)"
815452923,unclassified,False,True,67.342,,,,"LINESTRING (125.3459553 6.5968089, 125.345348 6.5967557)"
945716792,unclassified,False,False,86.584,,,,"LINESTRING (125.3459553 6.5968089, 125.3459703 6.5964799, 125.345976 6.5963557, 125.345994 6.5960312)"
97660826,residential,False,True,116.584,,,,"LINESTRING (125.343495 6.5989458, 125.3435353 6.5999935)"
337302594,tertiary,False,False,68.996,2,,,"LINESTRING (125.343495 6.5989458, 125.3441019 6.598799)"
337302594,tertiary,False,True,72.948,2,,,"LINESTRING (125.343495 6.5989458, 125.3428528 6.5990988)"
1117055440,secondary,False,True,48.917,2,,Sulop-Banate Road,"LINESTRING (125.3413653 6.5942547, 125.3413615 6.5938148)"
97660812,residential,False,True,133.246,,,,"LINESTRING (125.3413653 6.5942547, 125.3417878 6.5942554, 125.3418206 6.5942614, 125.3418341 6.594274, 125.3418468 6.5942987, 125.3418964 6.5949963)"
1117055440,secondary,False,False,84.185,2,,Sulop-Banate Road,"LINESTRING (125.3413653 6.5942547, 125.3413779 6.5945952, 125.3414083 6.5947583, 125.3414793 6.5949542, 125.341496 6.5949931)"
1117055440,secondary,False,True,92.679,2,,Sulop-Banate Road,"LINESTRING (125.3419343 6.5961713, 125.3416627 6.5953827)"
"[97660817, 815430422]",residential,False,False,250.208,,,,"LINESTRING (125.3419343 6.5961713, 125.3420164 6.5960086, 125.3420486 6.5959733, 125.3420835 6.59596, 125.3421231 6.5959653, 125.3421599 6.595976, 125.343271 6.5965568, 125.34332 6.5965848, 125.343328 6.5966121, 125.343328 6.5966514, 125.3433187 6.5966821, 125.3431518 6.5971564)"
1117055440,secondary,False,False,41.159,2,,Sulop-Banate Road,"LINESTRING (125.3419343 6.5961713, 125.3419774 6.5962691, 125.3420332 6.5963597, 125.3421137 6.5964409, 125.3421483 6.5964671)"
97660846,residential,False,False,63.321000000000005,2,,Magsaysay Street,"LINESTRING (125.3447599 6.5999522, 125.3445384 6.5999606, 125.344187 6.5999723)"
815452933,trunk,False,False,141.493,6,1,Davao-GenSan Highway,"LINESTRING (125.3447599 6.5999522, 125.3447433 6.5996555, 125.3446885 6.5986817)"
815452933,trunk,False,True,82.701,6,1,Davao-GenSan Highway,"LINESTRING (125.3447599 6.5999522, 125.3447727 6.6001632, 125.3447842 6.600353, 125.3448049 6.6006946)"
815452965,residential,False,True,89.02799999999999,2,,,"LINESTRING (125.3447599 6.5999522, 125.3448824 6.599944, 125.3449567 6.5999383, 125.3450269 6.5999322, 125.3455617 6.599872)"
815452933,trunk,False,False,43.163,6,1,Davao-GenSan Highway,"LINESTRING (125.3463449 6.5942308, 125.34655 6.5939004)"
97660921,unclassified,False,True,345.66999999999996,,,,"LINESTRING (125.3463449 6.5942308, 125.3458098 6.593979, 125.3451097 6.5936832, 125.3448951 6.5935973, 125.3447597 6.5935393, 125.343841 6.5931663, 125.3437002 6.5931223, 125.343554 6.5930864, 125.3434476 6.5930752)"
815452933,trunk,False,True,143.176,6,1,Davao-GenSan Highway,"LINESTRING (125.3463449 6.5942308, 125.3462275 6.5943998, 125.3459632 6.5947802, 125.3459132 6.5948521, 125.3456086 6.5952905)"
97660900,residential,False,False,123.804,,,,"LINESTRING (125.3429302 6.6011245, 125.3428968 6.6000116)"
397898850,residential,False,False,72.824,2,,Rizal Street,"LINESTRING (125.3429302 6.6011245, 125.3435726 6.6009772)"
"[397898850, 711148170]",residential,False,True,149.021,2,,Rizal Street,"LINESTRING (125.3429302 6.6011245, 125.3427549 6.6011647, 125.3424842 6.6000348)"
97660853,residential,False,False,59.481,,,,"LINESTRING (125.3459181 6.5975454, 125.3459461 6.5970112)"
97660853,residential,False,True,143.725,,,,"LINESTRING (125.3459181 6.5975454, 125.3459438 6.5988377)"
97660856,residential,False,False,69.499,,,,"LINESTRING (125.3459181 6.5975454, 125.345291 6.5975963)"
97660856,residential,False,True,74.839,,,,"LINESTRING (125.3459181 6.5975454, 125.3465937 6.5974946)"
97660846,residential,False,True,45.648,2,,Magsaysay Street,"LINESTRING (125.3424842 6.6000348, 125.3428968 6.6000116)"
711148170,residential,False,True,91.706,,,,"LINESTRING (125.3424842 6.6000348, 125.3423001 6.5992306)"
"[711148170, 397898850]",residential,False,False,149.021,2,,Rizal Street,"LINESTRING (125.3424842 6.6000348, 125.3427549 6.6011647, 125.3429302 6.6011245)"
97660921,unclassified,False,True,31.483,,,,"LINESTRING (125.3434476 6.5930752, 125.3431626 6.5930721)"
97660921,unclassified,False,False,345.67,,,,"LINESTRING (125.3434476 6.5930752, 125.343554 6.5930864, 125.3437002 6.5931223, 125.343841 6.5931663, 125.3447597 6.5935393, 125.3448951 6.5935973, 125.3451097 6.5936832, 125.3458098 6.593979, 125.3463449 6.5942308)"
97660846,residential,False,False,72.024,2,,Magsaysay Street,"LINESTRING (125.344187 6.5999723, 125.3437844 6.5999854, 125.3435353 6.5999935)"
97660846,residential,False,True,63.321000000000005,2,,Magsaysay Street,"LINESTRING (125.344187 6.5999723, 125.3445384 6.5999606, 125.3447599 6.5999522)"
97660910,residential,False,False,130.804,,,,"LINESTRING (125.344187 6.5999723, 125.3441661 6.5996837, 125.3441019 6.598799)"
97660821,residential,False,False,28.224,,,,"LINESTRING (125.3431819 6.5940302, 125.3431785 6.5937764)"
"[97660847, 815452951]",residential,False,False,212.384,,,,"LINESTRING (125.3431819 6.5940302, 125.3431047 6.5940216, 125.3430679 6.5940263, 125.343029 6.5940356, 125.3430008 6.5940522, 125.342984 6.5940835, 125.3428902 6.5950114, 125.3428714 6.5951833, 125.3428406 6.5952766, 125.3427654 6.5954191, 125.342605 6.5957008)"
815452951,residential,False,True,30.163,,,,"LINESTRING (125.3431819 6.5940302, 125.343371 6.5940742, 125.3434011 6.5940929, 125.3434231 6.59413)"
97660840,residential,False,False,77.524,,,,"LINESTRING (125.3469282 6.5961748, 125.347063 6.5961998, 125.3471341 6.5962091, 125.3472223 6.5962131, 125.347627 6.5962138)"
656855384,residential,False,True,50.825,,,,"LINESTRING (125.3469282 6.5961748, 125.3470172 6.5959342, 125.3470671 6.5957815, 125.3470777 6.5957427)"
781681959,residential,False,True,152.29899999999998,,,,"LINESTRING (125.3469282 6.5961748, 125.3468026 6.5964886, 125.3467191 6.5967154, 125.3466909 6.596802, 125.3466731 6.5968928, 125.3465937 6.5974946)"
97660915,residential,False,True,200.75,,,,"LINESTRING (125.3413615 6.5938148, 125.3431785 6.5937764)"
1117055440,secondary,False,False,48.917,2,,Sulop-Banate Road,"LINESTRING (125.3413615 6.5938148, 125.3413653 6.5942547)"
1117055440,secondary,False,True,79.296,2,,Sulop-Banate Road,"LINESTRING (125.3413615 6.5938148, 125.3413559 6.5931017)"
97660846,residential,False,False,45.648,2,,Magsaysay Street,"LINESTRING (125.3428968 6.6000116, 125.3424842 6.6000348)"
97660846,residential,False,True,70.556,2,,Magsaysay Street,"LINESTRING (125.3428968 6.6000116, 125.3435353 6.5999935)"
97660900,residential,False,False,101.615,,,,"LINESTRING (125.3428968 6.6000116, 125.3428528 6.5990988)"
97660900,residential,False,True,123.804,,,,"LINESTRING (125.3428968 6.6000116, 125.3429302 6.6011245)"
815452938,residential,False,False,56.17999999999999,,,,"LINESTRING (125.3456296 6.595774, 125.3457031 6.5955223, 125.3457065 6.5954837, 125.3457005 6.5954524, 125.3456857 6.5954218, 125.3456584 6.5953916, 125.345576 6.5953377)"
97660882,residential,False,True,62.865,,,,"LINESTRING (125.342605 6.5957008, 125.3431059 6.5959692)"
"[815452951, 97660847]",residential,False,True,212.384,,,,"LINESTRING (125.342605 6.5957008, 125.3427654 6.5954191, 125.3428406 6.5952766, 125.3428714 6.5951833, 125.3428902 6.5950114, 125.342984 6.5940835, 125.3430008 6.5940522, 125.343029 6.5940356, 125.3430679 6.5940263, 125.3431047 6.5940216, 125.3431819 6.5940302)"
97660882,residential,False,False,111.05100000000002,,,,"LINESTRING (125.342605 6.5957008, 125.3422478 6.5955157, 125.3421552 6.5954777, 125.3419085 6.5954178, 125.3417992 6.5954024, 125.3416627 6.5953827)"
337302594,tertiary,False,True,68.996,2,,,"LINESTRING (125.3441019 6.598799, 125.343495 6.5989458)"
97660910,residential,False,True,130.804,,,,"LINESTRING (125.3441019 6.598799, 125.3441661 6.5996837, 125.344187 6.5999723)"
337302594,tertiary,False,False,66.331,2,,,"LINESTRING (125.3441019 6.598799, 125.3445129 6.5986964, 125.3446008 6.5986824, 125.3446885 6.5986817)"
97660853,residential,False,False,108.915,,,,"LINESTRING (125.3459836 6.5998164, 125.3459438 6.5988377)"
97660853,residential,False,True,70.896,,,,"LINESTRING (125.3459836 6.5998164, 125.3459991 6.6004538)"
815452965,residential,False,False,47.011,2,,,"LINESTRING (125.3459836 6.5998164, 125.3455617 6.599872)"
815452965,residential,False,True,82.442,2,,,"LINESTRING (125.3459836 6.5998164, 125.3467296 6.5997933)"
815452965,residential,False,False,82.442,2,,,"LINESTRING (125.3467296 6.5997933, 125.3459836 6.5998164)"
656855388,residential,False,False,256.05,,,,"LINESTRING (125.3467296 6.5997933, 125.3466848 6.5990713, 125.3466131 6.597917, 125.3465937 6.5974946)"
"[1158114745, 656855388]",residential,False,True,140.151,2,,Rizal Street,"LINESTRING (125.3467296 6.5997933, 125.3467559 6.6002134, 125.3467556 6.6002424, 125.3467502 6.6002671, 125.3467417 6.6002881, 125.3467315 6.6003054, 125.3466544 6.6003217, 125.3459991 6.6004538)"
815452965,residential,False,True,147.039,2,,,"LINESTRING (125.3467296 6.5997933, 125.3469484 6.5997968, 125.3470919 6.5997968, 125.3472394 6.5997915, 125.3480588 6.5997368)"
97660885,residential,False,False,138.417,,,,"LINESTRING (125.3439429 6.5955452, 125.3450622 6.5961049)"
97660885,residential,False,True,38.595,,,,"LINESTRING (125.3439429 6.5955452, 125.3436184 6.5954165)"
97660896,residential,False,True,84.781,,,,"LINESTRING (125.3439429 6.5955452, 125.343675 6.5962597)"
97660857,unclassified,False,True,39.663,,,,"LINESTRING (125.3455553 6.595979, 125.3452181 6.5958564)"
97660852,residential,False,True,89.36099999999999,,,,"LINESTRING (125.3455553 6.595979, 125.3454697 6.5963046, 125.345354 6.5967237, 125.345348 6.5967557)"
97660857,unclassified,False,False,49.068,,,,"LINESTRING (125.3455553 6.595979, 125.3456904 6.5960099, 125.3457923 6.5960259, 125.3458735 6.5960359, 125.345994 6.5960312)"
97660853,residential,False,False,70.896,,,,"LINESTRING (125.3459991 6.6004538, 125.3459836 6.5998164)"
1158114745,residential,False,True,134.599,2,,Rizal Street,"LINESTRING (125.3459991 6.6004538, 125.3448049 6.6006946)"
"[1158114745, 656855388]",residential,False,False,140.15099999999998,2,,Rizal Street,"LINESTRING (125.3459991 6.6004538, 125.3466544 6.6003217, 125.3467315 6.6003054, 125.3467417 6.6002881, 125.3467502 6.6002671, 125.3467556 6.6002424, 125.3467559 6.6002134, 125.3467296 6.5997933)"
1117055440,secondary,False,True,54.177,2,,Sulop-Banate Road,"LINESTRING (125.3431518 6.5971564, 125.3427386 6.5968939)"
"[97660817, 815430422]",residential,False,True,250.208,,,,"LINESTRING (125.3431518 6.5971564, 125.3433187 6.5966821, 125.343328 6.5966514, 125.343328 6.5966121, 125.34332 6.5965848, 125.343271 6.5965568, 125.3421599 6.595976, 125.3421231 6.5959653, 125.3420835 6.59596, 125.3420486 6.5959733, 125.3420164 6.5960086, 125.3419343 6.5961713)"
1117055440,secondary,False,False,178.35099999999997,2,,Sulop-Banate Road,"LINESTRING (125.3431518 6.5971564, 125.3435886 6.5974321, 125.3437213 6.5975142, 125.3438028 6.59755, 125.3439155 6.5975853, 125.3440013 6.5976026, 125.3440784 6.5976112, 125.3441636 6.5976126, 125.3443661 6.5976073, 125.3444787 6.5976073, 125.3445471 6.5976106, 125.3446461 6.5976206)"
97660852,residential,False,False,122.103,,,,"LINESTRING (125.3452893 6.5986944, 125.345291 6.5975963)"
97660879,residential,False,False,26.53,,,,"LINESTRING (125.3452893 6.5986944, 125.3455244 6.5987432)"
97660879,residential,False,True,66.402,,,,"LINESTRING (125.3452893 6.5986944, 125.3452224 6.598689, 125.3451684 6.5986855, 125.3446885 6.5986817)"
97660832,residential,False,False,207.49,,,,"LINESTRING (125.3431059 6.5959692, 125.3434231 6.59413)"
97660882,residential,False,False,62.865,,,,"LINESTRING (125.3431059 6.5959692, 125.342605 6.5957008)"
97660882,residential,False,True,70.676,,,,"LINESTRING (125.3431059 6.5959692, 125.343675 6.5962597)"
97660826,residential,False,False,109.46,,,,"LINESTRING (125.3435726 6.6009772, 125.3435353 6.5999935)"
397898850,residential,False,False,27.139,2,,Rizal Street,"LINESTRING (125.3435726 6.6009772, 125.343812 6.6009223)"
397898850,residential,False,True,72.824,2,,Rizal Street,"LINESTRING (125.3435726 6.6009772, 125.3429302 6.6011245)"
97660900,residential,False,True,101.615,,,,"LINESTRING (125.3428528 6.5990988, 125.3428968 6.6000116)"
337302594,tertiary,False,False,72.948,2,,,"LINESTRING (125.3428528 6.5990988, 125.343495 6.5989458)"
337302594,tertiary,False,True,62.785,2,,,"LINESTRING (125.3428528 6.5990988, 125.3423001 6.5992306)"
97660832,residential,False,True,207.49,,,,"LINESTRING (125.3434231 6.59413, 125.3431059 6.5959692)"
"[155990854, 815452950]",residential,False,False,147.06199999999998,,,,"LINESTRING (125.3434231 6.59413, 125.3436439 6.5942581, 125.3438579 6.5943826, 125.3444915 6.5946884, 125.3445183 6.5946997, 125.3445277 6.5947114, 125.3445317 6.594726, 125.3445265 6.5947892)"
815452951,residential,False,False,30.163,,,,"LINESTRING (125.3434231 6.59413, 125.3434011 6.5940929, 125.343371 6.5940742, 125.3431819 6.5940302)"
97660849,residential,False,False,125.585,,,,"LINESTRING (125.3455617 6.599872, 125.3455244 6.5987432)"
815452965,residential,False,True,47.011,2,,,"LINESTRING (125.3455617 6.599872, 125.3459836 6.5998164)"
815452965,residential,False,False,89.02799999999999,2,,,"LINESTRING (125.3455617 6.599872, 125.3450269 6.5999322, 125.3449567 6.5999383, 125.3448824 6.599944, 125.3447599 6.5999522)"
97660852,residential,False,False,62.457,,,,"LINESTRING (125.345291 6.5975963, 125.3453189 6.5970353)"
97660852,residential,False,True,122.103,,,,"LINESTRING (125.345291 6.5975963, 125.3452893 6.5986944)"
97660856,residential,False,True,69.499,,,,"LINESTRING (125.345291 6.5975963, 125.3459181 6.5975454)"
97660856,residential,False,False,71.481,,,,"LINESTRING (125.345291 6.5975963, 125.3449119 6.5976313, 125.3448053 6.5976333, 125.3447342 6.5976299, 125.3446461 6.5976206)"
815452933,trunk,False,False,14.866,6,1,Davao-GenSan Highway,"LINESTRING (125.3448199 6.5966735, 125.3448607 6.5965461)"
815452933,trunk,False,True,13.865,6,1,Davao-GenSan Highway,"LINESTRING (125.3448199 6.5966735, 125.3447884 6.5967942)"
97660882,residential,False,False,135.14,,,,"LINESTRING (125.3448199 6.5966735, 125.3441144 6.5964755, 125.3439188 6.5963863, 125.343675 6.5962597)"
1158114745,residential,False,False,134.599,2,,Rizal Street,"LINESTRING (125.3448049 6.6006946, 125.3459991 6.6004538)"
397898850,residential,False,True,112.55799999999999,2,,Rizal Street,"LINESTRING (125.3448049 6.6006946, 125.3445721 6.600748, 125.343812 6.6009223)"
815452933,trunk,False,False,82.701,6,1,Davao-GenSan Highway,"LINESTRING (125.3448049 6.6006946, 125.3447842 6.600353, 125.3447727 6.6001632, 125.3447599 6.5999522)"
1117055440,secondary,False,False,79.296,2,,Sulop-Banate Road,"LINESTRING (125.3413559 6.5931017, 125.3413615 6.5938148)"
97660921,unclassified,False,False,153.144,,,,"LINESTRING (125.3413559 6.5931017, 125.3419434 6.5931157, 125.3423578 6.593113, 125.3427413 6.5930877)"
97660826,residential,False,False,116.584,,,,"LINESTRING (125.3435353 6.5999935, 125.343495 6.5989458)"
97660826,residential,False,True,109.46,,,,"LINESTRING (125.3435353 6.5999935, 125.3435726 6.6009772)"
97660846,residential,False,False,70.556,2,,Magsaysay Street,"LINESTRING (125.3435353 6.5999935, 125.3428968 6.6000116)"
97660846,residential,False,True,72.024,2,,Magsaysay Street,"LINESTRING (125.3435353 6.5999935, 125.3437844 6.5999854, 125.344187 6.5999723)"
97660849,residential,False,True,125.585,,,,"LINESTRING (125.3455244 6.5987432, 125.3455617 6.599872)"
97660879,residential,False,False,47.503,,,,"LINESTRING (125.3455244 6.5987432, 125.3459438 6.5988377)"
97660879,residential,False,True,26.53,,,,"LINESTRING (125.3455244 6.5987432, 125.3452893 6.5986944)"
