osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,width,bridge
119622902,L. Kasilag Street,residential,30,False,False,6.302,,,"LINESTRING (121.2162248 13.8790157, 121.2162727 13.8789833)",,
821235956,J. P. Rizal Street,primary,40,True,False,54.791,1,435,"LINESTRING (121.2162248 13.8790157, 121.2159264 13.8786171)",,
119622902,L. Kasilag Street,residential,30,False,True,47.054,,,"LINESTRING (121.2162248 13.8790157, 121.2161869 13.8790318, 121.216142 13.8790416, 121.2160897 13.8790468, 121.2157938 13.8790505)",,
983512832,J. P. Rizal Street,primary,40,False,False,90.457,2,435,"LINESTRING (121.2115179 13.8770774, 121.2107026 13.8768895)",7,
756801293,,primary,40,False,False,129.811,2,435,"LINESTRING (121.2115179 13.8770774, 121.21146 13.8767926, 121.2113987 13.8764922, 121.2113627 13.8763156, 121.211324 13.8761494, 121.2112838 13.8760601, 121.2112277 13.8759498)",6,
983512830,Tiaong-Lipa Rd,primary,40,False,True,266.385,2,435,"LINESTRING (121.2115179 13.8770774, 121.2118016 13.8771356, 121.2123166 13.8772109, 121.2127962 13.877278, 121.2130049 13.8773061, 121.2135056 13.8773813, 121.2139554 13.8774479)",7,
"[146469441, 756801291]",Rosario Bypass Road,secondary,40,False,False,249.834,2,,"LINESTRING (121.2139554 13.8774479, 121.2141739 13.87691, 121.2144834 13.8762024, 121.2145637 13.8760183, 121.214734 13.8757177, 121.2148481 13.8755308, 121.2149189 13.8754093)",6,
983512830,Tiaong-Lipa Rd,primary,40,False,False,266.38500000000005,2,435,"LINESTRING (121.2139554 13.8774479, 121.2135056 13.8773813, 121.2130049 13.8773061, 121.2127962 13.877278, 121.2123166 13.8772109, 121.2118016 13.8771356, 121.2115179 13.8770774)",7,
983512831,J. P. Rizal Street,primary,40,False,True,31.086,2,435,"LINESTRING (121.2139554 13.8774479, 121.2140605 13.8774727, 121.2142352 13.877514)",7,
282189007,San Miguel Barangay Road,tertiary,20,False,False,93.695,2,,"LINESTRING (121.2107026 13.8768895, 121.2098596 13.8766889)",,
983512832,J. P. Rizal Street,primary,40,False,True,90.457,2,435,"LINESTRING (121.2107026 13.8768895, 121.2115179 13.8770774)",7,
983512896,Lipa-Rosario Road,primary,50,False,True,70.863,2,431,"LINESTRING (121.2107026 13.8768895, 121.2103278 13.8774127)",7,
983512833,Lipa-Rosario Road,primary,50,False,False,119.713,2,435,"LINESTRING (121.2107026 13.8768895, 121.2109997 13.8764525, 121.2111054 13.8762814, 121.2111906 13.8760943, 121.2112277 13.8759498)",6,
282189001,,residential,,False,False,128.314,,,"LINESTRING (121.2107642 13.8740966, 121.2096028 13.873851)",,
983512849,Lipa-Rosario Road,primary,50,False,False,47.683,2,435,"LINESTRING (121.2107642 13.8740966, 121.2106276 13.8736888)",6,
983512849,Lipa-Rosario Road,primary,50,False,True,9.12,2,435,"LINESTRING (121.2107642 13.8740966, 121.21079 13.8741747)",6,
983512849,Lipa-Rosario Road,primary,50,False,True,32.221,2,435,"LINESTRING (121.211042 13.8749303, 121.2111255 13.8752085)",6,
885816414,Padre Garcia Diversion Road,tertiary,30,False,False,469.0930000000001,2,,"LINESTRING (121.211042 13.8749303, 121.2114528 13.8744379, 121.2114856 13.8744021, 121.2115413 13.874365, 121.2116057 13.8743487, 121.2116801 13.8743545, 121.2123768 13.8745238, 121.2128166 13.8746364, 121.2128904 13.8746553, 121.2129481 13.8746696, 121.2129951 13.8746904, 121.2131359 13.8747529, 121.2131868 13.8747712, 121.2132391 13.8747829, 121.2139003 13.874943, 121.2139982 13.8749678, 121.2141283 13.8750211, 121.2142879 13.8751214, 121.2143657 13.8751618, 121.21443 13.8751904, 121.2149189 13.8754093)",7,
983512849,Lipa-Rosario Road,primary,50,False,False,88.32,2,435,"LINESTRING (121.211042 13.8749303, 121.210894 13.8744716, 121.21079 13.8741747)",6,
983512849,Lipa-Rosario Road,primary,50,False,False,32.221,2,435,"LINESTRING (121.2111255 13.8752085, 121.211042 13.8749303)",6,
345512101,,residential,,False,False,63.756,,,"LINESTRING (121.2111255 13.8752085, 121.2112339 13.8749997, 121.2113361 13.8747953, 121.2114083 13.8747075)",,
983512845,Lipa-Rosario Road,primary,50,False,True,71.698,2,435,"LINESTRING (121.2111255 13.8752085, 121.2112059 13.8755471, 121.2112303 13.8756855, 121.2112419 13.875842)",6,
28413851,Tiaong-Lipa Rd,primary,40,False,False,28.082,2,435,"LINESTRING (121.2154779 13.8781458, 121.2152722 13.8779912)",7,
119622900,Riverside Road,unclassified,20,False,False,191.87599999999998,2,,"LINESTRING (121.2154779 13.8781458, 121.2156015 13.8780945, 121.2171608 13.8783429, 121.2172224 13.8783306)",5,
821235955,J. P. Rizal Street,primary,40,True,False,72.352,1,435,"LINESTRING (121.2154779 13.8781458, 121.2156894 13.8782846, 121.2157872 13.878373, 121.2159683 13.878582)",,
336414772,Malvar Street,residential,30,False,False,5.974,,,"LINESTRING (121.2159264 13.8786171, 121.2159683 13.878582)",,
336414772,Malvar Street,residential,30,False,True,51.438,,,"LINESTRING (121.2159264 13.8786171, 121.2159086 13.8786256, 121.2158863 13.8786504, 121.2158738 13.8786826, 121.2157938 13.8790505)",,
821235956,J. P. Rizal Street,primary,40,True,False,71.357,1,435,"LINESTRING (121.2159264 13.8786171, 121.2157436 13.8784186, 121.2156467 13.8783224, 121.2154779 13.8781458)",,
116558741,V. Luna Street,tertiary,30,False,False,85.909,,,"LINESTRING (121.2165452 13.8794731, 121.2157498 13.8794475)",6,
116558741,V. Luna Street,tertiary,30,False,True,11.065,,,"LINESTRING (121.2165452 13.8794731, 121.2166408 13.879509)",6,
821235956,J. P. Rizal Street,primary,40,True,False,61.510999999999996,1,435,"LINESTRING (121.2165452 13.8794731, 121.2164769 13.8793709, 121.2164147 13.8792833, 121.2162248 13.8790157)",,
116558741,V. Luna Street,tertiary,30,False,True,104.754,,,"LINESTRING (121.2093131 13.878785, 121.2102167 13.8791285)",6,
983512896,Lipa-Rosario Road,primary,50,False,False,16.782,2,431,"LINESTRING (121.2093131 13.878785, 121.2094029 13.8786618)",7,
119622894,M. H. del Pilar Street,residential,30,True,False,50.621,,,"LINESTRING (121.2143218 13.8789575, 121.2142932 13.8794119)",,
119622902,L. Kasilag Street,residential,30,False,False,92.935,,,"LINESTRING (121.2143218 13.8789575, 121.2151808 13.8790133)",,
119622902,L. Kasilag Street,residential,30,False,True,50.122,,,"LINESTRING (121.2143218 13.8789575, 121.2138597 13.8789135)",,
119622912,,residential,30,False,False,68.746,,,"LINESTRING (121.2134012 13.8803012, 121.2133224 13.8809147)",,
119622896,,residential,30,False,True,96.672,,,"LINESTRING (121.2134012 13.8803012, 121.2128098 13.8802709, 121.2125069 13.8802554)",,
119622912,,residential,30,False,True,101.912,,,"LINESTRING (121.2134012 13.8803012, 121.213432 13.8800353, 121.2134483 13.8798948, 121.2134842 13.8795846, 121.2135034 13.8793901)",,
116558741,V. Luna Street,tertiary,30,False,False,48.669,,,"LINESTRING (121.2142932 13.8794119, 121.213843 13.8793884)",6,
116558741,V. Luna Street,tertiary,30,False,True,91.519,,,"LINESTRING (121.2142932 13.8794119, 121.2151406 13.8794374)",6,
1110034389,M. H. del Pilar Street,residential,30,False,False,169.066,,,"LINESTRING (121.2142932 13.8794119, 121.2142104 13.8801032, 121.2141229 13.8809233)",,
119622898,Diego Silang Street,residential,30,False,False,106.641,,,"LINESTRING (121.2152072 13.8780546, 121.2151808 13.8790133)",,
119622910,A. Bonifacio Street,residential,30,False,False,9.947,,,"LINESTRING (121.2152072 13.8780546, 121.2152722 13.8779912)",,
119622910,A. Bonifacio Street,residential,30,False,True,87.907,,,"LINESTRING (121.2152072 13.8780546, 121.2143967 13.8779779)",,
119622898,Diego Silang Street,residential,30,False,False,102.493,,,"LINESTRING (121.21507 13.8808582, 121.2141229 13.8809233)",,
119622898,Diego Silang Street,residential,30,False,True,158.17,,,"LINESTRING (121.21507 13.8808582, 121.2151406 13.8794374)",,
336414772,Malvar Street,residential,30,False,False,200.51799999999997,,,"LINESTRING (121.21507 13.8808582, 121.2154816 13.8808255, 121.2157498 13.8794475)",,
119622898,Diego Silang Street,residential,30,False,False,47.357,,,"LINESTRING (121.2151808 13.8790133, 121.2151406 13.8794374)",,
119622898,Diego Silang Street,residential,30,False,True,106.641,,,"LINESTRING (121.2151808 13.8790133, 121.2152072 13.8780546)",,
119622902,L. Kasilag Street,residential,30,False,False,66.302,,,"LINESTRING (121.2151808 13.8790133, 121.2157938 13.8790505)",,
119622902,L. Kasilag Street,residential,30,False,True,92.935,,,"LINESTRING (121.2151808 13.8790133, 121.2143218 13.8789575)",,
119622898,Diego Silang Street,residential,30,False,False,86.417,,,"LINESTRING (121.2141229 13.8809233, 121.2133224 13.8809147)",,
119622898,Diego Silang Street,residential,30,False,True,102.493,,,"LINESTRING (121.2141229 13.8809233, 121.21507 13.8808582)",,
"[821235966, 885809031]",,residential,30,False,"[False, True]",83.257,1,,"LINESTRING (121.2141229 13.8809233, 121.2138855 13.8814801, 121.2137394 13.8815153)",,
1110034389,M. H. del Pilar Street,residential,30,False,True,169.066,,,"LINESTRING (121.2141229 13.8809233, 121.2142104 13.8801032, 121.2142932 13.8794119)",,
