osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,access,bridge
"[1078911819, 1081562678, 1081562679]",False,2,M. L. Quezon Street,tertiary,,"[False, True]",186.55100000000002,"LINESTRING (121.1757177 14.5895036, 121.175696 14.5898138, 121.1756597 14.5900813, 121.1756428 14.5902589, 121.1756403 14.5903494, 121.175626 14.590861, 121.1756257 14.5910233, 121.1756239 14.5911773)",,,yes
235473974,False,,General Luna Street,residential,,True,52.692,"LINESTRING (121.1727204 14.5894865, 121.1726818 14.5897535, 121.1726459 14.5899548)",,,
"[1006877816, 1184818286]",True,2,C. Lawis Street,secondary,30,False,93.764,"LINESTRING (121.1727204 14.5894865, 121.1723247 14.5894758, 121.1718494 14.5894631)",,,
23212241,True,2,General Luna Street,secondary,30,False,116.541,"LINESTRING (121.1728186 14.5876976, 121.1728094 14.588054, 121.1728011 14.5882325, 121.1727682 14.5887444)",,,
"[1081562684, 1081562685]",False,4,Pascual Oliveros Street,secondary,50,True,88.631,"LINESTRING (121.1728186 14.5876976, 121.1727009 14.5876844, 121.1725285 14.5876692, 121.1723142 14.5876496, 121.1720852 14.5876269, 121.1719992 14.5876174)",9.8,,
"[1186022731, 1185731662]",False,2,General Luna Street,secondary,30,False,71.059,"LINESTRING (121.1728186 14.5876976, 121.1728424 14.5873785, 121.1728674 14.5870603)",,,
"[1186022729, 1186022730, 1081562683]",True,2,Pascual Oliveros Street,secondary,40,False,211.742,"LINESTRING (121.1728186 14.5876976, 121.1732192 14.5877445, 121.1736163 14.5877922, 121.1737744 14.587809, 121.1739783 14.5878288, 121.1742087 14.5878346, 121.1746997 14.5878032, 121.1747769 14.5877968)",6,,
134381154,False,2,Juan Sumulong Street,secondary,30,False,62.137,"LINESTRING (121.1731602 14.5840474, 121.1737196 14.5841859)",,yes,
31537615,True,2,General Luna Street,tertiary,,False,106.644,"LINESTRING (121.1731602 14.5840474, 121.1731726 14.5837048, 121.1731934 14.5834232, 121.173327 14.5831153)",,,
55916453,False,2,General Luna Street,secondary,30,True,109.681,"LINESTRING (121.1731602 14.5840474, 121.1730848 14.584787, 121.173057 14.5850287)",,,
"[134381152, 23212220, 862451420]",False,2,Juan Sumulong Street,tertiary,30,True,181.30299999999997,"LINESTRING (121.1731602 14.5840474, 121.1717846 14.5837458, 121.1715798 14.5837008, 121.171517 14.5836874)",,yes,yes
862454705,True,2,San Jose Street,tertiary,,False,56.458,"LINESTRING (121.1774316 14.5893782, 121.177387 14.5888723)",,,
889436997,False,,San Jose Street,residential,,True,37.995,"LINESTRING (121.1774316 14.5893782, 121.1774571 14.589719)",,,
1002478228,True,2,C. Lawis Street,tertiary,,False,27.874,"LINESTRING (121.1774316 14.5893782, 121.1771745 14.5894087)",,,
862454705,True,2,San Jose Street,tertiary,,False,82.683,"LINESTRING (121.177387 14.5888723, 121.1774041 14.5881289)",,,
137912246,False,,T. Oldan Street,residential,,True,80.9,"LINESTRING (121.177387 14.5888723, 121.1770786 14.5888849, 121.1766363 14.5889109)",,,
55916457,True,2,J. Sumulong Street,secondary,40,False,86.345,"LINESTRING (121.1776757 14.58504, 121.1784622 14.5851937)",7,,
137912242,True,1,M. Santos Street,tertiary,,False,70.898,"LINESTRING (121.1781779 14.5859909, 121.1775195 14.5859678)",,,
182107976,True,2,Santo Niño Street,tertiary,30,False,85.943,"LINESTRING (121.1781779 14.5859909, 121.1780928 14.5867594)",,,
1085190381,False,2,M. Santos Street,tertiary,,True,39.699,"LINESTRING (121.1781779 14.5859909, 121.1784207 14.5859929, 121.1785468 14.585994)",,,
137912242,True,1,M. Santos Street,tertiary,,False,102.4,"LINESTRING (121.1775195 14.5859678, 121.1765707 14.5858976)",,,
163058613,True,2,San Jose Street,tertiary,,False,104.803,"LINESTRING (121.1775195 14.5859678, 121.1775409 14.5856454, 121.1775748 14.5854625, 121.1776757 14.58504)",,,
137912235,True,1,M. Santos Street,tertiary,,False,52.019,"LINESTRING (121.1756974 14.5858741, 121.175214 14.5858737)",,,
"[1186037224, 1186037225]",True,2,M. L. Quezon Street,secondary,40,False,139.068,"LINESTRING (121.1756974 14.5858741, 121.175699 14.5857827, 121.1757064 14.5849663, 121.175709 14.58471, 121.1757099 14.5846235)",7,,
55916453,False,2,General Luna Street,secondary,30,False,85.523,"LINESTRING (121.1729939 14.5857954, 121.173057 14.5850287)",,,
55916453,False,2,General Luna Street,secondary,30,True,45.773,"LINESTRING (121.1729939 14.5857954, 121.1729414 14.5862039)",,,
137912242,True,1,M. Santos Street,tertiary,,False,47.974,"LINESTRING (121.1761432 14.5858722, 121.1756974 14.5858741)",,,
1081570072,True,2,F. Manalo,residential,,False,127.98400000000001,"LINESTRING (121.1761432 14.5858722, 121.1762052 14.5856186, 121.1762693 14.5853807, 121.1765258 14.5847859)",,,
1081570073,False,2,F. Manalo Street,residential,,False,106.12,"LINESTRING (121.1765258 14.5847859, 121.1768628 14.583889)",,,
55916457,True,2,J. Sumulong Street,secondary,40,False,46.906,"LINESTRING (121.1765258 14.5847859, 121.1765782 14.5847989, 121.1769491 14.5848865)",7,,
1081570073,False,2,F. Manalo Street,residential,,True,106.12,"LINESTRING (121.1768628 14.583889, 121.1765258 14.5847859)",,,
51760405,True,1,J. Simeon Street,residential,,False,122.79400000000001,"LINESTRING (121.1768628 14.583889, 121.1767055 14.5838664, 121.1764486 14.5838297, 121.1761866 14.5838151, 121.1760751 14.583809, 121.1757274 14.5837899)",,,
1081570073,False,2,F. Manalo Street,residential,,False,101.096,"LINESTRING (121.1768628 14.583889, 121.1769037 14.5837302, 121.1769729 14.583294, 121.1770147 14.5829925)",,,
"[385390315, 1185731661]",False,2,Martinez Street,residential,,False,84.26599999999999,"LINESTRING (121.1728674 14.5870603, 121.1726163 14.5870384, 121.1720861 14.5870113)",4.9,,
1185731660,False,2,General Luna Street,secondary,30,False,95.562,"LINESTRING (121.1728674 14.5870603, 121.1729006 14.5866422, 121.1729263 14.5863652, 121.1729414 14.5862039)",,,
"[1186022731, 1185731662]",False,2,General Luna Street,secondary,30,True,71.059,"LINESTRING (121.1728674 14.5870603, 121.1728424 14.5873785, 121.1728186 14.5876976)",,,
23212252,True,1,Martinez Street,tertiary,,False,116.75200000000001,"LINESTRING (121.174753 14.58716, 121.1742743 14.5871615, 121.1736698 14.5871171)",,,
57906073,True,1,A. Bonifacio Street,tertiary,,False,70.85600000000001,"LINESTRING (121.174753 14.58716, 121.1747754 14.5877627, 121.1747769 14.5877968)",,,
1186037230,True,1,Martinez Street,tertiary,,False,49.191,"LINESTRING (121.1757183 14.5871522, 121.1752612 14.5871486)",,,
1186037227,True,2,M. L. Quezon Street,secondary,40,False,52.813,"LINESTRING (121.1757183 14.5871522, 121.1757173 14.5870917, 121.1757125 14.5867931, 121.1757115 14.5867328, 121.1757106 14.5866773)",7,,
23212254,False,,,residential,,False,92.30799999999999,"LINESTRING (121.1752548 14.5903368, 121.1752282 14.5900365, 121.1751254 14.5895172)",,,
1002478228,True,2,C. Lawis Street,tertiary,,False,78.362,"LINESTRING (121.1751254 14.5895172, 121.1743972 14.589514)",,,
23212254,False,,,residential,,True,92.30799999999999,"LINESTRING (121.1751254 14.5895172, 121.1752282 14.5900365, 121.1752548 14.5903368)",,,
57906073,True,1,A. Bonifacio Street,tertiary,,False,70.322,"LINESTRING (121.1748942 14.588426, 121.1750495 14.5890403)",,,
26181259,False,,F. Asuncion Street,residential,,True,233.269,"LINESTRING (121.1748942 14.588426, 121.1742186 14.5886084, 121.173961 14.5886815, 121.1738314 14.5887085, 121.1734471 14.5887475, 121.1727682 14.5887444)",,,
57906073,True,1,A. Bonifacio Street,tertiary,,False,51.992999999999995,"LINESTRING (121.1747769 14.5877968, 121.1747836 14.5878404, 121.1748558 14.5882581)",,,
1186022732,True,2,Pascual Oliveros Street,secondary,40,False,57.381,"LINESTRING (121.1747769 14.5877968, 121.1748426 14.5877928, 121.1752178 14.5877689, 121.175309 14.5877633)",6,,
57906073,True,1,A. Bonifacio Street,tertiary,,False,62.339,"LINESTRING (121.1748475 14.58661, 121.1747803 14.5868257, 121.174753 14.58716)",,,
57906073,True,1,A. Bonifacio Street,tertiary,,False,90.877,"LINESTRING (121.175214 14.5858737, 121.1748475 14.58661)",,,
137912235,True,1,M. Santos Street,tertiary,,False,25.185,"LINESTRING (121.175214 14.5858737, 121.1749803 14.5858615)",,,
861330100,True,2,J.P. Carigma Street,residential,,False,37.642,"LINESTRING (121.1757106 14.5866773, 121.1757757 14.5866795, 121.1758345 14.5866815, 121.1759341 14.5866864, 121.1760599 14.5866947)",,,
861330101,True,2,J.P. Carigma Street,residential,,False,48.623999999999995,"LINESTRING (121.1757106 14.5866773, 121.1756634 14.5866748, 121.1752593 14.5866558)",,,
"[1186037226, 47972022]",True,2,M. L. Quezon Street,secondary,40,False,89.32400000000001,"LINESTRING (121.1757106 14.5866773, 121.1757091 14.5865926, 121.175705 14.5862824, 121.1756992 14.5859886, 121.1756974 14.5858741)",7,,
861330100,True,2,J.P. Carigma Street,residential,,False,41.209,"LINESTRING (121.1760599 14.5866947, 121.1764386 14.5867497)",,,
1081570072,True,2,F. Manalo,residential,,False,91.896,"LINESTRING (121.1760599 14.5866947, 121.1761432 14.5858722)",,,
861330099,True,2,San Jose Street,tertiary,,False,102.325,"LINESTRING (121.1774665 14.5868866, 121.1775195 14.5859678)",,,
1085183806,False,,J.P. Carigma Street,residential,,False,65.275,"LINESTRING (121.1774665 14.5868866, 121.1780714 14.5869303)",,,
1085183806,False,,J.P. Carigma Street,residential,,True,65.275,"LINESTRING (121.1780714 14.5869303, 121.1774665 14.5868866)",,,
182107976,True,2,Santo Niño Street,tertiary,30,False,130.68,"LINESTRING (121.1780714 14.5869303, 121.1780395 14.5875299, 121.1780139 14.5881042)",,,
190043728,True,2,J.P. Carigma Street,residential,,False,140.405,"LINESTRING (121.1792345 14.5872696, 121.1789281 14.5873436, 121.1787969 14.5873616, 121.1784817 14.5871449, 121.1781802 14.5869607, 121.1780714 14.5869303)",,,
235587414,False,,,residential,,False,79.245,"LINESTRING (121.1792345 14.5872696, 121.1792284 14.5870104, 121.1792299 14.5869284, 121.1793162 14.5868892, 121.1795967 14.5868242)",,,
"[190043729, 529152707, 1085183807]",False,2,J.P. Carigma Street,residential,,True,96.93400000000001,"LINESTRING (121.1792345 14.5872696, 121.1795278 14.5873811, 121.1796123 14.5874706, 121.1796659 14.5875485, 121.1797773 14.5876863, 121.1798713 14.5877583, 121.1799194 14.5877977)",,,yes
23212241,True,2,General Luna Street,secondary,30,False,82.678,"LINESTRING (121.1727682 14.5887444, 121.1727204 14.5894865)",,,
26181259,False,,F. Asuncion Street,residential,,False,233.269,"LINESTRING (121.1727682 14.5887444, 121.1734471 14.5887475, 121.1738314 14.5887085, 121.173961 14.5886815, 121.1742186 14.5886084, 121.1748942 14.588426)",,,
1081562681,True,2,M. L. Quezon Street,tertiary,30,False,63.653,"LINESTRING (121.1757253 14.5889312, 121.1757177 14.5895036)",,,
137912246,False,,T. Oldan Street,residential,,False,61.208,"LINESTRING (121.1757253 14.5889312, 121.1760522 14.5889332, 121.176294 14.5889266)",,,
889437000,False,,M.H. Del Pilar Street,residential,,True,62.385,"LINESTRING (121.1763141 14.5894873, 121.176294 14.5889266)",,,
1002478228,True,2,C. Lawis Street,tertiary,,False,64.204,"LINESTRING (121.1763141 14.5894873, 121.1757177 14.5895036)",,,
51758709,False,2,Topaz Lane,residential,30,False,57.499,"LINESTRING (121.1716949 14.5831998, 121.171517 14.5836874)",,,
51758715,False,2,,residential,,False,39.109,"LINESTRING (121.1716949 14.5831998, 121.1713317 14.5831875)",,,
"[933082252, 51758715, 933082251]",False,2,,residential,,True,34.870000000000005,"LINESTRING (121.1716949 14.5831998, 121.1717452 14.5832032, 121.1718323 14.5832209, 121.1720123 14.5832606)",,,yes
"[51758715, 933082251, 933082252]",False,2,,residential,,False,34.870000000000005,"LINESTRING (121.1720123 14.5832606, 121.1718323 14.5832209, 121.1717452 14.5832032, 121.1716949 14.5831998)",,,yes
51758715,False,2,,residential,,True,39.109,"LINESTRING (121.1713317 14.5831875, 121.1716949 14.5831998)",,,
51760397,False,,,residential,,False,180.611,"LINESTRING (121.17292 14.5911975, 121.1731642 14.5910203, 121.1733426 14.5908866, 121.1733802 14.5908626, 121.1734016 14.5908567, 121.1734325 14.5908541, 121.1737104 14.5908006, 121.1739377 14.5907569, 121.1744549 14.5906278)",,,
163042516,False,,Haji Alarcon Street,residential,,False,69.301,"LINESTRING (121.1744549 14.5906278, 121.1744413 14.5900047)",,,
51760397,False,,,residential,,True,180.611,"LINESTRING (121.1744549 14.5906278, 121.1739377 14.5907569, 121.1737104 14.5908006, 121.1734325 14.5908541, 121.1734016 14.5908567, 121.1733802 14.5908626, 121.1733426 14.5908866, 121.1731642 14.5910203, 121.17292 14.5911975)",,,
163042516,False,,Haji Alarcon Street,residential,,True,29.381999999999998,"LINESTRING (121.1744549 14.5906278, 121.1744785 14.5907654, 121.1745059 14.5908873)",,,
163042516,False,,Haji Alarcon Street,residential,,True,54.769,"LINESTRING (121.1743972 14.589514, 121.1744413 14.5900047)",,,
"[1002478228, 933082126, 933082127]",True,2,C. Lawis Street,tertiary,,False,180.47199999999998,"LINESTRING (121.1743972 14.589514, 121.1743557 14.5895147, 121.174248 14.5895128, 121.1730307 14.5894873, 121.1727204 14.5894865)",,,yes
55916453,False,2,General Luna Street,secondary,30,True,85.523,"LINESTRING (121.173057 14.5850287, 121.1729939 14.5857954)",,,
1078909918,False,,,residential,,True,8.934,"LINESTRING (121.173057 14.5850287, 121.1729778 14.5850046)",,,
55916453,False,2,General Luna Street,secondary,30,False,109.681,"LINESTRING (121.173057 14.5850287, 121.1730848 14.584787, 121.1731602 14.5840474)",,,
1081562686,False,4,Pascual Oliveros Street,secondary,50,False,70.197,"LINESTRING (121.1713505 14.587551, 121.1714816 14.5875641, 121.1715036 14.5875663, 121.1716502 14.5875809, 121.1719992 14.5876174)",9.8,,
"[235555172, 385390316, 1084908828, 1184820520]",False,2,Martinez Street,residential,,True,193.41999999999996,"LINESTRING (121.1713505 14.587551, 121.1713537 14.5875005, 121.1713465 14.5872073, 121.1713218 14.5867682, 121.1716973 14.5867668, 121.1718918 14.5867733, 121.1718781 14.5869702, 121.1720331 14.5869904, 121.1720861 14.5870113)",,,
60968114,False,2,M. L. Quezon Street,secondary,40,True,43.701,"LINESTRING (121.1757274 14.5837899, 121.1757308 14.5833969)",,,
"[60968114, 1186037223]",False,2,M. L. Quezon Street,secondary,40,False,92.714,"LINESTRING (121.1757274 14.5837899, 121.1757232 14.5839068, 121.175714 14.5843382, 121.1757099 14.5846235)",,,
51760407,False,,,residential,,False,40.081,"LINESTRING (121.1739236 14.5833018, 121.1735679 14.5831949)",,,
652774870,False,,Villa Carmen,residential,,True,100.729,"LINESTRING (121.1739236 14.5833018, 121.1737196 14.5841859)",,,
652774870,False,,Villa Carmen,residential,,False,54.919000000000004,"LINESTRING (121.1739236 14.5833018, 121.1739499 14.583194, 121.1739698 14.5831147, 121.1740685 14.5828287)",,,
134381154,False,2,Juan Sumulong Street,secondary,30,False,33.29,"LINESTRING (121.1737196 14.5841859, 121.1740199 14.5842578)",,yes,
134381154,False,2,Juan Sumulong Street,secondary,30,True,62.137,"LINESTRING (121.1737196 14.5841859, 121.1731602 14.5840474)",,yes,
652774870,False,,Villa Carmen,residential,,False,100.729,"LINESTRING (121.1737196 14.5841859, 121.1739236 14.5833018)",,,
51760407,False,,,residential,,True,27.393,"LINESTRING (121.173327 14.5831153, 121.1735679 14.5831949)",,,
51760635,False,,Santo Domingo Street,residential,,False,54.743,"LINESTRING (121.175119 14.5916851, 121.1756243 14.5916281)",,,
51760635,False,,Santo Domingo Street,residential,,True,54.743,"LINESTRING (121.1756243 14.5916281, 121.175119 14.5916851)",,,
1081562679,False,2,M. L. Quezon Street,tertiary,,False,50.127,"LINESTRING (121.1756243 14.5916281, 121.1756239 14.5911773)",,,
51767102,False,,Dela Virgen Street,residential,,False,79.9,"LINESTRING (121.1766001 14.5881932, 121.1766363 14.5889109)",,,
189315429,False,,Dela Paz Street,residential,,True,33.445,"LINESTRING (121.1766001 14.5881932, 121.1762893 14.5881936)",,,
189315429,False,,Dela Paz Street,residential,,False,86.814,"LINESTRING (121.1766001 14.5881932, 121.1770441 14.5881568, 121.1774041 14.5881289)",,,
51767102,False,,Dela Virgen Street,residential,,True,79.9,"LINESTRING (121.1766363 14.5889109, 121.1766001 14.5881932)",,,
137912246,False,,T. Oldan Street,residential,,True,36.876,"LINESTRING (121.1766363 14.5889109, 121.176294 14.5889266)",,,
51767102,False,,Dela Virgen Street,residential,,False,61.384,"LINESTRING (121.1766363 14.5889109, 121.1766632 14.5892383, 121.1767137 14.5894565)",,,
137912246,False,,T. Oldan Street,residential,,False,80.9,"LINESTRING (121.1766363 14.5889109, 121.1770786 14.5888849, 121.177387 14.5888723)",,,
1002478228,True,2,C. Lawis Street,tertiary,,False,43.137,"LINESTRING (121.1767137 14.5894565, 121.1763141 14.5894873)",,,
51767102,False,,Dela Virgen Street,residential,,False,110.678,"LINESTRING (121.1767137 14.5894565, 121.1769552 14.5901323, 121.1769877 14.5902377, 121.1771607 14.5902688)",,,
51767102,False,,Dela Virgen Street,residential,,True,61.384,"LINESTRING (121.1767137 14.5894565, 121.1766632 14.5892383, 121.1766363 14.5889109)",,,
889436998,False,,M. Caluma Street,residential,,False,95.65,"LINESTRING (121.1771607 14.5902688, 121.1771745 14.5894087)",,,
51767102,False,,Dela Virgen Street,residential,,False,35.178,"LINESTRING (121.1771607 14.5902688, 121.1773391 14.5903039, 121.1774839 14.5903)",,,
51767102,False,,Dela Virgen Street,residential,,True,110.678,"LINESTRING (121.1771607 14.5902688, 121.1769877 14.5902377, 121.1769552 14.5901323, 121.1767137 14.5894565)",,,
889436997,False,,San Jose Street,residential,,False,64.669,"LINESTRING (121.1774839 14.5903, 121.1774571 14.589719)",,,
51767102,False,,Dela Virgen Street,residential,,True,35.178,"LINESTRING (121.1774839 14.5903, 121.1773391 14.5903039, 121.1771607 14.5902688)",,,
51767103,True,1,L. Jaena Street,residential,,False,119.763,"LINESTRING (121.1769491 14.5848865, 121.1766971 14.5854741, 121.1766463 14.5856338, 121.1765707 14.5858976)",,,
55916457,True,2,J. Sumulong Street,secondary,40,False,53.882999999999996,"LINESTRING (121.1769491 14.5848865, 121.1769969 14.5848961, 121.1770118 14.5848991, 121.1774393 14.5849853)",7,,
137912242,True,1,M. Santos Street,tertiary,,False,46.09,"LINESTRING (121.1765707 14.5858976, 121.1761432 14.5858722)",,,
137912245,True,,L. Jaena Street,residential,,False,95.81,"LINESTRING (121.1765707 14.5858976, 121.1764386 14.5867497)",,,
862440031,True,,J.P. Carigma Street,residential,,False,111.66499999999999,"LINESTRING (121.1764386 14.5867497, 121.1765691 14.5867714, 121.1774665 14.5868866)",,,
1149086179,False,,,residential,,False,42.277,"LINESTRING (121.1752573 14.5830663, 121.1752584 14.5834465)",,,
1078909919,False,2,J. Sumulong Street,secondary,30,True,53.191,"LINESTRING (121.1752273 14.5845201, 121.1757099 14.5846235)",,yes,
51767107,False,,F. Dimanlig Street,residential,,True,119.662,"LINESTRING (121.1752273 14.5845201, 121.1752611 14.5843106, 121.1752584 14.5834465)",,,
134381154,False,2,Juan Sumulong Street,secondary,30,True,116.34100000000001,"LINESTRING (121.1752273 14.5845201, 121.1748641 14.5844424, 121.1746999 14.5844072, 121.1741717 14.5842941)",,yes,
182107977,True,,F. Dimanlig Street,residential,,False,151.50900000000001,"LINESTRING (121.1752273 14.5845201, 121.1750961 14.5852091, 121.1749803 14.5858615)",,,
137912235,True,1,M. Santos Street,tertiary,,False,111.479,"LINESTRING (121.1749803 14.5858615, 121.1746055 14.5858531, 121.1744767 14.5858502, 121.173945 14.5858278)",,,
134381154,False,2,Juan Sumulong Street,secondary,30,False,16.827,"LINESTRING (121.1740199 14.5842578, 121.1741717 14.5842941)",,yes,
134381154,False,2,Juan Sumulong Street,secondary,30,True,33.29,"LINESTRING (121.1740199 14.5842578, 121.1737196 14.5841859)",,yes,
1078909917,False,,,residential,,True,9.0,"LINESTRING (121.1740199 14.5842578, 121.1740521 14.5841831)",,,
189233357,False,2,J.P. Rizal Street,residential,,False,68.041,"LINESTRING (121.1720861 14.5870113, 121.1719992 14.5876174)",4.9,,
"[1184820520, 235555172, 385390316, 1084908828]",False,2,Martinez Street,residential,,False,193.42,"LINESTRING (121.1720861 14.5870113, 121.1720331 14.5869904, 121.1718781 14.5869702, 121.1718918 14.5867733, 121.1716973 14.5867668, 121.1713218 14.5867682, 121.1713465 14.5872073, 121.1713537 14.5875005, 121.1713505 14.587551)",,,
"[385390315, 1185731661]",False,2,Martinez Street,residential,,True,84.26599999999999,"LINESTRING (121.1720861 14.5870113, 121.1726163 14.5870384, 121.1728674 14.5870603)",4.9,,
23212252,True,1,Martinez Street,tertiary,,False,54.702,"LINESTRING (121.1752612 14.5871486, 121.174753 14.58716)",,,
1084920531,True,,A. Masangkay Street,residential,,False,54.797,"LINESTRING (121.1752612 14.5871486, 121.1752593 14.5866558)",,,
137912246,False,,T. Oldan Street,residential,,False,36.876,"LINESTRING (121.176294 14.5889266, 121.1766363 14.5889109)",,,
889437000,False,,M.H. Del Pilar Street,residential,,False,62.385,"LINESTRING (121.176294 14.5889266, 121.1763141 14.5894873)",,,
889437000,False,,M.H. Del Pilar Street,residential,,True,81.508,"LINESTRING (121.176294 14.5889266, 121.1762893 14.5881936)",,,
137912246,False,,T. Oldan Street,residential,,True,61.208,"LINESTRING (121.176294 14.5889266, 121.1760522 14.5889332, 121.1757253 14.5889312)",,,
51767112,False,1,,residential,,False,86.862,"LINESTRING (121.1742592 14.5891993, 121.1750495 14.5890403)",,,
51767112,False,1,,residential,,True,86.862,"LINESTRING (121.1750495 14.5890403, 121.1742592 14.5891993)",,,
57906073,True,1,A. Bonifacio Street,tertiary,,False,53.654,"LINESTRING (121.1750495 14.5890403, 121.1751254 14.5895172)",,,
889436998,False,,M. Caluma Street,residential,,True,95.65,"LINESTRING (121.1771745 14.5894087, 121.1771607 14.5902688)",,,
1002478228,True,2,C. Lawis Street,tertiary,,False,49.871,"LINESTRING (121.1771745 14.5894087, 121.1767137 14.5894565)",,,
861330101,True,2,J.P. Carigma Street,residential,,False,44.606,"LINESTRING (121.1752593 14.5866558, 121.1748475 14.58661)",,,
1081562681,True,2,M. L. Quezon Street,tertiary,30,False,80.395,"LINESTRING (121.1757281 14.5882082, 121.1757259 14.5886989, 121.175726 14.5888543, 121.1757253 14.5889312)",,,
137912235,True,1,M. Santos Street,tertiary,,False,102.413,"LINESTRING (121.173945 14.5858278, 121.1729939 14.5857954)",,,
94093047,True,1,R. de Jesus,residential,,False,146.493,"LINESTRING (121.173945 14.5858278, 121.1738348 14.5864655, 121.1736698 14.5871171)",,,
23212221,False,2,Santo Niño Street,secondary,40,False,38.354,"LINESTRING (121.178803 14.5842508, 121.1786848 14.5845762)",6,,
893230137,False,,,residential,,False,41.162,"LINESTRING (121.178803 14.5842508, 121.1791704 14.5843538)",,,
94093069,False,,,residential,,False,56.79,"LINESTRING (121.1737857 14.5827297, 121.1735679 14.5831949)",,,
94093057,False,,Apple Compound,residential,,False,51.977,"LINESTRING (121.1782315 14.5844148, 121.1786848 14.5845762)",,,
1185735327,True,2,Martinez Street,tertiary,,False,86.578,"LINESTRING (121.1736698 14.5871171, 121.1728674 14.5870603)",4.9,,
57906073,True,1,A. Bonifacio Street,tertiary,,False,19.121,"LINESTRING (121.1748558 14.5882581, 121.1748942 14.588426)",,,
128636344,True,1,Dela Paz Street,residential,,False,52.319,"LINESTRING (121.1748558 14.5882581, 121.17534 14.5882156)",,,
51760407,False,,,residential,,False,27.393,"LINESTRING (121.1735679 14.5831949, 121.173327 14.5831153)",,,
51760407,False,,,residential,,True,40.081,"LINESTRING (121.1735679 14.5831949, 121.1739236 14.5833018)",,,
