osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,access,width,bridge
1018913789,Shanum Street,tertiary,False,False,3.23,"LINESTRING (120.5939337 16.4125527, 120.5939152 16.4125757)",,,,,,
780444699,Lake Drive,unclassified,False,True,35.287,"LINESTRING (120.5939337 16.4125527, 120.5939651 16.4124737, 120.5941331 16.4123057)",,,,,,
1018913790,Shanum Street,tertiary,True,False,50.539,"LINESTRING (120.5939337 16.4125527, 120.5940178 16.4126066, 120.5941825 16.4127672, 120.5942452 16.4128242, 120.5942535 16.4128729)",,,,,,
224610798,Felipe Calderon Street,tertiary,False,True,23.179,"LINESTRING (120.5971831 16.4111921, 120.5972748 16.4112885, 120.5973341 16.4113418)",2,,,,,
779917919,Harrison Road,trunk,True,False,98.057,"LINESTRING (120.5971831 16.4111921, 120.5971017 16.4112714, 120.5965589 16.4117679, 120.5965205 16.4118033)",2,54,50,,,
1010105212,,tertiary,False,False,12.786999999999999,"LINESTRING (120.5971831 16.4111921, 120.5971333 16.4111301, 120.5971084 16.4111022)",,,,no,,
"[208975057, 28362546, 1023792404]","['Jose Abad Santos Drive', 'Lake Drive']",unclassified,False,"[False, True]",396.65099999999995,"LINESTRING (120.5942792 16.408366, 120.5944938 16.4085818, 120.5949394 16.4089929, 120.5950961 16.4091628, 120.5954694 16.4088259, 120.5954929 16.4088182, 120.5955177 16.4088117, 120.5955767 16.4088121, 120.5956351 16.4088139, 120.5957061 16.408814, 120.5961829 16.4088195, 120.5962155 16.4088249, 120.5962439 16.4088349, 120.5964451 16.4090253, 120.5966556 16.4092363, 120.5966654 16.4098036, 120.596647 16.409881)",2,,,,,
1015417476,Kisad Road,secondary,False,True,356.29999999999995,"LINESTRING (120.5942792 16.408366, 120.5941831 16.4084574, 120.5941275 16.4085137, 120.5937314 16.4089229, 120.593606 16.409052, 120.5931563 16.4094845, 120.5927874 16.4098352, 120.5926433 16.4099734, 120.5924903 16.4101205, 120.5920536 16.4105219, 120.5919313 16.4106443)",2,,50,,,
1057115013,Marcelo Hilario del Pilar Street,tertiary,False,True,45.690000000000005,"LINESTRING (120.5942792 16.408366, 120.5941343 16.4082296, 120.5940237 16.4081633, 120.5939304 16.4081466)",2,,,,7.00,
393918254,Abanao Extension,secondary,True,False,56.881,"LINESTRING (120.5914257 16.4129794, 120.5914256 16.4128558, 120.5914202 16.4124922, 120.59142 16.4124679)",2,,50,,,
963339337,Shuntog Street,trunk,True,False,8.968,"LINESTRING (120.5914257 16.4129794, 120.5914773 16.4129764, 120.5915095 16.4129731)",3,,50,,10,
209342912,Lake Drive,unclassified,False,False,60.199,"LINESTRING (120.596647 16.409881, 120.5962477 16.4102636)",,,,,,
8294860,Lake Drive,unclassified,False,False,72.219,"LINESTRING (120.596647 16.409881, 120.5970865 16.4095081, 120.59715 16.4094465)",,,,,,
"[208975057, 28362546, 1023792404]","['Jose Abad Santos Drive', 'Lake Drive']",unclassified,False,"[False, True]",396.651,"LINESTRING (120.596647 16.409881, 120.5966654 16.4098036, 120.5966556 16.4092363, 120.5964451 16.4090253, 120.5962439 16.4088349, 120.5962155 16.4088249, 120.5961829 16.4088195, 120.5957061 16.408814, 120.5956351 16.4088139, 120.5955767 16.4088121, 120.5955177 16.4088117, 120.5954929 16.4088182, 120.5954694 16.4088259, 120.5950961 16.4091628, 120.5949394 16.4089929, 120.5944938 16.4085818, 120.5942792 16.408366)",2,,,,,
8294860,Lake Drive,unclassified,False,True,72.219,"LINESTRING (120.59715 16.4094465, 120.5970865 16.4095081, 120.596647 16.409881)",,,,,,
"[208959840, 1132070298, 1057115012]",F. Yandoc Street,secondary,False,False,120.71799999999999,"LINESTRING (120.5907584 16.4130085, 120.5907406 16.4129477, 120.5907322 16.4129117, 120.5907272 16.4128905, 120.5907145 16.4128173, 120.5907139 16.4125375, 120.5907138 16.4124911, 120.5907136 16.4123888, 120.5907134 16.4123252, 120.5907133 16.4122543, 120.5907127 16.4120138, 120.5907015 16.4119283)",4,,50,,10,
"[1057115010, 963339338, 963339339, 28362549, 1084172154]",Shuntog Street,trunk,True,False,71.264,"LINESTRING (120.5907584 16.4130085, 120.5909792 16.4129951, 120.5910042 16.4129942, 120.5910964 16.4129918, 120.5912854 16.4129829, 120.5913259 16.4129803, 120.5914257 16.4129794)",3,,50,,10,
35861058,Marcelo Hilario del Pilar Street,tertiary,False,False,91.738,"LINESTRING (120.5918397 16.4082914, 120.5919805 16.4083409, 120.592128 16.4084348, 120.5921857 16.4084689, 120.5922728 16.408474, 120.5926437 16.4084039)",2,,,,7.00,
1015417477,Legarda Road,secondary,False,False,145.37800000000001,"LINESTRING (120.5918397 16.4082914, 120.5918437 16.4085174, 120.5918596 16.408618, 120.5919323 16.4088253, 120.5919598 16.4089198, 120.5919617 16.4090015, 120.5919417 16.4090768, 120.5918991 16.4091628, 120.5918554 16.4092512, 120.5917483 16.4094404, 120.5917008 16.4095238)",2,,50,,,
29403245,Session Road,primary,True,False,28.413,"LINESTRING (120.5956037 16.4137297, 120.5953587 16.41383)",2,231,40,,,
332995087,,trunk_link,True,False,39.494,"LINESTRING (120.5956037 16.4137297, 120.5955466 16.4138347, 120.5955175 16.4139497, 120.5955182 16.4140681)",1,,40,,,
