osmid,highway,oneway,reversed,length,ref,maxspeed,name,geometry,lanes
55490860,unclassified,False,True,100.4,,,,"LINESTRING (123.0409838 10.6060264, 123.0411934 10.6069055)",
101926631,tertiary,False,False,174.964,,,,"LINESTRING (123.0409838 10.6060264, 123.0394482 10.606471)",
101926631,tertiary,False,True,92.726,,,,"LINESTRING (123.0409838 10.6060264, 123.0417955 10.6057838)",
55490860,unclassified,False,False,100.4,,,,"LINESTRING (123.0411934 10.6069055, 123.0409838 10.6060264)",
55527476,residential,False,False,96.143,,,,"LINESTRING (123.0411934 10.6069055, 123.0420392 10.6066679)",
"[55527476, 103520127]",residential,False,True,218.82999999999998,,,,"LINESTRING (123.0411934 10.6069055, 123.0399361 10.6072708, 123.0398513 10.6072796, 123.0397685 10.6072431, 123.0397256 10.6072049, 123.039678 10.6071125, 123.0396411 10.6069993, 123.0396123 10.6069474, 123.039566 10.6069017, 123.0394828 10.6068385)",
55524382,residential,False,True,46.996,,,,"LINESTRING (123.042634 10.6064859, 123.0425272 10.6060765)",
55527476,residential,False,True,68.086,,,,"LINESTRING (123.042634 10.6064859, 123.0420392 10.6066679)",
55527476,residential,False,False,161.125,,,,"LINESTRING (123.042634 10.6064859, 123.0429842 10.6063893, 123.0440423 10.606058)",
55490860,unclassified,False,False,82.746,,,,"LINESTRING (123.0407565 10.6052736, 123.0405495 10.6045578)",
55490860,unclassified,False,True,87.316,,,,"LINESTRING (123.0407565 10.6052736, 123.0409838 10.6060264)",
55524395,residential,False,False,95.842,,,,"LINESTRING (123.0407565 10.6052736, 123.0415969 10.6050275)",
55524395,residential,False,True,172.814,,,,"LINESTRING (123.0407565 10.6052736, 123.0392533 10.6057556)",
"[55527472, 55524438]",trunk,False,"[False, True]",41.745,69,60,,"LINESTRING (123.0394828 10.6068385, 123.0395043 10.6067172, 123.0394482 10.606471)",
"[55527476, 103520127]",residential,False,False,218.83,,,,"LINESTRING (123.0394828 10.6068385, 123.039566 10.6069017, 123.0396123 10.6069474, 123.0396411 10.6069993, 123.039678 10.6071125, 123.0397256 10.6072049, 123.0397685 10.6072431, 123.0398513 10.6072796, 123.0399361 10.6072708, 123.0411934 10.6069055)",
388806054,trunk,False,False,215.09499999999997,69,60,Provincial Road,"LINESTRING (123.0394828 10.6068385, 123.0394184 10.6069123, 123.0393299 10.6069624, 123.0392709 10.6069966, 123.0391954 10.607031, 123.038426 10.607371, 123.0379264 10.6075697, 123.0377159 10.6076673)",4
787467846,residential,False,True,78.286,,,,"LINESTRING (123.0378413 10.6035667, 123.0382061 10.6034138, 123.038512 10.6033225)",
55493153,secondary,False,True,198.61,,60,Bago-Murcia Road,"LINESTRING (123.038512 10.6033225, 123.038815 10.604322, 123.0390456 10.6050298)",
787467846,residential,False,False,78.286,,,,"LINESTRING (123.038512 10.6033225, 123.0382061 10.6034138, 123.0378413 10.6035667)",
787467847,residential,False,True,39.548,,,,"LINESTRING (123.042853 10.6042825, 123.0429751 10.6046173)",
55524395,residential,False,False,63.321,,,,"LINESTRING (123.0429751 10.6046173, 123.043528 10.6044472)",
55524395,residential,False,True,88.729,,,,"LINESTRING (123.0429751 10.6046173, 123.0421961 10.6048419)",
787467847,residential,False,False,39.548,,,,"LINESTRING (123.0429751 10.6046173, 123.042853 10.6042825)",
787467856,tertiary,False,False,53.041,,,,"LINESTRING (123.0448553 10.6037012, 123.0447109 10.6032458)",
787467856,tertiary,False,True,35.564,,,,"LINESTRING (123.0448553 10.6037012, 123.0449385 10.6040104)",
787467857,residential,False,True,72.449,,,,"LINESTRING (123.0443215 10.6066513, 123.0443001 10.6065247, 123.044284 10.606414, 123.044284 10.6063402, 123.0442786 10.6062005, 123.0442223 10.6060106)",
55527476,residential,False,True,20.367,,,,"LINESTRING (123.0442223 10.6060106, 123.0440423 10.606058)",
787467857,residential,False,False,72.449,,,,"LINESTRING (123.0442223 10.6060106, 123.0442786 10.6062005, 123.044284 10.6063402, 123.044284 10.606414, 123.0443001 10.6065247, 123.0443215 10.6066513)",
787467858,residential,False,True,48.494,,,,"LINESTRING (123.0425057 10.6034612, 123.0426452 10.6038752)",
55590440,trunk,False,False,75.477,69,50,,"LINESTRING (123.0426452 10.6038752, 123.0433054 10.6036761)",
55590440,trunk,False,True,75.289,69,50,,"LINESTRING (123.0426452 10.6038752, 123.041994 10.604096)",
787467858,residential,False,False,48.494,,,,"LINESTRING (123.0426452 10.6038752, 123.0425057 10.6034612)",
787467859,residential,False,True,36.47,,,,"LINESTRING (123.039684 10.6044868, 123.0397242 10.6045408, 123.0398114 10.6047874)",
55590440,trunk,False,False,84.615,69,50,,"LINESTRING (123.0398114 10.6047874, 123.0405495 10.6045578)",
55590440,trunk,False,True,87.932,69,50,,"LINESTRING (123.0398114 10.6047874, 123.0390456 10.6050298)",
787467859,residential,False,False,36.47,,,,"LINESTRING (123.0398114 10.6047874, 123.0397242 10.6045408, 123.039684 10.6044868)",
787467860,residential,False,True,98.869,,,,"LINESTRING (123.0405517 10.6036234, 123.0407153 10.6040044, 123.0407649 10.6041454, 123.0408695 10.6044552)",
55590440,trunk,False,False,62.818,69,50,,"LINESTRING (123.0408695 10.6044552, 123.041417 10.6042833)",
55590440,trunk,False,True,36.788,69,50,,"LINESTRING (123.0408695 10.6044552, 123.0405495 10.6045578)",
787467860,residential,False,False,98.869,,,,"LINESTRING (123.0408695 10.6044552, 123.0407649 10.6041454, 123.0407153 10.6040044, 123.0405517 10.6036234)",
55590440,trunk,False,False,55.802,69,50,,"LINESTRING (123.0415092 10.6042534, 123.041994 10.604096)",
55590440,trunk,False,True,10.611,69,50,,"LINESTRING (123.0415092 10.6042534, 123.041417 10.6042833)",
787467861,residential,False,True,42.722,,,,"LINESTRING (123.0415092 10.6042534, 123.0413523 10.6039015)",
787467861,residential,False,False,42.722,,,,"LINESTRING (123.0413523 10.6039015, 123.0415092 10.6042534)",
787467862,residential,False,False,34.827,,,,"LINESTRING (123.0418861 10.6038013, 123.041994 10.604096)",
55524382,residential,False,False,46.996,,,,"LINESTRING (123.0425272 10.6060765, 123.042634 10.6064859)",
55524382,residential,False,True,51.548,,,,"LINESTRING (123.0425272 10.6060765, 123.0424185 10.6056254)",
787467863,residential,False,True,67.784,,,,"LINESTRING (123.0425272 10.6060765, 123.041929 10.6062374)",
55524447,residential,False,False,49.361,,,,"LINESTRING (123.041929 10.6062374, 123.0420392 10.6066679)",
55524447,residential,False,True,52.506,,,,"LINESTRING (123.041929 10.6062374, 123.0417955 10.6057838)",
787467863,residential,False,False,67.784,,,,"LINESTRING (123.041929 10.6062374, 123.0425272 10.6060765)",
388806054,trunk,False,True,119.708,69,60,Provincial Road,"LINESTRING (123.036768 10.6082041, 123.0371903 10.6079382, 123.0373764 10.6078347, 123.037546 10.607746, 123.0377159 10.6076673)",4
790287968,residential,False,True,100.855,,,,"LINESTRING (123.0377159 10.6076673, 123.0373298 10.6068435)",
388806054,trunk,False,False,119.708,69,60,Provincial Road,"LINESTRING (123.0377159 10.6076673, 123.037546 10.607746, 123.0373764 10.6078347, 123.0371903 10.6079382, 123.036768 10.6082041)",4
388806054,trunk,False,True,215.095,69,60,Provincial Road,"LINESTRING (123.0377159 10.6076673, 123.0379264 10.6075697, 123.038426 10.607371, 123.0391954 10.607031, 123.0392709 10.6069966, 123.0393299 10.6069624, 123.0394184 10.6069123, 123.0394828 10.6068385)",4
790287968,residential,False,False,100.855,,,,"LINESTRING (123.0373298 10.6068435, 123.0377159 10.6076673)",
