osmid,highway,oneway,reversed,length,geometry,lanes,bridge,ref,name
"[245371328, 245371313, 245371316]",tertiary,False,True,120.945,"LINESTRING (125.2125141 11.1075159, 125.2126538 11.1077471, 125.2127138 11.107841, 125.2127286 11.1078831, 125.212728 11.1079252, 125.2127179 11.1079758, 125.2126918 11.1080259, 125.2126287 11.108087, 125.21246 11.1082127, 125.2123856 11.1082778, 125.2123049 11.1083692)",2,yes,,
387037053,residential,False,True,59.261,"LINESTRING (125.2125141 11.1075159, 125.2121258 11.107754, 125.2120505 11.1077932)",,,,
"[245371328, 245371313, 245371316]",tertiary,False,False,120.945,"LINESTRING (125.2123049 11.1083692, 125.2123856 11.1082778, 125.21246 11.1082127, 125.2126287 11.108087, 125.2126918 11.1080259, 125.2127179 11.1079758, 125.212728 11.1079252, 125.2127286 11.1078831, 125.2127138 11.107841, 125.2126538 11.1077471, 125.2125141 11.1075159)",2,yes,,
245371313,tertiary,False,True,400.557,"LINESTRING (125.2123049 11.1083692, 125.2118123 11.1093521, 125.2117723 11.1096605, 125.2117621 11.1098857, 125.2116973 11.1101281, 125.2115527 11.1105812, 125.2114036 11.1110388, 125.2112518 11.1113407, 125.2111344 11.1115884, 125.211095 11.1116712, 125.211069 11.1117295)",2,,,
245371326,residential,False,True,140.632,"LINESTRING (125.2123049 11.1083692, 125.2125071 11.1084403, 125.2135803 11.1083974)",,,,
245371326,residential,False,True,59.957,"LINESTRING (125.2135803 11.1083974, 125.2141297 11.1084077)",,,,
"[245371321, 245371314, 245371330]",residential,False,False,144.683,"LINESTRING (125.2135803 11.1083974, 125.2134743 11.1077853, 125.2133935 11.1075552, 125.2133559 11.1074638, 125.2132039 11.1071601)",,yes,,
245371326,residential,False,False,140.632,"LINESTRING (125.2135803 11.1083974, 125.2125071 11.1084403, 125.2123049 11.1083692)",,,,
245371326,residential,False,False,59.957,"LINESTRING (125.2141297 11.1084077, 125.2135803 11.1083974)",,,,
245371317,primary,False,False,523.103,"LINESTRING (125.2141297 11.1084077, 125.214108 11.1086189, 125.2139543 11.1087732, 125.2136815 11.1089503, 125.2130568 11.1092946, 125.2126558 11.1096473, 125.2121647 11.1100544, 125.2120125 11.1102837, 125.2119248 11.1106509, 125.2118239 11.1110338, 125.211752 11.1111906, 125.211626 11.1113627, 125.2114402 11.1115277, 125.2112239 11.1116579, 125.211069 11.1117295)",2,,670,Lawaan-Marabut Road
"[333861050, 245371317, 277961622]",primary,False,True,886.3140000000002,"LINESTRING (125.2141297 11.1084077, 125.2140725 11.1076775, 125.2140792 11.1074815, 125.2141494 11.1072208, 125.2141777 11.1070948, 125.2141245 11.1067231, 125.213956 11.1065111, 125.2135122 11.1062198, 125.2132148 11.1058762, 125.2129503 11.1054366, 125.2128302 11.1053516, 125.2125746 11.1052697, 125.2123216 11.1053235, 125.2113404 11.1057434, 125.2108302 11.1059711, 125.2102982 11.1064324, 125.2095097 11.1070167, 125.2091528 11.1072021, 125.2089749 11.1072724)",2,yes,670,Lawaan-Marabut Road
245371313,tertiary,False,False,400.557,"LINESTRING (125.211069 11.1117295, 125.211095 11.1116712, 125.2111344 11.1115884, 125.2112518 11.1113407, 125.2114036 11.1110388, 125.2115527 11.1105812, 125.2116973 11.1101281, 125.2117621 11.1098857, 125.2117723 11.1096605, 125.2118123 11.1093521, 125.2123049 11.1083692)",2,,,
245371317,primary,False,True,523.103,"LINESTRING (125.211069 11.1117295, 125.2112239 11.1116579, 125.2114402 11.1115277, 125.211626 11.1113627, 125.211752 11.1111906, 125.2118239 11.1110338, 125.2119248 11.1106509, 125.2120125 11.1102837, 125.2121647 11.1100544, 125.2126558 11.1096473, 125.2130568 11.1092946, 125.2136815 11.1089503, 125.2139543 11.1087732, 125.214108 11.1086189, 125.2141297 11.1084077)",2,,670,Lawaan-Marabut Road
387037053,residential,False,False,59.261,"LINESTRING (125.2120505 11.1077932, 125.2121258 11.107754, 125.2125141 11.1075159)",,,,
332802517,tertiary,False,True,332.845,"LINESTRING (125.2089749 11.1072724, 125.2091523 11.1073716, 125.2092928 11.1073554, 125.2095903 11.1072743, 125.2102294 11.1072473, 125.2103915 11.1071852, 125.2105326 11.1070921, 125.2116532 11.1062486)",,,,
"[333861050, 245371317, 277961622]",primary,False,False,886.3139999999999,"LINESTRING (125.2089749 11.1072724, 125.2091528 11.1072021, 125.2095097 11.1070167, 125.2102982 11.1064324, 125.2108302 11.1059711, 125.2113404 11.1057434, 125.2123216 11.1053235, 125.2125746 11.1052697, 125.2128302 11.1053516, 125.2129503 11.1054366, 125.2132148 11.1058762, 125.2135122 11.1062198, 125.213956 11.1065111, 125.2141245 11.1067231, 125.2141777 11.1070948, 125.2141494 11.1072208, 125.2140792 11.1074815, 125.2140725 11.1076775, 125.2141297 11.1084077)",2,yes,670,Lawaan-Marabut Road
245371322,residential,False,False,36.869,"LINESTRING (125.2131939 11.1063492, 125.2133713 11.1066314)",,,,
245371322,residential,False,True,34.985,"LINESTRING (125.2131939 11.1063492, 125.2130256 11.1060814)",,,,
331505442,residential,False,False,44.93,"LINESTRING (125.2131939 11.1063492, 125.212845 11.1065638)",,,,
245371330,residential,False,False,36.228,"LINESTRING (125.212845 11.1065638, 125.2126761 11.1062833)",,,,
245371330,residential,False,True,36.213,"LINESTRING (125.212845 11.1065638, 125.2130138 11.1068442)",,,,
331505442,residential,False,False,42.163,"LINESTRING (125.212845 11.1065638, 125.2125176 11.1067652)",,,,
331505442,residential,False,True,44.93,"LINESTRING (125.212845 11.1065638, 125.2131939 11.1063492)",,,,
245371324,residential,False,False,35.594,"LINESTRING (125.2125176 11.1067652, 125.2126876 11.1070384)",,,,
245371324,residential,False,True,37.423,"LINESTRING (125.2125176 11.1067652, 125.2123388 11.106478)",,,,
331505442,residential,False,False,44.738,"LINESTRING (125.2125176 11.1067652, 125.2121702 11.1069789)",,,,
331505442,residential,False,True,42.163,"LINESTRING (125.2125176 11.1067652, 125.212845 11.1065638)",,,,
245371322,residential,False,True,41.969,"LINESTRING (125.2135733 11.1069526, 125.2133713 11.1066314)",,,,
387037053,residential,False,True,46.443,"LINESTRING (125.2135733 11.1069526, 125.2132039 11.1071601)",,,,
245371322,residential,False,False,34.083,"LINESTRING (125.2135733 11.1069526, 125.2136075 11.107007, 125.21372 11.10719, 125.2136999 11.1072111)",,,,
245371328,tertiary,False,False,38.704,"LINESTRING (125.2121702 11.1069789, 125.2119792 11.1066856)",2,,,
245371328,tertiary,False,True,34.956,"LINESTRING (125.2121702 11.1069789, 125.2123427 11.1072438)",2,,,
331505442,residential,False,True,44.738,"LINESTRING (125.2121702 11.1069789, 125.2125176 11.1067652)",,,,
245371330,residential,False,True,64.947,"LINESTRING (125.2123495 11.105795, 125.2126761 11.1062833)",,,,
332802518,residential,False,True,42.823,"LINESTRING (125.2123495 11.105795, 125.212019 11.1060027)",,,,
"[245371322, 332802518]",residential,False,False,108.457,"LINESTRING (125.2123495 11.105795, 125.2126802 11.105594, 125.2130256 11.1060814)",,,,
245371324,residential,False,False,63.331,"LINESTRING (125.212019 11.1060027, 125.2123388 11.106478)",,,,
332802518,residential,False,False,42.823,"LINESTRING (125.212019 11.1060027, 125.2123495 11.105795)",,,,
332802518,residential,False,True,48.381,"LINESTRING (125.212019 11.1060027, 125.2116532 11.1062486)",,,,
245371328,tertiary,False,True,60.22,"LINESTRING (125.2116532 11.1062486, 125.2119792 11.1066856)",2,,,
332802518,residential,False,False,48.381,"LINESTRING (125.2116532 11.1062486, 125.212019 11.1060027)",,,,
332802517,tertiary,False,False,332.84499999999997,"LINESTRING (125.2116532 11.1062486, 125.2105326 11.1070921, 125.2103915 11.1071852, 125.2102294 11.1072473, 125.2095903 11.1072743, 125.2092928 11.1073554, 125.2091523 11.1073716, 125.2089749 11.1072724)",,,,
245371322,residential,False,True,34.083,"LINESTRING (125.2136999 11.1072111, 125.21372 11.10719, 125.2136075 11.107007, 125.2135733 11.1069526)",,,,
