osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,width
883810103,residential,False,False,12.813,"LINESTRING (121.0035548 13.8656799, 121.0035747 13.8655663)",,,,,
"[54583622, 836873295, 348441271, 836873275, 836873276, 836873277]",residential,False,"[False, True]",604.972,"LINESTRING (121.0035548 13.8656799, 121.0034972 13.8660611, 121.0034581 13.8662883, 121.003423 13.8666111, 121.0033782 13.8669809, 121.0033474 13.8672329, 121.0033557 13.8673969, 121.0033677 13.8675536, 121.0034857 13.8675842, 121.0038619 13.8676714, 121.0040912 13.867715, 121.0042347 13.8677495, 121.0042897 13.8677827, 121.0043166 13.8678452, 121.0042622 13.8681766, 121.0042863 13.8681883, 121.004464 13.8682534, 121.004519 13.8679728, 121.0045361 13.8679412, 121.0045702 13.8679146, 121.004623 13.8679097, 121.0049334 13.8679487, 121.0062645 13.8679774)",,,,,
836876451,residential,False,True,215.47000000000003,"LINESTRING (121.0035548 13.8656799, 121.0043031 13.8657822, 121.0049582 13.8658876, 121.0055242 13.8659924)",,,,,
54583614,unclassified,False,False,42.863,"LINESTRING (121.0035747 13.8655663, 121.003658 13.8651894)",,,,,
883810103,residential,False,True,12.813,"LINESTRING (121.0035747 13.8655663, 121.0035548 13.8656799)",,,,,
"[883810102, 836873286]",unclassified,False,True,229.251,"LINESTRING (121.0035747 13.8655663, 121.0030728 13.8655109, 121.0029162 13.8655012, 121.0025769 13.8654895, 121.0022591 13.8654791, 121.0020941 13.8655493, 121.0018675 13.8656796, 121.0016019 13.8658319, 121.0015569 13.8658573)",,,,,
54583614,unclassified,False,True,42.863,"LINESTRING (121.003658 13.8651894, 121.0035747 13.8655663)",,,,,
54583614,unclassified,False,False,62.371,"LINESTRING (121.003658 13.8651894, 121.0037048 13.8649049, 121.0037455 13.8646743, 121.0037543 13.8646364)",,,,,
"[836873289, 836873287]",residential,False,False,83.714,"LINESTRING (121.003658 13.8651894, 121.0038511 13.8652177, 121.0038646 13.8651051, 121.0038263 13.8650452, 121.0039061 13.8646738)",,,,,
54583614,unclassified,False,False,49.442,"LINESTRING (121.0037543 13.8646364, 121.0038777 13.8642082)",,,,,
836873288,residential,False,False,16.907,"LINESTRING (121.0037543 13.8646364, 121.0039061 13.8646738)",,,,,
54583614,unclassified,False,True,62.371,"LINESTRING (121.0037543 13.8646364, 121.0037455 13.8646743, 121.0037048 13.8649049, 121.003658 13.8651894)",,,,,
54583614,unclassified,False,True,49.442,"LINESTRING (121.0038777 13.8642082, 121.0037543 13.8646364)",,,,,
767774482,primary,False,True,62.671,"LINESTRING (121.0038777 13.8642082, 121.0044456 13.8643251)",4,433,National Highway 433,50,11
836876450,residential,False,True,39.857,"LINESTRING (121.0063939 13.8661363, 121.0063575 13.866493)",,,,,
54583655,residential,False,True,181.92399999999998,"LINESTRING (121.0063939 13.8661363, 121.0069008 13.8661819, 121.0072254 13.8662222, 121.0076585 13.8662457, 121.0080723 13.8662776)",,,,,
836876452,residential,True,False,95.28,"LINESTRING (121.0063939 13.8661363, 121.0063148 13.8661246, 121.0059419 13.8660523, 121.0056254 13.8660035, 121.0055242 13.8659924)",,,,,
54583615,residential,True,False,151.402,"LINESTRING (121.0065592 13.8647842, 121.0063939 13.8661363)",,,,,
765585623,primary,False,False,21.883,"LINESTRING (121.0065592 13.8647842, 121.0064879 13.8647679, 121.0063614 13.8647412)",4,433,National Highway 433,50,11
54583626,residential,False,False,155.526,"LINESTRING (121.0055242 13.8659924, 121.0058137 13.8646681, 121.0058233 13.8646242)",,,,,
"[54583626, 836873302]",residential,False,"[False, True]",125.06899999999999,"LINESTRING (121.0055242 13.8659924, 121.0054826 13.8662164, 121.0054448 13.8663957, 121.0054978 13.8664257, 121.0061697 13.8664801)",,,,,
836876451,residential,False,False,215.47000000000003,"LINESTRING (121.0055242 13.8659924, 121.0049582 13.8658876, 121.0043031 13.8657822, 121.0035548 13.8656799)",,,,,
