osmid,bridge,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed
"[285406626, 190921875]",yes,False,竹41,"['峨眉大橋', '獅山街']",tertiary,True,236.54399999999998,"LINESTRING (121.0176764 24.6849509, 121.0172274 24.6856687, 121.0172025 24.6857351, 121.0172019 24.6857796, 121.0172388 24.6858953, 121.0173092 24.6860178, 121.017395 24.6861616, 121.0174567 24.6862859, 121.0176978 24.6866799, 121.0177309 24.6867286, 121.0177721 24.686843)",,
772446606,,False,,,residential,True,85.436,"LINESTRING (121.0176764 24.6849509, 121.0176038 24.6849224, 121.0174492 24.6851343, 121.0174483 24.685186, 121.017527 24.6852972, 121.0176882 24.68551)",,
324511964,,False,,,tertiary,False,67.228,"LINESTRING (121.0183489 24.6871177, 121.0180349 24.6869205, 121.0178849 24.6868462, 121.0177721 24.686843)",,
324511966,,False,3,中豐公路,primary,False,535.6759999999999,"LINESTRING (121.0183489 24.6871177, 121.0185224 24.6871969, 121.0190606 24.6873736, 121.0194039 24.6874595, 121.0195112 24.6874809, 121.0197043 24.6874809, 121.0201478 24.6874247, 121.020351 24.6873784, 121.0205893 24.6873155, 121.0218723 24.6868161, 121.0233146 24.6862403)",4,60
329092832,,False,3,中豐公路,primary,True,524.989,"LINESTRING (121.0183489 24.6871177, 121.0181129 24.6871356, 121.0179504 24.6871551, 121.0178266 24.6871956, 121.0177224 24.6872545, 121.0175836 24.6873599, 121.0174299 24.6875333, 121.0173358 24.6876721, 121.0172213 24.6878703, 121.0169626 24.6883631, 121.0167057 24.6888591, 121.0166035 24.6890218, 121.0164649 24.6892074, 121.0162794 24.6893902, 121.0156047 24.6899189, 121.0149515 24.6904378)",4,60
"[190921840, 285406625, 190921854]",yes,False,竹49,"['赤柯山農路', '福基大橋']",tertiary,True,285.65999999999997,"LINESTRING (121.0149459 24.68691, 121.0150138 24.6869065, 121.0157682 24.6869031, 121.0176706 24.6868464, 121.0177721 24.686843)",,
329092831,,False,,峨眉街,residential,True,300.125,"LINESTRING (121.0183288 24.6885616, 121.0182761 24.688662, 121.0181702 24.6887594, 121.0180079 24.6888764, 121.0178617 24.6889617, 121.0177531 24.6890251, 121.0176471 24.689086, 121.0175747 24.6891323, 121.0175465 24.6891981, 121.0175345 24.6892505, 121.0175573 24.6893017, 121.0175975 24.6893553, 121.0176695 24.6894002, 121.0177738 24.6894381, 121.0178589 24.689444, 121.0179558 24.6894396, 121.0180071 24.6894143, 121.018062 24.6893728, 121.0181259 24.6893175, 121.0181907 24.6892838, 121.0182793 24.6892598, 121.0183976 24.6892599, 121.0185386 24.6892942, 121.0186717 24.6893209, 121.0187888 24.68938, 121.0189387 24.6894573, 121.0190587 24.689532, 121.0191188 24.6895869)",,
329092834,,False,竹41,峨眉街,tertiary,True,141.63400000000001,"LINESTRING (121.0183288 24.6885616, 121.0184545 24.6885596, 121.0189011 24.6886047, 121.0192015 24.6886291, 121.0197245 24.6886729)",2,
329092842,,False,竹41,獅山街,tertiary,False,44.391999999999996,"LINESTRING (121.0183288 24.6885616, 121.0183843 24.6884495, 121.0184386 24.6883527, 121.0184884 24.6882631, 121.0185242 24.6882042)",,
329092831,,False,,峨眉街,residential,False,300.1249999999999,"LINESTRING (121.0191188 24.6895869, 121.0190587 24.689532, 121.0189387 24.6894573, 121.0187888 24.68938, 121.0186717 24.6893209, 121.0185386 24.6892942, 121.0183976 24.6892599, 121.0182793 24.6892598, 121.0181907 24.6892838, 121.0181259 24.6893175, 121.018062 24.6893728, 121.0180071 24.6894143, 121.0179558 24.6894396, 121.0178589 24.689444, 121.0177738 24.6894381, 121.0176695 24.6894002, 121.0175975 24.6893553, 121.0175573 24.6893017, 121.0175345 24.6892505, 121.0175465 24.6891981, 121.0175747 24.6891323, 121.0176471 24.689086, 121.0177531 24.6890251, 121.0178617 24.6889617, 121.0180079 24.6888764, 121.0181702 24.6887594, 121.0182761 24.688662, 121.0183288 24.6885616)",,
329092831,,False,,峨眉街,residential,True,108.33999999999997,"LINESTRING (121.0191188 24.6895869, 121.0191525 24.6896306, 121.0191734 24.689686, 121.0191669 24.6897692, 121.0191381 24.6898319, 121.0190835 24.689896, 121.018939 24.690071, 121.0187946 24.6902343, 121.0186967 24.6903379, 121.0186451 24.6903832)",,
"[925798747, 925798748]",,False,,,residential,"[False, True]",642.821,"LINESTRING (121.0191188 24.6895869, 121.0194758 24.6894749, 121.019888 24.6894687, 121.0204924 24.6894936, 121.0204718 24.6897683, 121.0205019 24.6898944, 121.0208428 24.6902176, 121.0213854 24.6904236, 121.021453 24.6906319, 121.021732 24.6910218, 121.0218714 24.6912898, 121.0219251 24.6913288, 121.0220592 24.6913434, 121.0222147 24.6914848, 121.0224508 24.691631, 121.022483 24.6917772, 121.0223649 24.6919916, 121.022322 24.6921573, 121.0223006 24.6924253, 121.0223113 24.6927128, 121.0222574 24.6929843, 121.0222424 24.6930299, 121.0222242 24.6930928)",,
329092831,,False,,峨眉街,residential,False,380.16,"LINESTRING (121.0149515 24.6904378, 121.0151822 24.6904526, 121.0154397 24.6904532, 121.0156336 24.6903841, 121.0157928 24.6903073, 121.015956 24.6902546, 121.0161857 24.6902009, 121.016403 24.6901993, 121.0167728 24.690222, 121.0171781 24.6902476, 121.0175005 24.6902996, 121.0179534 24.6903569, 121.0183132 24.6903919, 121.0184764 24.690402, 121.018555 24.690401, 121.0186451 24.6903832)",,
329092832,,False,3,中豐公路,primary,False,524.9889999999999,"LINESTRING (121.0149515 24.6904378, 121.0156047 24.6899189, 121.0162794 24.6893902, 121.0164649 24.6892074, 121.0166035 24.6890218, 121.0167057 24.6888591, 121.0169626 24.6883631, 121.0172213 24.6878703, 121.0173358 24.6876721, 121.0174299 24.6875333, 121.0175836 24.6873599, 121.0177224 24.6872545, 121.0178266 24.6871956, 121.0179504 24.6871551, 121.0181129 24.6871356, 121.0183489 24.6871177)",4,60
329092831,,False,,峨眉街,residential,False,108.34,"LINESTRING (121.0186451 24.6903832, 121.0186967 24.6903379, 121.0187946 24.6902343, 121.018939 24.690071, 121.0190835 24.689896, 121.0191381 24.6898319, 121.0191669 24.6897692, 121.0191734 24.689686, 121.0191525 24.6896306, 121.0191188 24.6895869)",,
329092831,,False,,峨眉街,residential,True,380.15999999999997,"LINESTRING (121.0186451 24.6903832, 121.018555 24.690401, 121.0184764 24.690402, 121.0183132 24.6903919, 121.0179534 24.6903569, 121.0175005 24.6902996, 121.0171781 24.6902476, 121.0167728 24.690222, 121.016403 24.6901993, 121.0161857 24.6902009, 121.015956 24.6902546, 121.0157928 24.6903073, 121.0156336 24.6903841, 121.0154397 24.6904532, 121.0151822 24.6904526, 121.0149515 24.6904378)",,
960132247,,False,,,residential,False,158.475,"LINESTRING (121.0186451 24.6903832, 121.0191419 24.6906979, 121.0192396 24.690747, 121.0192861 24.6907642, 121.0193306 24.6907883, 121.0193667 24.6908288, 121.0193885 24.6908702, 121.0194169 24.6909512, 121.0194644 24.6910692, 121.0194767 24.6911743, 121.0194776 24.6912433, 121.0194795 24.6913708, 121.0194615 24.6914388)",,
214276619,,False,,中山街,residential,False,42.934,"LINESTRING (121.0197567 24.6882879, 121.0197245 24.6886729)",,
214276620,,False,,成功街,residential,False,161.94400000000002,"LINESTRING (121.0197567 24.6882879, 121.0201469 24.688322, 121.0204125 24.6883573, 121.020729 24.6884024, 121.0209234 24.688584, 121.0211903 24.6887802)",,
214276620,,False,,成功街,residential,True,124.879,"LINESTRING (121.0197567 24.6882879, 121.0191116 24.6882367, 121.0185242 24.6882042)",,
214276619,,False,,中山街,residential,True,42.934,"LINESTRING (121.0197245 24.6886729, 121.0197567 24.6882879)",,
329092834,,False,竹41,峨眉街,tertiary,False,141.63400000000001,"LINESTRING (121.0197245 24.6886729, 121.0192015 24.6886291, 121.0189011 24.6886047, 121.0184545 24.6885596, 121.0183288 24.6885616)",2,
329092834,,False,竹41,峨眉街,tertiary,True,149.141,"LINESTRING (121.0197245 24.6886729, 121.0202186 24.6887242, 121.0210035 24.6888056, 121.0211903 24.6887802)",2,
214276620,,False,,成功街,residential,True,161.94400000000002,"LINESTRING (121.0211903 24.6887802, 121.0209234 24.688584, 121.020729 24.6884024, 121.0204125 24.6883573, 121.0201469 24.688322, 121.0197567 24.6882879)",,
329092834,,False,竹41,峨眉街,tertiary,False,149.141,"LINESTRING (121.0211903 24.6887802, 121.0210035 24.6888056, 121.0202186 24.6887242, 121.0197245 24.6886729)",2,
329092834,,False,竹41,峨眉街,tertiary,True,292.12199999999996,"LINESTRING (121.0211903 24.6887802, 121.0213955 24.6886644, 121.0216959 24.688361, 121.0220142 24.6880405, 121.0223665 24.687787, 121.0227961 24.6874962, 121.0229946 24.6873911, 121.023088 24.6873521, 121.0232064 24.6873358, 121.0233504 24.6873447, 121.0234908 24.6873731)",2,
"[329092842, 190921844]",yes,False,竹41,"['獅山橋', '獅山街']",tertiary,True,171.633,"LINESTRING (121.0177721 24.686843, 121.0182117 24.6873886, 121.0182627 24.687469, 121.0182949 24.6875653, 121.0183378 24.68772, 121.0183609 24.6878074, 121.0184545 24.6879966, 121.0184867 24.6880929, 121.0185242 24.6882042)",,
"[190921840, 285406625, 190921854]",yes,False,竹49,"['赤柯山農路', '福基大橋']",tertiary,False,285.65999999999997,"LINESTRING (121.0177721 24.686843, 121.0176706 24.6868464, 121.0157682 24.6869031, 121.0150138 24.6869065, 121.0149459 24.68691)",,
"[285406626, 190921875]",yes,False,竹41,"['峨眉大橋', '獅山街']",tertiary,False,236.54400000000004,"LINESTRING (121.0177721 24.686843, 121.0177309 24.6867286, 121.0176978 24.6866799, 121.0174567 24.6862859, 121.017395 24.6861616, 121.0173092 24.6860178, 121.0172388 24.6858953, 121.0172019 24.6857796, 121.0172025 24.6857351, 121.0172274 24.6856687, 121.0176764 24.6849509)",,
324511964,,False,,,tertiary,True,67.228,"LINESTRING (121.0177721 24.686843, 121.0178849 24.6868462, 121.0180349 24.6869205, 121.0183489 24.6871177)",,
329092834,,False,竹41,峨眉街,tertiary,False,292.12199999999996,"LINESTRING (121.0234908 24.6873731, 121.0233504 24.6873447, 121.0232064 24.6873358, 121.023088 24.6873521, 121.0229946 24.6873911, 121.0227961 24.6874962, 121.0223665 24.687787, 121.0220142 24.6880405, 121.0216959 24.688361, 121.0213955 24.6886644, 121.0211903 24.6887802)",2,
772446604,,False,,,residential,True,132.84199999999998,"LINESTRING (121.0234908 24.6873731, 121.0235977 24.6872058, 121.0235331 24.6870689, 121.0234809 24.6869034, 121.0233146 24.6862403)",,
214276620,,False,,成功街,residential,False,124.879,"LINESTRING (121.0185242 24.6882042, 121.0191116 24.6882367, 121.0197567 24.6882879)",,
"[329092842, 190921844]",yes,False,竹41,"['獅山橋', '獅山街']",tertiary,False,171.633,"LINESTRING (121.0185242 24.6882042, 121.0184867 24.6880929, 121.0184545 24.6879966, 121.0183609 24.6878074, 121.0183378 24.68772, 121.0182949 24.6875653, 121.0182627 24.687469, 121.0182117 24.6873886, 121.0177721 24.686843)",,
329092842,,False,竹41,獅山街,tertiary,True,44.391999999999996,"LINESTRING (121.0185242 24.6882042, 121.0184884 24.6882631, 121.0184386 24.6883527, 121.0183843 24.6884495, 121.0183288 24.6885616)",,
324511966,,False,3,中豐公路,primary,True,535.676,"LINESTRING (121.0233146 24.6862403, 121.0218723 24.6868161, 121.0205893 24.6873155, 121.020351 24.6873784, 121.0201478 24.6874247, 121.0197043 24.6874809, 121.0195112 24.6874809, 121.0194039 24.6874595, 121.0190606 24.6873736, 121.0185224 24.6871969, 121.0183489 24.6871177)",4,60
772446604,,False,,,residential,False,132.842,"LINESTRING (121.0233146 24.6862403, 121.0234809 24.6869034, 121.0235331 24.6870689, 121.0235977 24.6872058, 121.0234908 24.6873731)",,
"[925798747, 925798748]",,False,,,residential,"[False, True]",642.8209999999999,"LINESTRING (121.0222242 24.6930928, 121.0222424 24.6930299, 121.0222574 24.6929843, 121.0223113 24.6927128, 121.0223006 24.6924253, 121.022322 24.6921573, 121.0223649 24.6919916, 121.022483 24.6917772, 121.0224508 24.691631, 121.0222147 24.6914848, 121.0220592 24.6913434, 121.0219251 24.6913288, 121.0218714 24.6912898, 121.021732 24.6910218, 121.021453 24.6906319, 121.0213854 24.6904236, 121.0208428 24.6902176, 121.0205019 24.6898944, 121.0204718 24.6897683, 121.0204924 24.6894936, 121.019888 24.6894687, 121.0194758 24.6894749, 121.0191188 24.6895869)",,
