osmid,oneway,ref,name,highway,reversed,length,geometry,tunnel,bridge
307928272,False,113甲,金陵路,secondary,False,65.077,"LINESTRING (121.2229916 24.9495859, 121.2229581 24.9498765, 121.2229071 24.9501659)",,
307928272,False,113甲,金陵路,secondary,True,250.05200000000002,"LINESTRING (121.2229916 24.9495859, 121.2230453 24.9485536, 121.2230292 24.9482435, 121.2229675 24.9480271, 121.2227851 24.9474762, 121.222747 24.9473758)",,
1001977559,False,,和平路,residential,False,105.657,"LINESTRING (121.2229916 24.9495859, 121.2223602 24.9492349, 121.2221061 24.9490781)",,
202686143,False,,和平路31巷,residential,True,101.272,"LINESTRING (121.2221061 24.9490781, 121.2222864 24.9488209, 121.2222221 24.9482177)",,
1001977559,False,,和平路,residential,False,158.31099999999998,"LINESTRING (121.2221061 24.9490781, 121.2218015 24.9489261, 121.2216724 24.9488239, 121.2215559 24.9486935, 121.2213291 24.9483735, 121.2210765 24.9480396)",,
1001977559,False,,和平路,residential,True,105.657,"LINESTRING (121.2221061 24.9490781, 121.2223602 24.9492349, 121.2229916 24.9495859)",,
26186384,False,,振興路,tertiary,True,33.405,"LINESTRING (121.2191679 24.9454837, 121.2194992 24.9454874)",,
307928271,False,,振興路,tertiary,False,19.473,"LINESTRING (121.2191679 24.9454837, 121.2189748 24.9454874)",,
26186387,False,,和平路,residential,True,281.776,"LINESTRING (121.2191679 24.9454837, 121.2194676 24.9458919, 121.2199775 24.9465864, 121.2207299 24.947585)",,
442166017,False,,振昌街,residential,False,65.361,"LINESTRING (121.2223416 24.9439787, 121.2216962 24.9439234)",,
26186393,False,113甲,金陵路,secondary,False,111.03999999999999,"LINESTRING (121.2223416 24.9439787, 121.222183 24.9444136, 121.2220582 24.9447847, 121.2220326 24.9449355)",,
26186393,False,113甲,金陵路,secondary,True,96.416,"LINESTRING (121.2223416 24.9439787, 121.2225207 24.9435037, 121.2226502 24.943158)",,
26186384,False,,振興路,tertiary,False,55.024,"LINESTRING (121.2221027 24.9455613, 121.221557 24.9455542)",,
26186393,False,113甲,金陵路,secondary,True,69.997,"LINESTRING (121.2221027 24.9455613, 121.2220477 24.9451891, 121.2220326 24.9449355)",,
307928272,False,113甲,金陵路,secondary,False,75.227,"LINESTRING (121.2221027 24.9455613, 121.2222748 24.946042, 121.2223295 24.9462058)",,
"[80574360, 1001977633, 1001977635]",False,,新榮路,residential,False,375.93399999999997,"LINESTRING (121.2135038 24.9462787, 121.2136501 24.9463736, 121.2142607 24.9466668, 121.2149473 24.9469781, 121.2153443 24.947231, 121.2155141 24.9473918, 121.2155405 24.9474736, 121.2155803 24.9475229, 121.2156984 24.9478244, 121.215752 24.9483692, 121.2158056 24.9485832)",,
773798400,False,,振興西路,tertiary,False,192.135,"LINESTRING (121.2135038 24.9462787, 121.213656 24.946237, 121.2153375 24.9458083)",,
314889000,False,,新榮路31巷,unclassified,False,122.612,"LINESTRING (121.2158056 24.9485832, 121.2169812 24.9483008)",,
"[80574360, 1001977633, 1001977635]",False,,新榮路,residential,True,375.934,"LINESTRING (121.2158056 24.9485832, 121.215752 24.9483692, 121.2156984 24.9478244, 121.2155803 24.9475229, 121.2155405 24.9474736, 121.2155141 24.9473918, 121.2153443 24.947231, 121.2149473 24.9469781, 121.2142607 24.9466668, 121.2136501 24.9463736, 121.2135038 24.9462787)",,
307928271,False,,振興路,tertiary,True,19.473,"LINESTRING (121.2189748 24.9454874, 121.2191679 24.9454837)",,
1001977595,False,,德育路二段,residential,False,139.42,"LINESTRING (121.2189748 24.9454874, 121.2188942 24.9442357)",,
203548553,False,,德育路,residential,True,331.991,"LINESTRING (121.2189748 24.9454874, 121.2190929 24.9459322, 121.2191215 24.9460399, 121.2192389 24.946482, 121.2192967 24.9469441, 121.2193569 24.9474256, 121.219488 24.9484316)",,
"[773798400, 80574369, 1001977627, 664363237]",False,,"['振興路', '振興西路']",tertiary,"[False, True]",370.28999999999996,"LINESTRING (121.2189748 24.9454874, 121.2180998 24.9454802, 121.2180824 24.9454801, 121.2170651 24.9454976, 121.2162264 24.9456191, 121.2160986 24.9456375, 121.2153375 24.9458083)",yes,
34126449,False,,新德街,residential,True,157.467,"LINESTRING (121.2153375 24.9458083, 121.2144654 24.9446335)",,
34126449,False,,新德街,residential,False,323.05400000000003,"LINESTRING (121.2153375 24.9458083, 121.2156147 24.9462, 121.2157191 24.9463475, 121.2161567 24.9469945, 121.2165468 24.9475713, 121.2166642 24.9477684, 121.2167464 24.9479065, 121.2169812 24.9483008)",,
"[773798400, 80574369, 1001977627, 664363237]",False,,"['振興路', '振興西路']",tertiary,"[False, True]",370.29,"LINESTRING (121.2153375 24.9458083, 121.2160986 24.9456375, 121.2162264 24.9456191, 121.2170651 24.9454976, 121.2180824 24.9454801, 121.2180998 24.9454802, 121.2189748 24.9454874)",yes,
773798400,False,,振興西路,tertiary,True,192.135,"LINESTRING (121.2153375 24.9458083, 121.213656 24.946237, 121.2135038 24.9462787)",,
34126449,False,,新德街,residential,False,157.467,"LINESTRING (121.2144654 24.9446335, 121.2153375 24.9458083)",,
34126449,False,,新德街,residential,True,71.24,"LINESTRING (121.2144654 24.9446335, 121.214196 24.9443086, 121.2140127 24.9441436)",,
204610728,False,,振平街,residential,True,69.715,"LINESTRING (121.2221304 24.9423327, 121.2228064 24.9424645)",,
445113665,False,,北興街一段,residential,True,75.907,"LINESTRING (121.2221304 24.9423327, 121.2222383 24.9416571)",,
664363235,False,,振中街,residential,False,61.873,"LINESTRING (121.2221304 24.9423327, 121.2219828 24.9428728)",,
1001977582,False,,振平街,residential,False,176.269,"LINESTRING (121.2221304 24.9423327, 121.2213579 24.9421479, 121.2207383 24.9420757, 121.2204165 24.9421146)",,
204610728,False,,振平街,residential,False,69.715,"LINESTRING (121.2228064 24.9424645, 121.2221304 24.9423327)",,
1001977567,False,113甲,金陵路二段,secondary,False,23.686,"LINESTRING (121.2228064 24.9424645, 121.2227767 24.9426758)",,
1001977567,False,113甲,金陵路二段,secondary,True,33.289,"LINESTRING (121.2228064 24.9424645, 121.2228504 24.9421678)",,
26186384,False,,振興路,tertiary,False,33.405,"LINESTRING (121.2194992 24.9454874, 121.2191679 24.9454837)",,
26186384,False,,振興路,tertiary,True,177.89600000000002,"LINESTRING (121.2194992 24.9454874, 121.2200726 24.9455079, 121.220167 24.9455113, 121.2212623 24.9455504)",,
664363234,False,,振平街,residential,True,135.679,"LINESTRING (121.2194992 24.9454874, 121.2195796 24.9447877, 121.2196022 24.9442714)",,
445113656,False,,振中街,residential,True,66.207,"LINESTRING (121.2196022 24.9442714, 121.2202558 24.9443289)",,
664363234,False,,振平街,residential,True,58.327,"LINESTRING (121.2196022 24.9442714, 121.2196233 24.9437472)",,
445113656,False,,振中街,residential,False,71.507,"LINESTRING (121.2196022 24.9442714, 121.2192626 24.9442607, 121.2188942 24.9442357)",,
664363234,False,,振平街,residential,False,135.679,"LINESTRING (121.2196022 24.9442714, 121.2195796 24.9447877, 121.2194992 24.9454874)",,
664363234,False,,振平街,residential,False,20.57,"LINESTRING (121.2199417 24.942289, 121.2197669 24.9423844)",,
664363234,False,,振平街,residential,True,51.65,"LINESTRING (121.2199417 24.942289, 121.2204165 24.9421146)",,
445113660,False,,德育路二段141巷,residential,True,72.041,"LINESTRING (121.2199417 24.942289, 121.2199081 24.9422429, 121.2197203 24.9421335, 121.219318 24.9419949)",,
664363234,False,,振平街,residential,True,20.57,"LINESTRING (121.2197669 24.9423844, 121.2199417 24.942289)",,
531656499,False,,德育路二段131巷,residential,True,88.499,"LINESTRING (121.2197669 24.9423844, 121.2194991 24.942315, 121.2193759 24.9422843, 121.2191479 24.9422424, 121.21891 24.9422233)",,
664363234,False,,振平街,residential,False,153.171,"LINESTRING (121.2197669 24.9423844, 121.2196762 24.9426253, 121.219644 24.9432326, 121.2196233 24.9437472)",,
664363234,False,,振平街,residential,False,51.65,"LINESTRING (121.2204165 24.9421146, 121.2199417 24.942289)",,
1001977583,False,,振平街139巷,residential,True,60.115,"LINESTRING (121.2204165 24.9421146, 121.2204339 24.942655)",,
1001977582,False,,振平街,residential,True,176.269,"LINESTRING (121.2204165 24.9421146, 121.2207383 24.9420757, 121.2213579 24.9421479, 121.2221304 24.9423327)",,
202591680,False,,振中街22巷,residential,False,58.015,"LINESTRING (121.2202558 24.9443289, 121.2203218 24.9438106)",,
445113656,False,,振中街,residential,False,66.207,"LINESTRING (121.2202558 24.9443289, 121.2196022 24.9442714)",,
445113656,False,,振中街,residential,True,30.75,"LINESTRING (121.2202558 24.9443289, 121.2203025 24.944332, 121.22056 24.9443488)",,
442166016,False,,振中街118巷,residential,False,158.033,"LINESTRING (121.2204339 24.942655, 121.2219828 24.9428728)",,
1001977583,False,,振平街139巷,residential,False,60.115,"LINESTRING (121.2204339 24.942655, 121.2204165 24.9421146)",,
202591680,False,,振中街22巷,residential,True,87.131,"LINESTRING (121.2204339 24.942655, 121.2203598 24.9432795, 121.2203415 24.9434341)",,
26186387,False,,和平路,residential,True,61.452,"LINESTRING (121.2207299 24.947585, 121.2210765 24.9480396)",,
202591813,False,,莒光路,residential,False,83.931,"LINESTRING (121.2207299 24.947585, 121.2215213 24.9473508)",,
202591813,False,,莒光路,residential,True,67.043,"LINESTRING (121.2207299 24.947585, 121.2201837 24.9479289)",,
26186387,False,,和平路,residential,False,281.776,"LINESTRING (121.2207299 24.947585, 121.2199775 24.9465864, 121.2194676 24.9458919, 121.2191679 24.9454837)",,
202591813,False,,莒光路,residential,False,40.155,"LINESTRING (121.2215213 24.9473508, 121.2219016 24.9472435)",,
202591813,False,,莒光路,residential,True,83.931,"LINESTRING (121.2215213 24.9473508, 121.2207299 24.947585)",,
202686141,False,,萬興街,residential,True,48.04,"LINESTRING (121.2215213 24.9473508, 121.2216633 24.9477632)",,
818661965,False,,莒光路27巷,residential,False,42.231,"LINESTRING (121.2215213 24.9473508, 121.2214063 24.9469856)",,
202591813,False,,莒光路,residential,True,54.819,"LINESTRING (121.2226184 24.9470373, 121.2221017 24.9471908)",,
307928272,False,113甲,金陵路,secondary,False,39.81,"LINESTRING (121.2226184 24.9470373, 121.222747 24.9473758)",,
307928272,False,113甲,金陵路,secondary,True,96.938,"LINESTRING (121.2226184 24.9470373, 121.2224173 24.9464586, 121.2223295 24.9462058)",,
202686143,False,,和平路31巷,residential,True,56.951,"LINESTRING (121.2222221 24.9482177, 121.2221624 24.9477084)",,
202686141,False,,萬興街,residential,False,88.576,"LINESTRING (121.2222221 24.9482177, 121.2219431 24.9482426, 121.2216633 24.9477632)",,
202686143,False,,和平路31巷,residential,False,101.272,"LINESTRING (121.2222221 24.9482177, 121.2222864 24.9488209, 121.2221061 24.9490781)",,
818661967,False,,和平路31巷33弄,residential,False,81.838,"LINESTRING (121.2222221 24.9482177, 121.2224332 24.9481763, 121.2224332 24.9476872, 121.2223771 24.9476916)",,
26186387,False,,和平路,residential,False,61.452,"LINESTRING (121.2210765 24.9480396, 121.2207299 24.947585)",,
202686142,False,,金華街111巷,residential,True,68.753,"LINESTRING (121.2210765 24.9480396, 121.2205267 24.9484054)",,
1001977559,False,,和平路,residential,True,158.31099999999998,"LINESTRING (121.2210765 24.9480396, 121.2213291 24.9483735, 121.2215559 24.9486935, 121.2216724 24.9488239, 121.2218015 24.9489261, 121.2221061 24.9490781)",,
1001977560,False,,和平路87巷,residential,False,66.787,"LINESTRING (121.2210765 24.9480396, 121.2211356 24.9479991, 121.2211838 24.9479776, 121.2216633 24.9477632)",,
202686141,False,,萬興街,residential,False,48.04,"LINESTRING (121.2216633 24.9477632, 121.2215213 24.9473508)",,
202686141,False,,萬興街,residential,True,88.576,"LINESTRING (121.2216633 24.9477632, 121.2219431 24.9482426, 121.2222221 24.9482177)",,
1001977560,False,,和平路87巷,residential,True,66.78699999999999,"LINESTRING (121.2216633 24.9477632, 121.2211838 24.9479776, 121.2211356 24.9479991, 121.2210765 24.9480396)",,
202591813,False,,莒光路,residential,False,54.819,"LINESTRING (121.2221017 24.9471908, 121.2226184 24.9470373)",,
202591813,False,,莒光路,residential,True,21.008,"LINESTRING (121.2221017 24.9471908, 121.2219016 24.9472435)",,
202686143,False,,和平路31巷,residential,False,57.879,"LINESTRING (121.2221017 24.9471908, 121.2221624 24.9477084)",,
202686579,True,,承德路,residential,False,30.996000000000002,"LINESTRING (121.2195163 24.9487477, 121.2196198 24.9488182, 121.2197063 24.9489038, 121.2197423 24.9489352)",,
203548553,False,,德育路,residential,False,35.271,"LINESTRING (121.2195163 24.9487477, 121.2194964 24.9484957, 121.219488 24.9484316)",,
