osmid,name,highway,oneway,reversed,length,geometry,ref,tunnel,lanes,maxspeed
409833177,信東路,residential,False,True,41.717,"LINESTRING (120.9109086 24.6874493, 120.9111779 24.6871649)",,,,
197510346,中正路,tertiary,False,True,111.73500000000001,"LINESTRING (120.9109086 24.6874493, 120.9103944 24.6867362, 120.9103035 24.6866082)",,,,
327376723,中華路,tertiary,False,False,393.227,"LINESTRING (120.9109086 24.6874493, 120.9113165 24.6880356, 120.9120985 24.6891597, 120.9122554 24.6893837, 120.9123465 24.6895651, 120.9130051 24.6904255)",,,,
327376724,信東路,residential,False,False,173.438,"LINESTRING (120.9109086 24.6874493, 120.9108143 24.6875974, 120.9105484 24.6878968, 120.9102619 24.6882212, 120.9102161 24.6883029, 120.9100085 24.6886726, 120.9099598 24.6887408)",,,,
335904116,中華路,tertiary,False,True,248.1,"LINESTRING (120.9109086 24.6874493, 120.9098114 24.6873431, 120.9096375 24.6873155, 120.9095034 24.6872765, 120.9094028 24.6872192, 120.9090995 24.6869932, 120.9086765 24.6867123)",,,,
166994648,銀河路,residential,False,False,124.846,"LINESTRING (120.9086329 24.6829149, 120.9096715 24.6835232)",,,,
197524393,和平路,residential,False,False,112.72900000000001,"LINESTRING (120.9086329 24.6829149, 120.9085017 24.6831247, 120.9080468 24.6837773)",,,,
166994648,銀河路,residential,False,False,117.929,"LINESTRING (120.9096715 24.6835232, 120.9106565 24.6840922)",,,,
166994648,銀河路,residential,False,True,124.846,"LINESTRING (120.9096715 24.6835232, 120.9086329 24.6829149)",,,,
39315236,信義路,residential,False,False,114.46,"LINESTRING (120.9096715 24.6835232, 120.9093004 24.6840392, 120.9090518 24.6843849)",13甲,,,
198022076,中山路,residential,False,False,121.963,"LINESTRING (120.9080468 24.6837773, 120.9090518 24.6843849)",,,,
197524393,和平路,residential,False,True,112.72900000000001,"LINESTRING (120.9080468 24.6837773, 120.9085017 24.6831247, 120.9086329 24.6829149)",,,,
166994648,銀河路,residential,False,False,123.766,"LINESTRING (120.9106565 24.6840922, 120.9117017 24.6846727)",,,,
166994648,銀河路,residential,False,True,117.929,"LINESTRING (120.9106565 24.6840922, 120.9096715 24.6835232)",,,,
201937738,仁愛路,residential,False,False,116.381,"LINESTRING (120.9106565 24.6840922, 120.9100268 24.6849686)",,,,
198022076,中山路,residential,False,False,117.968,"LINESTRING (120.9090518 24.6843849, 120.9100268 24.6849686)",,,,
198022076,中山路,residential,False,True,121.963,"LINESTRING (120.9090518 24.6843849, 120.9080468 24.6837773)",,,,
