osmid,oneway,name,highway,reversed,length,ref,maxspeed,geometry,lanes,bridge,access
199834114,False,和平東路,residential,True,70.567,,,"LINESTRING (121.1991159 25.0601977, 121.1994332 25.0607635)",,,
314878344,False,中山南路,secondary,False,103.908,113,50,"LINESTRING (121.1991159 25.0601977, 121.1989531 25.060293, 121.1987536 25.0604546, 121.1986436 25.0605539, 121.1983616 25.0608295)",,,
314878344,False,中山南路,secondary,True,82.96900000000001,113,50,"LINESTRING (121.1991159 25.0601977, 121.1992412 25.0601523, 121.199886 25.059933)",,,
55616563,False,中華路,secondary,False,59.917,113,,"LINESTRING (121.198562 25.066821, 121.1990321 25.0671512)",,,
55616563,False,中華路,secondary,True,151.838,113,,"LINESTRING (121.198562 25.066821, 121.197361 25.0659957)",,,
206083893,False,新生北路,residential,True,65.228,,,"LINESTRING (121.198562 25.066821, 121.1981672 25.067286)",,,
674377585,False,新生路,residential,False,60.441,,,"LINESTRING (121.198562 25.066821, 121.198885 25.0663629)",,,
556430155,False,中正一街,residential,False,45.437,,,"LINESTRING (121.1983616 25.0608295, 121.1985907 25.0611815)",,,
556430157,False,中山南路,secondary,False,51.847,113,,"LINESTRING (121.1983616 25.0608295, 121.1980082 25.0611685)",,,
314878344,False,中山南路,secondary,True,103.90799999999999,113,50,"LINESTRING (121.1983616 25.0608295, 121.1986436 25.0605539, 121.1987536 25.0604546, 121.1989531 25.060293, 121.1991159 25.0601977)",,,
556430157,False,中山南路,secondary,True,51.847,113,,"LINESTRING (121.1980082 25.0611685, 121.1983616 25.0608295)",,,
556430160,False,中山南路136巷,residential,True,49.543,,,"LINESTRING (121.1980082 25.0611685, 121.1978428 25.0607489)",,,
556430157,False,中山南路,secondary,False,44.169999999999995,113,,"LINESTRING (121.1980082 25.0611685, 121.1978258 25.0614551, 121.1977895 25.0615128)",,,
55616563,False,中華路,secondary,False,10.104,113,,"LINESTRING (121.1997646 25.0676802, 121.1998452 25.0677343)",,,
55616563,False,中華路,secondary,True,69.697,113,,"LINESTRING (121.1997646 25.0676802, 121.1992228 25.0672903)",,,
856857210,True,民生南路,secondary,False,60.143,110,,"LINESTRING (121.1997646 25.0676802, 121.2001163 25.0672431)",2,,
314877967,False,中正東路,tertiary,False,67.762,,,"LINESTRING (121.1986519 25.0638064, 121.1980516 25.0640815)",,,
"[203756307, 314877967]",False,中正東路,tertiary,True,145.382,,,"LINESTRING (121.1986519 25.0638064, 121.198967 25.0636561, 121.1999353 25.0632082)",,,
332494323,False,中正東路41巷,residential,False,71.034,,,"LINESTRING (121.1986519 25.0638064, 121.198935 25.0642924, 121.1990203 25.0643372)",,,
556430157,False,中山南路,secondary,True,25.24,113,,"LINESTRING (121.1976654 25.06171, 121.1977895 25.0615128)",,,
99624500,False,和平一街,residential,True,124.28800000000001,,,"LINESTRING (121.1976654 25.06171, 121.1983099 25.0617904, 121.1988116 25.0615208)",,,
556430157,False,中山南路,secondary,False,90.644,113,,"LINESTRING (121.1976654 25.06171, 121.1976367 25.0618349, 121.1976365 25.0619704, 121.197634 25.0625225)",,,
199834119,False,中山北路,secondary,True,19.046,113,,"LINESTRING (121.1970988 25.0641606, 121.1971378 25.063993)",,,
577425067,True,,residential,False,52.71,,,"LINESTRING (121.1970988 25.0641606, 121.1965933 25.0642832)",,,
199834119,False,中山北路,secondary,False,86.828,113,,"LINESTRING (121.1970988 25.0641606, 121.1970589 25.0645775, 121.1970359 25.0649393)",,,
241293333,False,新興路,residential,True,89.508,,,"LINESTRING (121.1946654 25.0633709, 121.1949141 25.0625981)",,,
314877964,False,新興路,residential,False,100.151,,,"LINESTRING (121.1946654 25.0633709, 121.1943696 25.0642308)",,,
314877965,False,中正西路,residential,False,50.753,,,"LINESTRING (121.1946654 25.0633709, 121.1941794 25.0632504)",,,
332494315,False,中正西路,residential,True,126.202,,,"LINESTRING (121.1946654 25.0633709, 121.1958372 25.063689, 121.195866 25.0636954)",,,
55616563,False,中華路,secondary,False,31.749,113,,"LINESTRING (121.197093 25.0658454, 121.197361 25.0659957)",,,
199834118,False,中山北路,tertiary,False,38.035,桃30,,"LINESTRING (121.197093 25.0658454, 121.1969422 25.066159)",,,
199834119,False,中山北路,secondary,True,21.471,113,,"LINESTRING (121.197093 25.0658454, 121.1970488 25.0656565)",,,
314877967,False,中正東路,tertiary,True,67.762,,,"LINESTRING (121.1980516 25.0640815, 121.1986519 25.0638064)",,,
314877967,False,中正東路,tertiary,False,47.64,,,"LINESTRING (121.1980516 25.0640815, 121.1979557 25.0640999, 121.1978236 25.0641055, 121.1975862 25.0640598)",,,
332494330,False,,residential,True,72.21100000000001,,,"LINESTRING (121.1980516 25.0640815, 121.1979821 25.0639824, 121.1979686 25.0639192, 121.1979668 25.0636826, 121.1979706 25.0634516)",,,
199834120,False,中興街,residential,False,67.80000000000001,,,"LINESTRING (121.1999353 25.0632082, 121.1999514 25.0632514, 121.1999447 25.0632963, 121.1999139 25.0633546, 121.199622 25.0637239)",,,
"[203756307, 314877967]",False,中正東路,tertiary,False,145.382,,,"LINESTRING (121.1999353 25.0632082, 121.198967 25.0636561, 121.1986519 25.0638064)",,,
556430155,False,中正一街,residential,True,103.194,,,"LINESTRING (121.1999353 25.0632082, 121.1998908 25.0631141, 121.199406 25.0624149)",,,
199834119,False,中山北路,secondary,False,19.046,113,,"LINESTRING (121.1971378 25.063993, 121.1970988 25.0641606)",,,
199834123,False,中正西路,residential,False,55.44,,,"LINESTRING (121.1971378 25.063993, 121.1966021 25.0638785)",,,
314877967,False,中正東路,tertiary,True,45.772,,,"LINESTRING (121.1971378 25.063993, 121.1975862 25.0640598)",,,
556430157,False,中山南路,secondary,True,79.792,113,,"LINESTRING (121.1971378 25.063993, 121.1971622 25.0638871, 121.1974082 25.0633199)",,,
332494318,False,新生路72巷,residential,False,101.746,,,"LINESTRING (121.1998059 25.0649124, 121.1990203 25.0643372)",,,
674377585,False,新生路,residential,False,61.436,,,"LINESTRING (121.1998059 25.0649124, 121.2001135 25.0644353)",,,
