osmid,name,highway,oneway,reversed,length,lanes,access,geometry,ref
99524041,民生路,tertiary,False,True,121.609,,,"LINESTRING (120.5708947 23.9562141, 120.5697054 23.9563359)",
179492645,中山路一段,unclassified,False,False,114.899,2,yes,"LINESTRING (120.5708947 23.9562141, 120.5708191 23.9572451)",
179493450,中山南路,unclassified,False,True,97.73,2,yes,"LINESTRING (120.5708947 23.9562141, 120.5709612 23.9553373)",
99524041,民生路,tertiary,False,False,109.457,,,"LINESTRING (120.5708947 23.9562141, 120.5713061 23.9562476, 120.5719676 23.9563015)",
99524041,民生路,tertiary,False,True,148.255,,,"LINESTRING (120.5754709 23.956621, 120.57402 23.9564809)",
99524045,,tertiary,False,False,17.136,,,"LINESTRING (120.5754709 23.956621, 120.5754816 23.9567748)",
292137113,萬年路二段,tertiary,True,False,94.405,,,"LINESTRING (120.5754709 23.956621, 120.5762502 23.9561588)",彰77
198493854,南昌東路,residential,False,False,111.287,2,,"LINESTRING (120.5754709 23.956621, 120.5752946 23.9561323, 120.5750965 23.955681)",
99524041,民生路,tertiary,False,False,72.796,,,"LINESTRING (120.5733066 23.9564212, 120.57402 23.9564809)",
99524041,民生路,tertiary,False,True,136.715,,,"LINESTRING (120.5733066 23.9564212, 120.5729656 23.9563897, 120.5724841 23.9563478, 120.5719676 23.9563015)",
99524065,中正路,tertiary,False,False,96.67500000000001,,yes,"LINESTRING (120.5733066 23.9564212, 120.573243 23.9565203, 120.5729057 23.957209)",
99524065,中正路,tertiary,False,True,114.113,,yes,"LINESTRING (120.5733066 23.9564212, 120.5734776 23.9561646, 120.5738907 23.9555447)",
179492515,中山路二段,unclassified,False,True,11.263,2,yes,"LINESTRING (120.570675 23.9593879, 120.5706641 23.9594887)",
179492645,中山路一段,unclassified,False,True,11.57,2,yes,"LINESTRING (120.570675 23.9593879, 120.5706785 23.9592839)",
198566154,民權街,residential,False,False,66.041,2,,"LINESTRING (120.570675 23.9593879, 120.571323 23.9594335)",
198565533,林森路,residential,False,False,106.56,2,,"LINESTRING (120.5779899 23.9558741, 120.5778916 23.9568282)",
179839393,員水路二段,tertiary,False,True,165.248,2,yes,"LINESTRING (120.5779899 23.9558741, 120.5774217 23.9559653, 120.5764122 23.9562269)",彰78
367793254,惠來東街,residential,False,False,123.463,,,"LINESTRING (120.5738907 23.9555447, 120.5750965 23.955681)",
99524065,中正路,tertiary,False,False,114.113,,yes,"LINESTRING (120.5738907 23.9555447, 120.5734776 23.9561646, 120.5733066 23.9564212)",
99524065,中正路,tertiary,False,True,88.64,,yes,"LINESTRING (120.5738907 23.9555447, 120.5742096 23.9549681, 120.5742845 23.9548334)",
670722177,惠來街,residential,False,True,174.632,,,"LINESTRING (120.5738907 23.9555447, 120.5726261 23.955434, 120.57218 23.9553949)",
179493450,中山南路,unclassified,False,False,95.598,2,yes,"LINESTRING (120.5710361 23.9544803, 120.5709612 23.9553373)",
367793246,南昌路,residential,False,True,136.452,2,,"LINESTRING (120.5710361 23.9544803, 120.5723759 23.9545622)",
99524065,中正路,tertiary,False,False,88.64,,yes,"LINESTRING (120.5742845 23.9548334, 120.5742096 23.9549681, 120.5738907 23.9555447)",
99524065,中正路,tertiary,False,True,71.61500000000001,,yes,"LINESTRING (120.5742845 23.9548334, 120.5745067 23.954434, 120.5746039 23.9542593)",
198493854,南昌東路,residential,False,True,125.708,2,,"LINESTRING (120.5742845 23.9548334, 120.5747456 23.9552428, 120.5750965 23.955681)",
367793246,南昌路,residential,False,False,93.13300000000001,2,,"LINESTRING (120.5742845 23.9548334, 120.5741249 23.9547539, 120.5733954 23.9546739)",
198565533,林森路,residential,False,True,106.56,2,,"LINESTRING (120.5778916 23.9568282, 120.5779899 23.9558741)",
198565533,林森路,residential,False,False,87.95400000000001,2,,"LINESTRING (120.5778916 23.9568282, 120.5778385 23.9571305, 120.5777545 23.9576092)",
198565953,光明街,residential,False,True,115.185,2,,"LINESTRING (120.5719676 23.9563015, 120.5717579 23.9573195)",
99524041,民生路,tertiary,False,False,136.715,,,"LINESTRING (120.5719676 23.9563015, 120.5724841 23.9563478, 120.5729656 23.9563897, 120.5733066 23.9564212)",
99524041,民生路,tertiary,False,True,109.457,,,"LINESTRING (120.5719676 23.9563015, 120.5713061 23.9562476, 120.5708947 23.9562141)",
198565953,光明街,residential,False,False,103.09499999999998,2,,"LINESTRING (120.5719676 23.9563015, 120.5720456 23.9559685, 120.5721217 23.9556436, 120.57218 23.9553949)",
198565953,光明街,residential,False,False,130.268,2,,"LINESTRING (120.571323 23.9594335, 120.5715513 23.9582807)",
198566154,民權街,residential,False,False,61.842,2,,"LINESTRING (120.571323 23.9594335, 120.5719311 23.9594559)",
198566154,民權街,residential,False,True,66.041,2,,"LINESTRING (120.571323 23.9594335, 120.570675 23.9593879)",
198566154,民權街,residential,False,True,61.842,2,,"LINESTRING (120.5719311 23.9594559, 120.571323 23.9594335)",
670722175,中正路,tertiary,False,False,37.752,,yes,"LINESTRING (120.5719311 23.9594559, 120.5718163 23.9597788)",
670722175,中正路,tertiary,False,True,26.499,,yes,"LINESTRING (120.5719311 23.9594559, 120.5720324 23.9592363)",
179492645,中山路一段,unclassified,False,False,11.57,2,yes,"LINESTRING (120.5706785 23.9592839, 120.570675 23.9593879)",
179492645,中山路一段,unclassified,False,True,125.206,2,yes,"LINESTRING (120.5706785 23.9592839, 120.5707606 23.9581604)",
179492515,中山路二段,unclassified,False,False,11.263,2,yes,"LINESTRING (120.5706641 23.9594887, 120.570675 23.9593879)",
179492515,中山路二段,unclassified,False,True,120.713,2,yes,"LINESTRING (120.5706641 23.9594887, 120.5705997 23.9605727)",
439162746,光復街,residential,True,False,58.415,2,,"LINESTRING (120.5706641 23.9594887, 120.5704801 23.9594806, 120.5700899 23.9594633)",
198567088,光復街,residential,False,True,137.426,2,,"LINESTRING (120.5700879 23.9592593, 120.5700705 23.9580235)",
198567088,光復街,residential,False,False,22.685000000000002,2,,"LINESTRING (120.5700879 23.9592593, 120.5700883 23.9592966, 120.570089 23.9593783, 120.5700895 23.9594275, 120.5700899 23.9594633)",
439162745,光復街,residential,True,False,60.07600000000001,2,,"LINESTRING (120.5700879 23.9592593, 120.5702276 23.9592641, 120.5704961 23.9592759, 120.5706785 23.9592839)",
198567088,光復街,residential,False,True,22.685,2,,"LINESTRING (120.5700899 23.9594633, 120.5700895 23.9594275, 120.570089 23.9593783, 120.5700883 23.9592966, 120.5700879 23.9592593)",
"[438883722, 438883723, 438883724]",,tertiary,True,False,206.29399999999998,,,"LINESTRING (120.5700899 23.9594633, 120.5700773 23.9601007, 120.5700643 23.960574, 120.5700571 23.9608348, 120.5705748 23.9609342)",
198566459,三民街,residential,False,False,71.758,2,,"LINESTRING (120.5700705 23.9580235, 120.5707606 23.9581604)",
198567088,光復街,residential,False,False,137.426,2,,"LINESTRING (120.5700705 23.9580235, 120.5700879 23.9592593)",
198567088,光復街,residential,False,True,97.499,2,,"LINESTRING (120.5700705 23.9580235, 120.569842 23.9571719)",
198567023,民族街,residential,False,False,99.622,2,,"LINESTRING (120.569842 23.9571719, 120.5708191 23.9572451)",
