osmid,ref,name,highway,oneway,reversed,length,maxspeed,bridge,geometry,lanes
84343244,宜30,冬山路,tertiary,False,False,13.229,,,"LINESTRING (121.7879078 24.6349565, 121.7880252 24.6350091)",
"[311084017, 612299236, 612299237]",9,"['冬山路一段', '冬山路二段', '新冬山橋']",primary,True,False,120.954,60,yes,"LINESTRING (121.7879078 24.6349565, 121.7883797 24.6345719, 121.7886578 24.6343788, 121.7888355 24.6342722)",
991855416,宜39,冬山路,tertiary,False,True,15.349,,,"LINESTRING (121.7957546 24.6316429, 121.7958407 24.6317566)",
84343244,宜30,冬山路,tertiary,False,True,13.229,,,"LINESTRING (121.7880252 24.6350091, 121.7879078 24.6349565)",
383728128,9,冬山路二段,primary,True,False,151.025,60,,"LINESTRING (121.7880252 24.6350091, 121.7879305 24.635095, 121.787827 24.6351828, 121.7876286 24.6354087, 121.7875019 24.635647, 121.7874263 24.6359172, 121.7873667 24.6361872)",
"[85383833, 311084407, 311084406, 657634015]",,"['冬山橋', '冬山路']",residential,False,False,148.059,,yes,"LINESTRING (121.7884167 24.63527, 121.7882739 24.6353369, 121.7881403 24.635444, 121.7878746 24.6357058, 121.7878452 24.6357419, 121.7876343 24.6359395, 121.7873667 24.6361872)",2
"[177272376, 177272393]",,"['中正路52巷', '冬山路264巷']",residential,False,True,267.823,,,"LINESTRING (121.7884167 24.63527, 121.7884869 24.6354797, 121.7885165 24.6356063, 121.7885731 24.6358333, 121.7889607 24.6357598, 121.7891899 24.6356904, 121.7894278 24.635593, 121.7895884 24.6355307, 121.7899087 24.63541, 121.7904806 24.6352768)",
311084404,宜30,冬山路,tertiary,False,False,187.77900000000002,,,"LINESTRING (121.7884167 24.63527, 121.7889807 24.6351084, 121.7896531 24.6349158, 121.7901883 24.6347615)",
"[1028396579, 657634012, 311084405]",宜30,"['冬山路', '冬瓜山橋']",tertiary,True,False,49.071999999999996,,yes,"LINESTRING (121.7884167 24.63527, 121.7882883 24.6351883, 121.7881141 24.6350699, 121.7880252 24.6350091)",1
957709176,宜35,,tertiary,False,True,108.402,,,"LINESTRING (121.7884167 24.63527, 121.7884558 24.6352094, 121.7886901 24.6348465, 121.7887627 24.6347124, 121.7888178 24.6345763, 121.7888638 24.6343916)",
177092573,宜30;宜25,成興路,tertiary,False,True,9.668,,,"LINESTRING (121.7932036 24.6349804, 121.7931271 24.6349282)",
"[177092577, 383722402]",,"['中正路', '中華路']",residential,False,"[False, True]",369.605,,,"LINESTRING (121.7932036 24.6349804, 121.7926469 24.6355181, 121.7923472 24.635813, 121.792053 24.636118, 121.7919458 24.6362238, 121.7917584 24.6361037, 121.7913627 24.6358403, 121.7912676 24.6357824, 121.7908304 24.6354868, 121.7904806 24.6352768)",
991855418,宜30;宜25,成興路,tertiary,False,False,76.869,,,"LINESTRING (121.7932036 24.6349804, 121.7934849 24.6351755, 121.7938002 24.635409)",
84343181,宜25,富農路一段,tertiary,False,False,144.533,,,"LINESTRING (121.7938002 24.635409, 121.7940611 24.636687)",
1213170261,宜30,成興路,tertiary,False,False,120.313,,,"LINESTRING (121.7938002 24.635409, 121.7947873 24.6360137)",
991855418,宜30;宜25,成興路,tertiary,False,True,76.869,,,"LINESTRING (121.7938002 24.635409, 121.7934849 24.6351755, 121.7932036 24.6349804)",
177092577,,中正路,residential,False,True,66.263,,,"LINESTRING (121.7901883 24.6347615, 121.7903721 24.635205, 121.7904806 24.6352768)",
311084404,宜30,冬山路,tertiary,False,False,220.493,,,"LINESTRING (121.7901883 24.6347615, 121.7909948 24.6345482, 121.7915176 24.6344635, 121.7917044 24.6344353, 121.7920889 24.6343824, 121.7923182 24.6343488)",
311084404,宜30,冬山路,tertiary,False,True,187.779,,,"LINESTRING (121.7901883 24.6347615, 121.7896531 24.6349158, 121.7889807 24.6351084, 121.7884167 24.63527)",
85104303,,香南路,tertiary,False,False,64.513,,,"LINESTRING (121.7911526 24.6306911, 121.7912455 24.6301171)",
85104303,,香南路,tertiary,False,True,90.783,,,"LINESTRING (121.7911526 24.6306911, 121.7911348 24.6309942, 121.7911372 24.6312177, 121.7911558 24.6315066)",
1127707758,,南香路85巷,residential,False,False,74.766,,,"LINESTRING (121.7911526 24.6306911, 121.7915878 24.6306825, 121.7917514 24.630685, 121.7918914 24.6306983)",
383728129,,成興路,tertiary,False,True,44.216,,,"LINESTRING (121.7918814 24.6336558, 121.791713 24.6332888)",
"[1127707763, 177272407]",,"['南興路78巷', '南興路63巷']",residential,False,True,209.185,,,"LINESTRING (121.7918814 24.6336558, 121.7915657 24.6337592, 121.7906546 24.6340576, 121.7899343 24.6342934)",
383728129,,成興路,tertiary,False,False,89.346,,,"LINESTRING (121.7918814 24.6336558, 121.7918919 24.6336758, 121.7920907 24.6340541, 121.7922284 24.6342641, 121.7923182 24.6343488)",
177092573,宜30;宜25,成興路,tertiary,False,False,66.573,,,"LINESTRING (121.7923182 24.6343488, 121.7928355 24.6347194)",
311084404,宜30,冬山路,tertiary,False,True,220.493,,,"LINESTRING (121.7923182 24.6343488, 121.7920889 24.6343824, 121.7917044 24.6344353, 121.7915176 24.6344635, 121.7909948 24.6345482, 121.7901883 24.6347615)",
383728129,,成興路,tertiary,False,True,89.346,,,"LINESTRING (121.7923182 24.6343488, 121.7922284 24.6342641, 121.7920907 24.6340541, 121.7918919 24.6336758, 121.7918814 24.6336558)",
991855417,宜25,冬山路,tertiary,False,False,94.846,,,"LINESTRING (121.7923182 24.6343488, 121.7925171 24.6342501, 121.7929553 24.6339431, 121.7930809 24.6338552)",
"[85383833, 657634015, 311084406, 311084407]",,"['冬山橋', '冬山路']",residential,False,True,148.059,,yes,"LINESTRING (121.7873667 24.6361872, 121.7876343 24.6359395, 121.7878452 24.6357419, 121.7878746 24.6357058, 121.7881403 24.635444, 121.7882739 24.6353369, 121.7884167 24.63527)",2
85383836,,香和路,tertiary,False,True,67.005,,,"LINESTRING (121.7948968 24.6302739, 121.795559 24.6302461)",
1108490503,,照安路113巷,tertiary,False,False,74.51599999999999,,,"LINESTRING (121.7948968 24.6302739, 121.7947964 24.6302778, 121.7946891 24.6302705, 121.7944523 24.6302249, 121.7941757 24.6301551)",
"[1127707760, 1127707759]",,"['照安路113巷3弄', '照安路33巷']",residential,False,True,185.965,,,"LINESTRING (121.7948968 24.6302739, 121.7949095 24.6308433, 121.7949425 24.6312589, 121.7948932 24.6313184, 121.794243 24.6314762)",
85383837,,照安路28巷,residential,False,True,81.35,,,"LINESTRING (121.7932564 24.6307211, 121.7931555 24.6307232, 121.7924525 24.6307557)",
1107033547,,照安路,tertiary,False,True,109.194,,,"LINESTRING (121.7932564 24.6307211, 121.793231 24.6308626, 121.7932464 24.6310485, 121.7934266 24.6316798)",
85383918,宜25,,tertiary,False,False,13.747,,,"LINESTRING (121.7936483 24.6324426, 121.7936932 24.6325593)",
1107033547,,照安路,tertiary,False,False,87.73,,,"LINESTRING (121.7936483 24.6324426, 121.7934266 24.6316798)",
383728130,9,冬山路一段,primary,True,False,230.74,60,,"LINESTRING (121.7936483 24.6324426, 121.7951534 24.6318839, 121.795462 24.6317602, 121.7957546 24.6316429)",
1107033547,,照安路,tertiary,False,True,87.73,,,"LINESTRING (121.7934266 24.6316798, 121.7936483 24.6324426)",
1127707759,,照安路33巷,residential,False,False,85.569,,,"LINESTRING (121.7934266 24.6316798, 121.794243 24.6314762)",
1107033547,,照安路,tertiary,False,False,109.19400000000002,,,"LINESTRING (121.7934266 24.6316798, 121.7932464 24.6310485, 121.793231 24.6308626, 121.7932564 24.6307211)",
85383919,宜25,照安路,tertiary,False,True,82.66,,,"LINESTRING (121.7939034 24.6332777, 121.7936932 24.6325593)",
991855417,宜25,冬山路,tertiary,False,True,105.047,,,"LINESTRING (121.7939034 24.6332777, 121.7930809 24.6338552)",
239605988,,冬山路,tertiary,False,False,260.303,,,"LINESTRING (121.7939034 24.6332777, 121.7948587 24.6325827, 121.7953303 24.6322386, 121.7957295 24.6319386, 121.7958407 24.6317566)",
444935887,,,residential,False,True,133.166,,,"LINESTRING (121.7939034 24.6332777, 121.7939786 24.6336128, 121.7940004 24.6337348, 121.7933815 24.6342031)",
85383918,宜25,,tertiary,False,True,13.747,,,"LINESTRING (121.7936932 24.6325593, 121.7936483 24.6324426)",
85383919,宜25,照安路,tertiary,False,False,82.66,,,"LINESTRING (121.7936932 24.6325593, 121.7939034 24.6332777)",
177092571,9,冬山路一段,primary,True,False,215.96499999999997,60,,"LINESTRING (121.7936932 24.6325593, 121.7931745 24.6327472, 121.791713 24.6332888)",
1213170261,宜30,成興路,tertiary,False,True,140.297,,,"LINESTRING (121.7959384 24.6367188, 121.7947873 24.6360137)",
176968131,,成興一路,residential,False,False,104.846,,,"LINESTRING (121.7947873 24.6360137, 121.7940611 24.636687)",
1213170261,宜30,成興路,tertiary,False,False,140.297,,,"LINESTRING (121.7947873 24.6360137, 121.7959384 24.6367188)",
1213170261,宜30,成興路,tertiary,False,True,120.313,,,"LINESTRING (121.7947873 24.6360137, 121.7938002 24.635409)",
84343181,宜25,富農路一段,tertiary,False,True,144.533,,,"LINESTRING (121.7940611 24.636687, 121.7938002 24.635409)",
176968131,,成興一路,residential,False,True,104.846,,,"LINESTRING (121.7940611 24.636687, 121.7947873 24.6360137)",
84343181,宜25,富農路一段,tertiary,False,False,213.404,,,"LINESTRING (121.7940611 24.636687, 121.794152 24.6370786, 121.7942441 24.6374751, 121.7944972 24.6385648)",
176968131,,成興一路,residential,False,False,73.761,,,"LINESTRING (121.7940611 24.636687, 121.7939399 24.6367261, 121.7933734 24.636909)",
84873554,,成興路,tertiary,False,True,13.43,,,"LINESTRING (121.791713 24.6332888, 121.7916596 24.6331782)",
383728129,,成興路,tertiary,False,False,44.216,,,"LINESTRING (121.791713 24.6332888, 121.7918814 24.6336558)",
612299240,9,冬山路一段,primary,True,False,175.41899999999998,60,,"LINESTRING (121.791713 24.6332888, 121.7914554 24.633381, 121.7912051 24.6334706, 121.790537 24.633723, 121.7901053 24.6338829)",
177092571,9,冬山路一段,primary,True,False,234.697,60,,"LINESTRING (121.7958407 24.6317566, 121.7936932 24.6325593)",
991855416,宜39,冬山路,tertiary,False,False,15.349,,,"LINESTRING (121.7958407 24.6317566, 121.7957546 24.6316429)",
239605988,,冬山路,tertiary,False,True,260.303,,,"LINESTRING (121.7958407 24.6317566, 121.7957295 24.6319386, 121.7953303 24.6322386, 121.7948587 24.6325827, 121.7939034 24.6332777)",
"[1127707763, 177272407]",,"['南興路63巷', '南興路78巷']",residential,False,False,209.185,,,"LINESTRING (121.7899343 24.6342934, 121.7906546 24.6340576, 121.7915657 24.6337592, 121.7918814 24.6336558)",
237249442,,安中路,unclassified,False,False,14.856,,,"LINESTRING (121.7900474 24.6337601, 121.7901053 24.6338829)",2
612299237,9,冬山路一段,primary,True,False,175.32999999999998,60,,"LINESTRING (121.7900474 24.6337601, 121.7902394 24.6336906, 121.7911471 24.633362, 121.7914057 24.6332684, 121.7916596 24.6331782)",
