osmid,ref,highway,oneway,reversed,length,name,geometry,lanes,maxspeed
61776648,162,secondary,False,True,129.543,,"LINESTRING (120.4672688 23.6026563, 120.4684889 23.6029838)",,
562997017,,tertiary,False,False,122.809,民生路,"LINESTRING (120.4672688 23.6026563, 120.4673 23.6024168, 120.4672973 23.6020604, 120.4672705 23.60179, 120.4671632 23.6015762)",,
562997018,,tertiary,False,False,27.493,民生路,"LINESTRING (120.4671632 23.6015762, 120.4669715 23.6014022)",,
562997020,,tertiary,False,False,26.251,民生路,"LINESTRING (120.4671632 23.6015762, 120.4670362 23.6013708)",,
562997017,,tertiary,False,True,122.809,民生路,"LINESTRING (120.4671632 23.6015762, 120.4672705 23.60179, 120.4672973 23.6020604, 120.4673 23.6024168, 120.4672688 23.6026563)",,
562997018,,tertiary,False,True,27.493,民生路,"LINESTRING (120.4669715 23.6014022, 120.4671632 23.6015762)",,
562997020,,tertiary,False,True,26.251,民生路,"LINESTRING (120.4670362 23.6013708, 120.4671632 23.6015762)",,
825362989,,residential,False,False,115.559,中興路二段19巷,"LINESTRING (120.4704931 23.6034658, 120.4702764 23.6044859)",1,40
61776648,162,secondary,False,False,211.232,,"LINESTRING (120.4704931 23.6034658, 120.4699338 23.6033563, 120.4696128 23.6032824, 120.4684889 23.6029838)",,
825362989,,residential,False,True,115.559,中興路二段19巷,"LINESTRING (120.4702764 23.6044859, 120.4704931 23.6034658)",1,40
978615395,,residential,False,False,131.055,,"LINESTRING (120.4685533 23.6018187, 120.4685801 23.6019367, 120.4685479 23.6020694, 120.4685693 23.6026199, 120.4684889 23.6029838)",,
61776648,162,secondary,False,False,129.543,,"LINESTRING (120.4684889 23.6029838, 120.4672688 23.6026563)",,
61776648,162,secondary,False,True,211.232,,"LINESTRING (120.4684889 23.6029838, 120.4696128 23.6032824, 120.4699338 23.6033563, 120.4704931 23.6034658)",,
978615395,,residential,False,True,131.055,,"LINESTRING (120.4684889 23.6029838, 120.4685693 23.6026199, 120.4685479 23.6020694, 120.4685801 23.6019367, 120.4685533 23.6018187)",,
