osmid,bridge,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,tunnel
904164107,,True,,尖豐路,primary,False,105.83099999999999,"LINESTRING (120.8482826 24.5743534, 120.8485432 24.574341, 120.8493245 24.5742664)",13;苗25,,
112299207,,True,1,,trunk_link,False,10.282,"LINESTRING (120.8463359 24.5745396, 120.8463091 24.5744504)",,,
112299187,,True,,尖豐路,primary,False,52.87,"LINESTRING (120.8469906 24.574501, 120.8465797 24.5745247, 120.8464687 24.574529)",13,,
959943715,,True,1,頭屋一交流道,trunk_link,False,65.332,"LINESTRING (120.8469906 24.574501, 120.8468086 24.5745744, 120.8466985 24.5746765, 120.8466705 24.5747344, 120.8466103 24.574927)",,,
330199690,,False,,中華街,residential,True,7.235,"LINESTRING (120.8523356 24.5754728, 120.8523507 24.5754092)",,,
330199690,,False,,中華街,residential,False,152.934,"LINESTRING (120.8523356 24.5754728, 120.8521414 24.5759666, 120.8519201 24.5765514, 120.851849 24.5767747)",,,
492285274,,True,,尖豐路,primary,False,177.375,"LINESTRING (120.8523356 24.5754728, 120.8518726 24.5752306, 120.8514759 24.5750177, 120.8512334 24.5748868, 120.8508352 24.5746475)",13,50,
112299205,,True,,尖豐路,primary,False,65.345,"LINESTRING (120.8476371 24.5743803, 120.8478915 24.5743677, 120.8482826 24.5743534)",13,,
112299210,,True,1,,trunk_link,False,9.476,"LINESTRING (120.8464638 24.5744439, 120.8464687 24.574529)",,,
112299205,,True,,尖豐路,primary,False,118.86399999999998,"LINESTRING (120.8464638 24.5744439, 120.8468074 24.574428, 120.8472362 24.5743999, 120.8476371 24.5743803)",13,,
393319481,,False,,,unclassified,True,7.49,"LINESTRING (120.8508352 24.5746475, 120.8508816 24.574595)",,,
393319481,,False,,,unclassified,False,249.62699999999998,"LINESTRING (120.8508352 24.5746475, 120.8506736 24.5749266, 120.8505508 24.575177, 120.8504828 24.575315, 120.8504068 24.5754932, 120.8503994 24.5755377, 120.8503685 24.5757248, 120.8503714 24.5758739, 120.8504247 24.5760039, 120.8504408 24.5761575, 120.850465 24.5763527, 120.8504703 24.5766698, 120.8504635 24.5767927)",,,
492285274,,True,,尖豐路,primary,False,103.07499999999999,"LINESTRING (120.8508352 24.5746475, 120.8507057 24.5745557, 120.850494 24.5744096, 120.8503407 24.5743336, 120.850174 24.5742689, 120.8500573 24.574258, 120.8499415 24.5742667)",13,50,
"[112299201, 959943716]",yes,True,1,頭屋一交流道,trunk_link,False,453.0829999999999,"LINESTRING (120.8466103 24.574927, 120.84664 24.5750956, 120.8469111 24.5765812, 120.8470345 24.5775104, 120.8470264 24.5778751, 120.8469835 24.5786047, 120.846962 24.5787764, 120.8469111 24.5789646)",,,
1128332836,,False,,尖豐路,tertiary,False,6.723,"LINESTRING (120.8493245 24.5742664, 120.8493425 24.5743246)",苗25,,
"[904164106, 112299228]",yes,True,,"['尖豐路', '雙龍橋']",primary,False,62.111,"LINESTRING (120.8493245 24.5742664, 120.8494822 24.5742504, 120.8499342 24.5741989)",13,,
112299205,,True,,尖豐路,primary,False,15.66,"LINESTRING (120.8463091 24.5744504, 120.8464638 24.5744439)",13,,
"[959943711, 112299207]",yes,True,1,,trunk_link,False,121.35300000000001,"LINESTRING (120.8463091 24.5744504, 120.8462191 24.57412, 120.8460226 24.5733906)",,,
904164108,,True,,尖豐路,primary,False,106.825,"LINESTRING (120.8493425 24.5743246, 120.8482929 24.5744333)",13;苗25,,
1128332836,,False,,尖豐路,tertiary,True,6.723,"LINESTRING (120.8493425 24.5743246, 120.8493245 24.5742664)",苗25,,
330199682,,False,,中正街,secondary,True,173.084,"LINESTRING (120.8503614 24.5777698, 120.8508908 24.5776457, 120.8511148 24.5775853, 120.8514049 24.5774652, 120.8516174 24.577385, 120.8519825 24.5772813)",126,,
393319481,,False,,,unclassified,True,114.01099999999998,"LINESTRING (120.8503614 24.5777698, 120.8503226 24.5777137, 120.8502729 24.5775929, 120.8502773 24.5774518, 120.8503094 24.5772747, 120.8503608 24.5770435, 120.8504553 24.5768904, 120.8504635 24.5767927)",,,
"[393319482, 1039689863]",yes,False,,中興橋,secondary,False,210.905,"LINESTRING (120.8503614 24.5777698, 120.850552 24.5783414, 120.850667 24.5786782, 120.850818 24.5788853, 120.8508444 24.5789021, 120.8508814 24.5789332, 120.8513038 24.5792263, 120.8514159 24.5793222)",126,,
"[1039689864, 393319496]",,False,,中正街,residential,False,279.069,"LINESTRING (120.8503614 24.5777698, 120.8498848 24.5778708, 120.8495893 24.5779484, 120.8494152 24.5779993, 120.8489339 24.5781055, 120.8487822 24.5781861, 120.8487304 24.5780954, 120.8486999 24.5779234, 120.848748 24.5774774, 120.8487535 24.5774326, 120.8487827 24.5771952)",,,
112294275,,False,,,secondary,False,83.724,"LINESTRING (120.8514159 24.5793222, 120.8514695 24.579428, 120.8514708 24.5795743, 120.8513943 24.5798121, 120.8512938 24.5800366)",126,,
330199681,,False,,,residential,False,386.427,"LINESTRING (120.8514159 24.5793222, 120.8516289 24.5791383, 120.8520064 24.5787239, 120.8523632 24.5785698, 120.8526415 24.5785968, 120.852997 24.5786312, 120.853314 24.5787007, 120.8536397 24.5787569, 120.8539414 24.5788069, 120.854147 24.5788407, 120.8542588 24.5789205, 120.8543628 24.5789822, 120.8544712 24.5792366, 120.8545176 24.5793798)",,,
"[393319482, 1039689863]",yes,False,,中興橋,secondary,True,210.905,"LINESTRING (120.8514159 24.5793222, 120.8513038 24.5792263, 120.8508814 24.5789332, 120.8508444 24.5789021, 120.850818 24.5788853, 120.850667 24.5786782, 120.850552 24.5783414, 120.8503614 24.5777698)",126,,
112294275,,False,,,secondary,True,22.241,"LINESTRING (120.8511648 24.5801986, 120.8512938 24.5800366)",126,,
381211424,,False,,,tertiary,False,177.49699999999999,"LINESTRING (120.8511648 24.5801986, 120.8513379 24.580352, 120.8516366 24.5804728, 120.851693 24.5805138, 120.8517622 24.580627, 120.8518917 24.5807917, 120.8520921 24.5808288, 120.8523313 24.5809327, 120.8525042 24.581006, 120.8525586 24.5810123, 120.8525926 24.5810162)",苗15,,
1128332835,,False,,頭屋外環道,tertiary,False,8.945,"LINESTRING (120.8482929 24.5744333, 120.8482826 24.5743534)",苗25,,
112299187,,True,,尖豐路,primary,False,131.936,"LINESTRING (120.8482929 24.5744333, 120.8480204 24.5744538, 120.8478244 24.5744604, 120.8475254 24.5744805, 120.8471209 24.574499, 120.8469906 24.574501)",13,,
330199690,,False,,中華街,residential,False,7.235,"LINESTRING (120.8523507 24.5754092, 120.8523356 24.5754728)",,,
330199690,,False,,中華街,residential,True,155.88899999999998,"LINESTRING (120.8523507 24.5754092, 120.852563 24.5748015, 120.8526823 24.5744464, 120.8527016 24.5743778, 120.8527591 24.5742212, 120.8528597 24.5740935)",,,
492285275,,True,,尖豐路,primary,False,273.55199999999996,"LINESTRING (120.8523507 24.5754092, 120.8535175 24.5760241, 120.8538931 24.5762155, 120.8541501 24.5763539, 120.8546976 24.5766325)",13,50,
1039689866,,False,,中正街,tertiary,True,9.156,"LINESTRING (120.8546158 24.5766678, 120.8546976 24.5766325)",126,,
330199682,,False,,中正街,secondary,False,284.691,"LINESTRING (120.8546158 24.5766678, 120.8544254 24.5766996, 120.8541053 24.5767785, 120.8539546 24.5768436, 120.8538163 24.5769394, 120.8533407 24.577238, 120.8532083 24.5772794, 120.8529592 24.5773228, 120.8524686 24.5772961, 120.8519825 24.5772813)",126,,
492285274,,True,,尖豐路,primary,False,266.132,"LINESTRING (120.8546158 24.5766678, 120.8540821 24.5763823, 120.8538601 24.5762626, 120.853488 24.5760715, 120.8523356 24.5754728)",13,50,
330199690,,False,,中華街,residential,False,155.889,"LINESTRING (120.8528597 24.5740935, 120.8527591 24.5742212, 120.8527016 24.5743778, 120.8526823 24.5744464, 120.852563 24.5748015, 120.8523507 24.5754092)",,,
393319490,,False,,,residential,False,57.926,"LINESTRING (120.851849 24.5767747, 120.8519825 24.5772813)",,,
330199686,,False,,,residential,True,140.119,"LINESTRING (120.851849 24.5767747, 120.8510253 24.5767868, 120.8504635 24.5767927)",,,
330199690,,False,,中華街,residential,True,152.934,"LINESTRING (120.851849 24.5767747, 120.8519201 24.5765514, 120.8521414 24.5759666, 120.8523356 24.5754728)",,,
330199686,,False,,,residential,False,140.119,"LINESTRING (120.8504635 24.5767927, 120.8510253 24.5767868, 120.851849 24.5767747)",,,
393319481,,False,,,unclassified,False,114.011,"LINESTRING (120.8504635 24.5767927, 120.8504553 24.5768904, 120.8503608 24.5770435, 120.8503094 24.5772747, 120.8502773 24.5774518, 120.8502729 24.5775929, 120.8503226 24.5777137, 120.8503614 24.5777698)",,,
393319481,,False,,,unclassified,True,249.62699999999995,"LINESTRING (120.8504635 24.5767927, 120.8504703 24.5766698, 120.850465 24.5763527, 120.8504408 24.5761575, 120.8504247 24.5760039, 120.8503714 24.5758739, 120.8503685 24.5757248, 120.8503994 24.5755377, 120.8504068 24.5754932, 120.8504828 24.575315, 120.8505508 24.575177, 120.8506736 24.5749266, 120.8508352 24.5746475)",,,
"[393319496, 1039689864]",,False,,中正街,residential,True,279.069,"LINESTRING (120.8487827 24.5771952, 120.8487535 24.5774326, 120.848748 24.5774774, 120.8486999 24.5779234, 120.8487304 24.5780954, 120.8487822 24.5781861, 120.8489339 24.5781055, 120.8494152 24.5779993, 120.8495893 24.5779484, 120.8498848 24.5778708, 120.8503614 24.5777698)",,,
393319490,,False,,,residential,True,57.926,"LINESTRING (120.8519825 24.5772813, 120.851849 24.5767747)",,,
330199682,,False,,中正街,secondary,False,173.084,"LINESTRING (120.8519825 24.5772813, 120.8516174 24.577385, 120.8514049 24.5774652, 120.8511148 24.5775853, 120.8508908 24.5776457, 120.8503614 24.5777698)",126,,
330199682,,False,,中正街,secondary,True,284.69100000000003,"LINESTRING (120.8519825 24.5772813, 120.8524686 24.5772961, 120.8529592 24.5773228, 120.8532083 24.5772794, 120.8533407 24.577238, 120.8538163 24.5769394, 120.8539546 24.5768436, 120.8541053 24.5767785, 120.8544254 24.5766996, 120.8546158 24.5766678)",126,,
330199681,,False,,,residential,False,27.633,"LINESTRING (120.8545176 24.5793798, 120.8545743 24.5796229)",,,
"[330199680, 1040194690, 1040194685]",,False,,"['中興街', '億興街']",residential,True,369.807,"LINESTRING (120.8545176 24.5793798, 120.8543725 24.5793575, 120.8541768 24.5793273, 120.8538583 24.5792796, 120.8535369 24.579235, 120.8532049 24.5791744, 120.852895 24.579117, 120.8525663 24.5790688, 120.8521907 24.5792333, 120.8519304 24.5794665, 120.8515147 24.5798387, 120.8512938 24.5800366)",,,
330199681,,False,,,residential,True,386.427,"LINESTRING (120.8545176 24.5793798, 120.8544712 24.5792366, 120.8543628 24.5789822, 120.8542588 24.5789205, 120.854147 24.5788407, 120.8539414 24.5788069, 120.8536397 24.5787569, 120.853314 24.5787007, 120.852997 24.5786312, 120.8526415 24.5785968, 120.8523632 24.5785698, 120.8520064 24.5787239, 120.8516289 24.5791383, 120.8514159 24.5793222)",,,
330199681,,False,,,residential,True,27.633,"LINESTRING (120.8545743 24.5796229, 120.8545176 24.5793798)",,,
112294275,,False,,,secondary,False,22.241,"LINESTRING (120.8512938 24.5800366, 120.8511648 24.5801986)",126,,
112294275,,False,,,secondary,True,83.724,"LINESTRING (120.8512938 24.5800366, 120.8513943 24.5798121, 120.8514708 24.5795743, 120.8514695 24.579428, 120.8514159 24.5793222)",126,,
"[330199680, 1040194690, 1040194685]",,False,,"['中興街', '億興街']",residential,False,369.80699999999996,"LINESTRING (120.8512938 24.5800366, 120.8515147 24.5798387, 120.8519304 24.5794665, 120.8521907 24.5792333, 120.8525663 24.5790688, 120.852895 24.579117, 120.8532049 24.5791744, 120.8535369 24.579235, 120.8538583 24.5792796, 120.8541768 24.5793273, 120.8543725 24.5793575, 120.8545176 24.5793798)",,,
393319498,,False,,雙龍街,residential,False,7.575,"LINESTRING (120.8499342 24.5741989, 120.8499415 24.5742667)",,,
492285275,,True,,尖豐路,primary,False,108.727,"LINESTRING (120.8499342 24.5741989, 120.8501649 24.5742108, 120.8503578 24.5742546, 120.8505217 24.5743404, 120.8507032 24.5744768, 120.8508816 24.574595)",13,50,
393319498,,False,,雙龍街,residential,True,7.575,"LINESTRING (120.8499415 24.5742667, 120.8499342 24.5741989)",,,
"[112299218, 904164109]",yes,True,,"['尖豐路', '雙龍橋']",primary,False,60.929,"LINESTRING (120.8499415 24.5742667, 120.8494792 24.5743062, 120.8493425 24.5743246)",13,,
"[446954904, 1039689865, 446954902]",,False,,中正街,residential,False,155.22,"LINESTRING (120.8555834 24.5760293, 120.8554384 24.5759361, 120.8553205 24.5759246, 120.8546878 24.576148, 120.8546644 24.5763535, 120.8547453 24.5765443, 120.8546976 24.5766325)",,,yes
381211424,,False,,,tertiary,True,177.49699999999999,"LINESTRING (120.8525926 24.5810162, 120.8525586 24.5810123, 120.8525042 24.581006, 120.8523313 24.5809327, 120.8520921 24.5808288, 120.8518917 24.5807917, 120.8517622 24.580627, 120.851693 24.5805138, 120.8516366 24.5804728, 120.8513379 24.580352, 120.8511648 24.5801986)",苗15,,
972878014,,False,,,unclassified,False,158.114,"LINESTRING (120.8525926 24.5810162, 120.8526319 24.5809746, 120.8527485 24.580851, 120.8529115 24.5804774, 120.8529997 24.5801965, 120.8530948 24.5801039, 120.8532035 24.5800946, 120.8535124 24.5801378)",,,
972878014,,False,,,unclassified,True,158.11400000000003,"LINESTRING (120.8535124 24.5801378, 120.8532035 24.5800946, 120.8530948 24.5801039, 120.8529997 24.5801965, 120.8529115 24.5804774, 120.8527485 24.580851, 120.8526319 24.5809746, 120.8525926 24.5810162)",,,
