osmid,highway,oneway,reversed,length,geometry,ref,bridge,name,lanes,maxspeed
1076814862,residential,False,False,86.418,"LINESTRING (120.9165291 24.5354791, 120.9165144 24.5356239, 120.9165654 24.5357044, 120.9167504 24.5358557, 120.9169167 24.5359851, 120.9169731 24.5360863)",,,,,
1180884930,tertiary,False,False,112.619,"LINESTRING (120.9165291 24.5354791, 120.9165741 24.5355248, 120.916632 24.5355806, 120.9167256 24.5356626, 120.9168695 24.535729, 120.9169965 24.5357687, 120.9171502 24.5357828, 120.9175316 24.5357896)",苗26,,,,
184342806,tertiary,False,False,114.893,"LINESTRING (120.9185095 24.5377539, 120.9184662 24.5376433, 120.9184621 24.5375435, 120.9184029 24.5367293)",苗66,,,,
184342806,tertiary,False,True,144.21599999999998,"LINESTRING (120.9185095 24.5377539, 120.918576 24.5378674, 120.9192499 24.538862)",苗66,,,,
184342806,tertiary,False,False,144.21599999999998,"LINESTRING (120.9192499 24.538862, 120.918576 24.5378674, 120.9185095 24.5377539)",苗66,,,,
"[467443219, 467443220]",residential,False,True,89.271,"LINESTRING (120.9192499 24.538862, 120.9194413 24.5391741, 120.9194645 24.5392052, 120.9196872 24.5395592)",,yes,新店四號橋,,
1180884931,secondary,False,False,19.187,"LINESTRING (120.9196872 24.5395592, 120.9198155 24.5396863)",124,,新蓬道路,,
"[467443219, 467443220]",residential,False,False,89.271,"LINESTRING (120.9196872 24.5395592, 120.9194645 24.5392052, 120.9194413 24.5391741, 120.9192499 24.538862)",,yes,新店四號橋,,
1077639839,secondary,False,True,47.04,"LINESTRING (120.9196872 24.5395592, 120.9196058 24.5396152, 120.9192618 24.5397206)",124,,新蓬道路,,
659566528,primary,False,False,24.284,"LINESTRING (120.9228853 24.5442378, 120.9227323 24.5440695)",3,,中豐公路,4,60
467443216,unclassified,False,True,153.776,"LINESTRING (120.9228853 24.5442378, 120.9228718 24.5437502, 120.9228131 24.5434006, 120.9227741 24.5432999, 120.9226006 24.5428948)",,,,,
"[1178710704, 1178710705]",residential,False,False,33.87,"LINESTRING (120.9162927 24.5428403, 120.9162489 24.5427321, 120.9162026 24.5427284, 120.9161342 24.5427004, 120.916108 24.5426253)",,yes,,,
1178710734,unclassified,False,True,285.375,"LINESTRING (120.9162927 24.5428403, 120.916383 24.5428407, 120.9165379 24.5428809, 120.9167362 24.5429251, 120.9169073 24.5429322, 120.9170005 24.542984, 120.9171152 24.5431182, 120.9173489 24.5431408, 120.9174276 24.543158, 120.9178743 24.5434168, 120.9180479 24.5434607, 120.9181678 24.5435071, 120.9183785 24.5435525, 120.9185616 24.543608, 120.9184992 24.5437507, 120.9185053 24.5438404, 120.9185582 24.5438751)",,,,,
"[990272744, 990272745, 303187114]",unclassified,False,True,253.391,"LINESTRING (120.9207004 24.5439648, 120.9205897 24.5436248, 120.9205468 24.5434296, 120.920528 24.5432148, 120.9205139 24.5431376, 120.9207651 24.5429614, 120.9210786 24.542736, 120.9213166 24.5426256, 120.9218486 24.5423944)",,yes,,,
990272748,unclassified,False,False,76.359,"LINESTRING (120.9207004 24.5439648, 120.9205984 24.5440149, 120.9203576 24.5440198, 120.9201315 24.5440554, 120.9200583 24.5440417, 120.919989 24.543984)",,,鳴鳳古道,,
"[1178710736, 1178710737, 1178710738]",unclassified,False,False,56.206999999999994,"LINESTRING (120.9207004 24.5439648, 120.920812 24.5439166, 120.9208928 24.5439214, 120.9209461 24.5439703, 120.9210178 24.5440173, 120.9210299 24.5440777, 120.9209575 24.5441643)",,yes,鳴鳳古道,,
"[1178710708, 990272748, 1178710709, 1178710710]",unclassified,False,False,160.932,"LINESTRING (120.919989 24.543984, 120.9199208 24.5438941, 120.919843 24.5438605, 120.9197237 24.543877, 120.9196003 24.5439173, 120.9194806 24.5439642, 120.9194381 24.5439461, 120.9193039 24.5438508, 120.9191912 24.5438578, 120.919031 24.5438904, 120.9188457 24.5438056, 120.918634 24.5438373, 120.9185582 24.5438751)",,yes,鳴鳳古道,,
990272748,unclassified,False,True,76.359,"LINESTRING (120.919989 24.543984, 120.9200583 24.5440417, 120.9201315 24.5440554, 120.9203576 24.5440198, 120.9205984 24.5440149, 120.9207004 24.5439648)",,,鳴鳳古道,,
1178710711,residential,False,False,29.668,"LINESTRING (120.919989 24.543984, 120.9198833 24.5441027, 120.9198383 24.5440966, 120.919835 24.544024)",,,,,
303186328,residential,False,True,73.279,"LINESTRING (120.9172442 24.5363117, 120.9171723 24.5361628, 120.9173366 24.5360048, 120.9175316 24.5357896)",,,,,
303186328,residential,False,False,73.279,"LINESTRING (120.9175316 24.5357896, 120.9173366 24.5360048, 120.9171723 24.5361628, 120.9172442 24.5363117)",,,,,
1180884930,tertiary,False,False,81.32699999999998,"LINESTRING (120.9175316 24.5357896, 120.9180413 24.5357968, 120.9182008 24.5358456, 120.9183229 24.5358737)",苗26,,,,
1180884930,tertiary,False,True,112.619,"LINESTRING (120.9175316 24.5357896, 120.9171502 24.5357828, 120.9169965 24.5357687, 120.9168695 24.535729, 120.9167256 24.5356626, 120.916632 24.5355806, 120.9165741 24.5355248, 120.9165291 24.5354791)",苗26,,,,
692720917,primary,False,True,94.423,"LINESTRING (120.9183229 24.5358737, 120.9181727 24.5367118)",3,yes,新和橋,4,60
467410965,tertiary,True,False,95.551,"LINESTRING (120.9183229 24.5358737, 120.9183472 24.5363257, 120.9184029 24.5367293)",苗66,yes,新和橋,,
1180884930,tertiary,False,True,81.327,"LINESTRING (120.9183229 24.5358737, 120.9182008 24.5358456, 120.9180413 24.5357968, 120.9175316 24.5357896)",苗26,,,,
303187110,tertiary,False,False,23.367,"LINESTRING (120.9181727 24.5367118, 120.9184029 24.5367293)",苗66,,,,
692720917,primary,False,False,94.423,"LINESTRING (120.9181727 24.5367118, 120.9183229 24.5358737)",3,yes,新和橋,4,60
"[467443212, 467443213, 467443221, 467443222, 467443223, 467443224, 1077639838]",primary,False,True,388.807,"LINESTRING (120.9181727 24.5367118, 120.9180405 24.5372765, 120.9179199 24.537866, 120.9178948 24.5380454, 120.9179093 24.5382168, 120.9179415 24.5383602, 120.918053 24.5385446, 120.918454 24.5389436, 120.9186844 24.539164, 120.9191989 24.5396603, 120.9192618 24.5397206)",3,yes,"['大東勢二橋', '中豐公路', '大東勢一橋']",4,60
303187110,tertiary,False,True,23.367,"LINESTRING (120.9184029 24.5367293, 120.9181727 24.5367118)",苗66,,,,
184342806,tertiary,False,True,114.893,"LINESTRING (120.9184029 24.5367293, 120.9184621 24.5375435, 120.9184662 24.5376433, 120.9185095 24.5377539)",苗66,,,,
262974849,unclassified,False,True,37.109,"LINESTRING (120.9215344 24.5410596, 120.9212692 24.540829)",,,,,
303187112,residential,False,False,54.963,"LINESTRING (120.9215344 24.5410596, 120.9219828 24.5407804)",,,,,
361899675,unclassified,False,False,169.02100000000002,"LINESTRING (120.9215344 24.5410596, 120.9215629 24.5411784, 120.9216789 24.541456, 120.9218025 24.5415578, 120.9220007 24.5416963, 120.922253 24.5421564, 120.9223388 24.5423495)",,,,,
303187112,residential,False,True,23.592,"LINESTRING (120.922177 24.5406629, 120.9219828 24.5407804)",,,,,
262974849,unclassified,False,False,37.109,"LINESTRING (120.9212692 24.540829, 120.9215344 24.5410596)",,,,,
262974849,unclassified,False,True,195.406,"LINESTRING (120.9212692 24.540829, 120.9211368 24.5407521, 120.9206361 24.5404364, 120.9202295 24.5401065, 120.9198779 24.5397608, 120.9198155 24.5396863)",,,,,
303187113,residential,False,False,63.199000000000005,"LINESTRING (120.9212692 24.540829, 120.9213189 24.5407425, 120.9215864 24.5405339, 120.9217149 24.5404395)",,,,,
467443215,residential,False,False,46.596,"LINESTRING (120.9217149 24.5404395, 120.9219828 24.5407804)",,,,,
1178710696,residential,False,False,21.707,"LINESTRING (120.9217149 24.5404395, 120.9215921 24.5402794)",,,,,
303187113,residential,False,True,63.199000000000005,"LINESTRING (120.9217149 24.5404395, 120.9215864 24.5405339, 120.9213189 24.5407425, 120.9212692 24.540829)",,,,,
467443210,primary,False,True,24.007,"LINESTRING (120.9218486 24.5423944, 120.9219486 24.5425902)",3,,中豐公路,4,60
"[990272744, 990272745, 303187114]",unclassified,False,False,253.391,"LINESTRING (120.9218486 24.5423944, 120.9213166 24.5426256, 120.9210786 24.542736, 120.9207651 24.5429614, 120.9205139 24.5431376, 120.920528 24.5432148, 120.9205468 24.5434296, 120.9205897 24.5436248, 120.9207004 24.5439648)",,yes,,,
467443210,primary,False,False,119.17,"LINESTRING (120.9218486 24.5423944, 120.9217816 24.5422358, 120.9215992 24.5419784, 120.9211526 24.5415429)",3,,中豐公路,4,60
"[990272748, 1178710708, 1178710709, 1178710710]",unclassified,False,True,160.93200000000002,"LINESTRING (120.9185582 24.5438751, 120.918634 24.5438373, 120.9188457 24.5438056, 120.919031 24.5438904, 120.9191912 24.5438578, 120.9193039 24.5438508, 120.9194381 24.5439461, 120.9194806 24.5439642, 120.9196003 24.5439173, 120.9197237 24.543877, 120.919843 24.5438605, 120.9199208 24.5438941, 120.919989 24.543984)",,yes,鳴鳳古道,,
1178710734,unclassified,False,False,285.375,"LINESTRING (120.9185582 24.5438751, 120.9185053 24.5438404, 120.9184992 24.5437507, 120.9185616 24.543608, 120.9183785 24.5435525, 120.9181678 24.5435071, 120.9180479 24.5434607, 120.9178743 24.5434168, 120.9174276 24.543158, 120.9173489 24.5431408, 120.9171152 24.5431182, 120.9170005 24.542984, 120.9169073 24.5429322, 120.9167362 24.5429251, 120.9165379 24.5428809, 120.916383 24.5428407, 120.9162927 24.5428403)",,,,,
467443216,unclassified,False,False,153.776,"LINESTRING (120.9226006 24.5428948, 120.9227741 24.5432999, 120.9228131 24.5434006, 120.9228718 24.5437502, 120.9228853 24.5442378)",,,,,
"[467443216, 467443218, 1180884932]",unclassified,False,True,47.399,"LINESTRING (120.9226006 24.5428948, 120.922534 24.5427407, 120.9224554 24.5425656, 120.9224261 24.5424992)",,yes,新店三號橋,,
