osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge
232028660,屏152,福安路,tertiary,False,True,9.153,"LINESTRING (120.7137664 22.0703008, 120.7138552 22.070299)",,
232028660,屏152,福安路,tertiary,False,False,59.477,"LINESTRING (120.7137664 22.0703008, 120.7132283 22.0702208, 120.7131965 22.0702161)",,
232028665,,和平路,living_street,False,True,9.376,"LINESTRING (120.7140555 22.0739962, 120.7139655 22.0739838)",,
386557608,26,中山路,primary,True,False,63.665,"LINESTRING (120.7140555 22.0739962, 120.714002 22.0745666)",50,
232041616,199,新興路,secondary,False,True,84.44,"LINESTRING (120.7140518 22.0725833, 120.7148708 22.0725583)",,
386557608,26,中山路,primary,True,False,60.492,"LINESTRING (120.7140518 22.0725833, 120.7140877 22.0731263)",50,
386557639,199,新興路,secondary,False,False,9.531,"LINESTRING (120.7140518 22.0725833, 120.7139594 22.0725871)",,
232028660,屏152,福安路,tertiary,False,False,9.153,"LINESTRING (120.7138552 22.070299, 120.7137664 22.0703008)",,
117334048,26,中山路,primary,True,False,254.832,"LINESTRING (120.7138552 22.070299, 120.7139471 22.071243, 120.7140022 22.0720696, 120.7140518 22.0725833)",50,
232028665,,和平路,living_street,False,False,9.376,"LINESTRING (120.7139655 22.0739838, 120.7140555 22.0739962)",,
232028665,,和平路,living_street,False,True,162.14600000000002,"LINESTRING (120.7139655 22.0739838, 120.7131905 22.073388, 120.7127593 22.0730474)",,
386557609,26,中山路,primary,True,False,94.63499999999999,"LINESTRING (120.7139655 22.0739838, 120.713995 22.0736135, 120.7140004 22.0732469, 120.7139977 22.0731338)",50,
386557639,199,新興路,secondary,False,True,9.531,"LINESTRING (120.7139594 22.0725871, 120.7140518 22.0725833)",,
232028655,,福興路,living_street,False,True,48.088,"LINESTRING (120.7139594 22.0725871, 120.7137484 22.0726046, 120.7137045 22.072615, 120.7136547 22.0726282, 120.7135137 22.0726937)",,
232037152,26,中山路,primary,True,False,255.039,"LINESTRING (120.7139594 22.0725871, 120.7139132 22.0720699, 120.7138297 22.0712846, 120.7137664 22.0703008)",50,
232037150,,,residential,False,False,13.325,"LINESTRING (120.714002 22.0745666, 120.7138838 22.0746152)",,
232016443,,仁愛路,residential,False,True,305.922,"LINESTRING (120.714002 22.0745666, 120.7144879 22.074559, 120.7145514 22.0745432, 120.7147041 22.0744606, 120.7149791 22.0743042, 120.7149258 22.0736719, 120.7148954 22.0732076, 120.7149392 22.0730791, 120.7149606 22.073012, 120.7149526 22.0729362, 120.7149325 22.0728989, 120.7148989 22.0728653, 120.7148842 22.0728206, 120.7148708 22.0725583)",,
232037150,,,residential,False,True,13.325,"LINESTRING (120.7138838 22.0746152, 120.714002 22.0745666)",,
386557609,26,中山路,primary,True,False,70.712,"LINESTRING (120.7138838 22.0746152, 120.7139655 22.0739838)",50,
232037153,,忠孝路,living_street,False,False,296.011,"LINESTRING (120.7138838 22.0746152, 120.713759 22.074599, 120.7133805 22.074453, 120.7132499 22.0744028, 120.7130506 22.0743206, 120.7127742 22.0742192, 120.7126506 22.0741718, 120.712513 22.0741189, 120.712173 22.0739845, 120.7121215 22.073969, 120.7117176 22.0738192, 120.7113126 22.0736514, 120.7112241 22.0736203)",,
232037153,,忠孝路,living_street,False,False,14.963,"LINESTRING (120.7105392 22.0713824, 120.7105437 22.0712479)",,
232028653,,福興路,living_street,False,False,218.70499999999998,"LINESTRING (120.7105392 22.0713824, 120.7109183 22.0716548, 120.7111653 22.0718393, 120.7113069 22.071957, 120.7116761 22.0723377, 120.7120866 22.0727212)",,
232037153,,忠孝路,living_street,False,True,327.255,"LINESTRING (120.7105392 22.0713824, 120.7105284 22.0714298, 120.7104953 22.0715305, 120.7104115 22.0717718, 120.7103964 22.0718096, 120.7100594 22.0726059, 120.7100473 22.0727463, 120.7100691 22.0729162, 120.7101566 22.0730725, 120.7102422 22.0731763, 120.7104179 22.0733143, 120.7105021 22.0733581, 120.7112241 22.0736203)",,
