osmid,highway,oneway,reversed,length,ref,name,maxspeed,geometry,bridge,lanes
854901482,secondary_link,False,True,10.606,,,,"LINESTRING (120.4720586 24.1277386, 120.472126 24.1278115)",,
854901482,secondary_link,False,False,10.606,,,,"LINESTRING (120.472126 24.1278115, 120.4720586 24.1277386)",,
854903828,secondary,True,False,214.168,138,和線路,50,"LINESTRING (120.472126 24.1278115, 120.4717259 24.1281346, 120.4708929 24.1288072, 120.4705304 24.1290715)",,
258458890,tertiary,False,False,12.744,彰5,和線路,,"LINESTRING (120.4704781 24.1289673, 120.4705304 24.1290715)",,
854903829,secondary,True,False,210.692,138,和線路,50,"LINESTRING (120.4704781 24.1289673, 120.4720586 24.1277386)",,
258458890,tertiary,False,True,12.744,彰5,和線路,,"LINESTRING (120.4705304 24.1290715, 120.4704781 24.1289673)",,
"[854901481, 258458890]",tertiary,False,False,124.08200000000001,彰5,"['中車路橋', '和線路']",,"LINESTRING (120.4705304 24.1290715, 120.4706122 24.1294154, 120.4707248 24.1299049, 120.4707589 24.1300666, 120.4707814 24.1301636)",yes,
854903827,secondary,True,False,254.07,138,中華東路,50,"LINESTRING (120.4705304 24.1290715, 120.4694811 24.1298057, 120.4689492 24.1301779, 120.4685679 24.130453, 120.4685479 24.1304669)",,
371098411,tertiary,False,False,13.551,彰192,中央路一段,,"LINESTRING (120.4714797 24.1306078, 120.4715972 24.1305499)",,
258458887,tertiary,False,False,489.978,彰5,線伸路,,"LINESTRING (120.4714797 24.1306078, 120.4717185 24.1309105, 120.4717268 24.1309409, 120.4717213 24.1309793, 120.4716898 24.1310112, 120.4713566 24.1312253, 120.4713357 24.1314624, 120.4713465 24.1316105, 120.4718107 24.1331537, 120.4722629 24.1346602)",,
371098412,tertiary,False,True,63.703,彰192;彰5,中央路二段,,"LINESTRING (120.4714797 24.1306078, 120.4712096 24.1307549, 120.4709374 24.1308963)",,
371098412,tertiary,False,False,63.703,彰192;彰5,中央路二段,,"LINESTRING (120.4709374 24.1308963, 120.4712096 24.1307549, 120.4714797 24.1306078)",,
854901480,tertiary,False,True,83.205,彰5,和線路,,"LINESTRING (120.4709374 24.1308963, 120.4709032 24.1308168, 120.4708429 24.1305499, 120.4707814 24.1301636)",,
258458891,residential,False,False,230.61900000000003,,,,"LINESTRING (120.4707814 24.1301636, 120.4704199 24.1302309, 120.4700699 24.1303057, 120.4693712 24.1304535, 120.4692445 24.1304748, 120.4691278 24.1304822, 120.4689153 24.1304916, 120.4685479 24.1304669)",,
550587238,unclassified,False,False,98.263,,,,"LINESTRING (120.4707814 24.1301636, 120.4709417 24.1301452, 120.4712091 24.1302368, 120.4712771 24.1302766, 120.4714286 24.13038, 120.4715972 24.1305499)",,1
854901480,tertiary,False,False,83.205,彰5,和線路,,"LINESTRING (120.4707814 24.1301636, 120.4708429 24.1305499, 120.4709032 24.1308168, 120.4709374 24.1308963)",,
"[854901481, 258458890]",tertiary,False,True,124.082,彰5,"['中車路橋', '和線路']",,"LINESTRING (120.4707814 24.1301636, 120.4707589 24.1300666, 120.4707248 24.1299049, 120.4706122 24.1294154, 120.4705304 24.1290715)",yes,
258458891,residential,False,False,12.44,,,,"LINESTRING (120.4685479 24.1304669, 120.4684772 24.1303755)",,
258458891,residential,False,True,230.619,,,,"LINESTRING (120.4685479 24.1304669, 120.4689153 24.1304916, 120.4691278 24.1304822, 120.4692445 24.1304748, 120.4693712 24.1304535, 120.4700699 24.1303057, 120.4704199 24.1302309, 120.4707814 24.1301636)",,
258458887,tertiary,False,True,489.97799999999995,彰5,線伸路,,"LINESTRING (120.4722629 24.1346602, 120.4718107 24.1331537, 120.4713465 24.1316105, 120.4713357 24.1314624, 120.4713566 24.1312253, 120.4716898 24.1310112, 120.4717213 24.1309793, 120.4717268 24.1309409, 120.4717185 24.1309105, 120.4714797 24.1306078)",,
258458891,residential,False,True,12.44,,,,"LINESTRING (120.4684772 24.1303755, 120.4685479 24.1304669)",,
854903826,secondary,True,False,256.49600000000004,138,中華東路,50,"LINESTRING (120.4684772 24.1303755, 120.4693614 24.1297606, 120.4699654 24.1293399, 120.4702471 24.1291528, 120.4704781 24.1289673)",,
371098411,tertiary,False,True,13.551,彰192,中央路一段,,"LINESTRING (120.4715972 24.1305499, 120.4714797 24.1306078)",,
550587238,unclassified,False,True,98.26299999999999,,,,"LINESTRING (120.4715972 24.1305499, 120.4714286 24.13038, 120.4712771 24.1302766, 120.4712091 24.1302368, 120.4709417 24.1301452, 120.4707814 24.1301636)",,1
