osmid,highway,oneway,reversed,length,ref,geometry,bridge
227171263,unclassified,False,True,10.438,,"LINESTRING (120.7024257 22.2042654, 120.7024589 22.2043541)",
8167416,primary,True,False,527.199,26,"LINESTRING (120.7024257 22.2042654, 120.702738 22.2041206, 120.7029302 22.2040494, 120.7032185 22.2039563, 120.7033643 22.2039197, 120.703539 22.2039054, 120.7037794 22.2039265, 120.7040272 22.2040141, 120.7041778 22.2040947, 120.7043281 22.2042048, 120.7046496 22.2044578, 120.7055297 22.2052481, 120.7061984 22.2058993, 120.7064637 22.2062267)",
"[339859943, 339859942, 227171263]",unclassified,False,False,770.9440000000002,,"LINESTRING (120.7024257 22.2042654, 120.7023609 22.2041652, 120.7023698 22.2040627, 120.7027597 22.2031869, 120.7028328 22.2030771, 120.7034508 22.2023685, 120.7036531 22.2021709, 120.7037418 22.2021125, 120.7040033 22.2019958, 120.7041574 22.2019352, 120.7046454 22.2018055, 120.7048079 22.2017351, 120.705048 22.2015625, 120.7052075 22.2014364, 120.7053205 22.2013471, 120.7054715 22.2011912, 120.7055989 22.201024, 120.7057193 22.2008426, 120.7058826 22.2006082, 120.705994 22.2003832, 120.7060493 22.200258, 120.706185 22.199964, 120.7064495 22.1994043, 120.7066433 22.1989795)",yes
227171263,unclassified,False,False,10.438,,"LINESTRING (120.7024589 22.2043541, 120.7024257 22.2042654)",
203244203,primary,True,False,155.658,26,"LINESTRING (120.7024589 22.2043541, 120.7022652 22.2044299, 120.7020664 22.2044742, 120.7019079 22.204492, 120.7018508 22.2044937, 120.7017175 22.2044977, 120.7015242 22.204469, 120.7013172 22.2044108, 120.7011131 22.2042931, 120.7010442 22.2042332)",
339859932,unclassified,False,True,195.701,,"LINESTRING (120.7066433 22.1989795, 120.7075787 22.1993118, 120.7076216 22.1993192, 120.7076833 22.1992994, 120.7077128 22.1992745, 120.707753 22.1992323, 120.7079998 22.1987754, 120.7080612 22.1986614)",
"[227171263, 339859942, 339859943]",unclassified,False,True,770.9440000000001,,"LINESTRING (120.7066433 22.1989795, 120.7064495 22.1994043, 120.706185 22.199964, 120.7060493 22.200258, 120.705994 22.2003832, 120.7058826 22.2006082, 120.7057193 22.2008426, 120.7055989 22.201024, 120.7054715 22.2011912, 120.7053205 22.2013471, 120.7052075 22.2014364, 120.705048 22.2015625, 120.7048079 22.2017351, 120.7046454 22.2018055, 120.7041574 22.2019352, 120.7040033 22.2019958, 120.7037418 22.2021125, 120.7036531 22.2021709, 120.7034508 22.2023685, 120.7028328 22.2030771, 120.7027597 22.2031869, 120.7023698 22.2040627, 120.7023609 22.2041652, 120.7024257 22.2042654)",yes
339859932,unclassified,False,False,124.37800000000001,,"LINESTRING (120.7082089 22.1975902, 120.7082439 22.1979162, 120.708268 22.198095, 120.7082761 22.198167, 120.708268 22.1982266, 120.7082519 22.1983135, 120.7080612 22.1986614)",
339859932,unclassified,False,False,195.701,,"LINESTRING (120.7080612 22.1986614, 120.7079998 22.1987754, 120.707753 22.1992323, 120.7077128 22.1992745, 120.7076833 22.1992994, 120.7076216 22.1993192, 120.7075787 22.1993118, 120.7066433 22.1989795)",
339859932,unclassified,False,True,124.378,,"LINESTRING (120.7080612 22.1986614, 120.7082519 22.1983135, 120.708268 22.1982266, 120.7082761 22.198167, 120.708268 22.198095, 120.7082439 22.1979162, 120.7082089 22.1975902)",
