osmid,oneway,ref,name,highway,maxspeed,access,reversed,length,tunnel,geometry,bridge
762640304,True,2,蘇港路,primary,50,no,False,15.373,,"LINESTRING (121.8460822 24.5942259, 121.8462324 24.5942044)",
"[338473098, 611244795, 338473095]",True,9,"['蘇花改', '蘇澳隧道']",primary,50,,False,333.489,yes,"LINESTRING (121.8460822 24.5942259, 121.8460608 24.5936251, 121.8460608 24.593389, 121.8461037 24.5929813, 121.8461895 24.5927453, 121.8462753 24.5925522, 121.8464041 24.5923376, 121.8465757 24.5921445, 121.8469191 24.5918012, 121.8472168 24.5915976)",
395300485,True,9,蘇花改,primary,60,,False,12.131,,"LINESTRING (121.8461627 24.5943068, 121.8460822 24.5942259)",
657959813,True,9,蘇港路,primary,50,,False,151.064,,"LINESTRING (121.8461627 24.5943068, 121.8449131 24.5945197, 121.8446946 24.5945591)",
74353989,False,,,unclassified,,,False,10.358,,"LINESTRING (121.8437565 24.5946293, 121.8437711 24.5947215)",
1213244227,True,9,蘇港路,primary,50,,False,94.27,,"LINESTRING (121.8437565 24.5946293, 121.8446718 24.5944678)",
"[145608305, 657959814, 145608390]",False,,,unclassified,,,True,100.15799999999999,,"LINESTRING (121.8438691 24.5956174, 121.8438331 24.5951556, 121.8438268 24.5950981, 121.8438185 24.5950428, 121.8438154 24.5950167, 121.8437969 24.5948909, 121.8437711 24.5947215)",yes
413278544,False,2戊;9丁,中山路一段,primary,,,False,122.701,,"LINESTRING (121.8438691 24.5956174, 121.8439402 24.5956216, 121.8443061 24.5956435, 121.8450798 24.5956933)",
"[413278545, 657959815]",False,2戊;9丁,"['中山路一段', '湧泉橋']",primary,,,True,100.26899999999999,,"LINESTRING (121.8438691 24.5956174, 121.8433126 24.5955857, 121.8429639 24.5956003, 121.8428789 24.5956032)",yes
74353989,False,,,unclassified,,,True,10.358,,"LINESTRING (121.8437711 24.5947215, 121.8437565 24.5946293)",
657959812,True,9,蘇港路,primary,50,,False,71.571,,"LINESTRING (121.8437711 24.5947215, 121.8431332 24.5947981, 121.8430694 24.5948063)",
"[145608305, 145608390, 657959814]",False,,,unclassified,,,False,100.15799999999999,,"LINESTRING (121.8437711 24.5947215, 121.8437969 24.5948909, 121.8438154 24.5950167, 121.8438185 24.5950428, 121.8438268 24.5950981, 121.8438331 24.5951556, 121.8438691 24.5956174)",yes
145583301,False,,,residential,,,False,13.808,,"LINESTRING (121.8475004 24.5940712, 121.8475426 24.5941893)",
145583301,False,,,residential,,,True,136.85199999999998,,"LINESTRING (121.8475004 24.5940712, 121.8473211 24.5938932, 121.8470157 24.5936656, 121.8468602 24.5936052, 121.8464164 24.5938587)",
145583301,False,,,residential,,,True,13.808,,"LINESTRING (121.8475426 24.5941893, 121.8475004 24.5940712)",
395300469,True,2,蘇港路,primary,50,,False,140.128,,"LINESTRING (121.8475426 24.5941893, 121.8461627 24.5943068)",
413278544,False,2戊;9丁,中山路一段,primary,,,False,167.568,,"LINESTRING (121.8450798 24.5956933, 121.8451479 24.5956977, 121.8456213 24.5957287, 121.8463519 24.5957764, 121.846733 24.5957998)",
413278544,False,2戊;9丁,中山路一段,primary,,,True,122.701,,"LINESTRING (121.8450798 24.5956933, 121.8443061 24.5956435, 121.8439402 24.5956216, 121.8438691 24.5956174)",
145608417,False,,中原路,residential,,,True,46.549,,"LINESTRING (121.8472626 24.5958339, 121.8472579 24.5962525)",
413278544,False,2戊;9丁,中山路一段,primary,,,False,29.709,,"LINESTRING (121.8472626 24.5958339, 121.8475557 24.5958528)",
413278544,False,2戊;9丁,中山路一段,primary,,,True,53.68,,"LINESTRING (121.8472626 24.5958339, 121.846733 24.5957998)",
413278544,False,2戊;9丁,中山路一段,primary,,,True,29.709,,"LINESTRING (121.8475557 24.5958528, 121.8472626 24.5958339)",
145608417,False,,中原路,residential,,,False,46.549,,"LINESTRING (121.8472579 24.5962525, 121.8472626 24.5958339)",
145608417,False,,中原路,residential,,,True,36.776,,"LINESTRING (121.8472579 24.5962525, 121.8472443 24.596583)",
145608501,False,,中山路一段308巷,residential,,,True,134.256,,"LINESTRING (121.8420743 24.5965424, 121.842471 24.5961829, 121.8425851 24.5960914, 121.8426602 24.596011, 121.8427286 24.5959073, 121.8428789 24.5956032)",
145608417,False,,中原路,residential,,,False,36.776,,"LINESTRING (121.8472443 24.596583, 121.8472579 24.5962525)",
145608417,False,,中原路,residential,,,True,104.54999999999998,,"LINESTRING (121.8472443 24.596583, 121.8472256 24.5969444, 121.8471807 24.5975214)",
145608252,False,,,residential,,,True,38.299,,"LINESTRING (121.8468931 24.597169, 121.8468978 24.5975134)",
145608252,False,,,residential,,,False,38.299,,"LINESTRING (121.8468978 24.5975134, 121.8468931 24.597169)",
145608339,False,,,residential,,,True,28.616,,"LINESTRING (121.8468978 24.5975134, 121.8471807 24.5975214)",
145608252,False,,,residential,,,True,81.512,,"LINESTRING (121.8468978 24.5975134, 121.8469636 24.5979877, 121.8469148 24.5982388)",
145608339,False,,,residential,,,False,28.616,,"LINESTRING (121.8471807 24.5975214, 121.8468978 24.5975134)",
145608417,False,,中原路,residential,,,False,104.54999999999998,,"LINESTRING (121.8471807 24.5975214, 121.8472256 24.5969444, 121.8472443 24.596583)",
145608417,False,,中原路,residential,,,True,119.322,,"LINESTRING (121.8471807 24.5975214, 121.8471794 24.59756, 121.8471587 24.5981637, 121.8472015 24.5983231, 121.8473018 24.5985734)",
145608252,False,,,residential,,,False,81.512,,"LINESTRING (121.8469148 24.5982388, 121.8469636 24.5979877, 121.8468978 24.5975134)",
145608355,False,,,residential,,,True,60.632000000000005,,"LINESTRING (121.8469148 24.5982388, 121.8469155 24.598326, 121.8469021 24.5983888, 121.8468726 24.5984522, 121.8468518 24.5985815, 121.8468571 24.5986674, 121.8468833 24.5987733)",
445712238,False,,,residential,,,False,76.367,,"LINESTRING (121.8469148 24.5982388, 121.846814 24.5982338, 121.8466974 24.5982508, 121.8466303 24.598274, 121.8465954 24.5983203, 121.8465659 24.5984959, 121.8465494 24.5986839)",
400785713,False,,,residential,,,False,47.795,,"LINESTRING (121.8473018 24.5985734, 121.8468833 24.5987733)",
145608417,False,,中原路,residential,,,False,119.322,,"LINESTRING (121.8473018 24.5985734, 121.8472015 24.5983231, 121.8471587 24.5981637, 121.8471794 24.59756, 121.8471807 24.5975214)",
445712233,False,,,residential,,,True,55.807,,"LINESTRING (121.8460156 24.5985687, 121.8463877 24.5986748, 121.8465494 24.5986839)",
145608332,False,,,residential,,,False,32.912,,"LINESTRING (121.8465494 24.5986839, 121.8465525 24.5988445, 121.8465976 24.5989735)",
445712233,False,,,residential,,,False,55.807,,"LINESTRING (121.8465494 24.5986839, 121.8463877 24.5986748, 121.8460156 24.5985687)",
445712238,False,,,residential,,,True,76.367,,"LINESTRING (121.8465494 24.5986839, 121.8465659 24.5984959, 121.8465954 24.5983203, 121.8466303 24.598274, 121.8466974 24.5982508, 121.846814 24.5982338, 121.8469148 24.5982388)",
400785713,False,,,residential,,,True,47.795,,"LINESTRING (121.8468833 24.5987733, 121.8473018 24.5985734)",
145608355,False,,,residential,,,False,60.632,,"LINESTRING (121.8468833 24.5987733, 121.8468571 24.5986674, 121.8468518 24.5985815, 121.8468726 24.5984522, 121.8469021 24.5983888, 121.8469155 24.598326, 121.8469148 24.5982388)",
762891229,False,,志成路,unclassified,,,True,48.97,,"LINESTRING (121.8392206 24.5945096, 121.8387363 24.5945153)",
"[762891234, 762891235, 762891229]",False,,志成路,unclassified,,,False,161.15699999999998,,"LINESTRING (121.8392206 24.5945096, 121.8393444 24.5945056, 121.8395056 24.5945005, 121.8397229 24.5944405, 121.8407039 24.5940262)",yes
762891229,False,,志成路,unclassified,,,False,82.325,,"LINESTRING (121.8379227 24.5944861, 121.8387363 24.5945153)",
197202704,False,,興泰街,unclassified,,,False,12.097,,"LINESTRING (121.8389493 24.5957697, 121.8389289 24.5956625)",
197202704,False,,興泰街,unclassified,,,True,12.097,,"LINESTRING (121.8389289 24.5956625, 121.8389493 24.5957697)",
197202704,False,,興泰街,unclassified,,,False,129.169,,"LINESTRING (121.8389289 24.5956625, 121.8388099 24.5948039, 121.8387363 24.5945153)",
295452915,True,9,蘇港路,primary,50,,False,285.945,,"LINESTRING (121.8389289 24.5956625, 121.8392084 24.595614, 121.8397382 24.5955222, 121.8398495 24.5955029, 121.8401512 24.5954114, 121.8416433 24.5949588)",
762891229,False,,志成路,unclassified,,,False,48.97,,"LINESTRING (121.8387363 24.5945153, 121.8392206 24.5945096)",
762891229,False,,志成路,unclassified,,,True,82.325,,"LINESTRING (121.8387363 24.5945153, 121.8379227 24.5944861)",
