osmid,highway,junction,oneway,reversed,length,geometry,name,ref,lanes
194427959,residential,roundabout,True,False,18.022,"LINESTRING (120.246353 23.4608375, 120.2464411 23.4608434, 120.2465202 23.4608795)",,,
194427959,residential,roundabout,True,False,24.792,"LINESTRING (120.2465202 23.4608795, 120.246563 23.4609191, 120.2465928 23.4609676, 120.2466077 23.4610217, 120.2466065 23.4610774)",,,
194427959,residential,roundabout,True,False,25.784999999999997,"LINESTRING (120.2466065 23.4610774, 120.2465933 23.4611222, 120.2465697 23.4611632, 120.2465368 23.4611984, 120.2464963 23.4612261, 120.2464501 23.461245)",,,
222297038,residential,,False,False,260.578,"LINESTRING (120.2466065 23.4610774, 120.2475571 23.461114, 120.248403 23.4611368, 120.2486383 23.4611431, 120.2491596 23.4611571)",大同東路,,
909305944,residential,,False,False,16.175,"LINESTRING (120.2461644 23.4611123, 120.2460071 23.4610939)",大同路,,
194427959,residential,roundabout,True,False,41.160999999999994,"LINESTRING (120.2461644 23.4611123, 120.2461526 23.4610516, 120.2461605 23.4609903, 120.2461876 23.4609338, 120.2462314 23.460887, 120.2462882 23.460854, 120.246353 23.4608375)",,,
194427959,residential,roundabout,True,False,36.095,"LINESTRING (120.2464501 23.461245, 120.2463921 23.4612546, 120.2463333 23.4612503, 120.2462777 23.4612323, 120.246229 23.4612018, 120.2461903 23.4611609, 120.2461644 23.4611123)",,,
222297014,residential,,False,False,119.151,"LINESTRING (120.2464501 23.461245, 120.2465504 23.4616481, 120.2467399 23.4622828)",光復新路,,
222297047,residential,,False,False,36.992,"LINESTRING (120.2492524 23.4614787, 120.2491596 23.4611571)",文明南路,,
222297047,residential,,False,True,149.72599999999997,"LINESTRING (120.2492524 23.4614787, 120.249404 23.4619524, 120.2494622 23.4621349, 120.2494808 23.4622755, 120.2494856 23.4622962, 120.2494971 23.4624504, 120.2495134 23.4627954)",文明南路,,
563816877,secondary,,False,False,114.71100000000001,"LINESTRING (120.2492524 23.4614787, 120.2497616 23.4608591, 120.2498011 23.460606)",市東路,167,
563816877,secondary,,False,True,219.666,"LINESTRING (120.2492524 23.4614787, 120.2487408 23.4620484, 120.248675 23.4621111, 120.2481899 23.4625272, 120.247749 23.4628867)",市東路,167,
222297055,residential,,False,False,112.508,"LINESTRING (120.249549 23.464156, 120.2484496 23.4640741)",海通路,,
222297055,residential,,False,True,72.395,"LINESTRING (120.249549 23.464156, 120.250233 23.4643298)",海通路,,
255675165,residential,,False,True,60.278,"LINESTRING (120.249549 23.464156, 120.249398 23.4646801)",文明路,,
222297047,residential,,False,False,37.361000000000004,"LINESTRING (120.249549 23.464156, 120.249568 23.4640105, 120.2495632 23.4638211)",文明南路,,
222297055,residential,,False,False,72.395,"LINESTRING (120.250233 23.4643298, 120.249549 23.464156)",海通路,,
