osmid,name,highway,oneway,reversed,length,ref,geometry,maxspeed
238969680,新民路,residential,False,True,69.681,,"LINESTRING (120.5515128 22.4701586, 120.5511973 22.4696039)",
419464089,新華路,secondary,False,True,129.915,189,"LINESTRING (120.5515128 22.4701586, 120.5518754 22.4707993, 120.5519871 22.4710723, 120.5519966 22.4711444, 120.5520032 22.471225)",
490787987,中正路,secondary,False,False,131.166,189,"LINESTRING (120.5515128 22.4701586, 120.5509523 22.4701414, 120.5504549 22.470121, 120.5502371 22.470119)",
490787987,中正路,secondary,False,False,18.155,189,"LINESTRING (120.5486273 22.4700586, 120.5484531 22.4700313)",
490787987,中正路,secondary,False,True,103.834,189,"LINESTRING (120.5486273 22.4700586, 120.5496374 22.4700855)",
309068346,,residential,False,True,123.261,,"LINESTRING (120.5486273 22.4700586, 120.5484295 22.4705807, 120.5483673 22.470744, 120.5482339 22.4711058)",
199680781,中正路,secondary,False,False,8.949,189,"LINESTRING (120.547996 22.4700168, 120.5479098 22.4700053)",
309068390,新中路,primary,True,False,121.921,1,"LINESTRING (120.547996 22.4700168, 120.5475886 22.4710466)",70
490787987,中正路,secondary,False,True,46.996,189,"LINESTRING (120.547996 22.4700168, 120.5484531 22.4700313)",
238969680,新民路,residential,False,False,24.975,,"LINESTRING (120.5492756 22.466256, 120.5493568 22.4664677)",
238969680,新民路,residential,False,False,24.576,,"LINESTRING (120.5493568 22.4664677, 120.5494579 22.466668)",
238969680,新民路,residential,False,True,24.975,,"LINESTRING (120.5493568 22.4664677, 120.5492756 22.466256)",
309068390,新中路,primary,True,False,141.75900000000001,1,"LINESTRING (120.5493568 22.4664677, 120.5492278 22.4669942, 120.548956 22.467685)",70
419464089,新華路,secondary,False,False,129.91500000000002,189,"LINESTRING (120.5520032 22.471225, 120.5519966 22.4711444, 120.5519871 22.4710723, 120.5518754 22.4707993, 120.5515128 22.4701586)",
199680781,中正路,secondary,False,True,8.949,189,"LINESTRING (120.5479098 22.4700053, 120.547996 22.4700168)",
473057694,新中路,primary,True,False,441.01199999999994,1,"LINESTRING (120.5479098 22.4700053, 120.5484096 22.4687842, 120.5486458 22.4681862, 120.5491535 22.4669231, 120.5492756 22.466256)",70
490787987,中正路,secondary,False,False,46.996,189,"LINESTRING (120.5484531 22.4700313, 120.547996 22.4700168)",
490787987,中正路,secondary,False,True,18.155,189,"LINESTRING (120.5484531 22.4700313, 120.5486273 22.4700586)",
309068339,,residential,False,False,160.594,,"LINESTRING (120.5484531 22.4700313, 120.5486495 22.4695863, 120.5486968 22.4695505, 120.5487494 22.4695297, 120.5488045 22.4695086, 120.5488698 22.4694958, 120.5489862 22.4694964, 120.5496674 22.46952)",
238969680,新民路,residential,False,False,69.681,,"LINESTRING (120.5511973 22.4696039, 120.5515128 22.4701586)",
238969680,新民路,residential,False,True,37.08,,"LINESTRING (120.5511973 22.4696039, 120.551013 22.4693172)",
309068339,,residential,False,True,157.482,,"LINESTRING (120.5511973 22.4696039, 120.550468 22.4695594, 120.5496674 22.46952)",
309068342,復興街,residential,False,True,62.956,,"LINESTRING (120.5496674 22.46952, 120.5496374 22.4700855)",
309068339,,residential,False,False,157.482,,"LINESTRING (120.5496674 22.46952, 120.550468 22.4695594, 120.5511973 22.4696039)",
309068339,,residential,False,True,160.594,,"LINESTRING (120.5496674 22.46952, 120.5489862 22.4694964, 120.5488698 22.4694958, 120.5488045 22.4695086, 120.5487494 22.4695297, 120.5486968 22.4695505, 120.5486495 22.4695863, 120.5484531 22.4700313)",
309068342,復興街,residential,False,False,178.964,,"LINESTRING (120.5496674 22.46952, 120.5496962 22.4689385, 120.5497166 22.4689035, 120.5497457 22.4688819, 120.5497894 22.4688739, 120.5507746 22.4689266)",
238969680,新民路,residential,False,False,49.865,,"LINESTRING (120.5507746 22.4689266, 120.551013 22.4693172)",
238969680,新民路,residential,False,True,175.59699999999998,,"LINESTRING (120.5507746 22.4689266, 120.5502887 22.4681143, 120.5500668 22.4677269, 120.5499559 22.4675405)",
309068342,復興街,residential,False,True,178.964,,"LINESTRING (120.5507746 22.4689266, 120.5497894 22.4688739, 120.5497457 22.4688819, 120.5497166 22.4689035, 120.5496962 22.4689385, 120.5496674 22.46952)",
309068342,復興街,residential,False,False,62.956,,"LINESTRING (120.5496374 22.4700855, 120.5496674 22.46952)",
490787987,中正路,secondary,False,False,103.834,189,"LINESTRING (120.5496374 22.4700855, 120.5486273 22.4700586)",
490787987,中正路,secondary,False,True,61.733,189,"LINESTRING (120.5496374 22.4700855, 120.5502371 22.470119)",
309068344,,residential,False,True,119.78,,"LINESTRING (120.5496374 22.4700855, 120.5496279 22.4706504, 120.5496091 22.4708631, 120.5495734 22.4711601)",
309068343,,residential,False,False,66.638,,"LINESTRING (120.5475886 22.4710466, 120.5481953 22.4711042, 120.5482339 22.4711058)",
309068343,,residential,False,False,60.255,,"LINESTRING (120.5495734 22.4711601, 120.5501591 22.4711867)",
309068343,,residential,False,True,137.769,,"LINESTRING (120.5495734 22.4711601, 120.5482339 22.4711058)",
