osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge
514859952,3,8;21,trunk,30,roundabout,True,False,15.049,"LINESTRING (14.4766997 35.8754225, 14.4767068 35.8753801, 14.4766923 35.8752883)",,
14856882,3,8;21,trunk,30,roundabout,True,False,13.133,"LINESTRING (14.4761107 35.8754921, 14.4761532 35.8755401, 14.4762081 35.8755789)",,
537996453,2,8,trunk,,,False,True,76.567,"LINESTRING (14.4770642 35.8736059, 14.4769158 35.8742839)",Luqa,
22823613,,,residential,,,True,False,181.94299999999998,"LINESTRING (14.4770642 35.8736059, 14.4779356 35.8737709, 14.4782367 35.8736256, 14.4783376 35.8736316, 14.4787646 35.8740529)",Cawsli,
16280579,2,21,trunk,60,,True,False,250.238,"LINESTRING (14.4761882 35.8751663, 14.4759559 35.8752029, 14.475517 35.8752072, 14.4754045 35.8752101, 14.4743843 35.8752368, 14.4734186 35.8751777)",Triq Ġuże Duca,
514859939,3,8;21,trunk,30,roundabout,True,False,39.873,"LINESTRING (14.4761882 35.8751663, 14.4761157 35.875234, 14.4760762 35.8753178, 14.4760745 35.8754074, 14.4761107 35.8754921)",,
16280579,2,21,trunk,60,,True,False,73.758,"LINESTRING (14.4706954 35.8748385, 14.4698862 35.8747382)",Triq Ġuże Duca,
16280579,2,21,trunk,60,,True,False,28.447,"LINESTRING (14.4690357 35.8747242, 14.468721 35.8747448)",Triq Ġuże Duca,
15100003,,,unclassified,,,True,False,48.417,"LINESTRING (14.4714281 35.8749402, 14.4712463 35.8748709, 14.4711739 35.8748237, 14.4711336 35.8747715, 14.4711083 35.8746373)",,
16280579,2,21,trunk,60,,True,False,66.979,"LINESTRING (14.4714281 35.8749402, 14.4710994 35.8748946, 14.4706954 35.8748385)",Triq Ġuże Duca,
15100195,,,unclassified,,,False,True,113.694,"LINESTRING (14.4713845 35.8736448, 14.4713386 35.8740341, 14.4712398 35.8742928, 14.4711214 35.8746029, 14.4711083 35.8746373)",Triq Tal-Ħandaq,
47309264,,,residential,,,False,False,306.134,"LINESTRING (14.4713845 35.8736448, 14.471626 35.8736836, 14.4719142 35.8738573, 14.4720718 35.8739052, 14.47239 35.8740724, 14.4725445 35.8740682, 14.4726235 35.8738743, 14.4726879 35.8733527, 14.4730098 35.8730745, 14.4731815 35.8729521, 14.4732563 35.8728987, 14.4735979 35.8730548)",,
22823914,,,residential,,,False,False,17.18,"LINESTRING (14.4774019 35.8814244, 14.4775339 35.8815359)",Triq Correa,
22898359,,,residential,,,False,False,188.12099999999998,"LINESTRING (14.4774019 35.8814244, 14.4787457 35.8811382, 14.4794397 35.8812031)",Triq Pawlu Farrugia,
1124443853,,,residential,,,False,True,20.024,"LINESTRING (14.4774019 35.8814244, 14.477356 35.88135, 14.4773177 35.8812582)",Triq Correa,yes
15430292,,,residential,,,True,False,112.51500000000001,"LINESTRING (14.4759823 35.8760434, 14.4753008 35.8761515, 14.474899 35.8762113, 14.4747556 35.8762327)",Triq San Edwardu,
514868589,2,,tertiary,,,False,True,36.613,"LINESTRING (14.478839 35.8792847, 14.478494 35.8791107)",San Bastjan,
15429858,,,tertiary,,,False,False,12.849,"LINESTRING (14.478839 35.8792847, 14.4789102 35.8793101, 14.4789695 35.8793313)",San Bastjan,
206167444,,,residential,,,True,False,41.195,"LINESTRING (14.4778843 35.8793389, 14.4780026 35.8792996, 14.4781349 35.8792684, 14.4783248 35.8792478)",Triq il-Kbira,
22823831,,,residential,,,True,False,40.366,"LINESTRING (14.4778777 35.880865, 14.4779283 35.8805043)",Triq Ġorġ Borġ,
529648103,,,residential,,,False,False,56.378,"LINESTRING (14.4778777 35.880865, 14.4773011 35.881062)",Triq Amleto Spiteri,
206167444,,,residential,,,True,False,9.716,"LINESTRING (14.4768337 35.8796713, 14.4769367 35.8796454)",Triq il-Kbira,
514868585,,,residential,,,True,False,87.971,"LINESTRING (14.4768337 35.8796713, 14.4770859 35.8804356)",Triq Correa,
25993239,,,residential,,,False,True,67.96,"LINESTRING (14.4712774 35.8793273, 14.4720291 35.8793781)",Triq Anici,
22898306,,,residential,,,True,False,115.165,"LINESTRING (14.4712774 35.8793273, 14.471248 35.8794748, 14.471198 35.8795176, 14.470889 35.8796845, 14.4709405 35.8799349, 14.4709781 35.8802058)",Triq Santa Katerina,
514868591,,,residential,30,,False,False,167.70399999999998,"LINESTRING (14.4712774 35.8793273, 14.4699193 35.8795759, 14.4696034 35.8796303, 14.4694608 35.8796561)",Triq L-Isqof Scicluna,
297539367,,,tertiary,,,True,False,42.239999999999995,"LINESTRING (14.4707437 35.8784983, 14.4709132 35.8784751, 14.47121 35.8784822)",Triq Il-Vitorja,
514859955,,,residential,,,True,False,69.779,"LINESTRING (14.4744076 35.8777887, 14.4751619 35.8776464)",Triq Il-Vitorja,
22823676,,,residential,,,True,False,164.829,"LINESTRING (14.4744076 35.8777887, 14.4744356 35.8777134, 14.4741322 35.8763314)",Triq iz-Zinzell,
48452286,,,residential,,,True,False,32.183,"LINESTRING (14.4764199 35.877192, 14.4763582 35.8770111, 14.4763203 35.8769141)",Triq San Bartalomew,
30090884,,,residential,,,False,True,62.576,"LINESTRING (14.4778861 35.8749122, 14.4778361 35.8754735)",Zebbuga,
1151552662,,,residential,,,True,False,12.33,"LINESTRING (14.4778861 35.8749122, 14.4780227 35.8749188)",Misraħ iż-Zebbuġ,
22823607,,,residential,,,False,False,8.12,"LINESTRING (14.4775794 35.8748803, 14.4775174 35.8748273)",Misraħ iż-Zebbuġ,
1151552662,,,residential,,,True,False,27.861,"LINESTRING (14.4775794 35.8748803, 14.4778861 35.8749122)",Misraħ iż-Zebbuġ,
22823607,,,residential,,,False,True,48.026,"LINESTRING (14.4776337 35.8744058, 14.4775174 35.8748273)",Misraħ iż-Zebbuġ,
22823611,,,residential,,,False,False,41.571,"LINESTRING (14.4776337 35.8744058, 14.4780822 35.8744935)",Tin,
22823611,,,residential,,,False,True,66.089,"LINESTRING (14.4776337 35.8744058, 14.4769158 35.8742839)",Tin,
22823611,,,residential,,,False,False,78.618,"LINESTRING (14.4780822 35.8744935, 14.4787646 35.8740529)",Tin,
22823611,,,residential,,,False,True,41.571,"LINESTRING (14.4780822 35.8744935, 14.4776337 35.8744058)",Tin,
22823612,,,residential,,,False,False,47.594,"LINESTRING (14.4780822 35.8744935, 14.4780227 35.8749188)",Misraħ iż-Zebbuġ,
22823611,,,residential,,,False,True,78.618,"LINESTRING (14.4787646 35.8740529, 14.4780822 35.8744935)",Tin,
22823612,,,residential,,,False,True,47.594,"LINESTRING (14.4780227 35.8749188, 14.4780822 35.8744935)",Misraħ iż-Zebbuġ,
47366168,2,21,trunk,60,,True,False,33.95,"LINESTRING (14.4757637 35.8753731, 14.4761107 35.8754921)",Triq l-Mdina,
25994761,,,residential,,,True,False,77.386,"LINESTRING (14.4757637 35.8753731, 14.4758205 35.8754751, 14.4758998 35.8757275, 14.475971 35.8759544, 14.4759823 35.8760434)",Triq San Bartalomew,
47366168,2,21,trunk,60,,True,False,111.995,"LINESTRING (14.4745242 35.8753016, 14.4753703 35.8753394, 14.4755911 35.8753566, 14.4757637 35.8753731)",Triq l-Mdina,
15430292,,,residential,,,True,False,57.23,"LINESTRING (14.4747556 35.8762327, 14.4741322 35.8763314)",Triq San Edwardu,
469401541,,,residential,,,True,False,161.403,"LINESTRING (14.4747556 35.8762327, 14.4751619 35.8776464)",Triq Antonio Muscat Fenech,
22823644,,,residential,,,True,False,106.004,"LINESTRING (14.4747556 35.8762327, 14.4745172 35.8753975, 14.4745242 35.8753016)",Triq Antonio Muscat Fenech,
514859955,,,residential,,,True,False,126.154,"LINESTRING (14.4751619 35.8776464, 14.4758133 35.8775227, 14.4763919 35.8772065, 14.4764199 35.877192)",Triq Il-Vitorja,
47366168,2,21,trunk,60,,True,False,92.48,"LINESTRING (14.4735033 35.8753845, 14.4736985 35.8753623, 14.47413 35.8753231, 14.4745242 35.8753016)",Triq l-Mdina,
16280579,2,21,trunk,60,,True,False,32.551,"LINESTRING (14.4734186 35.8751777, 14.473059 35.8751496)",Triq Ġuże Duca,
22823673,1,,trunk_link,30,,True,False,33.947,"LINESTRING (14.4734186 35.8751777, 14.4733654 35.8752387, 14.4733502 35.8752807, 14.4733594 35.8753166, 14.4733789 35.8753573, 14.4734188 35.8753764, 14.4735033 35.8753845)",,
47366168,2,21,trunk,60,,True,False,8.127,"LINESTRING (14.473102 35.8754626, 14.4731897 35.8754455)",Triq l-Mdina,
22823675,,,residential,,,True,False,112.879,"LINESTRING (14.473102 35.8754626, 14.4731166 35.8755093, 14.4733814 35.8764219, 14.4733897 35.8764506)",Triq il-Ġdida,
16280579,2,21,trunk,60,,True,False,7.797,"LINESTRING (14.473059 35.8751496, 14.4729734 35.8751393)",Triq Ġuże Duca,
297539367,,,tertiary,,,True,False,19.714,"LINESTRING (14.473862 35.877828, 14.4740808 35.8778265)",Triq Il-Vitorja,
