osmid,oneway,name,highway,reversed,length,geometry,lanes,bridge,maxspeed,junction,tunnel,access
983293662,True,Triq Melita,residential,False,52.68,"LINESTRING (14.5121714 35.8960504, 14.5124943 35.8956554)",,,,,,
22888037,True,Triq Melita,residential,False,116.411,"LINESTRING (14.5121714 35.8960504, 14.511726 35.8965059, 14.5113681 35.8968705)",,,,,,
33504675,False,Triq San Pawl,residential,False,268.585,"LINESTRING (14.5121714 35.8960504, 14.513023 35.8965882, 14.5137466 35.8970824, 14.5145084 35.8975496)",,,,,,
4813379,True,Triq San Duminku,residential,False,60.323,"LINESTRING (14.5165137 35.8988131, 14.5161109 35.8992465)",,,,,,
534789055,True,Triq San Pawl,residential,False,59.745,"LINESTRING (14.5165137 35.8988131, 14.517038 35.8991422)",,,,,,
22778642,False,Triq il-Mediterran,residential,True,59.754000000000005,"LINESTRING (14.5179638 35.8981626, 14.5177949 35.8980406, 14.5174645 35.8978088)",,,,,,
42714339,False,Barriera Wharf,tertiary,True,102.23799999999999,"LINESTRING (14.5179638 35.8981626, 14.5181013 35.8975583, 14.5181155 35.8974499, 14.5181146 35.8974097, 14.5181119 35.8973788, 14.5181014 35.8973478, 14.5180847 35.8973148, 14.5180638 35.8972896, 14.5180416 35.89727)",2,,,,,
329285438,False,Triq il-Mediterran,tertiary,False,194.35500000000002,"LINESTRING (14.5179638 35.8981626, 14.5179989 35.8982721, 14.5180083 35.898328, 14.5184162 35.8996804, 14.5184719 35.899861)",,,,,,
551034662,False,Triq San Nikola,residential,True,38.845,"LINESTRING (14.5179638 35.8981626, 14.5179267 35.8982434, 14.5177097 35.8984392)",,,,,,
516198701,False,Triq il-Mediterran,tertiary,True,66.263,"LINESTRING (14.5178273 35.9011032, 14.5183067 35.9008088, 14.5184178 35.900748)",,,,,,
"[552910493, 983809639]",False,Misraħ Sant' Iermu,tertiary,False,62.61,"LINESTRING (14.5178273 35.9011032, 14.5177693 35.9012032, 14.5177637 35.9012579, 14.5177362 35.9013227, 14.5177105 35.9014016, 14.5176909 35.9014921, 14.5176775 35.9016474)",2,yes,,,,
516198706,True,Triq l-Isptar,residential,False,104.183,"LINESTRING (14.5170778 35.8998687, 14.5163597 35.9006032)",,,,,,
551034664,True,Triq il-Merkanti,residential,False,52.444,"LINESTRING (14.5170778 35.8998687, 14.5166256 35.8995716)",,,,,,
534789050,True,Triq il-Merkanti,residential,False,58.789,"LINESTRING (14.5166256 35.8995716, 14.5161109 35.8992465)",,,,,,
534789051,True,Triq San Nikola,residential,False,60.495,"LINESTRING (14.5166256 35.8995716, 14.517038 35.8991422)",,,,,,
534789050,True,Triq il-Merkanti,residential,False,61.719,"LINESTRING (14.5161109 35.8992465, 14.515577 35.8988986)",,,,,,
4813379,True,Triq San Duminku,residential,False,106.209,"LINESTRING (14.5161109 35.8992465, 14.5157337 35.8996265, 14.5154023 35.9000093)",,,,,,
534789052,True,Triq San Kristofru,residential,False,57.805,"LINESTRING (14.515577 35.8988986, 14.5159661 35.8984852)",,,,,,
983316074,True,Triq Kristofru,residential,False,108.289,"LINESTRING (14.515577 35.8988986, 14.5151922 35.8992919, 14.5148523 35.8996753)",,,,,,
4825428,True,Triq l-Arċisqof,residential,False,54.324,"LINESTRING (14.5156057 35.8976319, 14.5152582 35.8980312)",,,,,,
