osmid,oneway,name,highway,reversed,length,ref,lanes,geometry,maxspeed,junction
95369338,True,Triq Tal-Mensija,residential,False,115.934,,,"LINESTRING (14.4783461 35.90791, 14.4783778 35.9089523)",,
156784701,False,Triq In-Naxxar,primary,False,42.241,18,,"LINESTRING (14.4783461 35.90791, 14.4787984 35.9080105)",,
517089339,False,Vjal ir-Rihan,primary,True,58.45,,2,"LINESTRING (14.4783461 35.90791, 14.4776973 35.9079226)",,
47348225,True,Tal-Ghorghar,residential,False,146.93499999999997,,,"LINESTRING (14.4783461 35.90791, 14.4783112 35.9078475, 14.4781417 35.9069109, 14.4781816 35.9068258, 14.4782464 35.9067512, 14.4783592 35.9066674)",,
"[22779000, 22779023]",False,"['Sqaq Tomna', 'Triq Santa Margarita']",residential,True,106.423,,,"LINESTRING (14.4820164 35.9106841, 14.4813982 35.9110814, 14.4810433 35.9109456)",,
533349203,True,Sqaq Tomna,residential,False,64.672,,,"LINESTRING (14.4820164 35.9106841, 14.4821457 35.9103753, 14.482247 35.9101333)",,
22779017,True,Triq Il-Kapuccini,residential,False,68.04,,,"LINESTRING (14.482247 35.9101333, 14.4828892 35.9104556)",,
22779017,True,Triq Il-Kapuccini,residential,False,54.885,,,"LINESTRING (14.4833834 35.9106841, 14.483914 35.9109269)",,
22779084,True,W D'Amato,residential,False,41.44,,,"LINESTRING (14.4833834 35.9106841, 14.4836112 35.9103603)",,
138392074,True,Saver Zarb,residential,False,152.457,,,"LINESTRING (14.4836112 35.9103603, 14.4826361 35.9098937, 14.4825499 35.909886, 14.4824315 35.9099009, 14.4823495 35.9099424, 14.482247 35.9101333)",,
14868851,True,,secondary,False,21.576999999999998,,,"LINESTRING (14.4749829 35.9064048, 14.4749355 35.9063993, 14.4748885 35.9064071, 14.4748476 35.9064273, 14.4748176 35.9064575, 14.4748019 35.9064942)",,
188189613,True,Triq Sir Anthony Mamo,secondary,False,68.78399999999999,,,"LINESTRING (14.4749829 35.9064048, 14.4747834 35.906356, 14.4745979 35.906358, 14.4742519 35.9064637)",,
22892980,False,E.Cremona,residential,True,45.426,,,"LINESTRING (14.4739283 35.9105979, 14.4734339 35.9106788)",,
156791369,False,R Caruana Dingli,tertiary,True,19.032,,,"LINESTRING (14.4739283 35.9105979, 14.474124 35.9106625)",,
22892976,False,Triq Guzeppa Micallef,residential,False,34.184,,,"LINESTRING (14.474857 35.9109338, 14.4751341 35.9107237)",,
156791369,False,R Caruana Dingli,tertiary,False,72.581,,,"LINESTRING (14.474857 35.9109338, 14.474124 35.9106625)",,
156791369,False,R Caruana Dingli,tertiary,True,34.619,,,"LINESTRING (14.474857 35.9109338, 14.4752004 35.9110737)",,
156790148,False,L-Istefanotis,tertiary,False,25.412,,,"LINESTRING (14.475861 35.911032, 14.4759877 35.9112362)",,
