osmid,ref,name,highway,oneway,reversed,length,maxspeed,geometry,lanes
18298354,CR 13,Poplar Avenue North,tertiary,False,False,137.903,,"LINESTRING (-96.2811489 44.7120385, -96.2799116 44.7129131)",
18299557,MN 68,1st Street West,secondary,False,True,264.933,30 mph,"LINESTRING (-96.2811489 44.7120385, -96.2787963 44.710341)",
18299360,CR 30,Poplar Avenue South,tertiary,False,True,130.17399999999998,,"LINESTRING (-96.2811489 44.7120385, -96.2815566 44.7117263, -96.281895 44.7114743, -96.2820109 44.7113426, -96.2820975 44.7112108, -96.2821294 44.7111179)",
18299557,MN 68,1st Street West,secondary,False,False,116.726,30 mph,"LINESTRING (-96.2811489 44.7120385, -96.2817121 44.7124683, -96.2821556 44.7128067)",
18298354,CR 13,Poplar Avenue North,tertiary,False,True,137.903,,"LINESTRING (-96.2799116 44.7129131, -96.2811489 44.7120385)",
18300120,,2nd Street West,residential,False,True,148.885,,"LINESTRING (-96.2799116 44.7129131, -96.278585 44.7119623)",
18300059,,Lyon Avenue South,residential,False,False,164.723,,"LINESTRING (-96.2819015 44.7088699, -96.280408 44.7099033)",
18299473,,1st Street South,residential,False,True,132.95,,"LINESTRING (-96.2821294 44.7111179, -96.2809442 44.7102693)",
18299360,CR 30,Poplar Avenue South,tertiary,False,False,130.17399999999998,,"LINESTRING (-96.2821294 44.7111179, -96.2820975 44.7112108, -96.2820109 44.7113426, -96.281895 44.7114743, -96.2815566 44.7117263, -96.2811489 44.7120385)",
18299688,CR 30,Division Street West,tertiary,False,True,390.90299999999996,,"LINESTRING (-96.2821294 44.7111179, -96.2821807 44.7086455, -96.282208 44.7083485, -96.282275 44.7081083, -96.282415 44.7078472, -96.2825696 44.7076556)",
18299381,,Division Street East,residential,False,False,190.187,,"LINESTRING (-96.2820256 44.7063395, -96.2819436 44.7080489)",
