osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,bridge,ref
24528921,2,Linden Avenue,tertiary,False,False,33.948,,"LINESTRING (-76.691852 39.2490013, -76.6914578 39.2490054)",,
93418186,2,Sulphur Spring Road,tertiary,False,True,231.79299999999998,25 mph,"LINESTRING (-76.691852 39.2490013, -76.6918539 39.2488874, -76.691856 39.2487988, -76.6918606 39.248607, -76.6918686 39.2485405, -76.6918995 39.2484875, -76.6919451 39.248447, -76.6926938 39.2479392, -76.6929281 39.2477803, -76.6929568 39.2477577, -76.6930059 39.247719, -76.6930244 39.2476908, -76.6930515 39.2476494, -76.6930657 39.2476042, -76.6930743 39.2475767, -76.6930743 39.2475071, -76.6930569 39.2474427, -76.6930078 39.2473232)",,
"[111637290, 208173131, 111637309]",2,Linden Avenue,tertiary,False,True,237.897,25 mph,"LINESTRING (-76.691852 39.2490013, -76.691852 39.2491488, -76.691844 39.2493876, -76.6918534 39.2494686, -76.6918708 39.2495362, -76.6919164 39.2495985, -76.6919768 39.2496525, -76.6924167 39.24995, -76.6924948 39.2499993, -76.6926263 39.2500852, -76.6930082 39.2503379, -76.6931946 39.2504533, -76.6934144 39.2505965)",yes,
401324774,5,Sulphur Spring Road,secondary,False,False,64.244,30 mph,"LINESTRING (-76.6887767 39.2491884, -76.6885447 39.2492206, -76.6883556 39.2492372, -76.6880362 39.2492531)",,
"[1095309378, 401324773]",5,Sulphur Spring Road,secondary,False,True,46.964,30 mph,"LINESTRING (-76.6887767 39.2491884, -76.6889838 39.249142, -76.6890503 39.2491271, -76.6892944 39.2490565)",,
401324769,2,Benson Avenue,tertiary,True,False,12.281,30 mph,"LINESTRING (-76.6883592 39.2498896, -76.6883438 39.2497798)",,
194424387,2,Benson Avenue,tertiary,False,True,25.961,30 mph,"LINESTRING (-76.6883592 39.2498896, -76.688428 39.2500173, -76.6884736 39.2501056)",,
5304429,2,Selma Avenue,residential,False,False,91.501,,"LINESTRING (-76.6919671 39.2453051, -76.6917727 39.2444961)",,
5295424,,,residential,False,False,39.063,,"LINESTRING (-76.6919671 39.2453051, -76.691843 39.2453142, -76.6915155 39.2453382)",,
5304429,2,Selma Avenue,residential,False,True,247.50599999999997,,"LINESTRING (-76.6919671 39.2453051, -76.6922206 39.2463905, -76.6922514 39.2464788, -76.6923091 39.2465629, -76.6923869 39.246645, -76.6924669 39.2467236, -76.6925821 39.2468367, -76.692871 39.2471206, -76.6929515 39.2472328, -76.6930078 39.2473232)",,
206675941,2,Linden Avenue,tertiary,False,True,76.306,,"LINESTRING (-76.6944833 39.2512954, -76.6946858 39.2514387, -76.6951525 39.2517451)",,
208173132,2,Linden Avenue,tertiary,False,False,120.46100000000001,,"LINESTRING (-76.6944833 39.2512954, -76.6940931 39.2510403, -76.6934144 39.2505965)",,
