osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,bridge
1266027896,North Wilson Avenue,residential,False,False,53.134,"LINESTRING (-83.436008 38.181946, -83.436456 38.182269)",,,,
1266027896,North Wilson Avenue,residential,False,True,66.612,"LINESTRING (-83.436008 38.181946, -83.4354327 38.1815531)",,,,
16349878,Council Drive,residential,False,False,108.292,"LINESTRING (-83.436008 38.181946, -83.435854 38.182038, -83.43564 38.182177, -83.435551 38.182242, -83.435543 38.18227, -83.435557 38.182296, -83.435796 38.18249, -83.435847 38.182541, -83.4359227 38.1826409)",,,,
314949817,Sun Street,residential,False,True,143.207,"LINESTRING (-83.436008 38.181946, -83.436799 38.181426, -83.437143 38.181206, -83.437266 38.181121)",,,,
16349878,Council Drive,residential,False,True,108.292,"LINESTRING (-83.4359227 38.1826409, -83.435847 38.182541, -83.435796 38.18249, -83.435557 38.182296, -83.435543 38.18227, -83.435551 38.182242, -83.43564 38.182177, -83.435854 38.182038, -83.436008 38.181946)",,,,
16354091,East 2nd Street,residential,False,False,30.38,"LINESTRING (-83.4359227 38.1826409, -83.4358408 38.1827046, -83.4357815 38.1827481, -83.4356849 38.1828396)",20 mph,,,
16354091,East 2nd Street,residential,False,True,62.318,"LINESTRING (-83.4359227 38.1826409, -83.4361837 38.1824639, -83.436456 38.182269)",20 mph,,,
16354680,Tippett Avenue,residential,False,False,63.485,"LINESTRING (-83.4359227 38.1826409, -83.435957 38.182674, -83.436008 38.182717, -83.436115 38.182795, -83.436304 38.182921, -83.436448 38.183034)",,,,
16349886,Button Place,residential,False,False,94.68,"LINESTRING (-83.4336007 38.1854023, -83.4326953 38.1849348)",,,,
16354091,East 2nd Street,residential,False,False,27.917,"LINESTRING (-83.4336007 38.1854023, -83.433431 38.185615)",20 mph,,,
16354091,East 2nd Street,residential,False,True,48.871,"LINESTRING (-83.4336007 38.1854023, -83.4338946 38.1850284)",20 mph,,,
16349886,Button Place,residential,False,True,94.68,"LINESTRING (-83.4326953 38.1849348, -83.4336007 38.1854023)",,,,
16352785,East Main Street,tertiary,False,False,30.991,"LINESTRING (-83.4326953 38.1849348, -83.4324971 38.1851659)",,2,,
16352785,East Main Street,tertiary,False,True,49.141,"LINESTRING (-83.4326953 38.1849348, -83.4330014 38.1845641)",,2,,
314949817,Sun Street,residential,False,False,121.81,"LINESTRING (-83.438285 38.180375, -83.4381588 38.1804852, -83.437999 38.180592, -83.437647 38.180855, -83.437266 38.181121)",,,,
16352410,Henry Ward Place,residential,False,True,46.628,"LINESTRING (-83.4357115 38.1868968, -83.435744 38.186928, -83.435811 38.186986, -83.435861 38.187012, -83.435922 38.18703, -83.436022 38.18704, -83.436095 38.187034, -83.436131 38.187027, -83.436173 38.187012)",,,,
16355284,Battson-Oates Drive,residential,False,False,183.83599999999998,"LINESTRING (-83.4357115 38.1868968, -83.4358829 38.1867182, -83.4359664 38.1866022, -83.4361438 38.1862356, -83.4363411 38.185828, -83.4363762 38.1857598, -83.4364412 38.1856057, -83.4364723 38.1855147, -83.4364745 38.1854302, -83.4364816 38.1853772)",,,,
16350884,Virginia Avenue,residential,False,False,80.891,"LINESTRING (-83.4345871 38.1810075, -83.434127 38.1816387)",,,,
16351278,South Wilson Avenue,residential,False,False,94.699,"LINESTRING (-83.4345871 38.1810075, -83.4355281 38.1814296)",,,,
16351278,South Wilson Avenue,residential,False,True,57.771,"LINESTRING (-83.4345871 38.1810075, -83.434244 38.180848, -83.434016 38.180746)",,,,
16350884,Virginia Avenue,residential,False,True,80.891,"LINESTRING (-83.434127 38.1816387, -83.4345871 38.1810075)",,,,
763510826,,residential,True,False,56.0,"LINESTRING (-83.434127 38.1816387, -83.4335508 38.1814185)",,,,
16350884,Virginia Avenue,residential,False,False,89.679,"LINESTRING (-83.434127 38.1816387, -83.433909 38.181952, -83.433634 38.182346)",,,,
16351225,Carey Avenue,residential,False,False,86.99,"LINESTRING (-83.433634 38.182346, -83.4345034 38.1827268)",,,,
16351225,Carey Avenue,residential,False,True,52.639,"LINESTRING (-83.433634 38.182346, -83.433093 38.182138)",,,,
