osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access,ref
6037884,Canary Lane,residential,False,True,111.833,"LINESTRING (-93.458893 44.937931, -93.457657 44.938427)",,,,
5998810,Sunrise Drive East,residential,False,True,106.49799999999999,"LINESTRING (-93.458893 44.937931, -93.458977 44.938042, -93.459053 44.938126, -93.459152 44.938194, -93.459267 44.938248, -93.459396 44.938286, -93.459526 44.938305, -93.459625 44.938313, -93.459709 44.938339, -93.459785 44.938389, -93.459831 44.93845, -93.459846 44.938515)",,,,
6037884,Canary Lane,residential,False,False,111.833,"LINESTRING (-93.457657 44.938427, -93.458893 44.937931)",,,,
5998810,Sunrise Drive East,residential,False,False,23.77,"LINESTRING (-93.459964 44.9390789, -93.4599164 44.9388678)",,,,
238396416,Minnetonka Drive,tertiary,False,False,391.0730000000001,"LINESTRING (-93.459964 44.9390789, -93.4601521 44.9390168, -93.4603526 44.9389691, -93.4606979 44.9389033, -93.4618201 44.9387565, -93.4629171 44.9386404, -93.4630844 44.9386035, -93.4632286 44.9385533, -93.4634086 44.9384762, -93.4635794 44.9383793, -93.4639456 44.9381347, -93.4639742 44.9381156, -93.4640854 44.938046, -93.4641996 44.937983, -93.4644034 44.9379042, -93.4645021 44.9378733)",2,30 mph,yes,
"[725857323, 6025356, 101476444]",McGinty Road West,secondary,False,False,223.193,"LINESTRING (-93.45797 44.940544, -93.4579608 44.9406662, -93.4579579 44.9408557, -93.4579508 44.9409517, -93.4579108 44.9418363, -93.4578789 44.942358, -93.4578807 44.9424068, -93.4578667 44.9425496)",4,,,CR 16
945221802,Minnetonka Boulevard,secondary,False,False,505.199,"LINESTRING (-93.45797 44.940544, -93.4581321 44.940519, -93.460106 44.94022, -93.460533 44.940151, -93.460953 44.94006, -93.461357 44.939949, -93.461754 44.939819, -93.462242 44.939629, -93.462987 44.939325, -93.4636524 44.9390681, -93.463924 44.9389605)",4,40 mph,,CR 5
22979075,Williston Road,secondary,False,False,30.635,"LINESTRING (-93.466916 44.9375044, -93.466927 44.937229)",,30 mph,,
22979075,Williston Road,secondary,False,True,40.528999999999996,"LINESTRING (-93.466916 44.9375044, -93.4669144 44.9377811, -93.4669091 44.9378688)",,30 mph,,
704250539,,secondary_link,True,False,55.411,"LINESTRING (-93.466916 44.9375044, -93.4667209 44.9378054, -93.4666665 44.9378825, -93.4665804 44.9379358)",,,,
22979075,Williston Road,secondary,False,False,15.069,"LINESTRING (-93.4668982 44.9380041, -93.4669091 44.9378688)",,30 mph,,
6043905,Williston Road,residential,True,False,32.7,"LINESTRING (-93.4668982 44.9380041, -93.4668419 44.9380755, -93.4668192 44.9382872)",,,,
945222635,Minnetonka Boulevard,secondary,True,False,161.049,"LINESTRING (-93.4668982 44.9380041, -93.4670602 44.9379699, -93.4670833 44.937965, -93.4672458 44.9379395, -93.4674 44.937909, -93.4676988 44.9378588, -93.468185 44.9377713, -93.4684685 44.9377251, -93.4685838 44.9376975, -93.4688736 44.9376303)",4,40 mph,,CR 5
22979075,Williston Road,secondary,False,True,30.635,"LINESTRING (-93.466927 44.937229, -93.466916 44.9375044)",,30 mph,,
238396416,Minnetonka Drive,tertiary,False,True,203.873,"LINESTRING (-93.466927 44.937229, -93.4664835 44.9373468, -93.4654931 44.93761, -93.4645021 44.9378733)",2,30 mph,yes,
6041245,Westmark Drive,residential,False,True,151.051,"LINESTRING (-93.4645021 44.9378733, -93.4644652 44.937773, -93.4644406 44.9376617, -93.4644348 44.9374852, -93.4644558 44.9369481, -93.4644568 44.9369222, -93.4644529 44.9367721, -93.4644366 44.9366424, -93.464401 44.936523)",,,,
238396416,Minnetonka Drive,tertiary,False,False,203.873,"LINESTRING (-93.4645021 44.9378733, -93.4654931 44.93761, -93.4664835 44.9373468, -93.466927 44.937229)",2,30 mph,yes,
238396416,Minnetonka Drive,tertiary,False,True,391.073,"LINESTRING (-93.4645021 44.9378733, -93.4644034 44.9379042, -93.4641996 44.937983, -93.4640854 44.938046, -93.4639742 44.9381156, -93.4639456 44.9381347, -93.4635794 44.9383793, -93.4634086 44.9384762, -93.4632286 44.9385533, -93.4630844 44.9386035, -93.4629171 44.9386404, -93.4618201 44.9387565, -93.4606979 44.9389033, -93.4603526 44.9389691, -93.4601521 44.9390168, -93.459964 44.9390789)",2,30 mph,yes,
6043291,Sunrise Drive West,residential,False,True,200.213,"LINESTRING (-93.460228 44.936893, -93.460289 44.936962, -93.460373 44.937073, -93.460442 44.937225, -93.46048 44.937386, -93.46048 44.937546, -93.460449 44.937706, -93.460381 44.937859, -93.460312 44.937977, -93.460258 44.938049, -93.46019 44.938114, -93.460106 44.938171, -93.460022 44.938221, -93.45993 44.938278, -93.459869 44.938351, -93.459839 44.938431, -93.459846 44.938515)",,,,
6041400,,residential,False,False,48.917,"LINESTRING (-93.465014 44.9364507, -93.464401 44.936523)",,,,
6041400,,residential,False,True,48.917,"LINESTRING (-93.464401 44.936523, -93.465014 44.9364507)",,,,
6041245,Westmark Drive,residential,False,False,151.051,"LINESTRING (-93.464401 44.936523, -93.4644366 44.9366424, -93.4644529 44.9367721, -93.4644568 44.9369222, -93.4644558 44.9369481, -93.4644348 44.9374852, -93.4644406 44.9376617, -93.4644652 44.937773, -93.4645021 44.9378733)",,,,
5998810,Sunrise Drive East,residential,False,True,39.619,"LINESTRING (-93.459846 44.938515, -93.4599164 44.9388678)",,,,
