osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref
16026735,North 2nd Street,residential,False,False,46.484,"LINESTRING (-90.344902 41.601156, -90.344817 41.601158, -90.344493 41.601177, -90.344344 41.601178)",,,
16031239,Front Street,residential,False,False,112.876,"LINESTRING (-90.3432028 41.598575, -90.3432113 41.5975599)",,,
16035695,Jones Street,residential,False,False,35.706,"LINESTRING (-90.3432028 41.598575, -90.3436322 41.5985756)",,,
16035695,Jones Street,residential,False,True,27.334,"LINESTRING (-90.3432028 41.598575, -90.343153 41.5985735, -90.3431038 41.598572, -90.3428742 41.5985691)",,,
16035695,Jones Street,residential,False,False,27.333999999999996,"LINESTRING (-90.3428742 41.5985691, -90.3431038 41.598572, -90.343153 41.5985735, -90.3432028 41.598575)",,,
16026718,North 2nd Street,residential,False,False,69.253,"LINESTRING (-90.3443419 41.6005552, -90.344344 41.601178)",,,
16029990,Ewing Street,residential,False,True,59.287,"LINESTRING (-90.3443419 41.6005552, -90.3436289 41.600557)",,,
"[16026714, 16029990]","['North 2nd Street', 'Ewing Street']",residential,False,"[False, True]",273.217,"LINESTRING (-90.3443419 41.6005552, -90.3449321 41.6005584, -90.3449876 41.6005484, -90.345012 41.6004638, -90.3450033 41.599548, -90.3449781 41.5985775)",,,
16031785,May Street,residential,False,False,52.809,"LINESTRING (-90.348318 41.5945707, -90.348953 41.5945763)",,,
16031785,May Street,residential,False,True,54.266,"LINESTRING (-90.348318 41.5945707, -90.3476655 41.5945775)",,,
16031785,May Street,residential,False,False,54.266,"LINESTRING (-90.3476655 41.5945775, -90.348318 41.5945707)",,,
16031785,May Street,residential,False,True,58.064,"LINESTRING (-90.3476655 41.5945775, -90.3469683 41.5946059)",,,
16026714,North 2nd Street,residential,False,False,111.737,"LINESTRING (-90.3450028 41.5975728, -90.3449781 41.5985775)",,,
16035807,South 2nd Street,residential,False,False,114.71,"LINESTRING (-90.3450028 41.5975728, -90.3449976 41.5965412)",,,
895599138,Wisconsin Street,tertiary,False,False,108.54400000000001,"LINESTRING (-90.3450028 41.5975728, -90.345675 41.5975684, -90.3463081 41.5975679)",25 mph,,
895599138,Wisconsin Street,tertiary,False,True,113.239,"LINESTRING (-90.3450028 41.5975728, -90.3442916 41.5975737, -90.3436411 41.597566)",25 mph,,
16026714,North 2nd Street,residential,False,True,111.737,"LINESTRING (-90.3449781 41.5985775, -90.3450028 41.5975728)",,,
"[16026714, 16029990]","['North 2nd Street', 'Ewing Street']",residential,False,"[False, True]",273.217,"LINESTRING (-90.3449781 41.5985775, -90.3450033 41.599548, -90.345012 41.6004638, -90.3449876 41.6005484, -90.3449321 41.6005584, -90.3443419 41.6005552)",,,
16035693,Jones Street,residential,False,False,112.15899999999999,"LINESTRING (-90.3449781 41.5985775, -90.345652 41.59858, -90.3458546 41.5985801, -90.3463269 41.5985819)",,,
16035693,Jones Street,residential,False,True,111.917,"LINESTRING (-90.3449781 41.5985775, -90.3442946 41.5985748, -90.3436322 41.5985756)",,,
16026718,North 2nd Street,residential,False,False,26.522,"LINESTRING (-90.344344 41.601178, -90.344365 41.601416)",,,
16026718,North 2nd Street,residential,False,True,69.253,"LINESTRING (-90.344344 41.601178, -90.3443419 41.6005552)",,,
16026735,North 2nd Street,residential,False,True,46.483999999999995,"LINESTRING (-90.344344 41.601178, -90.344493 41.601177, -90.344817 41.601158, -90.344902 41.601156)",,,
16026718,North 2nd Street,residential,False,True,26.522,"LINESTRING (-90.344365 41.601416, -90.344344 41.601178)",,,
16027358,North Cody Road,primary,False,False,112.265,"LINESTRING (-90.3436411 41.597566, -90.3436322 41.5985756)",25 mph,2,US 67
895599138,Wisconsin Street,tertiary,False,True,35.746,"LINESTRING (-90.3436411 41.597566, -90.3432113 41.5975599)",25 mph,,
