osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,junction,tunnel
106618614,True,Lusitana Street,tertiary,False,106.912,"LINESTRING (-157.8531207 21.3089657, -157.8528925 21.3085933, -157.8526952 21.308161, -157.8526712 21.3081022)",,,,
12203309,True,Kapiolani Boulevard,primary,False,54.17,"LINESTRING (-157.8557509 21.3038252, -157.8557001 21.3037824, -157.8556542 21.3037448, -157.8556269 21.3037047, -157.8556065 21.3036791, -157.8555771 21.3036224, -157.8555431 21.3035215, -157.8554804 21.3034186)",1,25 mph,,
684979001,True,South King Street,primary,False,121.51999999999998,"LINESTRING (-157.8557509 21.3038252, -157.8552859 21.3036988, -157.8548491 21.3036151, -157.8546079 21.3035902)",4,25 mph,,
620235021,True,South Street,primary,False,92.52199999999999,"LINESTRING (-157.8554804 21.3034186, -157.8548299 21.3035669, -157.8546079 21.3035902)",4,,,
"[1060552246, 1060552247]",False,Kapiolani Boulevard,primary,True,176.696,"LINESTRING (-157.8554804 21.3034186, -157.8552174 21.3027932, -157.8550874 21.3025133, -157.8549247 21.3021619, -157.8548275 21.3019508)",4,30 mph,,
12208333,False,Curtis Street,residential,True,179.257,"LINESTRING (-157.8548275 21.3019508, -157.856054 21.3015366, -157.8564543 21.3014016)",,,,
"[1060552246, 1060552247]",False,Kapiolani Boulevard,primary,False,176.69600000000003,"LINESTRING (-157.8548275 21.3019508, -157.8549247 21.3021619, -157.8550874 21.3025133, -157.8552174 21.3027932, -157.8554804 21.3034186)",4,30 mph,,
1171485720,False,Kapiolani Boulevard,primary,True,34.445,"LINESTRING (-157.8548275 21.3019508, -157.8547385 21.3017543, -157.8546814 21.3016738)",4,30 mph,,
126453921,False,Cooke Street,tertiary,True,180.771,"LINESTRING (-157.8546814 21.3016738, -157.856069 21.3006881)",2,,,
"[126453921, 833364122]",False,Cooke Street,tertiary,False,212.488,"LINESTRING (-157.8546814 21.3016738, -157.8543007 21.3019462, -157.8541711 21.3020577, -157.8541179 21.3021076, -157.854057 21.3021729, -157.854047 21.3021891, -157.8540378 21.3022039, -157.8540085 21.3022471, -157.8539269 21.3023745, -157.8538638 21.3024644, -157.8538484 21.3024863, -157.8538001 21.3025529, -157.853775 21.3025933, -157.8536597 21.3027609, -157.8534164 21.3031468)",2,,,
1171485720,False,Kapiolani Boulevard,primary,False,34.445,"LINESTRING (-157.8546814 21.3016738, -157.8547385 21.3017543, -157.8548275 21.3019508)",4,30 mph,,
1171485720,False,Kapiolani Boulevard,primary,True,24.762,"LINESTRING (-157.8546814 21.3016738, -157.8546353 21.3016059, -157.8545689 21.3014777)",4,30 mph,,
12213356,False,Dreier Street,residential,True,87.952,"LINESTRING (-157.8541691 21.3009049, -157.8547698 21.3004942, -157.8548508 21.3004336)",,,,
1171485720,False,Kapiolani Boulevard,primary,False,76.29799999999999,"LINESTRING (-157.8541691 21.3009049, -157.8542765 21.3010327, -157.8543733 21.301145, -157.854429 21.3012276, -157.854484 21.3013137, -157.8545689 21.3014777)",4,30 mph,,
