osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry
145514492,2,US 82;TX 114,trunk,70 mph,False,False,334.315,"LINESTRING (-99.708422 33.58831, -99.7097291 33.588049, -99.7108964 33.5879417, -99.7119865 33.5879703)"
21054349,,,residential,,False,True,431.071,"LINESTRING (-99.7119865 33.5879703, -99.712035 33.586225, -99.711952 33.58611, -99.711733 33.584278, -99.711632 33.584147)"
145514492,2,US 82;TX 114,trunk,70 mph,False,True,334.315,"LINESTRING (-99.7119865 33.5879703, -99.7108964 33.5879417, -99.7097291 33.588049, -99.708422 33.58831)"
21054349,,,residential,,False,False,431.071,"LINESTRING (-99.711632 33.584147, -99.711733 33.584278, -99.711952 33.58611, -99.712035 33.586225, -99.7119865 33.5879703)"
