osmid,highway,oneway,reversed,length,name,geometry,maxspeed,lanes,ref,bridge
16573822,residential,False,False,34.828,,"LINESTRING (-79.790551 36.084944, -79.790741 36.084671)",,,,
16602093,residential,False,False,132.313,Carolina Street,"LINESTRING (-79.790551 36.084944, -79.7904631 36.0861318)",,,,
16586776,residential,False,True,111.28399999999999,West Hendrix Street,"LINESTRING (-79.790551 36.084944, -79.7898207 36.0849002, -79.789316 36.08487)",,,,
16602093,residential,False,True,67.731,Carolina Street,"LINESTRING (-79.790551 36.084944, -79.790585 36.084579, -79.790593 36.084336)",,,,
16573822,residential,False,True,34.828,,"LINESTRING (-79.790741 36.084671, -79.790551 36.084944)",,,,
16587182,residential,False,False,104.799,Fisher Park Circle,"LINESTRING (-79.790741 36.084671, -79.790798 36.084742, -79.790925 36.084843, -79.791032 36.084898, -79.79113 36.084936, -79.791234 36.084963, -79.7913529 36.0849772, -79.79136 36.084978, -79.791508 36.084989, -79.7916632 36.0849866, -79.791693 36.0849858, -79.7917705 36.0849837)",,,,
16587182,residential,False,True,39.702,Fisher Park Circle,"LINESTRING (-79.790741 36.084671, -79.790735 36.084664, -79.790683 36.08458, -79.790593 36.084336)",,,,
16583912,unclassified,False,False,13.163,Magnolia Street,"LINESTRING (-79.7877014 36.089642, -79.7876897 36.08976)",,,,
48951202,tertiary,True,False,111.304,East Northwood Street,"LINESTRING (-79.7877014 36.089642, -79.7864657 36.0895725)",25 mph,,,
16583912,unclassified,False,True,152.71800000000002,Magnolia Street,"LINESTRING (-79.7877014 36.089642, -79.7877254 36.0892421, -79.7877306 36.0891562, -79.7877407 36.0889888, -79.7877454 36.0889113, -79.7877547 36.0887565, -79.7877564 36.088729, -79.7877661 36.0885669, -79.787784 36.0882702)",,,,
16586847,unclassified,False,False,15.92,Olive Street,"LINESTRING (-79.7864657 36.0895725, -79.7864486 36.089715)",,,,
48951202,tertiary,True,False,109.211,East Northwood Street,"LINESTRING (-79.7864657 36.0895725, -79.7852524 36.0895148)",25 mph,,,
16586847,unclassified,False,True,182.27499999999998,Olive Street,"LINESTRING (-79.7864657 36.0895725, -79.7865318 36.0886502, -79.7865579 36.0882857, -79.786583 36.087936)",,,,
16577362,unclassified,False,False,115.281,West Northwood Street,"LINESTRING (-79.788905 36.089737, -79.7896918 36.0897615, -79.790187 36.089777)",25 mph,,,
16606654,tertiary,True,False,109.526,East Northwood Street,"LINESTRING (-79.788905 36.089737, -79.7887806 36.0896884, -79.788449 36.0896741, -79.7882021 36.0896633, -79.7877014 36.089642)",25 mph,,,
"[754141141, 769552899, 769552900, 935435085]",secondary,False,True,408.99499999999995,North Elm Street,"LINESTRING (-79.788905 36.089737, -79.7889436 36.0892909, -79.7889522 36.0891912, -79.7889604 36.0890965, -79.7889684 36.0890609, -79.7889836 36.0888292, -79.7889961 36.0886848, -79.7890229 36.0884221, -79.7890875 36.0877901, -79.7890917 36.0877458, -79.7890981 36.0876638, -79.7891052 36.0875731, -79.7891186 36.0874014, -79.7891279 36.0872822, -79.7891399 36.0871289, -79.7891619 36.0867721, -79.7891916 36.0864276, -79.7892226 36.0860682)",35 mph,,,
16577362,unclassified,False,True,115.281,West Northwood Street,"LINESTRING (-79.790187 36.089777, -79.7896918 36.0897615, -79.788905 36.089737)",25 mph,,,
"[48951211, 48951203]",residential,False,"[False, True]",289.029,"['Virginia Street', 'West Northwood Street']","LINESTRING (-79.790187 36.089777, -79.7903772 36.0897856, -79.791142 36.08982, -79.7913032 36.089828, -79.7913561 36.0898102, -79.7913968 36.0897825, -79.7914285 36.0894228, -79.7914549 36.0891228, -79.7914765 36.088878, -79.7914894 36.0887319, -79.7915095 36.0885028, -79.7915205 36.0883781, -79.791538 36.08818)",25 mph,,,
412113336,unclassified,False,True,158.95499999999998,Carolina Street,"LINESTRING (-79.790187 36.089777, -79.7901994 36.0896117, -79.7902003 36.0895992, -79.7902216 36.0893153, -79.7902356 36.089128, -79.790241 36.0890553, -79.7902511 36.0889209, -79.7902657 36.0887261, -79.7902768 36.0885779, -79.7902855 36.0884611, -79.7902975 36.0883503)",,,,
16578702,residential,False,False,111.683,East Hendrix Street,"LINESTRING (-79.789316 36.08487, -79.7880751 36.0848141)",,,,
16586776,residential,False,False,111.28399999999999,West Hendrix Street,"LINESTRING (-79.789316 36.08487, -79.7898207 36.0849002, -79.790551 36.084944)",,,,
754141141,secondary,False,False,133.499,North Elm Street,"LINESTRING (-79.789316 36.08487, -79.789279 36.0853446, -79.7892621 36.0855606, -79.78926 36.085588, -79.7892442 36.08579, -79.7892377 36.085874, -79.7892226 36.0860682)",35 mph,,,
16578702,residential,False,False,108.607,East Hendrix Street,"LINESTRING (-79.7880751 36.0848141, -79.7868692 36.0847489)",,,,
16578702,residential,False,True,111.683,East Hendrix Street,"LINESTRING (-79.7880751 36.0848141, -79.789316 36.08487)",,,,
16583908,residential,False,False,132.622,Magnolia Street,"LINESTRING (-79.7880751 36.0848141, -79.7880396 36.0852251, -79.7880008 36.0856745, -79.7879723 36.0860039)",,,,
16583908,residential,False,True,123.438,Magnolia Street,"LINESTRING (-79.7880751 36.0848141, -79.7881492 36.0839578, -79.7881709 36.0837067)",,,,
16578702,residential,False,True,108.607,East Hendrix Street,"LINESTRING (-79.7868692 36.0847489, -79.7880751 36.0848141)",,,,
16586846,residential,False,False,12.081,Olive Street,"LINESTRING (-79.7868692 36.0847489, -79.7868585 36.0848572)",,,,
16586846,residential,False,True,160.256,Olive Street,"LINESTRING (-79.7868692 36.0847489, -79.7869014 36.0842546, -79.7869835 36.0833107)",,,,
"[340752264, 341228369]",tertiary,False,False,122.02,North Church Street,"LINESTRING (-79.785147 36.084769, -79.7851267 36.0848548, -79.785096 36.084984, -79.784859 36.0858413)",,,,
341228370,residential,False,True,154.11599999999999,East Hendrix Street,"LINESTRING (-79.785147 36.084769, -79.785314 36.084781, -79.7858264 36.0848063, -79.7868585 36.0848572)",,,,
48951207,residential,False,True,181.265,Carolina Street,"LINESTRING (-79.7903301 36.0877584, -79.7903334 36.0877175, -79.7904631 36.0861318)",,,,
412113340,residential,True,False,28.457,Carolina Street,"LINESTRING (-79.7903301 36.0877584, -79.7902997 36.0878144, -79.7902626 36.0878573, -79.7902077 36.0879031, -79.7901381 36.0879581)",,,,
48951201,trunk,True,False,96.524,West Wendover Avenue,"LINESTRING (-79.7915427 36.0880321, -79.7904708 36.0879756)",45 mph,3,US 70;US 220,
16585945,residential,False,True,203.882,Virginia Street,"LINESTRING (-79.7915427 36.0880321, -79.791607 36.086984, -79.791679 36.086202)",25 mph,,,
48951214,trunk,True,False,93.339,West Wendover Avenue,"LINESTRING (-79.7905011 36.0881301, -79.7909713 36.0881527, -79.791538 36.08818)",45 mph,3,US 70;US 220,
"[48951203, 48951211]",residential,False,"[False, True]",289.02900000000005,"['Virginia Street', 'West Northwood Street']","LINESTRING (-79.791538 36.08818, -79.7915205 36.0883781, -79.7915095 36.0885028, -79.7914894 36.0887319, -79.7914765 36.088878, -79.7914549 36.0891228, -79.7914285 36.0894228, -79.7913968 36.0897825, -79.7913561 36.0898102, -79.7913032 36.089828, -79.791142 36.08982, -79.7903772 36.0897856, -79.790187 36.089777)",25 mph,,,
48951214,trunk,True,False,208.72,West Wendover Avenue,"LINESTRING (-79.791538 36.08818, -79.792956 36.08825, -79.793227 36.0882628, -79.7938566 36.0882926)",45 mph,3,US 70;US 220,
16582572,residential,False,True,17.447,Cridland Road,"LINESTRING (-79.794261 36.088315, -79.7943614 36.0881807)",25 mph,,,
412113352,residential,False,False,37.869,Cridland Road,"LINESTRING (-79.794261 36.088315, -79.7941921 36.0884162, -79.7940579 36.0886134)",25 mph,,,
16594237,secondary,False,False,112.57900000000001,East Bessemer Avenue,"LINESTRING (-79.7892226 36.0860682, -79.7886337 36.0860379, -79.7886153 36.086037, -79.7879723 36.0860039)",30 mph,,,
16597804,residential,False,False,111.696,West Bessemer Avenue,"LINESTRING (-79.7892226 36.0860682, -79.7897339 36.0860944, -79.7904631 36.0861318)",30 mph,,,
"[935435085, 769552899, 769552900, 754141141]",secondary,False,False,408.99500000000006,North Elm Street,"LINESTRING (-79.7892226 36.0860682, -79.7891916 36.0864276, -79.7891619 36.0867721, -79.7891399 36.0871289, -79.7891279 36.0872822, -79.7891186 36.0874014, -79.7891052 36.0875731, -79.7890981 36.0876638, -79.7890917 36.0877458, -79.7890875 36.0877901, -79.7890229 36.0884221, -79.7889961 36.0886848, -79.7889836 36.0888292, -79.7889684 36.0890609, -79.7889604 36.0890965, -79.7889522 36.0891912, -79.7889436 36.0892909, -79.788905 36.089737)",35 mph,,,
754141141,secondary,False,True,133.499,North Elm Street,"LINESTRING (-79.7892226 36.0860682, -79.7892377 36.085874, -79.7892442 36.08579, -79.78926 36.085588, -79.7892621 36.0855606, -79.789279 36.0853446, -79.789316 36.08487)",35 mph,,,
16581476,residential,False,False,55.361999999999995,Bessemer Court,"LINESTRING (-79.793998 36.086822, -79.7938091 36.0869188, -79.7937581 36.0869449, -79.793637 36.0870124, -79.7936165 36.0870238, -79.7935014 36.0871137)",,,,
412113347,residential,False,True,53.598,Parkway Avenue,"LINESTRING (-79.793998 36.086822, -79.7937031 36.0864838, -79.7936544 36.086428)",,,,
16581476,residential,False,True,123.38,Bessemer Court,"LINESTRING (-79.7929697 36.0881073, -79.7929882 36.0879248, -79.793013 36.0878298, -79.7930954 36.0876063, -79.7931455 36.0875261, -79.7932432 36.0873696, -79.7932854 36.0873238, -79.7933782 36.087223, -79.7934213 36.0871763, -79.7935014 36.0871137)",,,,
48951201,trunk,True,False,128.502,West Wendover Avenue,"LINESTRING (-79.7929697 36.0881073, -79.7922088 36.0880705, -79.7915427 36.0880321)",45 mph,3,US 70;US 220,
16591159,residential,False,False,72.997,Latham Road,"LINESTRING (-79.793104 36.091465, -79.792488 36.091893)",,,,
"[412113353, 412113357, 412113358]",residential,False,True,362.73900000000003,Cridland Road,"LINESTRING (-79.793104 36.091465, -79.7930288 36.0914017, -79.7928765 36.0912563, -79.7928223 36.0911967, -79.7927685 36.0911275, -79.792687 36.090962, -79.792661 36.090769, -79.792678 36.090588, -79.792732 36.090424, -79.792884 36.090186, -79.793092 36.089879, -79.7937932 36.088964, -79.7939582 36.0887487, -79.7940579 36.0886134)",25 mph,,,yes
16583908,residential,False,False,123.438,Magnolia Street,"LINESTRING (-79.7881709 36.0837067, -79.7881492 36.0839578, -79.7880751 36.0848141)",,,,
16604097,residential,False,False,116.75399999999999,Isabel Street,"LINESTRING (-79.7881709 36.0837067, -79.787908 36.083673, -79.787703 36.083631, -79.787423 36.083513, -79.7869835 36.0833107)",,,,
48951209,secondary,False,False,108.492,East Bessemer Avenue,"LINESTRING (-79.7879723 36.0860039, -79.7867674 36.085942)",30 mph,,,
