osmid,oneway,name,highway,reversed,length,geometry,ref,junction,lanes,bridge
182028391,False,Calle Mayor,tertiary,False,19.974,"LINESTRING (-0.648958 39.0209132, -0.6488581 39.0207512)",,,,
182028391,False,Calle Mayor,tertiary,True,101.553,"LINESTRING (-0.648958 39.0209132, -0.649194 39.0213069, -0.6493106 39.0215078, -0.6493424 39.0215632, -0.6493695 39.0216149, -0.6494347 39.0217477)",,,,
182869360,False,Calle Buenavista,residential,False,57.028,"LINESTRING (-0.648958 39.0209132, -0.6489195 39.0209276, -0.6488821 39.0209298, -0.6483056 39.0208811)",,,,
93704349,True,Carretera de la Albufera,unclassified,False,26.433,"LINESTRING (-0.6481046 39.0170589, -0.648285 39.0168669)",,,,
93702879,True,,secondary,False,21.686,"LINESTRING (-0.6481046 39.0170589, -0.6480729 39.0169988, -0.6480195 39.0169488, -0.6479491 39.0169135)",CV-580,roundabout,,
182028391,False,Calle Mayor,tertiary,True,13.203,"LINESTRING (-0.6476582 39.0176128, -0.6476268 39.017729)",,,,
93702878,True,,tertiary,False,36.835,"LINESTRING (-0.6476582 39.0176128, -0.647734 39.0174571, -0.6477835 39.0174037, -0.647856 39.0173223)",,,,
93702879,True,,secondary,False,3.096,"LINESTRING (-0.647856 39.0173223, -0.6478915 39.0173185)",CV-580,roundabout,,
93702879,True,,secondary,False,30.607,"LINESTRING (-0.6478915 39.0173185, -0.6479744 39.0172942, -0.648043 39.0172507, -0.6480903 39.0171925, -0.6481114 39.0171257)",CV-580,roundabout,,
183253051,True,,secondary,False,69.412,"LINESTRING (-0.6478915 39.0173185, -0.6480439 39.0173571, -0.6480727 39.0173711, -0.648184 39.0174309, -0.6484361 39.0175518, -0.6485756 39.0176372)",CV-580,,,
93702879,True,,secondary,False,17.984,"LINESTRING (-0.6478123 39.0168958, -0.6477445 39.0169074, -0.6476826 39.0169317, -0.6476305 39.0169673)",CV-580,roundabout,,
93702876,True,,tertiary,False,38.499,"LINESTRING (-0.6476548 39.0172693, -0.6476817 39.0173761, -0.6476582 39.0176128)",,,,
93702879,True,,secondary,False,18.787,"LINESTRING (-0.6476548 39.0172693, -0.647715 39.0173007, -0.6477837 39.0173187, -0.647856 39.0173223)",CV-580,roundabout,,
93702879,True,,secondary,False,12.081,"LINESTRING (-0.6479491 39.0169135, -0.6478822 39.0168978, -0.6478123 39.0168958)",CV-580,roundabout,,
93702879,True,,secondary,False,28.597,"LINESTRING (-0.6476305 39.0169673, -0.6475929 39.0170096, -0.6475695 39.0170578, -0.6475616 39.0171088, -0.6475695 39.01716, -0.6475929 39.017208)",CV-580,roundabout,,
93704190,False,Avenida Diputación,residential,False,12.711,"LINESTRING (-0.6462605 39.0184857, -0.6461247 39.0185297)",,,,
93704190,False,Avenida Diputación,residential,True,26.794999999999998,"LINESTRING (-0.6462605 39.0184857, -0.6464621 39.0184203, -0.6465452 39.0183902)",,,,
182028391,False,Calle Mayor,tertiary,False,13.203,"LINESTRING (-0.6476268 39.017729, -0.6476582 39.0176128)",,,,
182028391,False,Calle Mayor,tertiary,True,38.593,"LINESTRING (-0.6476268 39.017729, -0.6475436 39.01807)",,,,
93704195,True,Avenida Diputación,residential,False,42.991,"LINESTRING (-0.6476268 39.017729, -0.647439 39.0179219, -0.6473179 39.0180319)",,,,
182028391,False,Calle Mayor,tertiary,False,38.593,"LINESTRING (-0.6475436 39.01807, -0.6476268 39.017729)",,,,
182028391,False,Calle Mayor,tertiary,True,18.134,"LINESTRING (-0.6475436 39.01807, -0.6475057 39.0182304)",,,,
396518626,True,Avenida Diputación,residential,False,21.975,"LINESTRING (-0.6475436 39.01807, -0.6475243 39.0180447, -0.6474991 39.0180294, -0.6474627 39.0180216, -0.6474304 39.0180192, -0.6473805 39.0180201, -0.6473179 39.0180319)",,,,
396520717,False,Avenida Diputación,residential,False,29.067,"LINESTRING (-0.641692 39.0199686, -0.6413805 39.0200674)",,,,
93704182,True,Avenida del Pantano,residential,False,56.548,"LINESTRING (-0.641692 39.0199686, -0.6417174 39.0200226, -0.6417364 39.020071, -0.641947 39.0204365)",,,,
218536310,False,Avenida Diputación,residential,True,64.235,"LINESTRING (-0.641692 39.0199686, -0.6420568 39.0198482, -0.6423772 39.0197443)",,,,
781937051,True,Avenida del Pantano,residential,False,99.895,"LINESTRING (-0.641692 39.0199686, -0.6416715 39.019927, -0.6416155 39.0198261, -0.6412578 39.0191833, -0.641235 39.0191434)",,,,
"[471663904, 179682372]",False,"['Calle Calvario', 'Plaza de la Ermita']",residential,False,152.542,"LINESTRING (-0.6471094 39.0211592, -0.6472194 39.0211982, -0.6476457 39.0213389, -0.6481058 39.0214979, -0.6486075 39.021652, -0.6487395 39.0216849)",,,,
"[93704194, 471663886]",False,Plaza del Labrador,residential,True,79.268,"LINESTRING (-0.6471094 39.0211592, -0.6469012 39.0211622, -0.6467306 39.0211656, -0.6464205 39.0211704, -0.646192 39.0211726)",,,,
471663891,True,Plaza del Labrador,residential,False,34.163,"LINESTRING (-0.6471094 39.0211592, -0.6471342 39.0211125, -0.6471443 39.0210937, -0.6471538 39.0210748, -0.6471622 39.0210481, -0.6471552 39.0208596)",,,,
93704190,False,Avenida Diputación,residential,False,56.968999999999994,"LINESTRING (-0.6471503 39.0181869, -0.6469475 39.018261, -0.6465452 39.0183902)",,,,
93704193,True,Avenida Diputación,residential,False,37.128,"LINESTRING (-0.6471503 39.0181869, -0.647255 39.0181703, -0.6473366 39.0181575, -0.6474143 39.0181334, -0.6474806 39.0181115, -0.6475148 39.0180966, -0.6475436 39.01807)",,,,
182019713,True,Avenida Diputación,residential,False,31.111,"LINESTRING (-0.6471503 39.0181869, -0.6473103 39.0182094, -0.6474524 39.0182282, -0.6475057 39.0182304)",,,,
218536310,False,Avenida Diputación,residential,True,57.474,"LINESTRING (-0.6423772 39.0197443, -0.6429912 39.0195453)",,,,
179683208,False,Calle Santo Tomás,residential,True,57.235,"LINESTRING (-0.6423772 39.0197443, -0.6424079 39.0198082, -0.6424254 39.0198411, -0.6426081 39.0201782, -0.6426288 39.0202204)",,,,
218536310,False,Avenida Diputación,residential,False,64.235,"LINESTRING (-0.6423772 39.0197443, -0.6420568 39.0198482, -0.641692 39.0199686)",,,,
