osmid,highway,oneway,reversed,length,geometry,name,ref,bridge,maxspeed
"[12049418, 12046276, 12093485]",primary,False,"[False, True]",384.764,"LINESTRING (-79.607854 40.6272627, -79.6078927 40.6272017, -79.6080848 40.6268452, -79.6087088 40.6258471, -79.6091657 40.6250626, -79.6095169 40.6244623, -79.6097845 40.6241316)","['South Leechburg Hill Road', 'State Route 4093', '3rd Street']",,yes,35 mph
55334347,primary,False,True,50.43,"LINESTRING (-79.6075156 40.6276365, -79.607854 40.6272627)",3rd Street,PA 66,,
12050067,residential,False,True,192.945,"LINESTRING (-79.6075156 40.6276365, -79.6065222 40.6273749, -79.6061834 40.6272844, -79.6053574 40.6270639)",Diamond Avenue,,,
55334347,primary,False,False,50.836,"LINESTRING (-79.6075156 40.6276365, -79.6073813 40.6278326, -79.6072594 40.6280499)",3rd Street,PA 66,,
386521263,residential,False,False,49.727,"LINESTRING (-79.6075156 40.6276365, -79.6075248 40.6275076, -79.6076276 40.6272884, -79.6076313 40.627203)",,,,
55334347,primary,False,False,49.718,"LINESTRING (-79.6072594 40.6280499, -79.6070566 40.6284697)",3rd Street,PA 66,,
"[12061928, 12045369]",residential,False,False,199.852,"LINESTRING (-79.6072594 40.6280499, -79.6080039 40.6282497, -79.6081962 40.6283056, -79.6089177 40.6285026, -79.6089331 40.6287982, -79.6089417 40.628962)","['Kiski Avenue', 'Main Street']",,,
12061928,residential,False,True,187.963,"LINESTRING (-79.6072594 40.6280499, -79.6063078 40.6277906, -79.6059866 40.6277004, -79.6051672 40.6274703)",Main Street,,,
55334347,primary,False,True,50.836,"LINESTRING (-79.6072594 40.6280499, -79.6073813 40.6278326, -79.6075156 40.6276365)",3rd Street,PA 66,,
55334347,primary,False,True,49.718,"LINESTRING (-79.6070566 40.6284697, -79.6072594 40.6280499)",3rd Street,PA 66,,
12063214,residential,False,False,187.196,"LINESTRING (-79.6070566 40.6284697, -79.6061187 40.6282241, -79.6049637 40.627912)",Center Avenue,,,
12063214,residential,False,True,168.24099999999999,"LINESTRING (-79.6070566 40.6284697, -79.6074408 40.62857, -79.6080215 40.6287217, -79.6089417 40.628962)",Center Avenue,,,
"[12064025, 55334347]",primary,False,False,81.896,"LINESTRING (-79.6070566 40.6284697, -79.6069152 40.6287937, -79.60681 40.6290347, -79.606845 40.6291735)","['Pershing Avenue', '3rd Street']",PA 66,,
12068189,residential,False,True,4.868,"LINESTRING (-79.6063657 40.6299601, -79.6064233 40.6299578)",Kirkpatrick Avenue,,,
12068189,residential,False,False,188.719,"LINESTRING (-79.6063657 40.6299601, -79.6054029 40.6297115, -79.6042537 40.6294023)",Kirkpatrick Avenue,,,
55334348,residential,False,False,92.62899999999999,"LINESTRING (-79.6063657 40.6299601, -79.6061599 40.6303721, -79.6059836 40.630741)",3rd Street,,,
55334348,residential,False,True,95.792,"LINESTRING (-79.6063657 40.6299601, -79.6065543 40.6295793, -79.6067557 40.6291511)",3rd Street,,,
55334348,residential,False,False,4.459,"LINESTRING (-79.6059836 40.630741, -79.6059656 40.6307787)",3rd Street,,,
12079305,residential,False,False,166.57500000000002,"LINESTRING (-79.6059836 40.630741, -79.6060966 40.6308216, -79.6062209 40.6311319, -79.6062841 40.631396, -79.6063022 40.6314989, -79.6063022 40.6315589, -79.6062706 40.6315983, -79.6061395 40.6316721, -79.6060434 40.6316989, -79.605944 40.6317008, -79.6055724 40.6315966)",Breeze Avenue,,,
55334348,residential,False,True,92.62899999999999,"LINESTRING (-79.6059836 40.630741, -79.6061599 40.6303721, -79.6063657 40.6299601)",3rd Street,,,
55334348,residential,False,True,4.459,"LINESTRING (-79.6059656 40.6307787, -79.6059836 40.630741)",3rd Street,,,
12068533,residential,False,False,188.62099999999998,"LINESTRING (-79.6059656 40.6307787, -79.6050246 40.6305301, -79.6038547 40.630221)",Floral Avenue,,,
55334348,residential,False,False,96.81,"LINESTRING (-79.6059656 40.6307787, -79.6057698 40.6311859, -79.6055724 40.6315966)",3rd Street,,,
12057119,residential,False,False,139.681,"LINESTRING (-79.6055724 40.6315966, -79.6050629 40.6314602, -79.6046464 40.6313488, -79.6040114 40.6311788)",Wallace Avenue,,,
12079305,residential,False,True,166.57500000000005,"LINESTRING (-79.6055724 40.6315966, -79.605944 40.6317008, -79.6060434 40.6316989, -79.6061395 40.6316721, -79.6062706 40.6315983, -79.6063022 40.6315589, -79.6063022 40.6314989, -79.6062841 40.631396, -79.6062209 40.6311319, -79.6060966 40.6308216, -79.6059836 40.630741)",Breeze Avenue,,,
55334348,residential,False,True,96.81,"LINESTRING (-79.6055724 40.6315966, -79.6057698 40.6311859, -79.6059656 40.6307787)",3rd Street,,,
12050067,residential,False,False,150.34699999999998,"LINESTRING (-79.6017695 40.6261172, -79.6024982 40.6263095, -79.6034522 40.6265612)",Diamond Avenue,,,
12078662,secondary,False,False,68.195,"LINESTRING (-79.6017695 40.6261172, -79.6014551 40.6262391, -79.6010416 40.6263832)",Market Street,PA 66,,
12078662,secondary,False,True,77.935,"LINESTRING (-79.6017695 40.6261172, -79.602029 40.6260265, -79.602151 40.625975, -79.6023114 40.6259184, -79.6024447 40.6258962, -79.6026295 40.6258941)",Market Street,PA 66,,
12063842,residential,False,False,47.792,"LINESTRING (-79.6034522 40.6265612, -79.6032626 40.6269662)",1st Street,,,
12063842,residential,False,True,48.968,"LINESTRING (-79.6034522 40.6265612, -79.6036403 40.6261446)",1st Street,,,
12050067,residential,False,False,170.226,"LINESTRING (-79.6034522 40.6265612, -79.6044001 40.6268113, -79.6053574 40.6270639)",Diamond Avenue,,,
12050067,residential,False,True,150.34699999999998,"LINESTRING (-79.6034522 40.6265612, -79.6024982 40.6263095, -79.6017695 40.6261172)",Diamond Avenue,,,
12055281,residential,False,False,49.446,"LINESTRING (-79.6053574 40.6270639, -79.6055591 40.6266464)",2nd Street,,,
12055281,residential,False,True,47.956,"LINESTRING (-79.6053574 40.6270639, -79.6051672 40.6274703)",2nd Street,,,
12050067,residential,False,False,192.945,"LINESTRING (-79.6053574 40.6270639, -79.6061834 40.6272844, -79.6065222 40.6273749, -79.6075156 40.6276365)",Diamond Avenue,,,
12050067,residential,False,True,170.226,"LINESTRING (-79.6053574 40.6270639, -79.6044001 40.6268113, -79.6034522 40.6265612)",Diamond Avenue,,,
12050222,residential,False,False,82.13,"LINESTRING (-79.6004402 40.6302171, -79.6011757 40.6307008)",Washington Avenue,,,
12057695,residential,False,True,47.317,"LINESTRING (-79.6004402 40.6302171, -79.600806 40.6298946)",Mulberry Street,,,
12050222,residential,False,True,82.13,"LINESTRING (-79.6011757 40.6307008, -79.6004402 40.6302171)",Washington Avenue,,,
12063842,residential,False,True,31.651,"LINESTRING (-79.6011757 40.6307008, -79.6014212 40.6304856)",1st Street,,,
12063842,residential,False,False,93.57900000000001,"LINESTRING (-79.6011757 40.6307008, -79.6008027 40.6310101, -79.600427 40.6313216)",1st Street,,,
372286237,tertiary,False,True,93.182,"LINESTRING (-79.605925 40.6227811, -79.606603 40.6227867, -79.607029 40.6227902)",South Gosser Hill Road,,,
607550950,unclassified,False,True,46.802,"LINESTRING (-79.605925 40.6227811, -79.6058051 40.6227838, -79.605751 40.622785, -79.605543 40.622785, -79.6053707 40.6227906)",South Gosser Hill Road,,,
372286237,tertiary,False,True,57.414,"LINESTRING (-79.607852 40.622792, -79.6085322 40.6227997)",South Gosser Hill Road,,,
"[12061548, 12051724]",residential,False,"[False, True]",114.809,"LINESTRING (-79.607852 40.622792, -79.6078233 40.6229134, -79.6076194 40.6234212, -79.6076192 40.623441, -79.6076326 40.623457, -79.6076569 40.6234696, -79.60803 40.6236125)","['Abbey Avenue', 'Christine Avenue']",,,
372286237,tertiary,False,False,69.46000000000001,"LINESTRING (-79.607852 40.622792, -79.6074103 40.622791, -79.6071141 40.6227904, -79.607029 40.6227902)",South Gosser Hill Road,,,
12056050,residential,False,False,53.67,"LINESTRING (-79.6024701 40.6285626, -79.603073 40.6287162)",Penn Avenue,,,
12056050,residential,False,True,80.126,"LINESTRING (-79.6024701 40.6285626, -79.60157 40.6283333)",Penn Avenue,,,
12078134,residential,False,False,95.507,"LINESTRING (-79.6024701 40.6285626, -79.6022869 40.6289632, -79.6020989 40.629374)",Harrison Avenue,,,
12055281,residential,False,True,50.58,"LINESTRING (-79.6057617 40.6262183, -79.6055591 40.6266464)",2nd Street,,,
12054053,residential,False,False,185.923,"LINESTRING (-79.6057617 40.6262183, -79.6069053 40.6265317, -79.6078397 40.6267734)",Basin Street,,,
12074185,residential,False,False,169.119,"LINESTRING (-79.6057617 40.6262183, -79.6048016 40.6259526, -79.6038774 40.6257007)",Hicks Avenue,,,
1064035776,residential,True,False,25.368,"LINESTRING (-79.6057617 40.6262183, -79.6057559 40.6261625, -79.6058373 40.6260018)",River Avenue,,,
501078916,residential,False,False,19.768,"LINESTRING (-79.6078397 40.6267734, -79.6079167 40.6266055)",River Avenue,,,
12054053,residential,False,True,185.923,"LINESTRING (-79.6078397 40.6267734, -79.6069053 40.6265317, -79.6057617 40.6262183)",Basin Street,,,
12054692,residential,False,False,99.272,"LINESTRING (-79.6029031 40.6299696, -79.6033225 40.6291355)",Spring Avenue,,,
12068533,residential,False,False,60.323,"LINESTRING (-79.6029031 40.6299696, -79.602228 40.6297913)",Floral Avenue,,,
12068533,residential,False,True,85.031,"LINESTRING (-79.6029031 40.6299696, -79.6038547 40.630221)",Floral Avenue,,,
12054692,residential,False,True,95.69800000000001,"LINESTRING (-79.6029031 40.6299696, -79.6027159 40.6303723, -79.6025258 40.6307812)",Spring Avenue,,,
12054692,residential,False,True,99.272,"LINESTRING (-79.6033225 40.6291355, -79.6029031 40.6299696)",Spring Avenue,,,
12068189,residential,False,True,83.998,"LINESTRING (-79.6033225 40.6291355, -79.6042537 40.6294023)",Kirkpatrick Avenue,,,
12054692,residential,False,False,98.96100000000001,"LINESTRING (-79.6033225 40.6291355, -79.6033569 40.6290672, -79.6033841 40.6289643, -79.6033069 40.6286867, -79.6033627 40.6286041, -79.6034022 40.6285292, -79.6035331 40.6282947)",Spring Avenue,,,
868903848,residential,True,False,99.566,"LINESTRING (-79.6035331 40.6282947, -79.6046486 40.6285863)",Siberian Avenue,,,
12054692,residential,False,True,98.961,"LINESTRING (-79.6035331 40.6282947, -79.6034022 40.6285292, -79.6033627 40.6286041, -79.6033069 40.6286867, -79.6033841 40.6289643, -79.6033569 40.6290672, -79.6033225 40.6291355)",Spring Avenue,,,
12055281,residential,False,False,46.503,"LINESTRING (-79.603058 40.6314016, -79.6034182 40.6310851)",2nd Street,,,
12075405,residential,False,False,124.48299999999999,"LINESTRING (-79.603058 40.6314016, -79.6026454 40.6311241, -79.6021121 40.6307617, -79.6019853 40.6306366)",Summit Avenue,,,
12055281,residential,False,True,6.976,"LINESTRING (-79.6034616 40.6310317, -79.6034182 40.6310851)",2nd Street,,,
12057119,residential,False,True,49.195,"LINESTRING (-79.6034616 40.6310317, -79.6040114 40.6311788)",Wallace Avenue,,,
12055281,residential,False,False,96.056,"LINESTRING (-79.6034616 40.6310317, -79.6036574 40.6306278, -79.6038547 40.630221)",2nd Street,,,
12057119,residential,False,False,83.739,"LINESTRING (-79.6034616 40.6310317, -79.6029251 40.6308881, -79.6025258 40.6307812)",Wallace Avenue,,,
12068533,residential,False,False,85.031,"LINESTRING (-79.6038547 40.630221, -79.6029031 40.6299696)",Floral Avenue,,,
12055281,residential,False,False,97.063,"LINESTRING (-79.6038547 40.630221, -79.6040501 40.6298202, -79.6042537 40.6294023)",2nd Street,,,
12055281,residential,False,True,96.056,"LINESTRING (-79.6038547 40.630221, -79.6036574 40.6306278, -79.6034616 40.6310317)",2nd Street,,,
12068533,residential,False,True,188.62099999999998,"LINESTRING (-79.6038547 40.630221, -79.6050246 40.6305301, -79.6059656 40.6307787)",Floral Avenue,,,
12068189,residential,False,False,83.998,"LINESTRING (-79.6042537 40.6294023, -79.6033225 40.6291355)",Kirkpatrick Avenue,,,
12055281,residential,False,False,96.66300000000001,"LINESTRING (-79.6042537 40.6294023, -79.6044505 40.6289999, -79.6046486 40.6285863)",2nd Street,,,
12055281,residential,False,True,97.063,"LINESTRING (-79.6042537 40.6294023, -79.6040501 40.6298202, -79.6038547 40.630221)",2nd Street,,,
12068189,residential,False,True,188.719,"LINESTRING (-79.6042537 40.6294023, -79.6054029 40.6297115, -79.6063657 40.6299601)",Kirkpatrick Avenue,,,
12055281,residential,False,False,79.555,"LINESTRING (-79.6046486 40.6285863, -79.6049637 40.627912)",2nd Street,,,
12055281,residential,False,True,96.66300000000001,"LINESTRING (-79.6046486 40.6285863, -79.6044505 40.6289999, -79.6042537 40.6294023)",2nd Street,,,
"[868903848, 870902803]",residential,True,False,188.584,"LINESTRING (-79.6046486 40.6285863, -79.6057911 40.6288926, -79.6067557 40.6291511)",Siberian Avenue,,,
12055281,residential,False,False,52.031,"LINESTRING (-79.6049637 40.627912, -79.6051672 40.6274703)",2nd Street,,,
12055281,residential,False,True,79.555,"LINESTRING (-79.6049637 40.627912, -79.6046486 40.6285863)",2nd Street,,,
12063214,residential,False,False,167.71800000000002,"LINESTRING (-79.6049637 40.627912, -79.6040063 40.6276536, -79.6031744 40.6274367, -79.6030945 40.6274027)",Center Avenue,,,
12063214,residential,False,True,187.196,"LINESTRING (-79.6049637 40.627912, -79.6061187 40.6282241, -79.6070566 40.6284697)",Center Avenue,,,
12055281,residential,False,False,47.956,"LINESTRING (-79.6051672 40.6274703, -79.6053574 40.6270639)",2nd Street,,,
12055281,residential,False,True,52.031,"LINESTRING (-79.6051672 40.6274703, -79.6049637 40.627912)",2nd Street,,,
12061928,residential,False,False,187.963,"LINESTRING (-79.6051672 40.6274703, -79.6059866 40.6277004, -79.6063078 40.6277906, -79.6072594 40.6280499)",Main Street,,,
12061928,residential,False,True,170.228,"LINESTRING (-79.6051672 40.6274703, -79.6042099 40.6272181, -79.6032626 40.6269662)",Main Street,,,
12055281,residential,False,False,50.58,"LINESTRING (-79.6055591 40.6266464, -79.6057617 40.6262183)",2nd Street,,,
12055281,residential,False,True,49.446,"LINESTRING (-79.6055591 40.6266464, -79.6053574 40.6270639)",2nd Street,,,
12078662,secondary,False,False,171.287,"LINESTRING (-79.6055591 40.6266464, -79.6045918 40.6264014, -79.6036403 40.6261446)",Market Street,PA 66,,
12078662,secondary,False,True,185.52800000000002,"LINESTRING (-79.6055591 40.6266464, -79.606706 40.6269674, -79.6074991 40.6271693, -79.6076313 40.627203)",Market Street,PA 66,,
12056050,residential,False,False,81.097,"LINESTRING (-79.600659 40.6281012, -79.60157 40.6283333)",Penn Avenue,,,
12077525,residential,False,False,93.418,"LINESTRING (-79.600659 40.6281012, -79.6004811 40.6284965, -79.6003015 40.6288963)",Pitt Street,,,
12077525,residential,False,True,94.108,"LINESTRING (-79.600659 40.6281012, -79.6008562 40.6276897, -79.601026 40.6273021)",Pitt Street,,,
12056050,residential,False,True,53.67,"LINESTRING (-79.603073 40.6287162, -79.6024701 40.6285626)",Penn Avenue,,,
12063842,residential,False,False,97.563,"LINESTRING (-79.603073 40.6287162, -79.6030007 40.6288928, -79.6028358 40.6291329, -79.6025466 40.629493)",1st Street,,,
12063842,residential,False,True,69.468,"LINESTRING (-79.603073 40.6287162, -79.6030956 40.6286185, -79.6030798 40.628471, -79.6029826 40.628315, -79.6028825 40.6281246)",1st Street,,,
12057119,residential,False,False,49.195,"LINESTRING (-79.6040114 40.6311788, -79.6034616 40.6310317)",Wallace Avenue,,,
12057778,residential,False,True,25.146,"LINESTRING (-79.6040114 40.6311788, -79.603814 40.6313482)",Wesley Avenue,,,
12057119,residential,False,True,139.68099999999998,"LINESTRING (-79.6040114 40.6311788, -79.6046464 40.6313488, -79.6050629 40.6314602, -79.6055724 40.6315966)",Wallace Avenue,,,
12057119,residential,False,True,50.478,"LINESTRING (-79.6014212 40.6304856, -79.6019853 40.6306366)",Wallace Avenue,,,
12063842,residential,False,False,31.651,"LINESTRING (-79.6014212 40.6304856, -79.6011757 40.6307008)",1st Street,,,
12063842,residential,False,True,14.67,"LINESTRING (-79.6014212 40.6304856, -79.6015268 40.6303808)",1st Street,,,
12057778,residential,False,False,25.146,"LINESTRING (-79.603814 40.6313482, -79.6040114 40.6311788)",Wesley Avenue,,,
12070430,residential,False,False,44.401,"LINESTRING (-79.603814 40.6313482, -79.6034182 40.6310851)",Linden Avenue,,,
12078662,secondary,False,True,31.049,"LINESTRING (-79.6000578 40.6268439, -79.6003671 40.6266927)",Market Street,PA 66,,
12061519,residential,False,False,36.704,"LINESTRING (-79.6000578 40.6268439, -79.6002094 40.6270588, -79.6002934 40.627117)",Grant Avenue,,,
12060230,residential,False,True,60.989,"LINESTRING (-79.6080652 40.6264425, -79.6085626 40.6268404)",River Avenue,,,
501078916,residential,False,True,22.036,"LINESTRING (-79.6080652 40.6264425, -79.6079167 40.6266055)",River Avenue,,,
12060230,residential,False,False,121.74000000000001,"LINESTRING (-79.6080652 40.6264425, -79.6075881 40.6261492, -79.6073356 40.6260304, -79.6068596 40.625851)",River Avenue,,,
12060230,residential,False,True,121.74,"LINESTRING (-79.6068596 40.625851, -79.6073356 40.6260304, -79.6075881 40.6261492, -79.6080652 40.6264425)",River Avenue,,,
501078916,residential,False,False,22.036,"LINESTRING (-79.6079167 40.6266055, -79.6080652 40.6264425)",River Avenue,,,
501078916,residential,False,True,19.768,"LINESTRING (-79.6079167 40.6266055, -79.6078397 40.6267734)",River Avenue,,,
12060239,residential,False,False,210.46499999999997,"LINESTRING (-79.6079167 40.6266055, -79.6070949 40.6261547, -79.6068628 40.6260886, -79.6060337 40.6258389, -79.6059748 40.6258292, -79.6059364 40.625837, -79.6059006 40.6258768, -79.6058373 40.6260018)",River Avenue,,,
12061519,residential,False,False,65.162,"LINESTRING (-79.6002934 40.627117, -79.601026 40.6273021)",Grant Avenue,,,
12061519,residential,False,True,36.704,"LINESTRING (-79.6002934 40.627117, -79.6002094 40.6270588, -79.6000578 40.6268439)",Grant Avenue,,,
12061519,residential,False,True,65.162,"LINESTRING (-79.601026 40.6273021, -79.6002934 40.627117)",Grant Avenue,,,
12077525,residential,False,True,49.028,"LINESTRING (-79.601026 40.6273021, -79.6012093 40.6268837)",Pitt Street,,,
12077525,residential,False,False,94.108,"LINESTRING (-79.601026 40.6273021, -79.6008562 40.6276897, -79.600659 40.6281012)",Pitt Street,,,
12063842,residential,False,True,45.32,"LINESTRING (-79.6029149 40.6277868, -79.6030945 40.6274027)",1st Street,,,
12063842,residential,False,False,38.583,"LINESTRING (-79.6029149 40.6277868, -79.6028516 40.6279463, -79.6028584 40.6280406, -79.6028825 40.6281246)",1st Street,,,
879314940,residential,True,False,168.27300000000002,"LINESTRING (-79.6029149 40.6277868, -79.6019525 40.62754, -79.601026 40.6273021)",Grant Avenue,,,
12061565,residential,False,False,99.824,"LINESTRING (-79.60803 40.6236125, -79.6085322 40.6227997)",Jennifer Drive,,,
"[12061548, 12051724]",residential,False,"[False, True]",114.809,"LINESTRING (-79.60803 40.6236125, -79.6076569 40.6234696, -79.6076326 40.623457, -79.6076192 40.623441, -79.6076194 40.6234212, -79.6078233 40.6229134, -79.607852 40.622792)","['Abbey Avenue', 'Christine Avenue']",,,
"[12061548, 12101758]",residential,False,True,170.197,"LINESTRING (-79.60803 40.6236125, -79.6083878 40.6237523, -79.6084537 40.6237552, -79.6084897 40.6237492, -79.6093555 40.622809)","['Ridge Avenue', 'Abbey Avenue']",,,
12061565,residential,False,True,99.824,"LINESTRING (-79.6085322 40.6227997, -79.60803 40.6236125)",Jennifer Drive,,,
372286237,tertiary,False,False,57.414,"LINESTRING (-79.6085322 40.6227997, -79.607852 40.622792)",South Gosser Hill Road,,,
372286237,tertiary,False,True,69.493,"LINESTRING (-79.6085322 40.6227997, -79.6093555 40.622809)",South Gosser Hill Road,,,
12061928,residential,False,False,32.568,"LINESTRING (-79.6010416 40.6263832, -79.6014054 40.6264809)",Main Street,,,
12078662,secondary,False,False,66.526,"LINESTRING (-79.6010416 40.6263832, -79.6005129 40.6266215, -79.6003671 40.6266927)",Market Street,PA 66,,
12078662,secondary,False,True,68.195,"LINESTRING (-79.6010416 40.6263832, -79.6014551 40.6262391, -79.6017695 40.6261172)",Market Street,PA 66,,
12061928,residential,False,True,32.568,"LINESTRING (-79.6014054 40.6264809, -79.6010416 40.6263832)",Main Street,,,
12077525,residential,False,False,47.749,"LINESTRING (-79.6014054 40.6264809, -79.6012093 40.6268837)",Pitt Street,,,
12061928,residential,False,False,165.765,"LINESTRING (-79.6014054 40.6264809, -79.6023167 40.6267189, -79.6032626 40.6269662)",Main Street,,,
12063842,residential,False,False,50.567,"LINESTRING (-79.6032626 40.6269662, -79.6030945 40.6274027)",1st Street,,,
12063842,residential,False,True,47.792,"LINESTRING (-79.6032626 40.6269662, -79.6034522 40.6265612)",1st Street,,,
12061928,residential,False,False,170.228,"LINESTRING (-79.6032626 40.6269662, -79.6042099 40.6272181, -79.6051672 40.6274703)",Main Street,,,
12061928,residential,False,True,165.765,"LINESTRING (-79.6032626 40.6269662, -79.6023167 40.6267189, -79.6014054 40.6264809)",Main Street,,,
12063842,residential,False,False,45.32,"LINESTRING (-79.6030945 40.6274027, -79.6029149 40.6277868)",1st Street,,,
12063842,residential,False,True,50.567,"LINESTRING (-79.6030945 40.6274027, -79.6032626 40.6269662)",1st Street,,,
12063214,residential,False,False,169.449,"LINESTRING (-79.6030945 40.6274027, -79.6030146 40.6273639, -79.6021363 40.6271255, -79.6012093 40.6268837)",Center Avenue,,,
12063214,residential,False,True,167.71800000000002,"LINESTRING (-79.6030945 40.6274027, -79.6031744 40.6274367, -79.6040063 40.6276536, -79.6049637 40.627912)",Center Avenue,,,
12063214,residential,False,False,74.181,"LINESTRING (-79.6012093 40.6268837, -79.6003671 40.6266927)",Center Avenue,,,
12077525,residential,False,False,49.028,"LINESTRING (-79.6012093 40.6268837, -79.601026 40.6273021)",Pitt Street,,,
12077525,residential,False,True,47.749,"LINESTRING (-79.6012093 40.6268837, -79.6014054 40.6264809)",Pitt Street,,,
12063214,residential,False,True,169.449,"LINESTRING (-79.6012093 40.6268837, -79.6021363 40.6271255, -79.6030146 40.6273639, -79.6030945 40.6274027)",Center Avenue,,,
12063842,residential,False,False,48.968,"LINESTRING (-79.6036403 40.6261446, -79.6034522 40.6265612)",1st Street,,,
12063842,residential,False,True,53.366,"LINESTRING (-79.6036403 40.6261446, -79.6037687 40.6258652, -79.6038774 40.6257007)",1st Street,,,
12078662,secondary,False,False,89.738,"LINESTRING (-79.6036403 40.6261446, -79.6026772 40.6259059, -79.6026295 40.6258941)",Market Street,PA 66,,
12078662,secondary,False,True,171.287,"LINESTRING (-79.6036403 40.6261446, -79.6045918 40.6264014, -79.6055591 40.6266464)",Market Street,PA 66,,
868903848,residential,True,False,58.072,"LINESTRING (-79.6028825 40.6281246, -79.6035331 40.6282947)",Siberian Avenue,,,
12063842,residential,False,False,69.468,"LINESTRING (-79.6028825 40.6281246, -79.6029826 40.628315, -79.6030798 40.628471, -79.6030956 40.6286185, -79.603073 40.6287162)",1st Street,,,
12063842,residential,False,True,38.583,"LINESTRING (-79.6028825 40.6281246, -79.6028584 40.6280406, -79.6028516 40.6279463, -79.6029149 40.6277868)",1st Street,,,
12063842,residential,False,False,42.698,"LINESTRING (-79.6025466 40.629493, -79.602228 40.6297913)",1st Street,,,
12078139,residential,False,False,40.032,"LINESTRING (-79.6025466 40.629493, -79.6020989 40.629374)",Harrison Avenue,,,
12063842,residential,False,True,97.563,"LINESTRING (-79.6025466 40.629493, -79.6028358 40.6291329, -79.6030007 40.6288928, -79.603073 40.6287162)",1st Street,,,
12063842,residential,False,True,10.11,"LINESTRING (-79.6021473 40.6298585, -79.602228 40.6297913)",1st Street,,,
12063842,residential,False,False,78.199,"LINESTRING (-79.6021473 40.6298585, -79.601827 40.6301253, -79.6015268 40.6303808)",1st Street,,,
12080790,residential,False,True,100.285,"LINESTRING (-79.6021473 40.6298585, -79.6019007 40.6297912, -79.6010291 40.6295532)",Anderson Avenue,,,
