osmid,highway,oneway,reversed,length,name,geometry,lanes,maxspeed,access
14287559,residential,False,False,25.326,,"LINESTRING (-114.8314096 35.9797701, -114.8316806 35.9797086)",,,
14308526,residential,False,False,53.888999999999996,Park Street,"LINESTRING (-114.8314096 35.9797701, -114.8313321 35.979818, -114.831273 35.9798732, -114.8312345 35.9799244, -114.8312033 35.9799859, -114.8311842 35.9800662, -114.8311857 35.9801224, -114.8312007 35.9801896)",,,
14324519,residential,False,True,77.52000000000001,Park Place,"LINESTRING (-114.8314096 35.9797701, -114.8313051 35.9797733, -114.8312025 35.9797691, -114.8311062 35.9797583, -114.8310081 35.9797386, -114.8308794 35.9796866, -114.830628 35.979537)",,,
14287559,residential,False,True,25.326,,"LINESTRING (-114.8316806 35.9797086, -114.8314096 35.9797701)",,,
14308523,residential,False,False,140.155,Park Street,"LINESTRING (-114.8316806 35.9797086, -114.8318574 35.9797509, -114.8331669 35.9800855)",,,
14324520,residential,False,True,100.98199999999999,Park Place,"LINESTRING (-114.8316806 35.9797086, -114.8318273 35.9796073, -114.8323715 35.979172, -114.8325177 35.9791115)",,,
14296003,residential,False,False,83.75999999999999,New Mexico Street,"LINESTRING (-114.838824 35.974902, -114.838445 35.9746774, -114.838073 35.974457)",,,
14317083,residential,False,False,190.01499999999996,Avenue A,"LINESTRING (-114.838824 35.974902, -114.8385937 35.9751567, -114.8381689 35.9756265, -114.8376999 35.9761452, -114.837663 35.976186, -114.837586 35.976218, -114.837527 35.976218)",,,
14296003,residential,False,True,83.75999999999999,New Mexico Street,"LINESTRING (-114.838073 35.974457, -114.838445 35.9746774, -114.838824 35.974902)",,,
198401900,residential,False,False,96.247,New Mexico Street,"LINESTRING (-114.8321177 35.9743229, -114.8315663 35.9743539, -114.8310505 35.9743802)",,,
1227205770,tertiary,False,False,298.141,Avenue G,"LINESTRING (-114.8321177 35.9743229, -114.8323179 35.9769235, -114.8323182 35.9769991)",,,
14317150,residential,False,False,298.24,Avenue H,"LINESTRING (-114.8310505 35.9743802, -114.8312645 35.9769812, -114.8312749 35.9770561)",2,,
198401900,residential,False,False,94.142,New Mexico Street,"LINESTRING (-114.8310505 35.9743802, -114.8305319 35.974408, -114.8300067 35.974437)",,,
198401900,residential,False,True,96.247,New Mexico Street,"LINESTRING (-114.8310505 35.9743802, -114.8315663 35.9743539, -114.8321177 35.9743229)",,,
14317169,residential,False,False,298.60400000000004,Avenue I,"LINESTRING (-114.8300067 35.974437, -114.8302094 35.9769581, -114.83019 35.9771163)",,,
198401900,residential,False,False,97.36800000000001,New Mexico Street,"LINESTRING (-114.8300067 35.974437, -114.8294745 35.9744666, -114.8290519 35.9744863, -114.8289843 35.974499, -114.8289321 35.9745151)",,,
198401900,residential,False,True,94.142,New Mexico Street,"LINESTRING (-114.8300067 35.974437, -114.8305319 35.974408, -114.8310505 35.9743802)",,,
14317193,residential,False,False,187.184,Avenue K,"LINESTRING (-114.8289321 35.9745151, -114.8289615 35.9746052, -114.8290779 35.9761926)",,,
198401900,residential,False,True,97.368,New Mexico Street,"LINESTRING (-114.8289321 35.9745151, -114.8289843 35.974499, -114.8290519 35.9744863, -114.8294745 35.9744666, -114.8300067 35.974437)",,,
14300881,residential,False,True,38.094,Ash Street,"LINESTRING (-114.8388903 35.9799247, -114.8388792 35.9797067, -114.838884 35.979638, -114.838874 35.979583)",,,
353010675,residential,False,False,295.859,Denver Street,"LINESTRING (-114.8388903 35.9799247, -114.8388921 35.9799823, -114.838442 35.9800471, -114.838194 35.9801195, -114.8363522 35.9807765, -114.8359799 35.9809096, -114.8359158 35.9809429)",,,
198401891,secondary,False,False,51.817,Nevada Way,"LINESTRING (-114.8359158 35.9809429, -114.836008 35.981089, -114.8360399 35.9811675, -114.8360483 35.981257, -114.836039 35.9813203, -114.8360107 35.981382)",2,,
198401891,secondary,False,True,97.166,Nevada Way,"LINESTRING (-114.8359158 35.9809429, -114.835786 35.98069, -114.8357224 35.9802591, -114.8357128 35.9801692, -114.8357173 35.9800935)",2,,
353010675,residential,False,False,73.78,Denver Street,"LINESTRING (-114.8359158 35.9809429, -114.8357673 35.980981, -114.8356193 35.9810031, -114.8355031 35.9809997, -114.8353506 35.9809858, -114.8352631 35.9809828, -114.835107 35.9809899)",,,
353010675,residential,False,True,295.859,Denver Street,"LINESTRING (-114.8359158 35.9809429, -114.8359799 35.9809096, -114.8363522 35.9807765, -114.838194 35.9801195, -114.838442 35.9800471, -114.8388921 35.9799823, -114.8388903 35.9799247)",,,
353010675,residential,False,True,73.78,Denver Street,"LINESTRING (-114.835107 35.9809899, -114.8352631 35.9809828, -114.8353506 35.9809858, -114.8355031 35.9809997, -114.8356193 35.9810031, -114.8357673 35.980981, -114.8359158 35.9809429)",,,
14299628,residential,False,False,294.293,Hillside Drive,"LINESTRING (-114.833348 35.9807019, -114.8332714 35.9806585, -114.8332277 35.9806411, -114.8331847 35.9806262, -114.8331458 35.9806164, -114.8331068 35.9806144, -114.833052 35.9806139, -114.8329971 35.9806172, -114.832947 35.9806076, -114.832805 35.9805621, -114.8326678 35.9805073, -114.8322364 35.9803187, -114.83214 35.980301, -114.8320391 35.980302, -114.8319667 35.9803278, -114.8319185 35.9803743, -114.8318929 35.9804317, -114.8318986 35.9804984, -114.831925 35.9805534, -114.8321812 35.9809318, -114.8322396 35.9809961, -114.8323076 35.9810553, -114.8324467 35.9811685, -114.8328197 35.9814739)",,,
198401891,secondary,False,False,38.095,Nevada Way,"LINESTRING (-114.8328197 35.9814739, -114.8324112 35.9813839)",2,,
14299628,residential,False,True,294.293,Hillside Drive,"LINESTRING (-114.8328197 35.9814739, -114.8324467 35.9811685, -114.8323076 35.9810553, -114.8322396 35.9809961, -114.8321812 35.9809318, -114.831925 35.9805534, -114.8318986 35.9804984, -114.8318929 35.9804317, -114.8319185 35.9803743, -114.8319667 35.9803278, -114.8320391 35.980302, -114.83214 35.980301, -114.8322364 35.9803187, -114.8326678 35.9805073, -114.832805 35.9805621, -114.832947 35.9806076, -114.8329971 35.9806172, -114.833052 35.9806139, -114.8331068 35.9806144, -114.8331458 35.9806164, -114.8331847 35.9806262, -114.8332277 35.9806411, -114.8332714 35.9806585, -114.833348 35.9807019)",,,
