osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,width,tunnel
8722115,True,2,North Division Street,secondary,25 mph,False,104.53999999999999,"LINESTRING (-83.7439129 42.2812809, -83.7438824 42.2813829, -83.7438665 42.2814359, -83.7438379 42.2816422, -83.7437968 42.2822154)",,,
"[215452367, 441448147, 441448150, 441448151]",False,"['4', '5']",East Huron Street,primary,30 mph,True,174.015,"LINESTRING (-83.7439129 42.2812809, -83.7440739 42.2812876, -83.7444383 42.2813026, -83.7446352 42.2813056, -83.7447048 42.2813076, -83.7455367 42.2813319, -83.7459291 42.2813458, -83.746026 42.2813492)",BL I 94;US 23 BUS,,
419325995,True,2,North Division Street,secondary,25 mph,False,12.75,"LINESTRING (-83.7437968 42.2822154, -83.7437916 42.2822884, -83.7437886 42.2823299)",,,
213222769,True,2,North Division Street,secondary,25 mph,False,10.682,"LINESTRING (-83.7437418 42.283035, -83.7437411 42.28305, -83.7437372 42.283131)",,,
176799484,True,1,Catherine Street,unclassified,,False,181.20300000000003,"LINESTRING (-83.7437372 42.283131, -83.743852 42.2831341, -83.7448922 42.283162, -83.74498 42.2831643, -83.7453253 42.2831736, -83.7458281 42.2831875, -83.7459384 42.2831905)",,,
213222769,True,2,North Division Street,secondary,25 mph,False,85.35199999999999,"LINESTRING (-83.7437372 42.283131, -83.7437337 42.2832069, -83.7437146 42.2836207, -83.7437039 42.2838309, -83.7437005 42.2838981)",,,
213222769,True,2,North Division Street,secondary,25 mph,False,95.825,"LINESTRING (-83.7437005 42.2838981, -83.7436973 42.2839699, -83.7436655 42.2846781, -83.7436619 42.2847594)",,,
1162276359,False,2,East Kingsley Street,tertiary,,True,126.336,"LINESTRING (-83.7436619 42.2847594, -83.743766 42.284763, -83.7450592 42.2848073, -83.745196 42.284812)",,,
8724871,False,2,Catherine Street,tertiary,,False,32.527,"LINESTRING (-83.7467647 42.2832132, -83.7470679 42.2832215, -83.7471598 42.2832244)",,,
8724871,False,2,Catherine Street,tertiary,,True,68.023,"LINESTRING (-83.7467647 42.2832132, -83.7465477 42.2832057, -83.746051 42.2831933, -83.7459384 42.2831905)",,,
61509462,True,1,Detroit Street,unclassified,,False,107.51,"LINESTRING (-83.7467647 42.2832132, -83.7466925 42.2832968, -83.7460998 42.2838802, -83.7460887 42.28389, -83.7460706 42.2838993, -83.7460554 42.2839051, -83.7460216 42.28391, -83.7460139 42.2839099, -83.7459262 42.2839079)",,,
8722129,True,1,Detroit Street,unclassified,,False,84.562,"LINESTRING (-83.7458399 42.2842728, -83.7457771 42.2842717, -83.7456909 42.2842772, -83.7456439 42.2843143, -83.7452499 42.2847269, -83.745196 42.284812)",,"30'0""",
"[1055555008, 1055555012]",True,1,North Fifth Avenue,secondary,25 mph,False,59.082,"LINESTRING (-83.7458399 42.2842728, -83.7458482 42.2841821, -83.7458562 42.2839741, -83.7458567 42.2839619, -83.7458605 42.2839059, -83.7459096 42.2837459)",,,
278539593,False,2,East Kingsley Street,tertiary,,True,53.376000000000005,"LINESTRING (-83.745196 42.284812, -83.7453275 42.2848152, -83.7457491 42.2848256, -83.7458445 42.284828)",,,
1162276359,False,2,East Kingsley Street,tertiary,,False,126.33600000000001,"LINESTRING (-83.745196 42.284812, -83.7450592 42.2848073, -83.743766 42.284763, -83.7436619 42.2847594)",,,
8733683,False,2,East Liberty Street,tertiary,,False,102.911,"LINESTRING (-83.7486026 42.2795872, -83.7484762 42.2795825, -83.7479608 42.2795632, -83.7474588 42.2795444, -83.7473533 42.2795404)",,,
"[441448224, 441448225, 441448227]",False,"['3', '2']",South Main Street,secondary,,False,182.51000000000002,"LINESTRING (-83.7486026 42.2795872, -83.7486065 42.2795088, -83.7486183 42.2792752, -83.7486416 42.2788126, -83.748669 42.2782699, -83.7486808 42.2780372, -83.7486825 42.2780042, -83.7486855 42.277947)",,,
"[412697597, 441448228, 441448229]",False,"['3', '2']",South Main Street,secondary,,True,101.185,"LINESTRING (-83.7486026 42.2795872, -83.7485985 42.2796618, -83.7485849 42.2799053, -83.7485768 42.2800298, -83.7485696 42.2801813, -83.7485613 42.2804162, -83.7485521 42.2804963)",,,
936995558,False,2,West Liberty Street,tertiary,,False,101.259,"LINESTRING (-83.7486026 42.2795872, -83.7487342 42.2795908, -83.7492389 42.2796044, -83.7497446 42.279618, -83.7498326 42.2796204)",,,
8944511,False,2,West Liberty Street,tertiary,,False,106.706,"LINESTRING (-83.7498326 42.2796204, -83.7499606 42.2796233, -83.7503469 42.2796322, -83.7504694 42.279635, -83.7506172 42.2796348, -83.7506663 42.2796294, -83.7507256 42.2796228, -83.7508257 42.2796042, -83.7509143 42.2795771, -83.7509686 42.2795571, -83.751021 42.2795367, -83.7510969 42.2795108)",,,
