osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,tunnel
13186729,East Oak Street,residential,False,False,110.519,,,"LINESTRING (-95.4467426 37.6836202, -95.4479985 37.68362)",
13188227,North Malcolm Avenue,residential,False,False,101.542,,,"LINESTRING (-95.4467426 37.6836202, -95.4467585 37.6845333)",
13188227,North Malcolm Avenue,residential,False,True,102.246,,,"LINESTRING (-95.4467426 37.6836202, -95.4467034 37.6827012)",
13186729,East Oak Street,residential,False,False,111.646,,,"LINESTRING (-95.4479985 37.68362, -95.4492671 37.6836069)",
13186729,East Oak Street,residential,False,True,110.519,,,"LINESTRING (-95.4479985 37.68362, -95.4467426 37.6836202)",
13188500,North Central Avenue,residential,False,False,99.454,,,"LINESTRING (-95.4479985 37.68362, -95.4480046 37.6845144)",
13188500,North Central Avenue,residential,False,True,101.964,,,"LINESTRING (-95.4479985 37.68362, -95.4479826 37.6827031)",
13186729,East Oak Street,residential,False,False,111.927,,,"LINESTRING (-95.4492671 37.6836069, -95.4505389 37.6835938)",
13186729,East Oak Street,residential,False,True,111.646,,,"LINESTRING (-95.4492671 37.6836069, -95.4479985 37.68362)",
13188170,North Evergreen Avenue,residential,False,False,99.627,,,"LINESTRING (-95.4492671 37.6836069, -95.4492887 37.6845027)",
13188170,North Evergreen Avenue,residential,False,True,101.337,,,"LINESTRING (-95.4492671 37.6836069, -95.4492561 37.6826956)",
13186729,East Oak Street,residential,False,False,112.755,,,"LINESTRING (-95.4505389 37.6835938, -95.4518201 37.6835806)",
13186729,East Oak Street,residential,False,True,111.927,,,"LINESTRING (-95.4505389 37.6835938, -95.4492671 37.6836069)",
13188506,North Highland Avenue,residential,False,False,99.796,,,"LINESTRING (-95.4505389 37.6835938, -95.4505544 37.6844912)",
13188506,North Highland Avenue,residential,False,True,101.269,,,"LINESTRING (-95.4505389 37.6835938, -95.4505033 37.6826835)",
13186729,East Oak Street,residential,False,True,112.755,,,"LINESTRING (-95.4518201 37.6835806, -95.4505389 37.6835938)",
61014417,North Lincoln Avenue,secondary,False,False,99.977,2,KS 39,"LINESTRING (-95.4518201 37.6835806, -95.4518267 37.6844797)",
61014417,North Lincoln Avenue,secondary,False,True,100.91300000000001,2,KS 39,"LINESTRING (-95.4518201 37.6835806, -95.4518201 37.6835409, -95.4518226 37.6827705, -95.4518193 37.6826731)",
13186793,West Elm Street,residential,False,False,120.734,,,"LINESTRING (-95.4541127 37.6826576, -95.4554842 37.6826859)",
13188682,North Grant Avenue,residential,False,False,209.208,,,"LINESTRING (-95.4541127 37.6826576, -95.4540501 37.6845384)",
13188682,North Grant Avenue,residential,False,True,100.96,,,"LINESTRING (-95.4541127 37.6826576, -95.4541255 37.6817497)",
13186793,West Elm Street,residential,False,False,120.338,,,"LINESTRING (-95.4554842 37.6826859, -95.4568512 37.6827142)",
13186793,West Elm Street,residential,False,True,120.734,,,"LINESTRING (-95.4554842 37.6826859, -95.4541127 37.6826576)",
13186832,North Forest Avenue,residential,False,False,207.592,,,"LINESTRING (-95.4554842 37.6826859, -95.4554484 37.6845526)",
13186832,North Forest Avenue,residential,False,True,107.058,,,"LINESTRING (-95.4554842 37.6826859, -95.4555422 37.6817242)",
13186793,West Elm Street,residential,False,True,120.338,,,"LINESTRING (-95.4568512 37.6827142, -95.4554842 37.6826859)",
13188510,North Steuben Avenue,residential,False,False,206.792,,,"LINESTRING (-95.4568512 37.6827142, -95.4568244 37.6845738)",
13188510,North Steuben Avenue,residential,False,True,108.518,,,"LINESTRING (-95.4568512 37.6827142, -95.4568601 37.6817383)",
13186832,North Forest Avenue,residential,False,False,107.058,,,"LINESTRING (-95.4555422 37.6817242, -95.4554842 37.6826859)",
13188160,West Main Street,secondary,False,False,115.988,,,"LINESTRING (-95.4555422 37.6817242, -95.4568601 37.6817383)",
13188160,West Main Street,secondary,False,True,124.704,,,"LINESTRING (-95.4555422 37.6817242, -95.4541255 37.6817497)",
13188048,South Forest Avenue,residential,False,True,250.82600000000002,,,"LINESTRING (-95.4555422 37.6817242, -95.4555424 37.6811961, -95.4555426 37.6806039, -95.4555772 37.6794688)",
13186832,North Forest Avenue,residential,False,False,94.741,,,"LINESTRING (-95.4554484 37.6845526, -95.4554395 37.6854046)",
13186832,North Forest Avenue,residential,False,True,207.592,,,"LINESTRING (-95.4554484 37.6845526, -95.4554842 37.6826859)",
13189268,West Walnut Street,residential,False,False,121.109,,,"LINESTRING (-95.4554484 37.6845526, -95.4568244 37.6845738)",
13189268,West Walnut Street,residential,False,True,123.058,,,"LINESTRING (-95.4554484 37.6845526, -95.4540501 37.6845384)",
13186832,North Forest Avenue,residential,False,True,94.741,,,"LINESTRING (-95.4554395 37.6854046, -95.4554484 37.6845526)",
13189150,West Chestnut Street,residential,False,False,119.928,,,"LINESTRING (-95.4554395 37.6854046, -95.456802 37.6854294)",
13189150,West Chestnut Street,residential,False,True,123.11,,,"LINESTRING (-95.4554395 37.6854046, -95.4540412 37.6853693)",
13188227,North Malcolm Avenue,residential,False,True,97.62,,,"LINESTRING (-95.4467651 37.6854112, -95.4467585 37.6845333)",
13189282,East Chestnut Street,residential,False,False,109.648,,,"LINESTRING (-95.4467651 37.6854112, -95.4480108 37.6853884)",
13188033,West 2nd Street,residential,False,False,139.574,,,"LINESTRING (-95.4571631 37.6794822, -95.4555772 37.6794688)",
13188463,South Steuben Avenue,residential,False,False,131.631,,,"LINESTRING (-95.4571631 37.6794822, -95.457137 37.6806658)",
13188463,South Steuben Avenue,residential,False,True,117.859,,,"LINESTRING (-95.4571631 37.6794822, -95.4571839 37.6784224)",
13188033,West 2nd Street,residential,False,True,139.574,,,"LINESTRING (-95.4555772 37.6794688, -95.4571631 37.6794822)",
13188048,South Forest Avenue,residential,False,True,114.757,,,"LINESTRING (-95.4555772 37.6794688, -95.455598 37.6784369)",
"[13188033, 13189350]","['West 2nd Street', 'South Grant Avenue']",residential,False,False,370.774,,,"LINESTRING (-95.4555772 37.6794688, -95.4543184 37.6794688, -95.4542197 37.6795039, -95.4541802 37.6795782, -95.4541255 37.6817497)",
13188048,South Forest Avenue,residential,False,False,250.826,,,"LINESTRING (-95.4555772 37.6794688, -95.4555426 37.6806039, -95.4555424 37.6811961, -95.4555422 37.6817242)",
133243199,South Santa Fe Avenue,residential,False,True,99.749,,,"LINESTRING (-95.4525372 37.6817467, -95.4525506 37.6808497)",
1115827812,East Main Street,secondary,False,False,65.104,,,"LINESTRING (-95.4525372 37.6817467, -95.4517975 37.6817563)",
13188160,West Main Street,secondary,False,False,139.776,,,"LINESTRING (-95.4525372 37.6817467, -95.4529006 37.6817487, -95.4531548 37.6817502, -95.4532837 37.6817509, -95.4541255 37.6817497)",
13188039,East Main Street,tertiary,False,False,112.736,,,"LINESTRING (-95.4517975 37.6817563, -95.4505166 37.6817728)",
133243195,South Lincoln Avenue,tertiary,False,True,98.341,,,"LINESTRING (-95.4517975 37.6817563, -95.4517983 37.6808719)",
1115827812,East Main Street,secondary,False,True,65.104,,,"LINESTRING (-95.4517975 37.6817563, -95.4525372 37.6817467)",
