osmid,oneway,highway,reversed,length,geometry,ref,bridge,name,lanes
15503596,False,residential,True,205.87900000000002,"LINESTRING (-82.459761 36.947444, -82.45973 36.947434, -82.459687 36.947429, -82.459632 36.947434, -82.459528 36.947472, -82.459422 36.947529, -82.459303 36.947604, -82.459213 36.947677, -82.459153 36.947743, -82.459122 36.947799, -82.459059 36.94796, -82.458994 36.948127, -82.45897 36.948148, -82.45893 36.948158, -82.458894 36.948151, -82.458867 36.948131, -82.458857 36.947797, -82.45885 36.947718, -82.458824 36.947587, -82.458816 36.947499, -82.458824 36.947412)",,,Bunting Road,
15509706,False,residential,False,114.84700000000001,"LINESTRING (-82.46545 36.947312, -82.465531 36.947363, -82.465597 36.947394, -82.465719 36.947428, -82.465782 36.947477, -82.465792 36.947497, -82.4658125 36.948191)",,,Emerald Street,
15514579,False,residential,False,92.753,"LINESTRING (-82.46545 36.947312, -82.465536 36.94726, -82.465573 36.947228, -82.465847 36.946854, -82.466036 36.946629)",,,Grand Avenue,
15514579,False,residential,True,54.9,"LINESTRING (-82.46545 36.947312, -82.465399 36.947332, -82.465295 36.947358, -82.465168 36.947397, -82.46513 36.947406, -82.465 36.947458, -82.464891 36.947516)",,,Grand Avenue,
15509706,False,residential,True,114.847,"LINESTRING (-82.4658125 36.948191, -82.465792 36.947497, -82.465782 36.947477, -82.465719 36.947428, -82.465597 36.947394, -82.465531 36.947363, -82.46545 36.947312)",,,Emerald Street,
15510605,True,motorway_link,False,14.047,"LINESTRING (-82.460142 36.940196, -82.460005 36.940133)",,,,1
15510605,True,motorway_link,False,192.091,"LINESTRING (-82.4621273 36.9408276, -82.461982 36.940792, -82.461797 36.940754, -82.461527 36.940721, -82.461336 36.940686, -82.461063 36.940611, -82.460849 36.940541, -82.460643 36.940458, -82.460142 36.940196)",,,,1
15512450,False,residential,False,12.666,"LINESTRING (-82.462808 36.944498, -82.462782 36.94461)",,,Grand Avenue Northeast,
15511842,False,residential,False,240.10099999999997,"LINESTRING (-82.462808 36.944498, -82.462579 36.944454, -82.462322 36.944412, -82.462106 36.944376, -82.462067 36.94438, -82.462022 36.944398, -82.461795 36.944588, -82.461442 36.944844, -82.461287 36.944941, -82.461149 36.945045, -82.460682 36.945374, -82.460629 36.945421)",,,Henderson Street Northeast,
15512450,False,residential,True,50.124,"LINESTRING (-82.462808 36.944498, -82.462856 36.944316, -82.462884 36.944161, -82.462911 36.944055)",,,Grand Avenue Northeast,
15511842,False,residential,True,240.10100000000003,"LINESTRING (-82.460629 36.945421, -82.460682 36.945374, -82.461149 36.945045, -82.461287 36.944941, -82.461442 36.944844, -82.461795 36.944588, -82.462022 36.944398, -82.462067 36.94438, -82.462106 36.944376, -82.462322 36.944412, -82.462579 36.944454, -82.462808 36.944498)",,,Henderson Street Northeast,
15512450,False,residential,True,12.666,"LINESTRING (-82.462782 36.94461, -82.462808 36.944498)",,,Grand Avenue Northeast,
15499652,False,residential,True,470.817,"LINESTRING (-82.462782 36.94461, -82.462563 36.944734, -82.462239 36.944961, -82.462075 36.945069, -82.46138 36.945553, -82.460999 36.945805, -82.460694 36.946025, -82.460146 36.946399, -82.459961 36.946519, -82.459647 36.946737, -82.459191 36.947066, -82.459098 36.947141, -82.459017 36.947222, -82.458988 36.947256, -82.458924 36.947333, -82.458868 36.947381, -82.458824 36.947412)",SR 1107,,Meadow Street Northeast,
15512450,False,residential,False,81.998,"LINESTRING (-82.462782 36.94461, -82.462739 36.944822, -82.462675 36.945067, -82.462649 36.945194, -82.462655 36.945255, -82.462672 36.945303, -82.462688 36.945333)",,,Grand Avenue Northeast,
15511951,False,tertiary,False,140.22199999999998,"LINESTRING (-82.462843 36.941893, -82.462809 36.942258, -82.46281 36.942458, -82.4628343 36.9426336, -82.462828 36.942777, -82.4628 36.942911, -82.462792 36.942934, -82.462746 36.943063, -82.46273 36.943143)",,,Quillen Avenue Southeast,
15516883,False,residential,True,183.463,"LINESTRING (-82.462843 36.941893, -82.46265 36.941863, -82.462426 36.941852, -82.462308 36.941856, -82.462169 36.941879, -82.462118 36.941891, -82.462066 36.941903, -82.461999 36.94191, -82.461864 36.94191, -82.461775 36.941898, -82.461689 36.941878, -82.461591 36.941838, -82.461536 36.941809, -82.461455 36.94175, -82.461377 36.941674, -82.461348 36.941659, -82.461305 36.941653, -82.46119 36.941674, -82.461123 36.941699, -82.461053 36.941741, -82.460986 36.94176, -82.46093 36.941765)",,,Jefferson Street Southeast,
15511951,False,tertiary,True,140.22199999999998,"LINESTRING (-82.46273 36.943143, -82.462746 36.943063, -82.462792 36.942934, -82.4628 36.942911, -82.462828 36.942777, -82.4628343 36.9426336, -82.46281 36.942458, -82.462809 36.942258, -82.462843 36.941893)",,,Quillen Avenue Southeast,
15517906,False,secondary,False,151.844,"LINESTRING (-82.46273 36.943143, -82.462565 36.943118, -82.462183 36.943059, -82.461782 36.942996, -82.461475 36.942958, -82.46105 36.942895)",VA 72;VA 158,,Front Street East,
15517906,False,secondary,True,36.311,"LINESTRING (-82.46273 36.943143, -82.462889 36.943171, -82.463127 36.94322)",VA 72;VA 158,,Front Street East,
"[15511960, 166902792, 166902780]",True,secondary,False,152.26700000000002,"LINESTRING (-82.458724 36.942529, -82.4588689 36.9424206, -82.4589043 36.9423479, -82.458956 36.942242, -82.4590841 36.9420208, -82.4593868 36.9414969, -82.459491 36.941317)",VA 72,yes,,
15513255,False,tertiary,False,92.12600000000002,"LINESTRING (-82.458724 36.942529, -82.458649 36.942719, -82.458554 36.942989, -82.4585086 36.9432781, -82.4585101 36.9433109, -82.4585196 36.9433343)",,,East Avenue Northeast,
15517906,False,secondary,True,210.68400000000003,"LINESTRING (-82.458724 36.942529, -82.458937 36.942563, -82.4590635 36.9425834, -82.4595346 36.9426594, -82.460303 36.942781, -82.460768 36.942853, -82.46105 36.942895)",VA 72;VA 158,,Front Street East,
15512450,False,residential,False,94.816,"LINESTRING (-82.463127 36.94322, -82.463016 36.943644, -82.462977 36.94381, -82.462911 36.944055)",,,Grand Avenue Northeast,
15517906,False,secondary,False,36.311,"LINESTRING (-82.463127 36.94322, -82.462889 36.943171, -82.46273 36.943143)",VA 72;VA 158,,Front Street East,
15517906,False,secondary,True,122.24600000000001,"LINESTRING (-82.463127 36.94322, -82.463542 36.943316, -82.46413 36.943428, -82.464462 36.943483)",VA 72;VA 158,,Front Street East,
15512450,False,residential,False,50.123999999999995,"LINESTRING (-82.462911 36.944055, -82.462884 36.944161, -82.462856 36.944316, -82.462808 36.944498)",,,Grand Avenue Northeast,
15512450,False,residential,True,94.816,"LINESTRING (-82.462911 36.944055, -82.462977 36.94381, -82.463016 36.943644, -82.463127 36.94322)",,,Grand Avenue Northeast,
15514906,False,tertiary,False,122.846,"LINESTRING (-82.462911 36.944055, -82.463519 36.944153, -82.464269 36.944261)",,,2nd Street Northeast,
15514906,False,tertiary,True,151.447,"LINESTRING (-82.462911 36.944055, -82.46247 36.943986, -82.46145 36.943821, -82.461239 36.943792)",,,2nd Street Northeast,
15512450,False,residential,False,56.98,"LINESTRING (-82.462688 36.945333, -82.462821 36.945566, -82.462905 36.945691, -82.462981 36.945788)",,,Grand Avenue Northeast,
15512450,False,residential,True,81.99799999999999,"LINESTRING (-82.462688 36.945333, -82.462672 36.945303, -82.462655 36.945255, -82.462649 36.945194, -82.462675 36.945067, -82.462739 36.944822, -82.462782 36.94461)",,,Grand Avenue Northeast,
15516030,False,residential,False,155.207,"LINESTRING (-82.462688 36.945333, -82.462567 36.945422, -82.462215 36.945633, -82.462039 36.945755, -82.461655 36.946032, -82.461375 36.946251)",,,Pine Street Northeast,
15512450,False,residential,True,56.980000000000004,"LINESTRING (-82.462981 36.945788, -82.462905 36.945691, -82.462821 36.945566, -82.462688 36.945333)",,,Grand Avenue Northeast,
"[15514579, 15513773]",False,residential,False,292.25,"LINESTRING (-82.462981 36.945788, -82.463192 36.94606, -82.463483 36.946454, -82.463722 36.946754, -82.46385 36.946929, -82.464231 36.947394, -82.464339 36.947542, -82.464414 36.947646, -82.464453 36.947672, -82.464512 36.947688, -82.464563 36.947687, -82.464602 36.947676, -82.464891 36.947516)",,,"['Grand Avenue Northeast', 'Grand Avenue']",
15517892,False,residential,False,332.49299999999994,"LINESTRING (-82.462981 36.945788, -82.462818 36.945889, -82.462333 36.946226, -82.462175 36.946331, -82.462073 36.946391, -82.461937 36.946472, -82.461853 36.946537, -82.461783 36.946611, -82.461731 36.946697, -82.461697 36.946789, -82.461658 36.946996, -82.46163 36.947267, -82.461625 36.947429, -82.461641 36.947732, -82.461636 36.947796, -82.461608 36.947834, -82.461566 36.947863, -82.461516 36.947879, -82.461448 36.947885, -82.461391 36.947877, -82.461341 36.947855, -82.461223 36.947774, -82.461117 36.947689)",,,North Street Northeast,
15517892,False,residential,True,115.084,"LINESTRING (-82.462981 36.945788, -82.463197 36.94565, -82.463291 36.94558, -82.463375 36.945525, -82.463645 36.94539, -82.46398 36.945232, -82.46405 36.945213)",,,North Street Northeast,
1254674194,False,tertiary,False,258.469,"LINESTRING (-82.46933 36.945889, -82.469277 36.945857, -82.469248 36.945825, -82.46923 36.94579, -82.469205 36.945702, -82.469199 36.945612, -82.469245 36.945283, -82.46924 36.945171, -82.469217 36.945089, -82.469167 36.944995, -82.469106 36.944916, -82.469031 36.944844, -82.468925 36.944771, -82.468873 36.944743, -82.468796 36.944702, -82.468697 36.944673, -82.468594 36.944653, -82.468491 36.944643, -82.468368 36.944646, -82.468271 36.94466, -82.468099 36.944705, -82.4677848 36.9448045, -82.4677024 36.9448173, -82.4676385 36.9448176)",,,North Street Northeast,
15513255,False,tertiary,True,92.126,"LINESTRING (-82.4585196 36.9433343, -82.4585101 36.9433109, -82.4585086 36.9432781, -82.458554 36.942989, -82.458649 36.942719, -82.458724 36.942529)",,,East Avenue Northeast,
15514906,False,tertiary,False,185.059,"LINESTRING (-82.4585196 36.9433343, -82.4585414 36.9433568, -82.4585931 36.9433831, -82.458744 36.943411, -82.459009 36.943459, -82.459503 36.943539, -82.45992 36.943596, -82.46054 36.943693)",,,2nd Street Northeast,
15513284,False,residential,False,194.90200000000002,"LINESTRING (-82.461239 36.943792, -82.461214 36.94391, -82.461178 36.944045, -82.461168 36.944119, -82.461147 36.944182, -82.461117 36.944219, -82.461093 36.944236, -82.46095 36.944311, -82.460752 36.944432, -82.460645 36.944522, -82.460571 36.944596, -82.460305 36.944825, -82.460156 36.944963, -82.459947 36.94513)",,,Alfred Avenue Northeast,
15514906,False,tertiary,False,151.447,"LINESTRING (-82.461239 36.943792, -82.46145 36.943821, -82.46247 36.943986, -82.462911 36.944055)",,,2nd Street Northeast,
15514906,False,tertiary,True,56.486999999999995,"LINESTRING (-82.461239 36.943792, -82.460801 36.94373, -82.460613 36.943704)",,,2nd Street Northeast,
15513284,False,residential,True,194.902,"LINESTRING (-82.459947 36.94513, -82.460156 36.944963, -82.460305 36.944825, -82.460571 36.944596, -82.460645 36.944522, -82.460752 36.944432, -82.46095 36.944311, -82.461093 36.944236, -82.461117 36.944219, -82.461147 36.944182, -82.461168 36.944119, -82.461178 36.944045, -82.461214 36.94391, -82.461239 36.943792)",,,Alfred Avenue Northeast,
15513681,False,residential,False,88.202,"LINESTRING (-82.464462 36.943483, -82.464369 36.943853, -82.464345 36.943941, -82.464301 36.94414, -82.464269 36.944261)",,,High Avenue Northeast,
15517906,False,secondary,False,122.24600000000001,"LINESTRING (-82.464462 36.943483, -82.46413 36.943428, -82.463542 36.943316, -82.463127 36.94322)",VA 72;VA 158,,Front Street East,
15517906,False,secondary,True,87.14099999999999,"LINESTRING (-82.464462 36.943483, -82.464588 36.943504, -82.465135 36.943566, -82.465432 36.943596)",VA 72;VA 158,,Front Street East,
15513681,False,residential,False,107.71300000000001,"LINESTRING (-82.464269 36.944261, -82.464168 36.944687, -82.46405 36.945171, -82.46405 36.945213)",,,High Avenue Northeast,
15513681,False,residential,True,88.202,"LINESTRING (-82.464269 36.944261, -82.464301 36.94414, -82.464345 36.943941, -82.464369 36.943853, -82.464462 36.943483)",,,High Avenue Northeast,
15514906,False,tertiary,False,128.678,"LINESTRING (-82.464269 36.944261, -82.464601 36.944315, -82.465033 36.944374, -82.465184 36.944388, -82.465336 36.944387, -82.465487 36.944371, -82.465695 36.944329)",,,2nd Street Northeast,
15514906,False,tertiary,True,122.846,"LINESTRING (-82.464269 36.944261, -82.463519 36.944153, -82.462911 36.944055)",,,2nd Street Northeast,
15513681,False,residential,False,138.15099999999998,"LINESTRING (-82.46405 36.945213, -82.464063 36.94527, -82.464093 36.945327, -82.464232 36.945526, -82.464496 36.945835, -82.464793 36.946156, -82.464879 36.946256)",,,High Avenue Northeast,
15513681,False,residential,True,107.71300000000001,"LINESTRING (-82.46405 36.945213, -82.46405 36.945171, -82.464168 36.944687, -82.464269 36.944261)",,,High Avenue Northeast,
15517892,False,residential,False,115.08400000000002,"LINESTRING (-82.46405 36.945213, -82.46398 36.945232, -82.463645 36.94539, -82.463375 36.945525, -82.463291 36.94558, -82.463197 36.94565, -82.462981 36.945788)",,,North Street Northeast,
15517892,False,residential,True,179.209,"LINESTRING (-82.46405 36.945213, -82.464141 36.945203, -82.464417 36.945227, -82.464752 36.945269, -82.465389 36.945368, -82.465422 36.94537, -82.465581 36.945393, -82.465841 36.945421, -82.466043 36.945424)",,,North Street Northeast,
15513681,False,residential,True,138.151,"LINESTRING (-82.464879 36.946256, -82.464793 36.946156, -82.464496 36.945835, -82.464232 36.945526, -82.464093 36.945327, -82.464063 36.94527, -82.46405 36.945213)",,,High Avenue Northeast,
15514040,False,residential,False,134.22899999999998,"LINESTRING (-82.466036 36.946629, -82.466023 36.946577, -82.466022 36.94638, -82.466039 36.946164, -82.466051 36.945891, -82.466058 36.945574, -82.466043 36.945424)",,,Centre Avenue Northeast,
15514040,False,residential,True,85.418,"LINESTRING (-82.466036 36.946629, -82.466069 36.946696, -82.466116 36.946755, -82.466215 36.946841, -82.466286 36.946926, -82.466332 36.946999, -82.46638 36.947119, -82.46642 36.947256, -82.466432 36.947314)",,,Centre Avenue Northeast,
15514579,False,residential,True,92.753,"LINESTRING (-82.466036 36.946629, -82.465847 36.946854, -82.465573 36.947228, -82.465536 36.94726, -82.46545 36.947312)",,,Grand Avenue,
15514040,False,residential,False,125.704,"LINESTRING (-82.466043 36.945424, -82.466035 36.945375, -82.465892 36.944894, -82.465815 36.944649, -82.465695 36.944329)",,,Centre Avenue Northeast,
15514040,False,residential,True,134.22899999999998,"LINESTRING (-82.466043 36.945424, -82.466058 36.945574, -82.466051 36.945891, -82.466039 36.946164, -82.466022 36.94638, -82.466023 36.946577, -82.466036 36.946629)",,,Centre Avenue Northeast,
15517892,False,residential,False,179.209,"LINESTRING (-82.466043 36.945424, -82.465841 36.945421, -82.465581 36.945393, -82.465422 36.94537, -82.465389 36.945368, -82.464752 36.945269, -82.464417 36.945227, -82.464141 36.945203, -82.46405 36.945213)",,,North Street Northeast,
15517892,False,residential,True,157.423,"LINESTRING (-82.466043 36.945424, -82.466758 36.945187, -82.467222 36.945008, -82.467464 36.944919, -82.4676385 36.9448176)",,,North Street Northeast,
15514040,False,residential,False,84.798,"LINESTRING (-82.465695 36.944329, -82.465616 36.944125, -82.465432 36.943596)",,,Centre Avenue Northeast,
15514040,False,residential,True,125.70400000000001,"LINESTRING (-82.465695 36.944329, -82.465815 36.944649, -82.465892 36.944894, -82.466035 36.945375, -82.466043 36.945424)",,,Centre Avenue Northeast,
15514906,False,tertiary,False,56.852,"LINESTRING (-82.465695 36.944329, -82.466079 36.944249, -82.46631 36.944189)",,,2nd Street Northeast,
15514906,False,tertiary,True,128.678,"LINESTRING (-82.465695 36.944329, -82.465487 36.944371, -82.465336 36.944387, -82.465184 36.944388, -82.465033 36.944374, -82.464601 36.944315, -82.464269 36.944261)",,,2nd Street Northeast,
15514579,False,residential,False,54.9,"LINESTRING (-82.464891 36.947516, -82.465 36.947458, -82.46513 36.947406, -82.465168 36.947397, -82.465295 36.947358, -82.465399 36.947332, -82.46545 36.947312)",,,Grand Avenue,
"[15514579, 15513773]",False,residential,True,292.25,"LINESTRING (-82.464891 36.947516, -82.464602 36.947676, -82.464563 36.947687, -82.464512 36.947688, -82.464453 36.947672, -82.464414 36.947646, -82.464339 36.947542, -82.464231 36.947394, -82.46385 36.946929, -82.463722 36.946754, -82.463483 36.946454, -82.463192 36.94606, -82.462981 36.945788)",,,"['Grand Avenue Northeast', 'Grand Avenue']",
15518222,False,residential,False,122.488,"LINESTRING (-82.464891 36.947516, -82.464955 36.947343, -82.465038 36.947185, -82.465047 36.947144, -82.465043 36.947091, -82.465022 36.947042, -82.464749 36.946681, -82.464643 36.946556, -82.464618 36.946533)",,,Gray Avenue Northeast,
15514906,False,tertiary,False,6.602,"LINESTRING (-82.46054 36.943693, -82.460613 36.943704)",,,2nd Street Northeast,
15514906,False,tertiary,True,185.059,"LINESTRING (-82.46054 36.943693, -82.45992 36.943596, -82.459503 36.943539, -82.459009 36.943459, -82.458744 36.943411, -82.4585931 36.9433831, -82.4585414 36.9433568, -82.4585196 36.9433343)",,,2nd Street Northeast,
15517829,False,residential,False,149.249,"LINESTRING (-82.46054 36.943693, -82.460462 36.943769, -82.460154 36.944036, -82.460069 36.944104, -82.459895 36.944221, -82.459756 36.944297, -82.459543 36.944397, -82.459403 36.944447, -82.459225 36.944489)",,,Brook Avenue Northeast,
15514906,False,tertiary,True,6.602,"LINESTRING (-82.460613 36.943704, -82.46054 36.943693)",,,2nd Street Northeast,
15514906,False,tertiary,False,56.486999999999995,"LINESTRING (-82.460613 36.943704, -82.460801 36.94373, -82.461239 36.943792)",,,2nd Street Northeast,
15517828,False,residential,True,98.27600000000001,"LINESTRING (-82.460613 36.943704, -82.460688 36.943578, -82.460774 36.943458, -82.460874 36.943298, -82.460902 36.94325, -82.46105 36.942895)",,,Brook Avenue Northeast,
15514906,False,tertiary,False,152.70799999999997,"LINESTRING (-82.46631 36.944189, -82.466521 36.944119, -82.466957 36.943948, -82.467457 36.943766, -82.467676 36.943697, -82.467862 36.943604)",,,2nd Street Northeast,
15514906,False,tertiary,True,56.852,"LINESTRING (-82.46631 36.944189, -82.466079 36.944249, -82.465695 36.944329)",,,2nd Street Northeast,
15516834,False,tertiary,False,137.487,"LINESTRING (-82.46631 36.944189, -82.466619 36.944362, -82.466854 36.944476, -82.466952 36.944523, -82.46735 36.944711, -82.4674997 36.9447737, -82.4676385 36.9448176)",,,Diagonal Avenue Northeast,
15514906,False,tertiary,True,152.708,"LINESTRING (-82.467862 36.943604, -82.467676 36.943697, -82.467457 36.943766, -82.466957 36.943948, -82.466521 36.944119, -82.46631 36.944189)",,,2nd Street Northeast,
15517906,False,secondary,False,217.315,"LINESTRING (-82.467862 36.943604, -82.467702 36.94364, -82.467457 36.943676, -82.467291 36.943689, -82.466845 36.943678, -82.465603 36.943613, -82.465432 36.943596)",VA 72;VA 158,,Front Street East,
15517906,False,secondary,True,112.49600000000001,"LINESTRING (-82.467862 36.943604, -82.46802 36.943559, -82.4683907 36.943429, -82.468511 36.943387, -82.469022 36.9432)",VA 72;VA 158,,Front Street East,
15516030,False,residential,True,155.20700000000002,"LINESTRING (-82.461375 36.946251, -82.461655 36.946032, -82.462039 36.945755, -82.462215 36.945633, -82.462567 36.945422, -82.462688 36.945333)",,,Pine Street Northeast,
15517906,False,secondary,False,112.49600000000001,"LINESTRING (-82.469022 36.9432, -82.468511 36.943387, -82.4683907 36.943429, -82.46802 36.943559, -82.467862 36.943604)",VA 72;VA 158,,Front Street East,
15516834,False,tertiary,True,137.487,"LINESTRING (-82.4676385 36.9448176, -82.4674997 36.9447737, -82.46735 36.944711, -82.466952 36.944523, -82.466854 36.944476, -82.466619 36.944362, -82.46631 36.944189)",,,Diagonal Avenue Northeast,
15517892,False,residential,False,157.423,"LINESTRING (-82.4676385 36.9448176, -82.467464 36.944919, -82.467222 36.945008, -82.466758 36.945187, -82.466043 36.945424)",,,North Street Northeast,
1254674194,False,tertiary,True,258.469,"LINESTRING (-82.4676385 36.9448176, -82.4677024 36.9448173, -82.4677848 36.9448045, -82.468099 36.944705, -82.468271 36.94466, -82.468368 36.944646, -82.468491 36.944643, -82.468594 36.944653, -82.468697 36.944673, -82.468796 36.944702, -82.468873 36.944743, -82.468925 36.944771, -82.469031 36.944844, -82.469106 36.944916, -82.469167 36.944995, -82.469217 36.945089, -82.46924 36.945171, -82.469245 36.945283, -82.469199 36.945612, -82.469205 36.945702, -82.46923 36.94579, -82.469248 36.945825, -82.469277 36.945857, -82.46933 36.945889)",,,North Street Northeast,
15516883,False,residential,False,183.463,"LINESTRING (-82.46093 36.941765, -82.460986 36.94176, -82.461053 36.941741, -82.461123 36.941699, -82.46119 36.941674, -82.461305 36.941653, -82.461348 36.941659, -82.461377 36.941674, -82.461455 36.94175, -82.461536 36.941809, -82.461591 36.941838, -82.461689 36.941878, -82.461775 36.941898, -82.461864 36.94191, -82.461999 36.94191, -82.462066 36.941903, -82.462118 36.941891, -82.462169 36.941879, -82.462308 36.941856, -82.462426 36.941852, -82.46265 36.941863, -82.462843 36.941893)",,,Jefferson Street Southeast,
15517828,False,residential,False,98.276,"LINESTRING (-82.46105 36.942895, -82.460902 36.94325, -82.460874 36.943298, -82.460774 36.943458, -82.460688 36.943578, -82.460613 36.943704)",,,Brook Avenue Northeast,
15517906,False,secondary,False,210.68399999999997,"LINESTRING (-82.46105 36.942895, -82.460768 36.942853, -82.460303 36.942781, -82.4595346 36.9426594, -82.4590635 36.9425834, -82.458937 36.942563, -82.458724 36.942529)",VA 72;VA 158,,Front Street East,
15517906,False,secondary,True,151.844,"LINESTRING (-82.46105 36.942895, -82.461475 36.942958, -82.461782 36.942996, -82.462183 36.943059, -82.462565 36.943118, -82.46273 36.943143)",VA 72;VA 158,,Front Street East,
15517829,False,residential,True,149.24900000000002,"LINESTRING (-82.459225 36.944489, -82.459403 36.944447, -82.459543 36.944397, -82.459756 36.944297, -82.459895 36.944221, -82.460069 36.944104, -82.460154 36.944036, -82.460462 36.943769, -82.46054 36.943693)",,,Brook Avenue Northeast,
15517892,False,residential,True,332.49300000000005,"LINESTRING (-82.461117 36.947689, -82.461223 36.947774, -82.461341 36.947855, -82.461391 36.947877, -82.461448 36.947885, -82.461516 36.947879, -82.461566 36.947863, -82.461608 36.947834, -82.461636 36.947796, -82.461641 36.947732, -82.461625 36.947429, -82.46163 36.947267, -82.461658 36.946996, -82.461697 36.946789, -82.461731 36.946697, -82.461783 36.946611, -82.461853 36.946537, -82.461937 36.946472, -82.462073 36.946391, -82.462175 36.946331, -82.462333 36.946226, -82.462818 36.945889, -82.462981 36.945788)",,,North Street Northeast,
15518222,False,residential,True,122.488,"LINESTRING (-82.464618 36.946533, -82.464643 36.946556, -82.464749 36.946681, -82.465022 36.947042, -82.465043 36.947091, -82.465047 36.947144, -82.465038 36.947185, -82.464955 36.947343, -82.464891 36.947516)",,,Gray Avenue Northeast,
