osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,tunnel,bridge
10902331,True,Penn Avenue,tertiary,False,172.496,"LINESTRING (-75.6649935 41.4107632, -75.6650735 41.410693, -75.6656511 41.4101859, -75.6662419 41.4096672, -75.666337 41.4095837)",,,,,
31914870,False,Linden Street,tertiary,True,130.42899999999997,"LINESTRING (-75.6649935 41.4107632, -75.6650683 41.4108091, -75.6656077 41.4111405, -75.6662035 41.4115064)",2,,,,
876535903,True,Linden Street,tertiary,False,134.696,"LINESTRING (-75.6649935 41.4107632, -75.6648867 41.4106954, -75.6643849 41.4103767, -75.6638658 41.410047, -75.6638509 41.4100375, -75.6637609 41.4099804)",,,,,
"[482254305, 482254306, 173162485]",False,Jefferson Avenue,trunk,False,171.75500000000002,"LINESTRING (-75.6599379 41.4075782, -75.6598823 41.4076305, -75.6594481 41.4080157, -75.6593982 41.4080602, -75.6593404 41.4081119, -75.6593065 41.4081421, -75.659194 41.4082426, -75.6589615 41.4084503, -75.6587143 41.4086712, -75.6586136 41.4087611)",3,US 11;PA 307,30 mph,,
"[482254313, 482254314]",False,Jefferson Avenue,trunk,True,107.384,"LINESTRING (-75.6599379 41.4075782, -75.660007 41.4075174, -75.6605101 41.4070608, -75.6606474 41.4069367, -75.6607599 41.4068349)",4,US 11;PA 307,30 mph,,
876540098,False,Linden Street,tertiary,False,118.60700000000001,"LINESTRING (-75.6599379 41.4075782, -75.6598634 41.4075307, -75.659475 41.4072833, -75.6593894 41.4072288, -75.6591187 41.4070581, -75.6589911 41.4069776, -75.6589295 41.4069388, -75.6588517 41.4068897)",,,,,
"[46141944, 10900339]",False,"['Linden Street', 'Monroe Avenue']","['tertiary', 'residential']","[False, True]",251.13,"LINESTRING (-75.6588517 41.4068897, -75.6587884 41.406848, -75.6577825 41.4062357, -75.6577253 41.4062009, -75.6577882 41.4061391, -75.6579837 41.4059605, -75.6580122 41.4059344, -75.6586144 41.4053711, -75.658711 41.4052968)",,,,,
173162509,False,Madison Avenue,tertiary,False,172.525,"LINESTRING (-75.6588517 41.4068897, -75.6587792 41.4069397, -75.6580865 41.4075384, -75.6579367 41.4076679, -75.6578521 41.4077489, -75.6575587 41.4080053, -75.6574974 41.4080617)",,,,,
876540098,False,Linden Street,tertiary,True,118.607,"LINESTRING (-75.6588517 41.4068897, -75.6589295 41.4069388, -75.6589911 41.4069776, -75.6591187 41.4070581, -75.6593894 41.4072288, -75.659475 41.4072833, -75.6598634 41.4075307, -75.6599379 41.4075782)",,,,,
876139110,True,Biden Street,secondary,False,147.377,"LINESTRING (-75.6623575 41.4070899, -75.6624205 41.4071266, -75.662727 41.407305, -75.6628555 41.4073861, -75.6628742 41.4073979, -75.662975 41.4074615, -75.6631129 41.4075486, -75.6631604 41.4075786, -75.6632341 41.4076251, -75.66364 41.4078812, -75.6637212 41.4079325)",,,,,
876540097,True,Adams Avenue,secondary,False,169.648,"LINESTRING (-75.6623575 41.4070899, -75.6622878 41.4071527, -75.6620427 41.4073735, -75.6619016 41.4075005, -75.661829 41.4075659, -75.6615791 41.407791, -75.6614243 41.4079304, -75.6610969 41.4082253, -75.6610558 41.4082623)",2,,,,
"[46141944, 10900339]",False,"['Linden Street', 'Monroe Avenue']","['residential', 'tertiary']","[False, True]",251.13,"LINESTRING (-75.658711 41.4052968, -75.6586144 41.4053711, -75.6580122 41.4059344, -75.6579837 41.4059605, -75.6577882 41.4061391, -75.6577253 41.4062009, -75.6577825 41.4062357, -75.6587884 41.406848, -75.6588517 41.4068897)",,,,,
19908251,False,Ridge Row,residential,False,99.045,"LINESTRING (-75.658711 41.4052968, -75.6590106 41.4053222, -75.6590637 41.4053294, -75.6591588 41.4053424, -75.6594203 41.405372, -75.6595373 41.4053866, -75.6598891 41.4054016)",,,,,
173392612,False,Vine Street,tertiary,False,149.067,"LINESTRING (-75.6597533 41.4114878, -75.6598145 41.4115261, -75.6603075 41.4118327, -75.6603544 41.4118615, -75.6605391 41.4119763, -75.6606992 41.4120758, -75.6608074 41.4121431, -75.6610385 41.4122868, -75.6611295 41.4123433)",,,,,
876139108,True,North Washington Avenue,tertiary,False,170.952,"LINESTRING (-75.6597533 41.4114878, -75.6598135 41.4114336, -75.6599059 41.4113505, -75.6603424 41.4109575, -75.6606614 41.4106703, -75.660998 41.4103673, -75.6610654 41.4103066)",,CR 3023,,,
876540102,False,Vine Street,tertiary,True,145.581,"LINESTRING (-75.6597533 41.4114878, -75.6596747 41.4114356, -75.6592132 41.4111293, -75.6589717 41.4109756, -75.6589479 41.4109598, -75.6585354 41.4106963, -75.6584831 41.4106649, -75.6584308 41.4106334)",,,,,
173162509,False,Madison Avenue,tertiary,True,172.525,"LINESTRING (-75.6574974 41.4080617, -75.6575587 41.4080053, -75.6578521 41.4077489, -75.6579367 41.4076679, -75.6580865 41.4075384, -75.6587792 41.4069397, -75.6588517 41.4068897)",,,,,
"[482254307, 482254309]",False,Mulberry Street,secondary,False,121.30300000000001,"LINESTRING (-75.6574974 41.4080617, -75.6576228 41.4081365, -75.6579584 41.408348, -75.6580645 41.408415, -75.6584919 41.4086844, -75.6586136 41.4087611)",3,,,,
484433021,False,Mulberry Street,secondary,True,118.25999999999999,"LINESTRING (-75.6574974 41.4080617, -75.6573857 41.4079906, -75.6569615 41.4077206, -75.6567376 41.4075781, -75.6564659 41.4074052, -75.6564163 41.4073735)",2,,,,
876540099,False,Madison Avenue,tertiary,False,168.877,"LINESTRING (-75.6574974 41.4080617, -75.6574439 41.4081137, -75.6574042 41.4081499, -75.6567407 41.4087479, -75.6562436 41.4091977, -75.6562072 41.4092322)",,,,,
173172305,False,Vine Street,tertiary,False,121.08300000000001,"LINESTRING (-75.6562072 41.4092322, -75.6562724 41.4092733, -75.6564919 41.4094116, -75.6565254 41.4094327, -75.6566468 41.4095092, -75.6567625 41.4095821, -75.6573188 41.4099327)",,,,,
876540099,False,Madison Avenue,tertiary,True,168.87699999999998,"LINESTRING (-75.6562072 41.4092322, -75.6562436 41.4091977, -75.6567407 41.4087479, -75.6574042 41.4081499, -75.6574439 41.4081137, -75.6574974 41.4080617)",,,,,
484433021,False,Mulberry Street,secondary,False,118.26,"LINESTRING (-75.6564163 41.4073735, -75.6564659 41.4074052, -75.6567376 41.4075781, -75.6569615 41.4077206, -75.6573857 41.4079906, -75.6574974 41.4080617)",2,,,,
10900071,False,Franklin Avenue,tertiary,False,170.74200000000002,"LINESTRING (-75.6675152 41.4103274, -75.6671119 41.41069, -75.6670352 41.4107589, -75.6665826 41.4111657, -75.6662035 41.4115064)",2,,,,
877385657,True,Biden Street,tertiary,False,128.425,"LINESTRING (-75.666337 41.4095837, -75.6663777 41.4096094, -75.6669312 41.4099587, -75.667112 41.4100729, -75.6673077 41.4101964, -75.6675152 41.4103274)",2,,,,
877385658,True,Penn Avenue,tertiary,False,169.249,"LINESTRING (-75.666337 41.4095837, -75.6663894 41.4095362, -75.6671672 41.4088313, -75.6675519 41.4084807, -75.6676163 41.4084031)",,,,,
47403387,False,South Wyoming Avenue,secondary,True,168.714,"LINESTRING (-75.6650836 41.4087925, -75.6651562 41.4087281, -75.6659049 41.4080642, -75.6661187 41.4078699, -75.6661935 41.4078019, -75.6663154 41.4076911, -75.6663868 41.4076321)",4,,,,
173349834,True,Biden Street,tertiary,False,136.625,"LINESTRING (-75.6650836 41.4087925, -75.6651887 41.4088588, -75.6657092 41.4091874, -75.6662336 41.4095184, -75.666337 41.4095837)",2,,,,
173349835,False,Wyoming Avenue,secondary,False,172.09199999999998,"LINESTRING (-75.6650836 41.4087925, -75.6649905 41.4088761, -75.6641077 41.4096689, -75.6640383 41.4097312, -75.6638217 41.4099257, -75.6638128 41.4099337, -75.6637609 41.4099804)",4,,25 mph,,
47403387,False,South Wyoming Avenue,secondary,False,168.714,"LINESTRING (-75.6663868 41.4076321, -75.6663154 41.4076911, -75.6661935 41.4078019, -75.6661187 41.4078699, -75.6659049 41.4080642, -75.6651562 41.4087281, -75.6650836 41.4087925)",4,,,,
647905035,False,Lackawanna Avenue,secondary,True,149.203,"LINESTRING (-75.6663868 41.4076321, -75.6658055 41.4072687, -75.6650976 41.4068225, -75.6650151 41.4067707)",4,,,,
"[876066544, 877385659, 173277847]",False,Lackawanna Avenue,secondary,False,133.65599999999998,"LINESTRING (-75.6663868 41.4076321, -75.6664953 41.4077002, -75.666849 41.4079223, -75.667194 41.4081391, -75.6675393 41.408355, -75.6676163 41.4084031)",4,,,building_passage,
19908251,False,Ridge Row,residential,True,99.045,"LINESTRING (-75.6598891 41.4054016, -75.6595373 41.4053866, -75.6594203 41.405372, -75.6591588 41.4053424, -75.6590637 41.4053294, -75.6590106 41.4053222, -75.658711 41.4052968)",,,,,
46139485,False,North Washington Avenue,tertiary,True,51.65,"LINESTRING (-75.6580525 41.4130258, -75.6583691 41.4127414, -75.6584494 41.4126692)",,,,,
45187883,False,Jefferson Avenue,residential,False,169.21300000000002,"LINESTRING (-75.6586136 41.4087611, -75.65853 41.4088363, -75.6581135 41.4092109, -75.6579634 41.4093519, -75.6573944 41.4098646, -75.6573188 41.4099327)",2,,,,
"[121513841, 173382722, 96934452]",False,Mulberry Street,trunk,False,121.016,"LINESTRING (-75.6586136 41.4087611, -75.6586913 41.4088101, -75.659169 41.4091112, -75.6593379 41.4092176, -75.6596472 41.4094126, -75.6597245 41.4094613)",4,US 11;PA 307,25 mph,,
"[482254305, 482254306, 173162485]",False,Jefferson Avenue,trunk,True,171.75499999999997,"LINESTRING (-75.6586136 41.4087611, -75.6587143 41.4086712, -75.6589615 41.4084503, -75.659194 41.4082426, -75.6593065 41.4081421, -75.6593404 41.4081119, -75.6593982 41.4080602, -75.6594481 41.4080157, -75.6598823 41.4076305, -75.6599379 41.4075782)",3,US 11;PA 307,30 mph,,
"[482254307, 482254309]",False,Mulberry Street,secondary,True,121.303,"LINESTRING (-75.6586136 41.4087611, -75.6584919 41.4086844, -75.6580645 41.408415, -75.6579584 41.408348, -75.6576228 41.4081365, -75.6574974 41.4080617)",3,,,,
10891435,True,North Washington Avenue,tertiary,False,170.53299999999996,"LINESTRING (-75.6584494 41.4126692, -75.6585078 41.4126168, -75.6586127 41.4125226, -75.6590921 41.4120918, -75.6596655 41.411568, -75.6597533 41.4114878)",,,,,
