osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,tunnel
"[5669290, 760711170]",True,97th Street Transverse,secondary,False,168.435,1,25 mph,"LINESTRING (-73.964694 40.7916758, -73.9645552 40.7916252, -73.9645019 40.7916097, -73.9644379 40.7915944, -73.9643696 40.791582, -73.9643073 40.791573, -73.9642488 40.7915684, -73.9641908 40.7915667, -73.9641382 40.7915698, -73.9640787 40.7915771, -73.9640082 40.7915895, -73.9632947 40.791728, -73.9632282 40.7917389, -73.9631654 40.7917447, -73.9631021 40.7917489, -73.9630406 40.7917487, -73.9629816 40.7917441, -73.962932 40.7917379, -73.962752 40.7917087)",
195743154,False,Central Park West,secondary,False,89.32400000000001,4,25 mph,"LINESTRING (-73.964694 40.7916758, -73.9646332 40.7917586, -73.9644503 40.792013, -73.9642608 40.7922715, -73.9641772 40.7923773)",
895606701,False,Central Park West,secondary,True,86.04599999999999,4,25 mph,"LINESTRING (-73.964694 40.7916758, -73.9647609 40.7915874, -73.9651495 40.7910513, -73.9651883 40.7909985)",
195743154,False,Central Park West,secondary,True,89.324,4,25 mph,"LINESTRING (-73.9641772 40.7923773, -73.9642608 40.7922715, -73.9644503 40.792013, -73.9646332 40.7917586, -73.964694 40.7916758)",
"[5671092, 749923141, 749923140]",True,97th Street Transverse,secondary,False,142.596,"['1', '3', '2']",25 mph,"LINESTRING (-73.962752 40.7917087, -73.9629184 40.7917741, -73.9630405 40.7918074, -73.963254 40.7918683, -73.9633464 40.7918975, -73.9634292 40.7919263, -73.9634914 40.7919576, -73.963558 40.7920007, -73.9637498 40.7921279, -73.9638324 40.79218, -73.9639274 40.7922349, -73.9640597 40.7923052, -73.9641772 40.7923773)",
"[34958053, 760727183, 760727188, 760727192, 760727194]",False,97th Street Transverse,secondary,True,548.7980000000001,2,25 mph,"LINESTRING (-73.962752 40.7917087, -73.9626941 40.7916893, -73.962532 40.7916341, -73.9623723 40.7915777, -73.9621451 40.7914919, -73.9620036 40.7914343, -73.9618473 40.7913623, -73.9616836 40.7912858, -73.9615425 40.7912159, -73.9614248 40.7911563, -73.9613082 40.7910935, -73.9612147 40.7910409, -73.9611255 40.7909884, -73.9610436 40.7909365, -73.9606436 40.7906607, -73.960562 40.790608, -73.9604779 40.7905574, -73.9603889 40.790508, -73.960301 40.7904622, -73.9602077 40.7904169, -73.9601151 40.7903767, -73.9600164 40.7903388, -73.9599137 40.7903029, -73.959811 40.7902718, -73.9597115 40.7902444, -73.9596027 40.7902212, -73.9595141 40.7902022, -73.9592261 40.790149, -73.9591053 40.7901233, -73.95901 40.7901034, -73.9589232 40.7900823, -73.9588413 40.7900605, -73.9587506 40.7900341, -73.9586694 40.7900092, -73.9585823 40.7899803, -73.95851 40.789953, -73.95843 40.789923, -73.9576393 40.7895856, -73.9571774 40.7893891, -73.9570893 40.7893529)",yes
195743334,True,5th Avenue,secondary,False,79.474,2,25 mph,"LINESTRING (-73.9562599 40.7872265, -73.9562997 40.7871721, -73.9566778 40.7866547, -73.9567171 40.7866012)",
68668544,True,Madison Avenue,secondary,False,85.79,3,25 mph,"LINESTRING (-73.9546527 40.7865547, -73.9546139 40.7866097, -73.9542314 40.7871383, -73.9541623 40.787231)",
353220074,True,East 95th Street,residential,False,154.622,,,"LINESTRING (-73.9546527 40.7865547, -73.9547636 40.7866008, -73.9561511 40.7871919, -73.9562599 40.7872265)",
822072342,False,Central Park West,secondary,False,79.879,4,25 mph,"LINESTRING (-73.9656483 40.7903702, -73.965607 40.7904251, -73.9652262 40.7909467, -73.9651883 40.7909985)",
