osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,tunnel,junction
837361868,4,South Jefferson Street,tertiary,30 mph,False,False,22.207,"LINESTRING (-90.1779689 32.2978894, -90.1780091 32.2976926)",,,,
837361868,4,South Jefferson Street,tertiary,30 mph,False,False,105.161,"LINESTRING (-90.1780091 32.2976926, -90.1781899 32.2967593)",,,,
837361868,4,South Jefferson Street,tertiary,30 mph,False,True,22.207,"LINESTRING (-90.1780091 32.2976926, -90.1779689 32.2978894)",,,,
837361868,4,South Jefferson Street,tertiary,30 mph,False,False,67.377,"LINESTRING (-90.1781899 32.2967593, -90.1782803 32.2961582)",,,,
837361868,4,South Jefferson Street,tertiary,30 mph,False,True,105.161,"LINESTRING (-90.1781899 32.2967593, -90.1780091 32.2976926)",,,,
837361868,4,South Jefferson Street,tertiary,30 mph,False,False,56.2,"LINESTRING (-90.1782803 32.2961582, -90.1783789 32.2956597)",,,,
837361868,4,South Jefferson Street,tertiary,30 mph,False,True,67.377,"LINESTRING (-90.1782803 32.2961582, -90.1781899 32.2967593)",,,,
837361868,4,South Jefferson Street,tertiary,30 mph,False,True,56.2,"LINESTRING (-90.1783789 32.2956597, -90.1782803 32.2961582)",,,,
13598961,,Tombigbee Street,residential,,False,True,127.08399999999999,"LINESTRING (-90.1783789 32.2956597, -90.178567 32.2956909, -90.1797095 32.2958624)",,,,
13594552,,South Lamar Street,tertiary,,True,False,13.756,"LINESTRING (-90.186943 32.2959544, -90.1869587 32.2958314)",,,,
13604538,,East Amite Street,residential,,False,False,60.599,"LINESTRING (-90.1795485 32.3002328, -90.1801842 32.3003238)",,,,
13598320,,North Street,residential,,False,False,243.68,"LINESTRING (-90.1795485 32.3002328, -90.1790674 32.3012182, -90.1785652 32.3019257, -90.1784344 32.302205)",,,,
13598320,,North Street,residential,,False,False,115.663,"LINESTRING (-90.1784344 32.302205, -90.1782256 32.3032301)",,,,
13599068,,Mississippi Street,residential,,False,True,129.109,"LINESTRING (-90.1784344 32.302205, -90.1797894 32.3023959)",,,,
13598320,,North Street,residential,,False,True,243.68,"LINESTRING (-90.1784344 32.302205, -90.1785652 32.3019257, -90.1790674 32.3012182, -90.1795485 32.3002328)",,,,
13598320,,North Street,residential,,False,False,5.474,"LINESTRING (-90.1782142 32.303286, -90.1782049 32.3033346)",,,,
13598320,,North Street,residential,,False,True,6.307,"LINESTRING (-90.1782142 32.303286, -90.1782256 32.3032301)",,,,
13599653,,North West Street,tertiary,,False,False,95.866,"LINESTRING (-90.1840698 32.2999946, -90.1839049 32.3008454)",,,,
555015717,,North West Street,tertiary,,True,False,20.159,"LINESTRING (-90.1840698 32.2999946, -90.1840927 32.2999625, -90.1841061 32.2999393, -90.1841116 32.2999257, -90.1841161 32.2999144, -90.1841329 32.2998747, -90.1841555 32.299829)",,,,
13604180,2,North Congress Street,residential,,False,False,8.433,"LINESTRING (-90.1829067 32.2995418, -90.1828926 32.2996167)",,,,
