osmid,oneway,lanes,highway,reversed,length,geometry,ref,name
10407312,True,1,motorway_link,False,27.788,"LINESTRING (-120.2549533 37.1264942, -120.2549325 37.1264419, -120.25488 37.1263542, -120.2547887 37.1262888)",,
1188795218,False,,primary,True,68.779,"LINESTRING (-120.2549533 37.1264942, -120.2553579 37.1263687, -120.2556345 37.1262088)",CA 233,East Robertson Boulevard
10407544,False,,residential,False,113.03,"LINESTRING (-120.2617662 37.1185842, -120.2621803 37.1189414, -120.2626552 37.1193123)",,South 6th Street
10411665,False,,residential,False,110.41499999999999,"LINESTRING (-120.2617662 37.1185842, -120.2609639 37.1192115, -120.2609479 37.1192239, -120.260877 37.1192794)",,Orange Avenue
10411761,False,,residential,True,108.715,"LINESTRING (-120.2626552 37.1193123, -120.2635286 37.1186261)",,Trinity Avenue
10407544,False,,residential,False,118.942,"LINESTRING (-120.2626552 37.1193123, -120.2631023 37.1196927, -120.2635786 37.1200882)",,South 6th Street
10407544,False,,residential,True,113.03,"LINESTRING (-120.2626552 37.1193123, -120.2621803 37.1189414, -120.2617662 37.1185842)",,South 6th Street
10411761,False,,residential,False,109.34899999999999,"LINESTRING (-120.2626552 37.1193123, -120.2618574 37.1199368, -120.2618395 37.1199509, -120.2617751 37.1200012)",,Trinity Avenue
1188795228,False,,primary,True,109.76,"LINESTRING (-120.2635786 37.1200882, -120.2644514 37.1193882)",CA 233,Robertson Boulevard
10407544,False,,residential,True,118.942,"LINESTRING (-120.2635786 37.1200882, -120.2631023 37.1196927, -120.2626552 37.1193123)",,South 6th Street
10410388,False,,residential,False,118.83,"LINESTRING (-120.2635786 37.1200882, -120.2640635 37.1204766, -120.264444 37.1207796, -120.2644614 37.1207935, -120.2645287 37.1208418)",,North 6th Street
1188795228,False,,primary,False,107.501,"LINESTRING (-120.2635786 37.1200882, -120.2627836 37.1206914, -120.2627061 37.1207592)",CA 233,Robertson Boulevard
1188795224,False,,primary,True,107.213,"LINESTRING (-120.2600874 37.1228345, -120.2609452 37.1221549)",CA 233,Robertson Boulevard
10407727,False,,residential,False,118.021,"LINESTRING (-120.2600874 37.1228345, -120.2605376 37.123235, -120.2610008 37.1236061)",,North 2nd Street
719996398,True,,residential,False,122.301,"LINESTRING (-120.2600874 37.1228345, -120.2600246 37.1227714, -120.2596012 37.1224323, -120.2591242 37.1220478)",,South 2nd Street
1188795224,False,,primary,False,111.583,"LINESTRING (-120.2600874 37.1228345, -120.2597394 37.1231067, -120.2591914 37.1235392)",CA 233,Robertson Boulevard
1112449936,False,,residential,False,110.569,"LINESTRING (-120.2610008 37.1236061, -120.2601163 37.1243071)",,Kings Avenue
10407727,False,,residential,False,112.515,"LINESTRING (-120.2610008 37.1236061, -120.2614565 37.1239792, -120.2618932 37.1243255)",,North 2nd Street
10407727,False,,residential,True,118.021,"LINESTRING (-120.2610008 37.1236061, -120.2605376 37.123235, -120.2600874 37.1228345)",,North 2nd Street
1112449936,False,,residential,True,109.329,"LINESTRING (-120.2610008 37.1236061, -120.2617534 37.1230158, -120.2618241 37.122959, -120.2618784 37.1229154)",,Kings Avenue
10408563,False,,residential,False,110.394,"LINESTRING (-120.2618932 37.1243255, -120.2610081 37.1250238)",,Riverside Avenue
10408563,False,,residential,True,109.27,"LINESTRING (-120.2618932 37.1243255, -120.2627753 37.1236392)",,Riverside Avenue
10407727,False,,residential,False,110.602,"LINESTRING (-120.2618932 37.1243255, -120.2623162 37.1246788, -120.2627613 37.1250398)",,North 2nd Street
10407727,False,,residential,True,112.515,"LINESTRING (-120.2618932 37.1243255, -120.2614565 37.1239792, -120.2610008 37.1236061)",,North 2nd Street
10407727,False,,residential,False,109.106,"LINESTRING (-120.2627613 37.1250398, -120.2636247 37.125739)",,North 2nd Street
10409697,False,,residential,False,112.545,"LINESTRING (-120.2627613 37.1250398, -120.26187 37.1257605)",,Lake Avenue
10409697,False,,residential,True,108.98,"LINESTRING (-120.2627613 37.1250398, -120.263628 37.1243448)",,Lake Avenue
10407727,False,,residential,True,110.602,"LINESTRING (-120.2627613 37.1250398, -120.2623162 37.1246788, -120.2618932 37.1243255)",,North 2nd Street
10407727,False,,residential,True,109.106,"LINESTRING (-120.2636247 37.125739, -120.2627613 37.1250398)",,North 2nd Street
10412113,False,,residential,False,112.568,"LINESTRING (-120.2636247 37.125739, -120.2627047 37.1264367)",,Monterey Avenue
10412113,False,,residential,True,109.004,"LINESTRING (-120.2636247 37.125739, -120.2645047 37.1250544)",,Monterey Avenue
10407727,False,,residential,False,110.2,"LINESTRING (-120.2636247 37.125739, -120.2640274 37.1261195, -120.2644586 37.1264731)",,North 2nd Street
10407727,False,,residential,False,53.337,"LINESTRING (-120.2644586 37.1264731, -120.264878 37.126817)",,North 2nd Street
37531776,False,,residential,False,112.6,"LINESTRING (-120.2644586 37.1264731, -120.2653622 37.1257615)",,Sonoma Avenue
10407727,False,,residential,True,110.2,"LINESTRING (-120.2644586 37.1264731, -120.2640274 37.1261195, -120.2636247 37.125739)",,North 2nd Street
"[37531776, 10408948]",False,,residential,True,190.151,"LINESTRING (-120.2644586 37.1264731, -120.2639256 37.1268934, -120.2636423 37.1268866, -120.2632236 37.1267387, -120.2629643 37.1266471, -120.2627047 37.1264367)",,"['Sonoma Avenue', 'North 1st Street']"
10407727,False,,residential,True,53.337,"LINESTRING (-120.264878 37.126817, -120.2644586 37.1264731)",,North 2nd Street
10407781,False,,residential,False,193.97799999999998,"LINESTRING (-120.2592193 37.1249952, -120.2596789 37.1253845, -120.26008 37.12572, -120.260621 37.126083, -120.26085 37.126083)",,West Front Street
10412429,False,,secondary,True,116.799,"LINESTRING (-120.2592193 37.1249952, -120.2589895 37.1248116, -120.2587616 37.1246255, -120.2585814 37.1244777, -120.2582971 37.1242451)",,North Front Street
1112449936,False,,residential,True,110.357,"LINESTRING (-120.2592193 37.1249952, -120.2596678 37.1246524, -120.2601163 37.1243071)",,Kings Avenue
10407781,False,,residential,True,193.978,"LINESTRING (-120.26085 37.126083, -120.260621 37.126083, -120.26008 37.12572, -120.2596789 37.1253845, -120.2592193 37.1249952)",,West Front Street
