osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,bridge,tunnel
18832584,Taylor Street,residential,False,True,21.36,"LINESTRING (-72.2755874 42.936245, -72.2753256 42.9362322)",,,,
18814702,Towne Street,residential,True,False,78.84200000000001,"LINESTRING (-72.2755874 42.936245, -72.2755879 42.936211, -72.275598 42.9355665, -72.275598 42.935536)",,,,
18832584,Taylor Street,residential,False,False,141.871,"LINESTRING (-72.2755874 42.936245, -72.2771624 42.9363235, -72.2773231 42.9363478)",,,,
18828835,Spring Street,residential,False,False,87.386,"LINESTRING (-72.275598 42.935536, -72.2745268 42.9355867)",,,,
18828835,Spring Street,residential,False,True,160.649,"LINESTRING (-72.275598 42.935536, -72.2759002 42.9355202, -72.2759758 42.9355193, -72.2760992 42.935526, -72.2774008 42.9356251, -72.2775624 42.9356373)",,,,
18830789,Dunbar Street,residential,False,False,25.955,"LINESTRING (-72.2742574 42.9307564, -72.273941 42.930785)",,,,
18830789,Dunbar Street,residential,False,True,39.672,"LINESTRING (-72.2742574 42.9307564, -72.2747393 42.9307035)",,,,
18821883,,residential,False,False,66.081,"LINESTRING (-72.2742574 42.9307564, -72.2741798 42.9303842, -72.2741448 42.9302115, -72.2741361 42.9301688)",,,,
18828928,Water Street,tertiary,False,True,41.235,"LINESTRING (-72.2741361 42.9301688, -72.2746366 42.930112)",,,,
18821883,,residential,False,True,66.081,"LINESTRING (-72.2741361 42.9301688, -72.2741448 42.9302115, -72.2741798 42.9303842, -72.2742574 42.9307564)",,,,
18828928,Water Street,tertiary,False,False,53.400000000000006,"LINESTRING (-72.2741361 42.9301688, -72.2735928 42.9302234, -72.2734863 42.9302341)",,,,
18835555,Beaver Street,tertiary,False,False,54.366,"LINESTRING (-72.2739467 42.9374671, -72.2746127 42.9374308)",30 mph,,,
18835555,Beaver Street,tertiary,False,True,60.365,"LINESTRING (-72.2739467 42.9374671, -72.2732067 42.937502)",30 mph,,,
123163750,Court Street,secondary,False,False,170.125,"LINESTRING (-72.2803473 42.9359223, -72.2803599 42.9359395, -72.2813667 42.9372579)",,,,
123163750,Court Street,secondary,False,True,53.221000000000004,"LINESTRING (-72.2803473 42.9359223, -72.2803124 42.935877, -72.2800376 42.9355008)",,,,
987511396,Mechanic Street,residential,True,False,105.145,"LINESTRING (-72.2803473 42.9359223, -72.2802487 42.9359614, -72.2797188 42.9361628, -72.2795643 42.936217, -72.2793774 42.93628, -72.2791936 42.936347)",,,,
18835403,Davis Street,residential,False,False,82.078,"LINESTRING (-72.2810323 42.9298319, -72.2809727 42.9298376, -72.2800986 42.9299219, -72.2800328 42.9299283)",,,,
18835403,Davis Street,residential,False,True,81.572,"LINESTRING (-72.2810323 42.9298319, -72.2819805 42.9297424, -72.282026 42.9297381)",,,,
18832649,Gilbo Avenue,tertiary,False,True,145.667,"LINESTRING (-72.2783404 42.9325009, -72.2785062 42.9324784, -72.279215 42.9323758, -72.2794436 42.9323427, -72.2798644 42.932284, -72.2800967 42.9322507)",,,,
940565412,Main Street,secondary,True,False,17.518,"LINESTRING (-72.2783404 42.9325009, -72.2783102 42.93242, -72.2782702 42.9323524)",25 mph,2,,
"[18828121, 18829377]",Wilson Street,residential,False,False,61.263999999999996,"LINESTRING (-72.2799745 42.9317072, -72.2800182 42.9319159, -72.2800654 42.9320907, -72.2800967 42.9322507)",,,,
18829377,Wilson Street,residential,False,True,116.891,"LINESTRING (-72.2799745 42.9317072, -72.2799756 42.9316712, -72.2799998 42.93164, -72.2800343 42.931619, -72.2802099 42.9315733, -72.2802608 42.9315509, -72.2802952 42.9315184, -72.28031 42.931476, -72.280208 42.9309581, -72.2801895 42.9308639, -72.280187 42.9308511, -72.2801772 42.9308013)",,,,
18833955,Commercial Street,residential,False,True,85.13,"LINESTRING (-72.2799745 42.9317072, -72.2795296 42.9317605, -72.2790232 42.9318283, -72.2789432 42.9318262)",,,,
"[18829377, 18828121]",Wilson Street,residential,False,True,61.264,"LINESTRING (-72.2800967 42.9322507, -72.2800654 42.9320907, -72.2800182 42.9319159, -72.2799745 42.9317072)",,,,
18832649,Gilbo Avenue,tertiary,False,False,145.66700000000003,"LINESTRING (-72.2800967 42.9322507, -72.2798644 42.932284, -72.2794436 42.9323427, -72.279215 42.9323758, -72.2785062 42.9324784, -72.2783404 42.9325009)",,,,
18832649,Gilbo Avenue,tertiary,False,True,196.409,"LINESTRING (-72.2800967 42.9322507, -72.2802987 42.9322138, -72.2810199 42.9320645, -72.2811545 42.9320399, -72.2819666 42.9319143, -72.2823236 42.9318591, -72.2824423 42.9318411)",,,,
18833955,Commercial Street,residential,False,False,85.13,"LINESTRING (-72.2789432 42.9318262, -72.2790232 42.9318283, -72.2795296 42.9317605, -72.2799745 42.9317072)",,,,
18832536,Central Square,secondary,True,False,14.636,"LINESTRING (-72.2782649 42.9337322, -72.2782162 42.9338589)",,2,,
452118147,Roxbury Street,tertiary,False,False,156.29999999999998,"LINESTRING (-72.2782649 42.9337322, -72.2780985 42.9337208, -72.2780332 42.9337239, -72.2779486 42.9337279, -72.2776388 42.9337829, -72.2769876 42.9338856, -72.276956 42.9338906, -72.2764536 42.9339698, -72.2763838 42.9339808)",30 mph,,,
452118147,Roxbury Street,tertiary,False,False,112.673,"LINESTRING (-72.2763838 42.9339808, -72.276166 42.9340145, -72.2760806 42.9340277, -72.2758404 42.9340746, -72.2750581 42.9342676)",30 mph,,,
452118147,Roxbury Street,tertiary,False,True,156.29999999999998,"LINESTRING (-72.2763838 42.9339808, -72.2764536 42.9339698, -72.276956 42.9338906, -72.2769876 42.9338856, -72.2776388 42.9337829, -72.2779486 42.9337279, -72.2780332 42.9337239, -72.2780985 42.9337208, -72.2782649 42.9337322)",30 mph,,,
454914183,Roxbury Plaza,residential,False,False,89.043,"LINESTRING (-72.2763838 42.9339808, -72.2763619 42.9339115, -72.276187 42.933374, -72.2761509 42.933263, -72.276131 42.9332017)",,,,
452118147,Roxbury Street,tertiary,False,False,10.693,"LINESTRING (-72.2750581 42.9342676, -72.2749355 42.9343021)",30 mph,,,
18831300,Norway Avenue,residential,False,True,114.319,"LINESTRING (-72.2750581 42.9342676, -72.2750391 42.9341972, -72.2749701 42.9339217, -72.2748452 42.933511, -72.2748077 42.9334371, -72.2747512 42.9333656, -72.2747178 42.933314, -72.2746962 42.9332806)",,,,
452118147,Roxbury Street,tertiary,False,True,112.673,"LINESTRING (-72.2750581 42.9342676, -72.2758404 42.9340746, -72.2760806 42.9340277, -72.276166 42.9340145, -72.2763838 42.9339808)",30 mph,,,
452118147,Roxbury Street,tertiary,False,True,10.693,"LINESTRING (-72.2749355 42.9343021, -72.2750581 42.9342676)",30 mph,,,
18832121,Roxbury Court,residential,False,False,90.725,"LINESTRING (-72.2749355 42.9343021, -72.2749532 42.9343544, -72.2752044 42.9350939)",,,,
452118147,Roxbury Street,tertiary,False,False,109.52,"LINESTRING (-72.2749355 42.9343021, -72.2744293 42.9344402, -72.274005 42.9345542, -72.2736751 42.9346464)",30 mph,,,
450114062,Harrison Street,residential,False,True,140.755,"LINESTRING (-72.2736751 42.9346464, -72.2736561 42.9345899, -72.2734533 42.9340031, -72.2733778 42.9337978, -72.2733461 42.933687, -72.2733205 42.9334794, -72.2732941 42.9334141)",,,,
452118147,Roxbury Street,tertiary,False,False,54.629,"LINESTRING (-72.2736751 42.9346464, -72.2730909 42.9348086, -72.2730477 42.9348207)",30 mph,,,
452118147,Roxbury Street,tertiary,False,True,109.52000000000001,"LINESTRING (-72.2736751 42.9346464, -72.274005 42.9345542, -72.2744293 42.9344402, -72.2749355 42.9343021)",30 mph,,,
452118147,Roxbury Street,tertiary,False,False,54.257,"LINESTRING (-72.2730477 42.9348207, -72.2724296 42.9350032)",30 mph,,,
18833247,Franklin Street,residential,False,False,92.631,"LINESTRING (-72.2730477 42.9348207, -72.2730521 42.934892, -72.2730991 42.9356529)",,,,
452118147,Roxbury Street,tertiary,False,True,54.629,"LINESTRING (-72.2730477 42.9348207, -72.2730909 42.9348086, -72.2736751 42.9346464)",30 mph,,,
452118147,Roxbury Street,tertiary,False,True,54.257,"LINESTRING (-72.2724296 42.9350032, -72.2730477 42.9348207)",30 mph,,,
18828835,Spring Street,residential,False,False,160.649,"LINESTRING (-72.2775624 42.9356373, -72.2774008 42.9356251, -72.2760992 42.935526, -72.2759758 42.9355193, -72.2759002 42.9355202, -72.275598 42.935536)",,,,
454564111,Washington Street,secondary,False,False,81.376,"LINESTRING (-72.2775624 42.9356373, -72.277345 42.9362921, -72.2773231 42.9363478)",25 mph,2,,
454564111,Washington Street,secondary,False,True,23.761,"LINESTRING (-72.2775624 42.9356373, -72.2776194 42.9354806, -72.2776358 42.9354305)",25 mph,2,,
18828835,Spring Street,residential,False,True,87.386,"LINESTRING (-72.2745268 42.9355867, -72.275598 42.935536)",,,,
"[987511376, 987511377, 18828835]",Spring Street,residential,False,False,116.465,"LINESTRING (-72.2745268 42.9355867, -72.2737947 42.9356255, -72.2736946 42.9356292, -72.2731667 42.9356507, -72.2730991 42.9356529)",,,yes,
18833582,Brook Street,residential,False,False,205.298,"LINESTRING (-72.2745268 42.9355867, -72.2745275 42.9356218, -72.27453 42.935746, -72.27453 42.935865, -72.2745518 42.9369407, -72.2746089 42.9373841, -72.2746127 42.9374308)",,,,
18833247,Franklin Street,residential,False,False,205.798,"LINESTRING (-72.2730991 42.9356529, -72.273203 42.937411, -72.2732049 42.9374578, -72.2732067 42.937502)",,,,
18833247,Franklin Street,residential,False,True,92.631,"LINESTRING (-72.2730991 42.9356529, -72.2730521 42.934892, -72.2730477 42.9348207)",,,,
"[987511376, 987511377, 18828835]",Spring Street,residential,False,True,116.465,"LINESTRING (-72.2730991 42.9356529, -72.2731667 42.9356507, -72.2736946 42.9356292, -72.2737947 42.9356255, -72.2745268 42.9355867)",,,yes,
18828879,Willow Court,residential,False,False,54.211,"LINESTRING (-72.2751075 42.9293309, -72.2751831 42.9293291, -72.2754101 42.9293358, -72.2757718 42.9293585)",,,,
18832493,Willow Street,residential,False,False,80.813,"LINESTRING (-72.2751075 42.9293309, -72.2751501 42.9298165, -72.2751641 42.9300045, -72.275168 42.9300563)",,,,
18828879,Willow Court,residential,False,True,54.211,"LINESTRING (-72.2757718 42.9293585, -72.2754101 42.9293358, -72.2751831 42.9293291, -72.2751075 42.9293309)",,,,
18828928,Water Street,tertiary,False,False,43.705,"LINESTRING (-72.275168 42.9300563, -72.2746366 42.930112)",,,,
18828928,Water Street,tertiary,False,True,209.996,"LINESTRING (-72.275168 42.9300563, -72.2768798 42.9298726, -72.27708 42.9298533, -72.2772114 42.9298366, -72.27756 42.9298042, -72.2777218 42.9297929)",,,,
18832493,Willow Street,residential,False,True,80.81299999999999,"LINESTRING (-72.275168 42.9300563, -72.2751641 42.9300045, -72.2751501 42.9298165, -72.2751075 42.9293309)",,,,
18828928,Water Street,tertiary,False,False,41.235,"LINESTRING (-72.2746366 42.930112, -72.2741361 42.9301688)",,,,
18828928,Water Street,tertiary,False,True,43.705,"LINESTRING (-72.2746366 42.930112, -72.275168 42.9300563)",,,,
18832962,Crossfield Street,residential,False,True,66.303,"LINESTRING (-72.2746366 42.930112, -72.2746455 42.9301555, -72.2747393 42.9307035)",,,,
18828928,Water Street,tertiary,False,True,53.400000000000006,"LINESTRING (-72.2734863 42.9302341, -72.2735928 42.9302234, -72.2741361 42.9301688)",,,,
305932015,Community Way,residential,False,False,298.3939999999999,"LINESTRING (-72.2734863 42.9302341, -72.2734789 42.9302827, -72.2734631 42.9303862, -72.2734586 42.9304828, -72.273496 42.9307059, -72.2735504 42.9309961, -72.2735764 42.9311028, -72.2736002 42.9311558, -72.2736449 42.931214, -72.2737153 42.9312756, -72.2738482 42.9313599, -72.2740471 42.9314632, -72.2747555 42.9318185, -72.2748158 42.9318562, -72.274847 42.9318902, -72.2749224 42.9319768, -72.2749549 42.9320359, -72.2749758 42.9320805, -72.2749806 42.9321368, -72.2749673 42.9322203, -72.2749618 42.9322446, -72.2749441 42.9323233, -72.2749308 42.9323783, -72.2749175 42.932433)",,,,
