osmid,name,highway,oneway,reversed,length,bridge,geometry,ref,lanes
20814253,Jones Street,residential,False,False,145.307,,"LINESTRING (-101.204723 30.7062132, -101.204698 30.7075198)",,
181565612,14th Street,tertiary,False,True,16.989,,"LINESTRING (-101.204723 30.7062132, -101.2045463 30.706197)",,
"[20837224, 181565612, 763008606, 763008607]","['14th Street', 'Avenue J']",tertiary,False,"[False, True]",621.0219999999999,yes,"LINESTRING (-101.204723 30.7062132, -101.205147 30.706197, -101.206385 30.706196, -101.2068033 30.706196, -101.2076768 30.7061966, -101.208457 30.706199, -101.2085557 30.706294, -101.208571 30.7064556, -101.2085666 30.7085402)",,
20814253,Jones Street,residential,False,True,145.307,,"LINESTRING (-101.204698 30.7075198, -101.204723 30.7062132)",,
20814253,Jones Street,residential,False,False,147.042,,"LINESTRING (-101.204698 30.7075198, -101.2046479 30.7083023, -101.2046646 30.7088408)",,
763008610,13th Street,residential,False,True,67.793,,"LINESTRING (-101.204698 30.7075198, -101.2043463 30.7075193, -101.2039889 30.7075187)",,
20837365,12th Street,residential,False,False,137.636,,"LINESTRING (-101.2046646 30.7088408, -101.203225 30.7088285)",,
20814253,Jones Street,residential,False,True,147.042,,"LINESTRING (-101.2046646 30.7088408, -101.2046479 30.7083023, -101.204698 30.7075198)",,
20837365,12th Street,residential,False,True,146.901,,"LINESTRING (-101.2046646 30.7088408, -101.2048741 30.7088425, -101.2055163 30.7088479, -101.2057918 30.7088551, -101.206201 30.7088551)",,
20814453,Avenue C,residential,False,False,146.565,,"LINESTRING (-101.1999184 30.7061936, -101.1998865 30.7075114)",,
181565611,14th Street,tertiary,False,False,73.104,,"LINESTRING (-101.1999184 30.7061936, -101.200683 30.7062006)",,
181565611,14th Street,tertiary,False,True,122.757,,"LINESTRING (-101.1999184 30.7061936, -101.1990699 30.7061961, -101.1986344 30.7061957)",,
20814473,Avenue D,residential,False,False,145.988,,"LINESTRING (-101.200683 30.7062006, -101.20068 30.7075135)",,
181565611,14th Street,tertiary,False,False,78.131,,"LINESTRING (-101.200683 30.7062006, -101.2015002 30.7062064)",,
181565611,14th Street,tertiary,False,True,73.104,,"LINESTRING (-101.200683 30.7062006, -101.1999184 30.7061936)",,
181565611,14th Street,tertiary,False,False,86.994,,"LINESTRING (-101.2015002 30.7062064, -101.2024101 30.7062132)",,
181565611,14th Street,tertiary,False,True,78.131,,"LINESTRING (-101.2015002 30.7062064, -101.200683 30.7062006)",,
747936694,Avenue E,primary,False,False,145.489,,"LINESTRING (-101.2015002 30.7062064, -101.2014932 30.7075148)",TX 163,
747936694,Avenue E,primary,False,True,77.72,,"LINESTRING (-101.2015002 30.7062064, -101.2015638 30.7057814, -101.2016821 30.7055308)",TX 163,
20836921,Avenue F,residential,False,False,144.888,,"LINESTRING (-101.2024101 30.7062132, -101.2024055 30.7075162)",,
181565611,14th Street,tertiary,False,False,76.637,,"LINESTRING (-101.2024101 30.7062132, -101.2032117 30.7062132)",,
181565611,14th Street,tertiary,False,True,86.994,,"LINESTRING (-101.2024101 30.7062132, -101.2015002 30.7062064)",,
20836998,Avenue G,residential,False,False,145.051,,"LINESTRING (-101.2032117 30.7062132, -101.2032367 30.7075175)",,
181565611,14th Street,tertiary,False,True,76.637,,"LINESTRING (-101.2032117 30.7062132, -101.2024101 30.7062132)",,
181565611,14th Street,tertiary,False,False,75.851,,"LINESTRING (-101.2032117 30.7062132, -101.203623 30.7062057, -101.2040049 30.7061988)",,
20837529,Houston Street,residential,False,False,146.774,,"LINESTRING (-101.2040049 30.7061988, -101.2039889 30.7075187)",,
181565611,14th Street,tertiary,False,False,51.761,,"LINESTRING (-101.2040049 30.7061988, -101.2043617 30.7061976, -101.2045463 30.706197)",,
181565611,14th Street,tertiary,False,True,75.851,,"LINESTRING (-101.2040049 30.7061988, -101.203623 30.7062057, -101.2032117 30.7062132)",,
20814453,Avenue C,residential,False,True,146.565,,"LINESTRING (-101.1998865 30.7075114, -101.1999184 30.7061936)",,
763008610,13th Street,residential,False,False,75.862,,"LINESTRING (-101.1998865 30.7075114, -101.20068 30.7075135)",,
20814453,Avenue C,residential,False,False,149.023,,"LINESTRING (-101.1998865 30.7075114, -101.1998733 30.7081734, -101.1998598 30.7088514)",,
20837365,12th Street,residential,False,True,78.129,,"LINESTRING (-101.1998598 30.7088514, -101.200677 30.7088455)",,
20814453,Avenue C,residential,False,False,149.524,,"LINESTRING (-101.1998598 30.7088514, -101.1998468 30.709506, -101.199833 30.7101959)",,
20814453,Avenue C,residential,False,True,149.023,,"LINESTRING (-101.1998598 30.7088514, -101.1998733 30.7081734, -101.1998865 30.7075114)",,
20814453,Avenue C,residential,False,True,149.524,,"LINESTRING (-101.199833 30.7101959, -101.1998468 30.709506, -101.1998598 30.7088514)",,
20837627,11th Street,secondary,False,False,80.401,,"LINESTRING (-101.199833 30.7101959, -101.2002782 30.7101969, -101.200674 30.7101978)",Loop 466,
747936694,Avenue E,primary,False,False,75.314,,"LINESTRING (-101.2015132 30.7109421, -101.201519 30.7116194)",TX 163,
747936694,Avenue E,primary,False,True,82.541,,"LINESTRING (-101.2015132 30.7109421, -101.201516 30.7101998)",TX 163,
20814456,10th Street,residential,False,False,83.78299999999999,,"LINESTRING (-101.2015132 30.7109421, -101.2019444 30.7109369, -101.2023895 30.7109316)",,
20814456,10th Street,residential,False,False,79.101,,"LINESTRING (-101.2023895 30.7109316, -101.2032169 30.7109282)",,
20836921,Avenue F,residential,False,False,80.772,,"LINESTRING (-101.2023895 30.7109316, -101.2023881 30.711658)",,
20836921,Avenue F,residential,False,True,81.152,,"LINESTRING (-101.2023895 30.7109316, -101.202384 30.7102018)",,
20814456,10th Street,residential,False,True,83.78299999999999,,"LINESTRING (-101.2023895 30.7109316, -101.2019444 30.7109369, -101.2015132 30.7109421)",,
20814456,10th Street,residential,False,True,79.101,,"LINESTRING (-101.2032169 30.7109282, -101.2023895 30.7109316)",,
20836998,Avenue G,residential,False,False,80.776,,"LINESTRING (-101.2032169 30.7109282, -101.203225 30.7116546)",,
20836998,Avenue G,residential,False,True,80.572,,"LINESTRING (-101.2032169 30.7109282, -101.203214 30.7102036)",,
20814473,Avenue D,residential,False,True,145.988,,"LINESTRING (-101.20068 30.7075135, -101.200683 30.7062006)",,
763008610,13th Street,residential,False,False,77.745,,"LINESTRING (-101.20068 30.7075135, -101.2014932 30.7075148)",,
763008610,13th Street,residential,False,True,75.862,,"LINESTRING (-101.20068 30.7075135, -101.1998865 30.7075114)",,
20814473,Avenue D,residential,False,False,148.112,,"LINESTRING (-101.20068 30.7075135, -101.2006785 30.7081772, -101.200677 30.7088455)",,
20837365,12th Street,residential,False,False,78.129,,"LINESTRING (-101.200677 30.7088455, -101.1998598 30.7088514)",,
20837365,12th Street,residential,False,True,80.934,,"LINESTRING (-101.200677 30.7088455, -101.2015235 30.7088549)",,
20814473,Avenue D,residential,False,False,150.36900000000003,,"LINESTRING (-101.200677 30.7088455, -101.2006755 30.7095059, -101.200674 30.7101978)",,
20814473,Avenue D,residential,False,True,148.112,,"LINESTRING (-101.200677 30.7088455, -101.2006785 30.7081772, -101.20068 30.7075135)",,
20837627,11th Street,secondary,False,False,80.497,,"LINESTRING (-101.200674 30.7101978, -101.201516 30.7101998)",Loop 466,
20814473,Avenue D,residential,False,False,153.427,,"LINESTRING (-101.200674 30.7101978, -101.2006727 30.7106683, -101.2006712 30.7112206, -101.20067 30.7115776)",,
20814473,Avenue D,residential,False,True,150.36900000000003,,"LINESTRING (-101.200674 30.7101978, -101.2006755 30.7095059, -101.200677 30.7088455)",,
20837627,11th Street,secondary,False,True,80.401,,"LINESTRING (-101.200674 30.7101978, -101.2002782 30.7101969, -101.199833 30.7101959)",Loop 466,
20814473,Avenue D,residential,False,False,23.218,,"LINESTRING (-101.20067 30.7115776, -101.2006704 30.7117864)",,
20814473,Avenue D,residential,False,True,153.427,,"LINESTRING (-101.20067 30.7115776, -101.2006712 30.7112206, -101.2006727 30.7106683, -101.200674 30.7101978)",,
763011117,9th Street,residential,False,True,81.86600000000001,,"LINESTRING (-101.20067 30.7115776, -101.2014237 30.7115868, -101.201519 30.7116194)",,2
20814473,Avenue D,residential,False,False,181.115,,"LINESTRING (-101.2006691 30.7123751, -101.2006654 30.7140039)",,
20814473,Avenue D,residential,False,True,65.461,,"LINESTRING (-101.2006691 30.7123751, -101.2006704 30.7117864)",,
20837276,8th Street,residential,False,False,80.677,,"LINESTRING (-101.2006691 30.7123751, -101.201513 30.7123777)",,
20814473,Avenue D,residential,False,True,181.115,,"LINESTRING (-101.2006654 30.7140039, -101.2006691 30.7123751)",,
20837537,Rugged Road,residential,False,False,65.771,,"LINESTRING (-101.2006654 30.7140039, -101.1999775 30.713994)",,
747936694,Avenue E,primary,False,True,145.489,,"LINESTRING (-101.2014932 30.7075148, -101.2015002 30.7062064)",TX 163,
763008610,13th Street,residential,False,False,87.22,,"LINESTRING (-101.2014932 30.7075148, -101.2024055 30.7075162)",,
763008610,13th Street,residential,False,True,77.745,,"LINESTRING (-101.2014932 30.7075148, -101.20068 30.7075135)",,
747936694,Avenue E,primary,False,False,149.046,,"LINESTRING (-101.2014932 30.7075148, -101.2015018 30.708181, -101.2015235 30.7088549)",TX 163,
20837365,12th Street,residential,False,False,80.934,,"LINESTRING (-101.2015235 30.7088549, -101.200677 30.7088455)",,
20837365,12th Street,residential,False,True,82.921,,"LINESTRING (-101.2015235 30.7088549, -101.2023908 30.708847)",,
747936694,Avenue E,primary,False,False,149.55,,"LINESTRING (-101.2015235 30.7088549, -101.2015241 30.7095121, -101.201516 30.7101998)",TX 163,
747936694,Avenue E,primary,False,True,149.046,,"LINESTRING (-101.2015235 30.7088549, -101.2015018 30.708181, -101.2014932 30.7075148)",TX 163,
20837627,11th Street,secondary,False,True,80.497,,"LINESTRING (-101.201516 30.7101998, -101.200674 30.7101978)",Loop 466,
747936694,Avenue E,primary,False,False,82.541,,"LINESTRING (-101.201516 30.7101998, -101.2015132 30.7109421)",TX 163,
20837627,11th Street,secondary,False,False,82.982,,"LINESTRING (-101.201516 30.7101998, -101.2019465 30.7102008, -101.202384 30.7102018)",Loop 466,
747936694,Avenue E,primary,False,True,149.55,,"LINESTRING (-101.201516 30.7101998, -101.2015241 30.7095121, -101.2015235 30.7088549)",TX 163,
747936694,Avenue E,primary,False,False,84.321,,"LINESTRING (-101.201519 30.7116194, -101.201513 30.7123777)",TX 163,
747936694,Avenue E,primary,False,True,75.314,,"LINESTRING (-101.201519 30.7116194, -101.2015132 30.7109421)",TX 163,
763011117,9th Street,residential,False,False,81.86600000000001,,"LINESTRING (-101.201519 30.7116194, -101.2014237 30.7115868, -101.20067 30.7115776)",,2
763011117,9th Street,residential,False,True,83.767,,"LINESTRING (-101.201519 30.7116194, -101.2016261 30.7116535, -101.2023881 30.711658)",,2
20837276,8th Street,residential,False,False,82.76,,"LINESTRING (-101.201513 30.7123777, -101.2023787 30.7123764)",,
20837276,8th Street,residential,False,True,80.677,,"LINESTRING (-101.201513 30.7123777, -101.2006691 30.7123751)",,
747936694,Avenue E,primary,False,True,84.321,,"LINESTRING (-101.201513 30.7123777, -101.201519 30.7116194)",TX 163,
747936694,Avenue E,primary,False,False,146.5,,"LINESTRING (-101.201513 30.7123777, -101.201513 30.7136259, -101.201513 30.7136952)",TX 163,
20837728,6th Street,residential,False,False,81.491,,"LINESTRING (-101.201513 30.7136952, -101.2023653 30.7137081)",,
747936694,Avenue E,primary,False,True,146.5,,"LINESTRING (-101.201513 30.7136952, -101.201513 30.7136259, -101.201513 30.7123777)",TX 163,
20836913,9th Street,residential,False,False,117.311,,"LINESTRING (-101.2085558 30.7116696, -101.2073287 30.7116684)",,2
