osmid,name,highway,oneway,reversed,length,geometry,lanes,access,maxspeed
954459257,Atlantic Road,residential,False,False,53.644999999999996,"LINESTRING (-72.0947161 41.3557801, -72.0947346 41.3557859, -72.0947509 41.3557897, -72.0947694 41.3557927, -72.0947894 41.3557938, -72.0948093 41.3557914, -72.0948292 41.3557873, -72.0948554 41.3557796, -72.0952209 41.355658, -72.0953104 41.3556282)",,,
954459258,Atlantic Road,residential,True,False,153.62600000000003,"LINESTRING (-72.0947161 41.3557801, -72.0947048 41.355776, -72.0946949 41.3557709, -72.0946772 41.3557573, -72.094657 41.3557358, -72.0946395 41.3557127, -72.0944053 41.3553315, -72.0943362 41.355217, -72.0942772 41.3551057, -72.0942482 41.3550472, -72.0940315 41.3545995, -72.0940095 41.3545581, -72.0940026 41.3545475, -72.0939957 41.3545377, -72.0939795 41.3545221)",,,
17157414,Mercer Street,residential,False,False,98.43,"LINESTRING (-72.1036927 41.3564759, -72.1028383 41.356004, -72.1027428 41.3559513)",,,
630565044,Mercer Street,residential,True,False,207.734,"LINESTRING (-72.1036927 41.3564759, -72.1043404 41.3568335, -72.1049782 41.3571858, -72.1055942 41.3575259, -72.1056215 41.357541, -72.1056975 41.357583)",,,
963449826,Brainard Street,residential,False,True,176.525,"LINESTRING (-72.1036927 41.3564759, -72.1036579 41.3565182, -72.1035692 41.356626, -72.1030907 41.3572078, -72.1026316 41.3577662, -72.1025818 41.3578268)",,,
659809280,Broad Street,primary,False,True,4.508,"LINESTRING (-72.1025343 41.3578075, -72.1025818 41.3578268)",,,
17158052,Brainard Street,residential,False,True,75.881,"LINESTRING (-72.1025343 41.3578075, -72.1025084 41.3578692, -72.1022612 41.3584584)",,,
659809280,Broad Street,primary,False,False,100.26400000000001,"LINESTRING (-72.1025343 41.3578075, -72.1019942 41.3575875, -72.1019007 41.3575455, -72.1018124 41.3574976, -72.1017299 41.3574443, -72.1016585 41.3573898, -72.1016554 41.357387, -72.1016277 41.3573622, -72.1015932 41.3573313, -72.1015605 41.3572967)",,,
308526839,State Street,tertiary,False,False,74.85300000000001,"LINESTRING (-72.0967299 41.3547244, -72.0966564 41.3547129, -72.0959719 41.354606, -72.0958526 41.3545849)",2,,
308526839,State Street,tertiary,False,True,119.07000000000001,"LINESTRING (-72.0967299 41.3547244, -72.0967931 41.3547343, -72.0973471 41.3548211, -72.0975678 41.3548589, -72.0977867 41.3548994, -72.0979885 41.3549395, -72.0981196 41.3549651)",2,,
609576409,Union Street,residential,False,False,47.18000000000001,"LINESTRING (-72.0967299 41.3547244, -72.0967286 41.3547288, -72.096712 41.3547844, -72.0966382 41.3550335, -72.0966238 41.3550959, -72.0966199 41.3551401)",2,,
609576409,Union Street,residential,False,True,62.7,"LINESTRING (-72.0967299 41.3547244, -72.0967501 41.3546563, -72.0968931 41.354174)",2,,
