osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,bridge,tunnel
"[453093699, 94054878]",Doty Street,residential,False,False,56.626,"LINESTRING (-91.496636 44.8128093, -91.4964933 44.8126416, -91.4963273 44.8124465, -91.4962651 44.8123733)",,,,
"[453093699, 94054878]",Doty Street,residential,False,True,56.626000000000005,"LINESTRING (-91.4962651 44.8123733, -91.4963273 44.8124465, -91.4964933 44.8126416, -91.496636 44.8128093)",,,,
968678380,East Grand Avenue,residential,False,False,102.093,"LINESTRING (-91.4962651 44.8123733, -91.4961612 44.8124452, -91.4952092 44.8129017)",25 mph,,,
968678380,East Grand Avenue,residential,False,True,97.955,"LINESTRING (-91.4962651 44.8123733, -91.4963358 44.8123399, -91.4967749 44.8121326, -91.4972071 44.8119285, -91.4972988 44.8118852)",25 mph,,,
69414284,Doty Street,residential,False,False,99.697,"LINESTRING (-91.4955629 44.8116177, -91.4955003 44.8115542, -91.4951844 44.811234, -91.4948977 44.8109433, -91.4948383 44.8108831)",,,,
453093695,Main Street,tertiary,False,False,101.904,"LINESTRING (-91.4955629 44.8116177, -91.4954783 44.811659, -91.495448 44.8116737, -91.4945027 44.8121413)",,,,
"[453093692, 453093695]",Main Street,tertiary,False,True,96.999,"LINESTRING (-91.4955629 44.8116177, -91.4960762 44.8113799, -91.4964499 44.8112068, -91.4965023 44.8111826, -91.4965925 44.8111408)",,,,
69414284,Doty Street,residential,False,False,201.464,"LINESTRING (-91.4948383 44.8108831, -91.4947845 44.8108244, -91.4945752 44.8105959, -91.4945334 44.8105503, -91.4940487 44.8100211, -91.4934467 44.8093639)",,,,
69414284,Doty Street,residential,False,True,99.697,"LINESTRING (-91.4948383 44.8108831, -91.4948977 44.8109433, -91.4951844 44.811234, -91.4955003 44.8115542, -91.4955629 44.8116177)",,,,
427319397,Gray Street,residential,False,False,98.241,"LINESTRING (-91.4948383 44.8108831, -91.494755 44.8109267, -91.4938125 44.811384)",,,,
427319397,Gray Street,residential,False,True,101.22,"LINESTRING (-91.4948383 44.8108831, -91.4949277 44.8108405, -91.4953011 44.8106625, -91.4958041 44.8104227, -91.4959033 44.8103754)",,,,
69414284,Doty Street,residential,False,False,100.85,"LINESTRING (-91.4934467 44.8093639, -91.4927358 44.8086101)",,,,
21468649,Seaver Street,residential,False,False,106.327,"LINESTRING (-91.4934467 44.8093639, -91.492889 44.8096265, -91.4923242 44.8098932)",,,,
69414284,Doty Street,residential,False,True,201.464,"LINESTRING (-91.4934467 44.8093639, -91.4940487 44.8100211, -91.4945334 44.8105503, -91.4945752 44.8105959, -91.4947845 44.8108244, -91.4948383 44.8108831)",,,,
21466343,Emery Street,residential,False,True,35.523,"LINESTRING (-91.4927358 44.8086101, -91.4931034 44.8084256)",,,,
69414284,Doty Street,residential,False,True,100.85,"LINESTRING (-91.4927358 44.8086101, -91.4934467 44.8093639)",,,,
"[69487580, 21465213]",Lake Street,tertiary,False,True,56.202,"LINESTRING (-91.5010983 44.8070722, -91.5009574 44.8071259, -91.5007654 44.8071991, -91.5004764 44.8073186)",,4,yes,
354591038,1st Avenue,tertiary,False,False,29.817,"LINESTRING (-91.5010983 44.8070722, -91.5011012 44.8071785, -91.5011056 44.8073403)",,,,
354591039,Lake Street,tertiary,False,False,182.877,"LINESTRING (-91.5010983 44.8070722, -91.5012073 44.8070559, -91.5015229 44.8070086, -91.5017255 44.8069921, -91.5019203 44.8069762, -91.5034044 44.8069815)",,,,
"[123315272, 486482290]",Lake Street,tertiary,False,False,78.654,"LINESTRING (-91.5034044 44.8069815, -91.5035813 44.8069815, -91.5042826 44.8069816, -91.5044014 44.8069816)",,,,
354591039,Lake Street,tertiary,False,True,182.877,"LINESTRING (-91.5034044 44.8069815, -91.5019203 44.8069762, -91.5017255 44.8069921, -91.5015229 44.8070086, -91.5012073 44.8070559, -91.5010983 44.8070722)",,,,
"[123315272, 486482290]",Lake Street,tertiary,False,True,78.65400000000001,"LINESTRING (-91.5044014 44.8069816, -91.5042826 44.8069816, -91.5035813 44.8069815, -91.5034044 44.8069815)",,,,
21469958,Gibson Street,residential,False,False,70.214,"LINESTRING (-91.5008591 44.8112949, -91.5007685 44.8113365, -91.5005763 44.8114246, -91.5001937 44.8116, -91.5001116 44.8116377)",,,,
21469958,Gibson Street,residential,False,True,97.215,"LINESTRING (-91.5008591 44.8112949, -91.5009534 44.8112501, -91.5016826 44.8108898, -91.5018736 44.8107986)",,,,
217233481,Graham Avenue,tertiary,False,False,99.72200000000001,"LINESTRING (-91.5008591 44.8112949, -91.5007961 44.8112273, -91.5006024 44.8110197, -91.5004636 44.8108709, -91.5002092 44.8105981, -91.5001615 44.810547)",25 mph,2,,
"[217233480, 217233481, 486482289]","['Graham Avenue', 'Eau Claire Street']",tertiary,False,True,157.608,"LINESTRING (-91.5008591 44.8112949, -91.5009167 44.8113568, -91.5010977 44.8115508, -91.5014278 44.8119054, -91.501433 44.8119149, -91.5014373 44.8119227, -91.5014406 44.8119428, -91.5014386 44.8119619, -91.50143 44.811983, -91.5014148 44.8119996, -91.5013956 44.8120129, -91.5013823 44.8120164, -91.5013007 44.8120381, -91.5012347 44.8120559, -91.5008811 44.8121509, -91.5007618 44.812178, -91.5006439 44.8122047)",25 mph,2,,
21468828,East Grand Avenue,residential,False,False,70.325,"LINESTRING (-91.5001615 44.810547, -91.5000697 44.8105882, -91.4994957 44.8108458, -91.4994081 44.8108851)",25 mph,2,,
21468828,East Grand Avenue,residential,False,True,39.726,"LINESTRING (-91.5001615 44.810547, -91.5002595 44.8105006, -91.5005804 44.8103487)",25 mph,2,,
217233481,Graham Avenue,tertiary,False,False,100.863,"LINESTRING (-91.5001615 44.810547, -91.500089 44.8104692, -91.4999885 44.8103615, -91.4997832 44.8101413, -91.4996357 44.8099831, -91.4995178 44.8098538, -91.4994561 44.8097905)",25 mph,2,,
217233481,Graham Avenue,tertiary,False,True,99.722,"LINESTRING (-91.5001615 44.810547, -91.5002092 44.8105981, -91.5004636 44.8108709, -91.5006024 44.8110197, -91.5007961 44.8112273, -91.5008591 44.8112949)",25 mph,2,,
21468961,Main Street,residential,False,True,60.604,"LINESTRING (-91.4994561 44.8097905, -91.4995578 44.8097479, -91.5000231 44.8095375, -91.5001071 44.8095012)",,,,
217233481,Graham Avenue,tertiary,False,True,100.86299999999999,"LINESTRING (-91.4994561 44.8097905, -91.4995178 44.8098538, -91.4996357 44.8099831, -91.4997832 44.8101413, -91.4999885 44.8103615, -91.500089 44.8104692, -91.5001615 44.810547)",25 mph,2,,
354696483,Graham Avenue,tertiary,False,False,102.512,"LINESTRING (-91.4994561 44.8097905, -91.4993911 44.8097215, -91.4991775 44.8094903, -91.4988193 44.8091043, -91.4987415 44.8090205)",,,,
354696484,Main Street,tertiary,False,False,70.34899999999999,"LINESTRING (-91.4994561 44.8097905, -91.4993681 44.809832, -91.4988055 44.8100937, -91.4987108 44.8101379)",,,,
21466186,Gray Street,residential,False,False,70.73,"LINESTRING (-91.4987415 44.8090205, -91.4986647 44.8090765, -91.4985281 44.8091402, -91.4981113 44.8093387, -91.498011 44.8093867)",,,,
